A.bg content.tsv
Level	Esperanto	bg	en-us	Grupo	Alternativoj	Pronoco
level	ili preskaŭ plene sukcesis	те почти напълно успяха	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	в тази неприятна ситуация	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	неприятна ситуация, при която дърветата хвърлиха клоните си	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	хвърляха собствените си мокри клони	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	направо в лицата	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	на индустриалеца	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	многоноги малки същества	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	взе краката му	took his feet	grupo	alternativoj	prononco
level	por promenejo	за пешеходен път	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	природата направи крака му паднал	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	най-болезнено	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	пусна крака си в яма	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	яма пълна с вода	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	зловонна вода	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	бързо стигна до мисълта	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	човек трябва да е готов	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	тук	here	grupo	alternativoj	prononco
level	iu ajn ~	някой ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	готов за всяка неприятна среща	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	нещо (каквото и да е)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	той чакаше всичко	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	настрана човешки глас	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	когато се чу глас, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	чу веднага близо	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	той направи хубав скок на място	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	който трогна сърцето му	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	нагоре към устата	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	с опит да си възвърне спокойствието	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	малко спокойствие	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	светлината на лампа	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	някой насочи право към очите му	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	лампата, която някой насочи към очите	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	попречи на помирението	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	струваше му се, че ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	човешката форма, която държеше лампата	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	носят дрехи полиция	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	какво правиш тук?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	звучи авторитетният глас	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	моля, говорете ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	малко ясно	a little clear	grupo	alternativoj	prononco
level	la alia diris	каза другият	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	в още по-важен тон	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	вървя	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	ходиш във фермата	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	на графинята	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	фермата на графинята	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	посред нощ	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	графинята покани ли те?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	тя знае ли за ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	за вашето присъствие	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	вашето присъствие тук	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	Трябва да те попитам ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	моли те да ме последваш	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	и той обясни ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	обясни, че ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	от грешния опит	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	грешният опит да се хване графинята	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	поради ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	заради терористи	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	полицията проверява внимателно	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	проверява какво се случва	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	възниква в околните	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	на замъка	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	околностите на замъка	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	на индустриалеца	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	изглеждаше, че ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	сърцето му падна този път	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	падна на крака	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	той знаеше, че ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	просто трудно ще се опита да намери	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	да намерим приемливо обяснение	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	относно собственото присъствие	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	идеята, че графинята знае всичко	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	идеята го лиши от малко надежда	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	малка надежда	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	малко надежда остана	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	след първите думи на полицията	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	колкото повече ~ толкова повече ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	колкото по-дълго, толкова по-добре	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	без значение колко	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	преди четвърт час	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	те се върнаха	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	след ужасното нещастие	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	хората си тръгнаха	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	и старите градове се разпаднаха	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	трябва да те видим отново	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	толкова по-често	the more often	grupo	alternativoj	prononco
level	mi pripensas	Аз мисля	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	толкова повече съм ядосан	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	тя живее в ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	във всяка къща	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	ще се видим ли пак	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	където и когато и да е	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	кога ще се върна ~?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	другата половина от книгите	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	ще имате ли нужда ~?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	се нуждае от повече от четвърт година	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	за тези работни места	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	защо е ~?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	толкова по-студено	the colder	grupo	alternativoj	prononco
level	ju pli longe	толкова по-дълго	the longer	grupo	alternativoj	prononco
level	ni atendas ~	чакаме ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	доволен ли си от ~?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	с всеки мъж	with any man	grupo	alternativoj	prononco
