B.hi content.tsv
Level	Esperanto	hi	en-us	Grupo	Alternativoj	Pronoco
level	verŝajne estos 300 ĝis 400 homoj tie	वहाँ संभवतः 300 से 400 लोग होंगे	there will probably be 300 to 400 people there	grupo	alternativoj	prononco
level	preskaŭ ĉiuj	लगभग सभी	almost everybody	grupo	alternativoj	prononco
level	kaj preskaŭ ĉiuj parolos Esperanton	और लगभग सभी लोग एस्पेरान्तो बोलेंगे	and almost everybody will speak Esperanto	grupo	alternativoj	prononco
level	ne bone parolas	अच्छा नहीं बोलता	does not speak well	grupo	alternativoj	prononco
level	bone, sed mi ne bone parolas Esperanton	ठीक है, लेकिन मैं एस्पेरान्तो अच्छी तरह से नहीं बोल पाता	ok, but I don't speak Esperanto well	grupo	alternativoj	prononco
level	ne gravas	कोई फर्क नहीं पड़ता कि	it doesn't matter	grupo	alternativoj	prononco
level	eblas partopreni en ~	~ में भाग लेना संभव है	it is possible to take part in ~	grupo	alternativoj	prononco
level	partopreni en Esperanto-kursoj tie	वहां एस्पेरान्तो पाठ्यक्रमों में भाग लेने के लिए	to take part in Esperanto courses there	grupo	alternativoj	prononco
level	kutime	आम तौर पर	usually	grupo	alternativoj	prononco
level	kutime estas du niveloj	आमतौर पर दो स्तर होते हैं	usually there are two levels	grupo	alternativoj	prononco
level	homoj, kiuj jam eklernis la lingvon	जो लोग पहले ही भाषा सीख चुके थे	people who had already learned the language	grupo	alternativoj	prononco
level	unu por komencantoj	शुरुआती लोगों के लिए एक	one for beginners	grupo	alternativoj	prononco
level	kaj alia por homoj kiuj jam eklernis la lingvon	और दूसरा उन लोगों के लिए जो पहले ही भाषा सीख चुके हैं	and the other for those who already learned the language	grupo	alternativoj	prononco
level	jes, kio?	हाँ, क्या?	jes, what?	grupo	alternativoj	prononco
level	vi diris, "kutime"	आपने कहा, &quot;आम तौर पर&quot;	you said, "usually"	grupo	alternativoj	prononco
level	ha, IJK okazas ĉiu-jare	ओह, IJK हर साल होता है	oh, IJK happens every year	grupo	alternativoj	prononco
level	ĉiu-foje en alia lando	हर बार दूसरे देश में	every time in other country	grupo	alternativoj	prononco
level	pro tio, ĉiu IJK estas alispeca	इस कारण से, प्रत्येक IJK अलग है	for this reason, every IJK is different	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj	लेकिन कार्यक्रम भी हैं	but there are also programs	grupo	alternativoj	prononco
level	programeroj, kiuj ofte revenas	प्रोग्राम जो अक्सर वापस आते हैं	programs that returns often	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj, kiuj ofte revenas	लेकिन ऐसे प्रोग्राम भी हैं जो अक्सर वापस आते हैं	but there're also programs that returns often	grupo	alternativoj	prononco
level	ekzemple	उदाहरण के लिए	for example	grupo	alternativoj	prononco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	उदाहरण के लिए, खेल और ताश खेलना लगभग हमेशा संभव है	for example, it is almost always possible to play sports and cards	grupo	alternativoj	prononco
level	babili kun amikoj dum la tuta nokto	सारी रात दोस्तों से बात करने के लिए	to talk with friends all night	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	आग के चारों ओर गाना और नृत्य करना	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	संगीत समारोहों आदि में भाग लेना	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	अच्छा, मैं इसे घर पर भी कर सकता हूँ	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	सही है, लेकिन	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	लेकिन IJK के दौरान महत्वपूर्ण बात ~ है	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	कई अलग-अलग देशों से आता है	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	बात यह है कि प्रतिभागी विभिन्न देशों से आते हैं	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	विभिन्न लोगों के उस मिश्रण के कारण	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	यह एक अच्छा माहौल है जो मुझे बहुत पसंद है	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	ठीक है, दिलचस्पी जैसी लगती है	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	मै इस बारे में सोचूंगा	I will think about	grupo	alternativoj	prononco
level	certe	पक्का	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	हालाँकि, एक समस्या ~ है	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	इतना पैसा	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	अभी मेरे पास उतने पैसे नहीं हैं	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	समस्या यह है कि मेरे पास उतना पैसा नहीं है	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	मैं समझता हूं, लेकिन इसकी कीमत ज्यादा नहीं होगी	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	मेरा मानना है कि यह ज्यादा महंगा नहीं होगा	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	कार्यक्रमों की फीस की एक तालिका	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	यानी, यदि आप शेयर/फीस तालिका को देखें	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	IJK-आमंत्रण की शेयर/फीस तालिका	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	तुम्हें वह मिल गया ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	यह कुल मिलाकर केवल 50 यूरो है	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	आप देखते हैं कि आपके लिए यह कुल मिलाकर केवल 50 यूरो है	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	अगर हम फर्श पर सोते हैं	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	ठीक है	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	अच्छा, यह ठीक लगता है	well, that sounds fine	grupo	alternativoj	prononco
