C.hi content.tsv
Level	Esperanto	hi	en-us	Grupo	Alternativoj	Pronoco
level	monto	एक पर्वत	a mountain	grupo	alternativoj	prononco
level	pensi	सोचने के लिए	to think	grupo	alternativoj	prononco
level	permesi	अनुमति देना, अनुमति देना	to permit, to allow	grupo	alternativoj	prononco
level	kosti	लागत के लिए	to cost	grupo	alternativoj	prononco
level	lito	एक बिस्तर, एक सोफ़ा	a bed, a couch	grupo	alternativoj	prononco
level	perdi	खोने के लिए	to lose	grupo	alternativoj	prononco
level	miri	चकित होना, चकित होना, चकित होना	to surprise, to be amased, to be astonished	grupo	alternativoj	prononco
level	persono	एक व्यक्ति	a person	grupo	alternativoj	prononco
level	diversa	विविध, विविध, विविध	diverse, varied, various	grupo	alternativoj	prononco
level	provi	प्रयास करना, प्रयास करना	to try, to attempt	grupo	alternativoj	prononco
level	pagi	भुगतान करने के लिए	to pay	grupo	alternativoj	prononco
level	prezenti	प्रस्तुत करना, परिचय कराना	to present, to introduce	grupo	alternativoj	prononco
level	aparta	अलग, विशेष, अलग	apart, particular, separate	grupo	alternativoj	prononco
level	rajto	सही, एक अधिकार	right, a right	grupo	alternativoj	prononco
level	mateno	सुबह, एक सुबह	morning, a morning	grupo	alternativoj	prononco
level	agrabla	सुखद, अनुकूल, अच्छा	pleasant, agreeable, nice	grupo	alternativoj	prononco
level	vespero	शाम, एक शाम	evening, an evening	grupo	alternativoj	prononco
level	muro	एक दीवार	a wall	grupo	alternativoj	prononco
level	suno	सूरज, एक सूरज	sun, a sun	grupo	alternativoj	prononco
level	rigardi	देखना, देखना	to look, to look at	grupo	alternativoj	prononco
level	senti	महसूस करना, महसूस करना	to feel, to sense	grupo	alternativoj	prononco
level	blanka	सफेद, खाली	white, blank	grupo	alternativoj	prononco
level	simpla	सरल	simple	grupo	alternativoj	prononco
level	rimarki	सूचना के लिए	to notice	grupo	alternativoj	prononco
level	lingvo	एक भाषा, ज़बान	a language, tongue	grupo	alternativoj	prononco
level	ŝanĝi	बदलना, बदलना	to change, to turn	grupo	alternativoj	prononco
level	renkonti	मिलना, मिलना, सामना होना	to meet, to encounter, to come accross	grupo	alternativoj	prononco
level	uzi	उपयोग करने के लिए	to use	grupo	alternativoj	prononco
level	timi	डरना, डरना	to fear, to be afraid of	grupo	alternativoj	prononco
level	vera	वास्तविक सच	real, true	grupo	alternativoj	prononco
level	sola	अकेला, एकमात्र, एकमात्र, अकेला	alone, only, sole, solitary	grupo	alternativoj	prononco
level	paco	शांति, एक शांति	peace, a peace	grupo	alternativoj	prononco
level	rakonti	वर्णन करना, बताना, बताना	to narrate, to tell, to relate	grupo	alternativoj	prononco
level	koloro	रंग, एक रंग	color, a color	grupo	alternativoj	prononco
level	pura	स्वच्छ, शुद्ध	clean, pure	grupo	alternativoj	prononco
level	aŭdi	सुनने के लिए	to hear	grupo	alternativoj	prononco
level	punkto	एक बिन्दु, एक बिन्दु, एक स्थान	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	एक मुंह	a mouth	grupo	alternativoj	prononco
level	araneo	एक मकड़ी	a spider	grupo	alternativoj	prononco
level	serĉi	खोजना, तलाश करना, तलाश करना	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	एक पत्र	a letter	grupo	alternativoj	prononco
level	frua	जल्दी, समय से पहले	early, premature	grupo	alternativoj	prononco
level	grava	महत्वपूर्ण, गंभीर	important, serious	grupo	alternativoj	prononco
level	nigra	काला	black	grupo	alternativoj	prononco
level	trankvila	शांत, शांत	tranquil, calm	grupo	alternativoj	prononco
level	flanko	एक पक्ष	a side	grupo	alternativoj	prononco
level	libroj	पुस्तकें	books	grupo	alternativoj	prononco
level	kuri	चलाने के लिए	to run	grupo	alternativoj	prononco
level	dolĉa	मिठाई	sweet	grupo	alternativoj	prononco
level	popolo	लोग, लोक, राष्ट्र	people, folk, nation	grupo	alternativoj	prononco
level	hundo	एक कुत्ता	a dog	grupo	alternativoj	prononco
level	fenestro	एक खिड़की	a window	grupo	alternativoj	prononco
level	aĝo	उम्र (वर्ष)	age (years old)	grupo	alternativoj	prononco
level	libron	एक किताब (उद्देश्य, आरोपात्मक)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	एक उंगली	a finger	grupo	alternativoj	prononco
level	resto	शेष, विश्राम, रहना	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	एक दांत	a tooth	grupo	alternativoj	prononco
level	kuiri	खाना बनाना	to cook	grupo	alternativoj	prononco
level	lavi	धोना	to wash	grupo	alternativoj	prononco
level	mia	मेरा	my	grupo	alternativoj	prononco
level	piedo	एक पैर, एक पंजा	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	श्रवण करना	to listen	grupo	alternativoj	prononco
level	tablo	एक मेज	a table	grupo	alternativoj	prononco
level	fali	गिरना, गिरना	to fall, to drop	grupo	alternativoj	prononco
level	familio	एक परिवार	a family	grupo	alternativoj	prononco
level	via	आपका	your	grupo	alternativoj	prononco
level	vizaĝo	एक चेहरा	a face	grupo	alternativoj	prononco
level	ĝusta	सही (सही), सटीक, उचित	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	एक रात	a night	grupo	alternativoj	prononco
level	mezo	एक मध्य, औसत, माध्य	a middle, average, mean	grupo	alternativoj	prononco
level	historio	इतिहास, एक इतिहास	history, a history	grupo	alternativoj	prononco
level	interesi	ब्याज में	to interest	grupo	alternativoj	prononco
level	administri	प्रबंधन करना, प्रशासन करना	to manage, to administer	grupo	alternativoj	prononco
level	aero	वायु, वायु (गैस)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	इसका	its	grupo	alternativoj	prononco
level	maro	एक समुद्र	a sea	grupo	alternativoj	prononco
level	fakto	एक तथ्य	a fact	grupo	alternativoj	prononco
level	lasi	छोड़ना, छोड़ना, अनुमति देना, जाने देना	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	एक जानवर, एक जानवर	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	नेतृत्व करना, मार्गदर्शन करना	to lead, to guide	grupo	alternativoj	prononco
level	avo	एक दादा	a grandfather	grupo	alternativoj	prononco
level	afabla	मिलनसार, मैत्रीपूर्ण, दयालु, मिलनसार	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	उनका	their	grupo	alternativoj	prononco
level	korpo	एक शरीर	a body	grupo	alternativoj	prononco
level	pordo	एक दरवाज़ा, एक द्वार	a door, a gate	grupo	alternativoj	prononco
level	forgesi	भूल जाने के लिए	to forget	grupo	alternativoj	prononco
level	kafo	कॉफ़ी, एक कॉफ़ी	coffee, a coffee	grupo	alternativoj	prononco
level	brui	शोर मचाने के लिए	to make noise	grupo	alternativoj	prononco
level	brili	चमकने के लिए	to shine	grupo	alternativoj	prononco
level	gazeto	एक पत्रिका, एक राजपत्र, एक पत्रिका (= पत्रिका)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	एक आंख	an eye	grupo	alternativoj	prononco
level	servi	सेवा करना	to serve	grupo	alternativoj	prononco
level	vento	हवा, एक हवा	wind, a wind	grupo	alternativoj	prononco
level	ludi	क्रीड़ा करना	to play	grupo	alternativoj	prononco
level	haro	एक बाल	a hair	grupo	alternativoj	prononco
level	arbo	एक वृक्ष	a tree	grupo	alternativoj	prononco
level	ŝia	उसकी	her	grupo	alternativoj	prononco
level	lia	उसका	his	grupo	alternativoj	prononco
level	plumo	एक पंख, एक कलम	a feather, a pen	grupo	alternativoj	prononco
level	bildo	एक चित्र, एक छवि	a picture, an image	grupo	alternativoj	prononco
level	paŝi	क़दम बढ़ाना, चलना, गति करना, कदम बढ़ाना	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	मोटा, मोटा, बोल्ड	thick, fat, bold	grupo	alternativoj	prononco
level	sia	स्वयं का	one's own	grupo	alternativoj	prononco
level	konsenti	स्वीकार करना (उसे), सहमत होना (साथ), अनुमोदन करना (को), सहमत होना (साथ), सहमति देना	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	ग्रीष्म, एक ग्रीष्म	summer, a summer	grupo	alternativoj	prononco
level	lumi	चमकाना, प्रकाश देना	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	एक आकाश	a sky	grupo	alternativoj	prononco
level	vintro	सर्दी, एक सर्दी	winter, a winter	grupo	alternativoj	prononco
level	volonta	इच्छुक (दिल से), स्वैच्छिक	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	पतझड़, पतझड़, एक पतझड़	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	स्मरण करना, याद दिलाना	to remember, to recall	grupo	alternativoj	prononco
level	printempo	वसंत, एक वसंत	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	एक बाग़	a garden	grupo	alternativoj	prononco
level	aĉeti	खरीदना, खरीदना	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	एक सप्ताह	a week	grupo	alternativoj	prononco
level	vitro	कांच (कांचयुक्त पदार्थ)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	बारिश, एक बारिश	rain, a rain	grupo	alternativoj	prononco
level	frukto	एक फल	a fruit	grupo	alternativoj	prononco
level	necesa	ज़रूरी	necessary	grupo	alternativoj	prononco
