C.tr content.tsv
Level	Esperanto	tr	en-us	Grupo	Alternativoj	Pronoco
level	agrabla	hoş, hoş, güzel	pleasant, agreeable, nice	grupo	alternativoj	prononco
level	vespero	akşam, bir akşam	evening, an evening	grupo	alternativoj	prononco
level	muro	bir duvar	a wall	grupo	alternativoj	prononco
level	suno	güneş, bir güneş	sun, a sun	grupo	alternativoj	prononco
level	rigardi	bakmak, bakmak	to look, to look at	grupo	alternativoj	prononco
level	senti	hissetmek, hissetmek	to feel, to sense	grupo	alternativoj	prononco
level	blanka	beyaz, boş	white, blank	grupo	alternativoj	prononco
level	simpla	basit	simple	grupo	alternativoj	prononco
level	rimarki	fark etmek, farkına varmak	to notice	grupo	alternativoj	prononco
level	lingvo	bir dil, dil	a language, tongue	grupo	alternativoj	prononco
level	ŝanĝi	değişmek, dönüşmek	to change, to turn	grupo	alternativoj	prononco
level	renkonti	karşılaşmak, karşılaşmak, karşılaşmak	to meet, to encounter, to come accross	grupo	alternativoj	prononco
level	uzi	kullanmak	to use	grupo	alternativoj	prononco
level	timi	korkmak, korkmak	to fear, to be afraid of	grupo	alternativoj	prononco
level	vera	gerçek doğru	real, true	grupo	alternativoj	prononco
level	sola	yalnız, yalnız, tek, yalnız	alone, only, sole, solitary	grupo	alternativoj	prononco
level	paco	barış, barış	peace, a peace	grupo	alternativoj	prononco
level	rakonti	anlatmak, anlatmak, anlatmak	to narrate, to tell, to relate	grupo	alternativoj	prononco
level	koloro	renk, bir renk	color, a color	grupo	alternativoj	prononco
level	pura	temiz, saf	clean, pure	grupo	alternativoj	prononco
level	aŭdi	duymak	to hear	grupo	alternativoj	prononco
level	punkto	bir nokta, bir nokta, bir nokta	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	ağız	a mouth	grupo	alternativoj	prononco
level	araneo	örümcek	a spider	grupo	alternativoj	prononco
level	serĉi	aramak, aramak, aramak	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	bir mektup	a letter	grupo	alternativoj	prononco
level	frua	erken, prematüre	early, premature	grupo	alternativoj	prononco
level	grava	önemli, ciddi	important, serious	grupo	alternativoj	prononco
level	nigra	siyah	black	grupo	alternativoj	prononco
level	trankvila	sakin, sakin	tranquil, calm	grupo	alternativoj	prononco
level	flanko	bir taraf	a side	grupo	alternativoj	prononco
level	libroj	kitabın	books	grupo	alternativoj	prononco
level	kuri	koşmak	to run	grupo	alternativoj	prononco
level	dolĉa	tatlı	sweet	grupo	alternativoj	prononco
level	popolo	insanlar, halk, ulus	people, folk, nation	grupo	alternativoj	prononco
level	hundo	bir köpek	a dog	grupo	alternativoj	prononco
level	fenestro	bir pencere	a window	grupo	alternativoj	prononco
level	aĝo	yaş (yaş)	age (years old)	grupo	alternativoj	prononco
level	libron	bir kitap (nesnel, suçlayıcı)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	bir parmak	a finger	grupo	alternativoj	prononco
level	resto	kalan, dinlenme, kalma	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	bir diş	a tooth	grupo	alternativoj	prononco
level	kuiri	pişirmek	to cook	grupo	alternativoj	prononco
level	lavi	yıkamak	to wash	grupo	alternativoj	prononco
level	mia	Benim	my	grupo	alternativoj	prononco
level	piedo	bir ayak, bir pençe	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	dinlemek	to listen	grupo	alternativoj	prononco
level	tablo	bir masa	a table	grupo	alternativoj	prononco
level	fali	düşmek, düşmek	to fall, to drop	grupo	alternativoj	prononco
level	familio	Bir aile	a family	grupo	alternativoj	prononco
level	via	senin	your	grupo	alternativoj	prononco
level	vizaĝo	bir yüz	a face	grupo	alternativoj	prononco
level	ĝusta	doğru (doğru), kesin, uygun	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	bir gece	a night	grupo	alternativoj	prononco
level	mezo	orta, ortalama, ortalama	a middle, average, mean	grupo	alternativoj	prononco
level	historio	tarih, bir tarih	history, a history	grupo	alternativoj	prononco
level	interesi	ilgilenmek	to interest	grupo	alternativoj	prononco
level	administri	yönetmek, idare etmek	to manage, to administer	grupo	alternativoj	prononco
level	aero	hava, hava (gaz)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	onun	its	grupo	alternativoj	prononco
level	maro	bir deniz	a sea	grupo	alternativoj	prononco
level	fakto	Bir gerçek	a fact	grupo	alternativoj	prononco
level	lasi	bırakmak, salıvermek, izin vermek, izin vermek	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	bir hayvan, bir canavar	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	liderlik etmek, rehberlik etmek	to lead, to guide	grupo	alternativoj	prononco
level	avo	bir büyükbaba	a grandfather	grupo	alternativoj	prononco
level	afabla	nazik, dost canlısı, nazik, sevimli	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	onların	their	grupo	alternativoj	prononco
level	korpo	vücut	a body	grupo	alternativoj	prononco
level	pordo	bir kapı, bir kapı	a door, a gate	grupo	alternativoj	prononco
level	forgesi	unutmak	to forget	grupo	alternativoj	prononco
level	kafo	kahve, bir kahve	coffee, a coffee	grupo	alternativoj	prononco
level	brui	gürültü yapmak	to make noise	grupo	alternativoj	prononco
level	brili	parlamak	to shine	grupo	alternativoj	prononco
level	gazeto	dergi, gazete, süreli yayın (=magazino)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	bir göz	an eye	grupo	alternativoj	prononco
level	servi	hizmet etmek	to serve	grupo	alternativoj	prononco
level	vento	rüzgar, rüzgar	wind, a wind	grupo	alternativoj	prononco
level	ludi	oynamak	to play	grupo	alternativoj	prononco
level	haro	saç	a hair	grupo	alternativoj	prononco
level	arbo	bir ağaç	a tree	grupo	alternativoj	prononco
level	ŝia	o	her	grupo	alternativoj	prononco
level	lia	onun	his	grupo	alternativoj	prononco
level	plumo	bir tüy, bir kalem	a feather, a pen	grupo	alternativoj	prononco
level	bildo	bir resim, bir görüntü	a picture, an image	grupo	alternativoj	prononco
level	paŝi	adım atmak, yürümek, adım atmak, adım atmak	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	kalın, şişman, cesur	thick, fat, bold	grupo	alternativoj	prononco
level	sia	kendisine ait	one's own	grupo	alternativoj	prononco
level	konsenti	kabul etmek, kabul etmek, kabul etmek, onaylamak, aynı fikirde olmak, razı olmak	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	yaz, bir yaz	summer, a summer	grupo	alternativoj	prononco
level	lumi	parlamak, ışık vermek	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	bir gökyüzü	a sky	grupo	alternativoj	prononco
level	vintro	kış, bir kış	winter, a winter	grupo	alternativoj	prononco
level	volonta	istekli (yürekten), gönüllü	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	sonbahar, sonbahar, sonbahar	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	hatırlamak, hatırlamak	to remember, to recall	grupo	alternativoj	prononco
level	printempo	bahar, bahar	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	bir bahçe	a garden	grupo	alternativoj	prononco
level	aĉeti	satın almak, satın almak	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	bir hafta	a week	grupo	alternativoj	prononco
level	vitro	cam (camsı malzeme)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	yağmur, yağmur	rain, a rain	grupo	alternativoj	prononco
level	frukto	meyve	a fruit	grupo	alternativoj	prononco
level	necesa	gerekli	necessary	grupo	alternativoj	prononco
level	bono	iyilik	goodness	grupo	alternativoj	prononco
level	erari	hata yapmak, hata yapmak, hata yapmak	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	bir ev	a home	grupo	alternativoj	prononco
level	naturo	doğa, doğa, karakter	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	bulut, bir bulut	cloud, a cloud	grupo	alternativoj	prononco
level	bone	Peki	well	grupo	alternativoj	prononco
level	momento	bir an	a moment	grupo	alternativoj	prononco
level	direkto	bir yön	a direction	grupo	alternativoj	prononco
level	kontenta	içerik, memnun, memnun, memnun	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	bir gül	a rose	grupo	alternativoj	prononco
level	fajro	bir ateş	a fire	grupo	alternativoj	prononco
level	kuraci	tedavi etmek, iyileştirmek, tedavi etmek	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	vurmak, vurmak, tokatlamak, tokatlamak, vurmak	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	sevgili, aziz, sevilen, sevgili, pahalı	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	kabul etmek	to accept	grupo	alternativoj	prononco
level	minuto	Bir dakika	a minute	grupo	alternativoj	prononco
level	espero	bir umut	a hope	grupo	alternativoj	prononco
level	linio	bir çizgi	a line	grupo	alternativoj	prononco
level	neĝo	kar, kar	snow, a snow	grupo	alternativoj	prononco
level	koleri	öfkelenmek, öfke duymak	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	başarı	a success	grupo	alternativoj	prononco
level	plori	ağlamak, ağlamak	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	sıfır, sıfır	zero, nil	grupo	alternativoj	prononco
level	angulo	bir açı, bir köşe (uzak bir yer)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	bir düzen, düzenli bir ilişki	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	Bir gemi	a ship	grupo	alternativoj	prononco
level	blua	mavi	blue	grupo	alternativoj	prononco
level	sufiĉa	yeterli, yeterli, yeterli	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	bir cadde	a street	grupo	alternativoj	prononco
level	vilaĝo	bir köy, bir kasaba	a village, a town	grupo	alternativoj	prononco
level	utila	kullanışlı	useful	grupo	alternativoj	prononco
level	rondo	bir daire, bir kulüp	a circle, a club	grupo	alternativoj	prononco
level	preta	hazır	ready	grupo	alternativoj	prononco
level	orelo	kulak	an ear	grupo	alternativoj	prononco
level	papero	kağıt, bir kağıt	paper, a paper	grupo	alternativoj	prononco
level	rivero	nehir	a river	grupo	alternativoj	prononco
level	zorgi	ilgilenmek, ilgilenmek	to care for, to look after	grupo	alternativoj	prononco
level	arto	bir sanat	an art	grupo	alternativoj	prononco
level	kreski	büyümek, artmak	to grow, to increase	grupo	alternativoj	prononco
level	nazo	bir burun	a nose	grupo	alternativoj	prononco
level	konsili	öğüt vermek, öğüt vermek	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	geçmek, geçip gitmek	to pass, to pass by	grupo	alternativoj	prononco
level	fero	demir (Fe)	iron (Fe)	grupo	alternativoj	prononco
level	regi	yönetmek, idare etmek, kontrol etmek	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	ücret için	to fare	grupo	alternativoj	prononco
level	larĝa	geniş, geniş, büyük	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	cesur, cesur	courageous, brave	grupo	alternativoj	prononco
level	kolo	boyun	a neck	grupo	alternativoj	prononco
level	propra	kendine ait, kendine ait	own, one's own	grupo	alternativoj	prononco
level	plezuro	bir zevk, eğlence	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	affetmek, bağışlamak	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	memnun, dolu, dolu	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	çağırmak, çağırmak	to call, to summon	grupo	alternativoj	prononco
level	marto	Mart	March	grupo	alternativoj	prononco
level	seĝo	bir sandalye	a chair	grupo	alternativoj	prononco
level	majo	Mayıs	May	grupo	alternativoj	prononco
level	tuŝi	dokunmak	to touch	grupo	alternativoj	prononco
level	premi	basmak, sıkmak	to press, to squeeze	grupo	alternativoj	prononco
level	julio	Temmuz	July	grupo	alternativoj	prononco
level	kato	bir kedi	a cat	grupo	alternativoj	prononco
level	glaso	bir bardak şarap)	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	Eylül	September	grupo	alternativoj	prononco
level	verda	yeşil	green	grupo	alternativoj	prononco
level	postuli	talep etmek, ileri sürmek, gerektirmek	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	bir amca	an uncle	grupo	alternativoj	prononco
level	novembro	Kasım	November	grupo	alternativoj	prononco
level	laca	yorgun, yorgun, bitkin	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	süt, bir süt	milk, a milk	grupo	alternativoj	prononco
level	bruli	yakmak	to burn	grupo	alternativoj	prononco
level	decidi	karar vermek	to decide	grupo	alternativoj	prononco
level	plendi	şikayet etmek	to complain	grupo	alternativoj	prononco
level	saluti	selamlamak, merhaba demek, selam vermek	to greet, to say hello, to salute	grupo	alternativoj	prononco
level	valoro	bir değer, değer	a value, worth	grupo	alternativoj	prononco
level	sukero	şeker, bir şeker	sugar, a sugar	grupo	alternativoj	prononco
level	planko	bir zemin, bir zemin	a floor, a ground	grupo	alternativoj	prononco
level	vesto	bezler, bir giysi	cloths, a clothing	grupo	alternativoj	prononco
level	tiri	çekmek, çizmek, sürüklemek	to pull, to draw, to drag	grupo	alternativoj	prononco
level	vetero	hava durumu, hava durumu	weather, a weather	grupo	alternativoj	prononco
level	turni	dönmek, dönmek	to turn, to turn around	grupo	alternativoj	prononco
level	peco	bir parça	a piece	grupo	alternativoj	prononco
level	fraŭlo	bekar, evli olmayan bir adam	a bachelor, an unmarried man	grupo	alternativoj	prononco
level	pano	bir ekmek	a bread	grupo	alternativoj	prononco
level	salti	atlamak, sıçramak, sıçramak	to jump, to leap, to spring	grupo	alternativoj	prononco
level	vagono	bir araba (trende), bir vagon, bir vagon, bir yolcu otobüsü	a car (in a train), a wagon, a carriage, a coach	grupo	alternativoj	prononco
level	ligo	bir bağlantı, bir lig	a link, a league	grupo	alternativoj	prononco
level	efektiva	gerçek, gerçek, doğru	actual, real, true	grupo	alternativoj	prononco
level	decembro	Aralık	December	grupo	alternativoj	prononco
level	korto	bir mahkeme, bir avlu, bir veranda, bir dörtgen	a court, a courtyard, a patio, a quadrangle	grupo	alternativoj	prononco
level	tranĉi	kesmek, dilimlemek	to cut, to slice	grupo	alternativoj	prononco
level	ŝati	beğenmek	to like	grupo	alternativoj	prononco
level	oktobro	Ekim	October	grupo	alternativoj	prononco
level	kalkuli	saymak, hesaplamak	to count, to calculate	grupo	alternativoj	prononco
level	rimedo	kaynaklar, araçlar, çare	resources, means, remedy	grupo	alternativoj	prononco
level	paki	paketlemek	to pack	grupo	alternativoj	prononco
level	klaso	Bir sınıf	a class	grupo	alternativoj	prononco
level	gajni	kazanmak, kazanmak, kazanmak	to gain, to win, to earn	grupo	alternativoj	prononco
level	intereso	ilgi	an interest	grupo	alternativoj	prononco
level	floro	bir çiçek, bir çiçek	a flower, a bloom	grupo	alternativoj	prononco
level	marŝi	yürümek, yürümek	to march, to walk	grupo	alternativoj	prononco
level	grupo	bir grup	a group	grupo	alternativoj	prononco
level	aŭgusto	Ağustos	August	grupo	alternativoj	prononco
level	junio	Haziran	June	grupo	alternativoj	prononco
level	brako	bir kol, bir üst kol	an arm, an upper arm	grupo	alternativoj	prononco
level	konstruaĵo	Bir bina	a building	grupo	alternativoj	prononco
level	aprilo	Nisan	April	grupo	alternativoj	prononco
level	februaro	Şubat	February	grupo	alternativoj	prononco
level	pentraĵo	bir resim, bir tablo	a picture, a painting	grupo	alternativoj	prononco
level	luno	ay, ay	moon, a moon	grupo	alternativoj	prononco
level	ideo	bir fikir	an idea	grupo	alternativoj	prononco
level	novaĵo	bir haber	a news	grupo	alternativoj	prononco
level	vendi	satmak, satmak	to sell, to vend	grupo	alternativoj	prononco
level	kruco	karşısında	a cross	grupo	alternativoj	prononco
level	kokaĵo	kümes hayvanları, tavuk	poultry, chicken	grupo	alternativoj	prononco
level	monato	bir ay	a month	grupo	alternativoj	prononco
level	porkaĵo	domuz eti	pork	grupo	alternativoj	prononco
level	maniero	bir tarz, bir yol, bir tarz	a manner, a way, a mode	grupo	alternativoj	prononco
level	bovaĵo	biftek	beef	grupo	alternativoj	prononco
level	opinii	düşünmek, fikir sahibi olmak, kanaat sahibi olmak	to think, to have an opinion, to opine	grupo	alternativoj	prononco
level	glaciaĵo	bir dondurma, dondurma	an ice cream, icecream	grupo	alternativoj	prononco
level	elekti	seçmek, seçmek, seçmek	to choose, to elect, to pick out	grupo	alternativoj	prononco
level	agi	rol yapmak, hareket etmek	to act	grupo	alternativoj	prononco
level	ovaĵo	omlet, çırpılmış yumurta	an omelette, scrambled eggs	grupo	alternativoj	prononco
level	ŝafaĵo	koyun eti	mutton	grupo	alternativoj	prononco
level	komuna	yaygın	common	grupo	alternativoj	prononco
level	dubi	şüphe etmek	to doubt	grupo	alternativoj	prononco
level	pakaĵo	bir paket, bir bagaj, bir bagaj	a package, a luggage, a baggage	grupo	alternativoj	prononco
level	freŝa	taze, güncel	fresh, recent	grupo	alternativoj	prononco
