C.fr content.tsv
Level	Esperanto	fr	en-us	Grupo	Alternativoj	Pronoco
level	serĉi	chercher, chercher, chercher	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	une lettre	a letter	grupo	alternativoj	prononco
level	frua	tôt, prématuré	early, premature	grupo	alternativoj	prononco
level	grava	important, sérieux	important, serious	grupo	alternativoj	prononco
level	nigra	noir	black	grupo	alternativoj	prononco
level	trankvila	tranquille, calme	tranquil, calm	grupo	alternativoj	prononco
level	flanko	de côté	a side	grupo	alternativoj	prononco
level	libroj	livres	books	grupo	alternativoj	prononco
level	kuri	courir	to run	grupo	alternativoj	prononco
level	dolĉa	doux	sweet	grupo	alternativoj	prononco
level	popolo	gens, folk, nation	people, folk, nation	grupo	alternativoj	prononco
level	hundo	un chien	a dog	grupo	alternativoj	prononco
level	fenestro	une fenêtre	a window	grupo	alternativoj	prononco
level	aĝo	âge (ans)	age (years old)	grupo	alternativoj	prononco
level	libron	un livre (objectif, accusatif)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	un doigt	a finger	grupo	alternativoj	prononco
level	resto	reste, repos, rester	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	une dent	a tooth	grupo	alternativoj	prononco
level	kuiri	cuisiner	to cook	grupo	alternativoj	prononco
level	lavi	laver	to wash	grupo	alternativoj	prononco
level	mia	mon	my	grupo	alternativoj	prononco
level	piedo	un pied, une patte	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	écouter	to listen	grupo	alternativoj	prononco
level	tablo	une table	a table	grupo	alternativoj	prononco
level	fali	tomber, tomber	to fall, to drop	grupo	alternativoj	prononco
level	familio	une famille	a family	grupo	alternativoj	prononco
level	via	ton	your	grupo	alternativoj	prononco
level	vizaĝo	un visage	a face	grupo	alternativoj	prononco
level	ĝusta	juste (correct), exact, propre	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	une nuit	a night	grupo	alternativoj	prononco
level	mezo	un milieu, une moyenne, une moyenne	a middle, average, mean	grupo	alternativoj	prononco
level	historio	une histoire, une histoire	history, a history	grupo	alternativoj	prononco
level	interesi	intéresser	to interest	grupo	alternativoj	prononco
level	administri	gérer, administrer	to manage, to administer	grupo	alternativoj	prononco
level	aero	l'air, un air (gaz)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	c'est	its	grupo	alternativoj	prononco
level	maro	une mer	a sea	grupo	alternativoj	prononco
level	fakto	un fait	a fact	grupo	alternativoj	prononco
level	lasi	quitter, libérer, permettre, laisser	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	un animal, une bête	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	diriger, guider	to lead, to guide	grupo	alternativoj	prononco
level	avo	un grand-père	a grandfather	grupo	alternativoj	prononco
level	afabla	affable, amical, gentil, aimable	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	leur	their	grupo	alternativoj	prononco
level	korpo	un corps	a body	grupo	alternativoj	prononco
level	pordo	une porte, un portail	a door, a gate	grupo	alternativoj	prononco
level	forgesi	oublier	to forget	grupo	alternativoj	prononco
level	kafo	un café, un café	coffee, a coffee	grupo	alternativoj	prononco
level	brui	faire du bruit	to make noise	grupo	alternativoj	prononco
level	brili	briller	to shine	grupo	alternativoj	prononco
level	gazeto	un magazine, une gazette, un périodique (=magazine)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	un œil	an eye	grupo	alternativoj	prononco
level	servi	servir	to serve	grupo	alternativoj	prononco
level	vento	le vent, un vent	wind, a wind	grupo	alternativoj	prononco
level	ludi	jouer	to play	grupo	alternativoj	prononco
level	haro	un cheveu	a hair	grupo	alternativoj	prononco
level	arbo	un arbre	a tree	grupo	alternativoj	prononco
level	ŝia	son	her	grupo	alternativoj	prononco
level	lia	son	his	grupo	alternativoj	prononco
level	plumo	une plume, un stylo	a feather, a pen	grupo	alternativoj	prononco
level	bildo	une photo, une image	a picture, an image	grupo	alternativoj	prononco
level	paŝi	faire un pas, marcher, marcher, marcher	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	épais, gras, gras	thick, fat, bold	grupo	alternativoj	prononco
level	sia	le sien	one's own	grupo	alternativoj	prononco
level	konsenti	admettre (que), être d'accord (avec), approuver (de), être d'accord (avec), consentir	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	l'été, un été	summer, a summer	grupo	alternativoj	prononco
level	lumi	briller, donner de la lumière	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	un ciel	a sky	grupo	alternativoj	prononco
level	vintro	l'hiver, un hiver	winter, a winter	grupo	alternativoj	prononco
level	volonta	disposé (de cœur), volontaire	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	l'automne, l'automne, un automne	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	se souvenir, se rappeler	to remember, to recall	grupo	alternativoj	prononco
level	printempo	le printemps, un printemps	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	un jardin	a garden	grupo	alternativoj	prononco
level	aĉeti	acheter, acheter	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	une semaine	a week	grupo	alternativoj	prononco
level	vitro	verre (matériau vitreux)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	de la pluie, une pluie	rain, a rain	grupo	alternativoj	prononco
level	frukto	un fruit	a fruit	grupo	alternativoj	prononco
level	necesa	nécessaire	necessary	grupo	alternativoj	prononco
level	bono	bonté	goodness	grupo	alternativoj	prononco
level	erari	se tromper, faire une erreur, faire une erreur	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	une maison	a home	grupo	alternativoj	prononco
level	naturo	la nature, une nature, un caractère	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	nuage, un nuage	cloud, a cloud	grupo	alternativoj	prononco
level	bone	Bien	well	grupo	alternativoj	prononco
level	momento	un instant	a moment	grupo	alternativoj	prononco
level	direkto	une direction	a direction	grupo	alternativoj	prononco
level	kontenta	content, content, content, satisfait	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	une rose	a rose	grupo	alternativoj	prononco
level	fajro	un feu	a fire	grupo	alternativoj	prononco
level	kuraci	guérir, guérir, traiter	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	frapper, frapper, gifler, gifler, frapper	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	bien-aimé, chéri, aimé, cher, cher	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	accepter	to accept	grupo	alternativoj	prononco
level	minuto	une minute	a minute	grupo	alternativoj	prononco
level	espero	un espoir	a hope	grupo	alternativoj	prononco
level	linio	une ligne	a line	grupo	alternativoj	prononco
level	neĝo	de la neige, une neige	snow, a snow	grupo	alternativoj	prononco
level	koleri	être en colère, ressentir de la colère	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	un succès	a success	grupo	alternativoj	prononco
level	plori	pleurer, pleurer	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	zéro, nul	zero, nil	grupo	alternativoj	prononco
level	angulo	un angle, un coin (un endroit éloigné)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	un ordre, une relation ordonnée	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	un navire	a ship	grupo	alternativoj	prononco
level	blua	bleu	blue	grupo	alternativoj	prononco
level	sufiĉa	suffisant, suffisant, adéquat	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	une rue	a street	grupo	alternativoj	prononco
level	vilaĝo	un village, une ville	a village, a town	grupo	alternativoj	prononco
level	utila	utile	useful	grupo	alternativoj	prononco
level	rondo	un cercle, un club	a circle, a club	grupo	alternativoj	prononco
level	preta	prêt	ready	grupo	alternativoj	prononco
level	orelo	une oreille	an ear	grupo	alternativoj	prononco
level	papero	papier, un papier	paper, a paper	grupo	alternativoj	prononco
level	rivero	une rivière	a river	grupo	alternativoj	prononco
level	zorgi	soigner, s'occuper	to care for, to look after	grupo	alternativoj	prononco
level	arto	un art	an art	grupo	alternativoj	prononco
level	kreski	grandir, augmenter	to grow, to increase	grupo	alternativoj	prononco
level	nazo	un nez	a nose	grupo	alternativoj	prononco
level	konsili	conseiller, conseiller	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	passer, passer par là	to pass, to pass by	grupo	alternativoj	prononco
level	fero	fer (Fe)	iron (Fe)	grupo	alternativoj	prononco
level	regi	gouverner, gouverner, contrôler	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	se comporter	to fare	grupo	alternativoj	prononco
level	larĝa	large, large, grand	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	courageux, courageux	courageous, brave	grupo	alternativoj	prononco
level	kolo	un cou	a neck	grupo	alternativoj	prononco
level	propra	propre, le sien	own, one's own	grupo	alternativoj	prononco
level	plezuro	un plaisir, un plaisir	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	pardonner, pardonner	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	satisfait, rassasié, rassasié	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	appeler, convoquer	to call, to summon	grupo	alternativoj	prononco
level	marto	Mars	March	grupo	alternativoj	prononco
level	seĝo	une chaise	a chair	grupo	alternativoj	prononco
level	majo	Peut	May	grupo	alternativoj	prononco
level	tuŝi	toucher	to touch	grupo	alternativoj	prononco
level	premi	presser, presser	to press, to squeeze	grupo	alternativoj	prononco
level	julio	Juillet	July	grupo	alternativoj	prononco
level	kato	un chat	a cat	grupo	alternativoj	prononco
level	glaso	un verre de vin)	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	Septembre	September	grupo	alternativoj	prononco
level	verda	vert	green	grupo	alternativoj	prononco
level	postuli	exiger, postuler, exiger	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	un oncle	an uncle	grupo	alternativoj	prononco
level	novembro	Novembre	November	grupo	alternativoj	prononco
level	laca	fatigué, fatigué, fatigué	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	du lait, un lait	milk, a milk	grupo	alternativoj	prononco
level	bruli	brûler	to burn	grupo	alternativoj	prononco
level	decidi	decider	to decide	grupo	alternativoj	prononco
level	plendi	se plaindre	to complain	grupo	alternativoj	prononco
level	saluti	saluer, dire bonjour, saluer	to greet, to say hello, to salute	grupo	alternativoj	prononco
level	valoro	une valeur, une valeur	a value, worth	grupo	alternativoj	prononco
level	sukero	du sucre, un sucre	sugar, a sugar	grupo	alternativoj	prononco
level	planko	un étage, un rez-de-chaussée	a floor, a ground	grupo	alternativoj	prononco
level	vesto	des draps, un vêtement	cloths, a clothing	grupo	alternativoj	prononco
level	tiri	tirer, dessiner, faire glisser	to pull, to draw, to drag	grupo	alternativoj	prononco
level	vetero	la météo, une météo	weather, a weather	grupo	alternativoj	prononco
level	turni	se retourner, faire demi-tour	to turn, to turn around	grupo	alternativoj	prononco
level	peco	un morceau	a piece	grupo	alternativoj	prononco
level	fraŭlo	un célibataire, un homme célibataire	a bachelor, an unmarried man	grupo	alternativoj	prononco
level	pano	un pain	a bread	grupo	alternativoj	prononco
level	salti	sauter, sauter, bondir	to jump, to leap, to spring	grupo	alternativoj	prononco
level	vagono	une voiture (dans un train), un wagon, une calèche, un autocar	a car (in a train), a wagon, a carriage, a coach	grupo	alternativoj	prononco
level	ligo	un lien, une ligue	a link, a league	grupo	alternativoj	prononco
level	efektiva	réel, réel, vrai	actual, real, true	grupo	alternativoj	prononco
level	decembro	Décembre	December	grupo	alternativoj	prononco
level	korto	une cour, une cour, un patio, un quadrilatère	a court, a courtyard, a patio, a quadrangle	grupo	alternativoj	prononco
level	tranĉi	couper, trancher	to cut, to slice	grupo	alternativoj	prononco
level	ŝati	aimer	to like	grupo	alternativoj	prononco
level	oktobro	Octobre	October	grupo	alternativoj	prononco
level	kalkuli	compter, calculer	to count, to calculate	grupo	alternativoj	prononco
level	rimedo	ressources, moyens, remède	resources, means, remedy	grupo	alternativoj	prononco
level	paki	faire ses valises	to pack	grupo	alternativoj	prononco
level	klaso	une classe	a class	grupo	alternativoj	prononco
level	gajni	gagner, gagner, gagner	to gain, to win, to earn	grupo	alternativoj	prononco
level	intereso	un intérêt	an interest	grupo	alternativoj	prononco
level	floro	une fleur, une floraison	a flower, a bloom	grupo	alternativoj	prononco
level	marŝi	marcher, marcher	to march, to walk	grupo	alternativoj	prononco
level	grupo	un groupe	a group	grupo	alternativoj	prononco
level	aŭgusto	Août	August	grupo	alternativoj	prononco
level	junio	Juin	June	grupo	alternativoj	prononco
level	brako	un bras, un bras	an arm, an upper arm	grupo	alternativoj	prononco
level	konstruaĵo	un bâtiment	a building	grupo	alternativoj	prononco
level	aprilo	Avril	April	grupo	alternativoj	prononco
level	februaro	Février	February	grupo	alternativoj	prononco
level	pentraĵo	une image, une peinture	a picture, a painting	grupo	alternativoj	prononco
level	luno	lune, une lune	moon, a moon	grupo	alternativoj	prononco
level	ideo	une idée	an idea	grupo	alternativoj	prononco
level	novaĵo	une nouvelle	a news	grupo	alternativoj	prononco
level	vendi	vendre, vendre	to sell, to vend	grupo	alternativoj	prononco
level	kruco	à travers	a cross	grupo	alternativoj	prononco
level	kokaĵo	volaille, poulet	poultry, chicken	grupo	alternativoj	prononco
level	monato	un mois	a month	grupo	alternativoj	prononco
level	porkaĵo	porc	pork	grupo	alternativoj	prononco
level	maniero	une manière, une manière, un mode	a manner, a way, a mode	grupo	alternativoj	prononco
level	bovaĵo	bœuf	beef	grupo	alternativoj	prononco
level	opinii	penser, avoir une opinion, être d'avis	to think, to have an opinion, to opine	grupo	alternativoj	prononco
level	glaciaĵo	une glace, une glace	an ice cream, icecream	grupo	alternativoj	prononco
level	elekti	choisir, élire, choisir	to choose, to elect, to pick out	grupo	alternativoj	prononco
level	agi	agir	to act	grupo	alternativoj	prononco
level	ovaĵo	une omelette, des œufs brouillés	an omelette, scrambled eggs	grupo	alternativoj	prononco
level	ŝafaĵo	viande de mouton	mutton	grupo	alternativoj	prononco
level	komuna	commun	common	grupo	alternativoj	prononco
level	dubi	douter	to doubt	grupo	alternativoj	prononco
level	pakaĵo	un colis, un bagage, un bagage	a package, a luggage, a baggage	grupo	alternativoj	prononco
level	freŝa	frais, récent	fresh, recent	grupo	alternativoj	prononco
level	adreso	une adresse	an address	grupo	alternativoj	prononco
level	araneaĵo	une toile d'araignée	a spiderweb	grupo	alternativoj	prononco
level	horloĝo	une horloge, une montre	a clock, a watch	grupo	alternativoj	prononco
level	manĝaĵo	une nourriture	a food	grupo	alternativoj	prononco
level	male	au contraire	on the contrary	grupo	alternativoj	prononco
level	radio	un rayon, une radio, un rayonnement, un faisceau	a ray, a radio, a radiation, a beam	grupo	alternativoj	prononco
