B.ur content.tsv
Level	Esperanto	ur	en-us	Grupo	Alternativoj	Pronoco
level	pli ĝuste dirite	زیادہ درست کہا	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	کوئی ہے جو مارتا ہے۔	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	کوئی ہے جو میرا دل دھڑکتا ہے۔	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	کہو، بولو، کیا تمہیں محبت ہو گئی ہے؟	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	کسی لڑکی سے محبت ہو گئی۔	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	کیا آپ کو کسی لڑکی سے پیار ہو گیا؟	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	یقین نہیں ہے کہ میں محبت میں گر گیا	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	یقین نہیں ہے، لیکن یہ اچھا لگتا ہے	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	مجھے یقین نہیں ہے کہ میں ابھی تک محبت میں ہوں یا نہیں۔	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	لیکن یہ بہت اچھا لگتا ہے	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	اس نے مجھے چوما بھی	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	مجھے ہونٹوں پر چوما	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	یہاں تک کہ لا بامبا کے دوران مجھے چوما	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	حیرت انگیز کیا بوسہ ہے	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	اس نے کیا بوسہ دیا!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	زبردست! اب میں سمجھا	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	سمجھتا ہے کہ آپ تابکاری کیوں کر رہے ہیں۔	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	تم بہت خوش ہو	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	حقیقت میں، کچھ ایسا ہی ہوا	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	میرے ساتھ کچھ ایسا ہی ہوا	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	لیکن میں نے سوچا کہ ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	سوچا آپ کو پسند نہیں آیا ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	آپ کو لا بامبا پر رقص پسند نہیں ہے۔	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	ٹھیک ہے، یہ نہیں ہوا	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	ڈانس فلور میں ہوا	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	یہ ڈانس فلور پر نہیں ہوا۔	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	لیکن چائے خانے میں (اولری)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	اور یہ بوسہ نہیں تھا	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	بوسہ نہیں لیکن پھر بھی کچھ تسلی بخش	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	لیکن اس کے باوجود کچھ بہت خوش کن	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	تو بتاو!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	مجھے نہیں معلوم کہ کیا کہنا ہے۔	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	نہیں جانتے کہ واقعی کیا کہنا ہے	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	کچھ خاص نہیں ہوا	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	کم از کم یہ ابھی تک نہیں ہوا ہے	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	لیکن میں نے کسی طرح محسوس کیا ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	محسوس ہوا کہ وہ مجھے بہت پسند کرتی ہے۔	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	کسی طرح محسوس ہوا کہ وہ مجھے بہت پسند کرتی ہے۔	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	وہ مجھے پسند کرتی ہے اور میں اسے پسند کرتا ہوں۔	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	ہم نے ~ کے بارے میں کافی دیر تک بات چیت کی۔	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	موسیقی کے بارے میں طویل بات چیت ہوئی	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	اور پھر ایک ساتھ گایا	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	مجھے لگتا ہے کہ وہ چھیڑ چھاڑ کر رہی تھی۔	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	وہ میرے ساتھ چھیڑ چھاڑ کر رہی تھی۔	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	یہ بہت اچھا تھا	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	جیسا کہ آپ کا کینیڈا سے دوست کہتا ہے۔	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	&quot;شِٹ گڈ!&quot;، جیسا کہ کینیڈا سے ایک دوست کہتا ہے۔	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	جی ہاں، واقعی! مجھے امید ہے ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	جلد ہی اس سے دوبارہ ملنے کے لیے	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	اس سے دوبارہ ملنے کی امید ہے۔	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	میں جلد ہی اس سے ملنے کی امید کرتا ہوں۔	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	مجھ جیسا	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	قریب ایک جھیل پر ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	کانگریس کی جگہ کے قریب ایک جھیل	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	کانگریس ہال کے قریب	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	اوہ، آپ بھی ہیں ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	تم بھی یہاں ہو؟!	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	ہاں، میں ملوں گا ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	جلد ہی یہاں ایک دوست سے ملیں گے۔	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	نجی گفتگو کے لیے	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	ایک نجی بات چیت کے لئے ایک دوست سے ملاقات کریں گے	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	تو، میں آپ سے پوچھنا چاہوں گا ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	میں آپ سے جانے کے لیے کہنا چاہوں گا۔	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	ٹھیک ہے، یہ ممکن نہیں ہے	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	اصل میں بالکل ممکن نہیں ہے	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	کیوں یہ میرے لئے بہت اہم ہے!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	یہ ملاقات بہت اہم ہے۔	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	تو براہ کرم مجھے جانے دیں۔	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	برائے مہربانی مجھے اکیلا چھوڑ دیجئے	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	جیسا کہ میں نے ابھی کہا،	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	میں نے کہا، یہ ممکن نہیں ہے۔	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	میرا ایک دوست جلد نظر آئے گا۔	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	کیونکہ جلد ہی ایک دوست بھی ظاہر ہوگا۔	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	ایک دوست بھی یہاں نظر آئے گا۔	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	لعنت، عام طور پر اس وقت	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	اصل میں یہ لڑکی کے بارے میں ہے	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	وہ لڑکی، جس کے بارے میں میں نے بتایا تھا۔	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	ویسے اس کا نام جیسی ہے۔	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	لڑکے اورلڑکیاں! بہت اچھا ہے کہ آپ آ سکتے ہیں	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	میں آپ کو دیکھ کر بہت خوش ہوں۔	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	مجھے آپ کو دوبارہ دیکھ کر خوشی ہوئی	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	لیکن، آپ ~ نظر آتے ہیں	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	آپ حیران اور پریشان نظر آتے ہیں	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	حیران اور کسی نہ کسی طرح الجھن میں	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	ظاہر ہے	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	تو، میرا اندازہ ہے ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	آپ کو پہلے ہی مل گیا ہے۔	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	سمجھتے ہیں کہ یہ کیسا ہے، ٹھیک ہے؟	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	لگتا ہے آپ پہلے ہی سمجھ گئے ہیں۔	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	پہلے ہی سمجھ گیا کہ یہ کیسا ہے۔	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	مجھے کچھ سمجھ نہیں آرہا!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	مجھے لگتا ہے کہ میں نہیں چاہتا ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	سمجھنا نہیں چاہتا	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	میں سمجھنا نہیں چاہتا	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	لیکن یہ پیچیدہ نہیں ہے!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	مجھے وضاحت کا موقع دیں	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	جب انا نے مجھے بتایا	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	مجھے اپنے دوست کے بارے میں بتایا	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	ایک دوست جس نے ایسپرانٹو سیکھا۔	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	ایسپرانٹو بہت جلد سیکھ گیا۔	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	ایک دوست جسے کابی کہا جاتا ہے۔	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	میں نے اسے پکڑ لیا ہے ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	میں سمجھ گیا کہ آپ دونوں ایک دوسرے کو پہلے سے جانتے ہیں۔	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	تم دونوں ایک دوسرے کو پہلے سے جانتے ہو۔	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	جی ہاں لیکن. لیکن کیا؟	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	تاثر تھا کہ ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	ہم دونوں کا تاثر تھا۔	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	آپ نے ہمارے ساتھ چھیڑچھاڑ کی، اور	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	یہ تاثر کہ آپ ہمارے ساتھ چھیڑ چھاڑ کر رہے تھے۔	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	بالکل صحیح!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	اس لیے میں بات کرنا چاہتا تھا۔	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	میں تم سے بات کرنا چاہتا تھا۔	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	ابھی تم دونوں سے بات کرنا ہے۔	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	براہ کرم میری بات سنیں۔	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	میں اکثر واقعی ~ پسند کرتا ہوں۔	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	ایک ساتھ کئی لوگوں کو پسند کرتا ہے۔	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	مجھے کئی لوگ پسند ہیں۔	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	اس سے کوئی فرق نہیں پڑتا کہ یہ ~ ہے۔	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	چاہے وہ مرد ہو یا عورت	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	اور IJK کے دوران ہوا ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	یہ ہوا کہ میں محبت میں گر گیا	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	مجھے تم دونوں سے پیار ہو گیا!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	اور ہم دونوں آپ کو	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	بظاہر ہم آپ کو	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	ایک منٹ انتظار کرو، میں تھک گیا ہوں۔	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	اتنا تھکا ہوا ہے کہ میں مشکل سے کر سکتا ہوں ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	میں مشکل سے سوچ سکتا ہوں۔	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	کیا میں نے اسے صحیح طور پر سمجھا ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	جی ہاں! ایک نظر ڈالیں	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	ایک خوش چہرے کے ساتھ	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	ایک بڑا دل کھینچ لیا	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	ریت میں ایک بڑا دل کھینچ لیا	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	ریت میں اور اس میں لکھا	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	اس میں لکھا &quot;IJK&quot;	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	ایک دوسری سوچ کے بعد کہا	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	سوچنے کے بعد کہا &quot;یہ ہمارا IJK ہے&quot;	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	اور وہ ہنس پڑے!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	وہ سب ہنس پڑے!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	ایک سیکنڈ کے سوچنے کے بعد اور وہ ہنس پڑے	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	کبے نے کہا &quot;یہ ہمارا IJK ہے&quot;	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	کیا آپ نے درخواست فارم بھیج دیا ہے؟	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	ایک مقامی ایسوسی ایشن کو رجسٹریشن فارم جمع کرایا	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	ایسوسی ایشن کے ذریعے ایک گروپ کے طور پر حکم دیا	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	ای میل کے ذریعے جمع کرایا	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	رجسٹریشن کی تصدیق موصول ہوئی۔	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	رجسٹریشن فارم کہاں جمع کرنا ہے نہیں مل سکا	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	کیا کوئی آن لائن درخواست فارم ہے؟	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	کیا آپ نے کاغذی آرڈر جمع کرایا؟	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	کیا کسی کو یورو میں ادائیگی کرنی ہے؟	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	کیا موقع پر ادائیگی ممکن ہے؟	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	ادا کیا لیکن رسید نہیں ملی	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	مقامی سوسائٹی کے ذریعے ایک گروپ کے طور پر ادائیگی کر سکتے ہیں۔	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	اگر موجود نہ ہو تو کیا رقم کی واپسی ہے؟	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	ایک خصوصی پروگرام کا حکم نہیں دیا	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	کوئی اضافی آرڈر کیسے کر سکتا ہے؟	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	کوئی اضافی آرڈر کی ادائیگی کیسے کر سکتا ہے؟	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	کیا ہم رجسٹر کرنے والوں کی فہرست دیکھ سکتے ہیں؟	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	میرا نام رجسٹر کرنے والوں کی فہرست میں نہیں ہے۔	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	کیا آپ فہرست چیک کر سکتے ہیں؟	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	آرڈر کی آخری تاریخ کے بعد	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	کیا کوئی مزید شامل ہو سکتا ہے؟	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	ایک ساتھ ہوٹل بک کرنے کے لیے	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	کوئی ہوٹل بک کر رہا ہے، کیا آپ ساتھ آنا چاہتے ہیں؟	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	اگر کوئی مفت کمرہ تھا تو میں اسے بک کرنا چاہتا ہوں۔	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	کیا سائٹ پر ہوٹل بک کرنا ممکن ہے؟	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	کیا ہم ایک ساتھ ہوائی جہاز کا ٹکٹ خریدیں؟	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	ٹکٹ کس تاریخ سے	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	کیا ہم آپ کے ساتھ ہوائی اڈے پر جائیں گے؟	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	کیا ہوائی اڈے پر کوئی گائیڈ ہے؟	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	کیا کسی کو کنونشن کی جگہ خود جانا ہے؟	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	کنونشن کی جگہ کا باکس آفس	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	میں نے ادائیگی کی لیکن میرے نام کا ٹیگ نہیں مل سکا	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	موقع پر رجسٹر کرنا چاہتے ہیں۔	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	گروپ میں ادائیگی کی، پھر بھی اس پر نشان کیوں نہیں ہے؟	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	کانفرنس کی کتاب اور دیگر معلوماتی مواد کے ساتھ ایک کانفرنس بیگ	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	ریکٹر کا ہال، نمائش	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	کھولنا اور بند کرنا	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	KER (کامن یورپی فریم ورک آف ریفرنس) امتحان کی جگہ	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	کانگریس کمیٹی	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	ایسوسی ایشن کمیٹی	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	کنونشن ضیافت	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	ایک دوسرے کو جاننے کی شام	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	عظیم الشان افتتاحی	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	Zamenhof ہال	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU (انٹرنیشنل کانگریس یونیورسٹی)	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	چار سطحوں پر KER امتحان (کامن یورپی فریم ورک آف ریفرنس)	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	بین الاقوامی آرٹ شام	international art evening	grupo	alternativoj	prononco
level	solena fermo	پختہ اختتامی	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	ایسپرانٹو کتابوں کے ساتھ کتاب کی خدمت	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	AIS (انٹرنیشنل اکیڈمی آف سائنسز)	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	ایس اے ٹی (ورلڈ انارکسٹ ایسوسی ایشن)	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	بورنگ لیکچرز	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	مختلف محکموں کے ڈیوٹی افسران	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	بٹی افسران ایک ٹیم کے طور پر تعاون کرتے ہیں۔	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	ایک ٹریول ایجنٹ	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	ہوائی جہاز کا ٹکٹ	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	ہوٹل اور ہوائی جہاز کا ٹکٹ منسوخ کر دیا۔	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	کنونشن کورئیر	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	پہلا نیوز لیٹر، دوسرا نیوز لیٹر	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	کانگریس تھیم	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	بولنے کے کورسز	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	عارضی پروگرام	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	آرڈر کی عام شرائط	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	کانگریس سے پہلے کے دورے	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	کانگریس کے بعد کا دورہ	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	پورے دن کے دورے	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	آدھے دن کے دورے	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	دورانِ کانگریس دوروں کی ایک میز	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	برطانیہ کے ارد گرد واقعات (یونیورسل کانگریس)	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	ذرائع ابلاغ کے ساتھ رابطے	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	نائب صدر نے پروگرام کی صدارت کی۔	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	ملکی حکام کے ساتھ	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	سیکرٹری، خزانچی	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	آرٹس کے واقعات	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	بچوں کی کانگریس	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	سماجی ویب سائٹس	social websites	grupo	alternativoj	prononco
