C.he content.tsv
Level	Esperanto	he	en-us	Grupo	Alternativoj	Pronoco
level	blanka	לבן, ריק	white, blank	grupo	alternativoj	prononco
level	simpla	פָּשׁוּט	simple	grupo	alternativoj	prononco
level	rimarki	לשים לב	to notice	grupo	alternativoj	prononco
level	lingvo	שפה, לשון	a language, tongue	grupo	alternativoj	prononco
level	ŝanĝi	לשנות, לפנות	to change, to turn	grupo	alternativoj	prononco
level	renkonti	להיפגש, להיתקל, להיתקל	to meet, to encounter, to come accross	grupo	alternativoj	prononco
level	uzi	להשתמש	to use	grupo	alternativoj	prononco
level	timi	לפחד, לפחד	to fear, to be afraid of	grupo	alternativoj	prononco
level	vera	אמיתי, נכון	real, true	grupo	alternativoj	prononco
level	sola	לבד, יחיד, יחיד, בודד	alone, only, sole, solitary	grupo	alternativoj	prononco
level	paco	שלום, שלום	peace, a peace	grupo	alternativoj	prononco
level	rakonti	לספר, לספר, להתייחס	to narrate, to tell, to relate	grupo	alternativoj	prononco
level	koloro	צבע, צבע	color, a color	grupo	alternativoj	prononco
level	pura	נקי, טהור	clean, pure	grupo	alternativoj	prononco
level	aŭdi	לשמוע	to hear	grupo	alternativoj	prononco
level	punkto	נקודה, נקודה, נקודה	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	פה	a mouth	grupo	alternativoj	prononco
level	araneo	עכביש	a spider	grupo	alternativoj	prononco
level	serĉi	לחפש, לחפש, לחפש	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	מכתב	a letter	grupo	alternativoj	prononco
level	frua	מוקדם, מוקדם מדי	early, premature	grupo	alternativoj	prononco
level	grava	חשוב, רציני	important, serious	grupo	alternativoj	prononco
level	nigra	שָׁחוֹר	black	grupo	alternativoj	prononco
level	trankvila	רגוע, רגוע	tranquil, calm	grupo	alternativoj	prononco
level	flanko	צד	a side	grupo	alternativoj	prononco
level	libroj	ספרים	books	grupo	alternativoj	prononco
level	kuri	לרוץ	to run	grupo	alternativoj	prononco
level	dolĉa	מתוק	sweet	grupo	alternativoj	prononco
level	popolo	אנשים, עם, אומה	people, folk, nation	grupo	alternativoj	prononco
level	hundo	כלב	a dog	grupo	alternativoj	prononco
level	fenestro	חלון	a window	grupo	alternativoj	prononco
level	aĝo	גיל (בן שנים)	age (years old)	grupo	alternativoj	prononco
level	libron	ספר (אובייקטיבי, מאשימה)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	אצבע	a finger	grupo	alternativoj	prononco
level	resto	שארית, מנוחה, להישאר	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	שן	a tooth	grupo	alternativoj	prononco
level	kuiri	לבשל	to cook	grupo	alternativoj	prononco
level	lavi	לשטוף	to wash	grupo	alternativoj	prononco
level	mia	שֶׁלִי	my	grupo	alternativoj	prononco
level	piedo	רגל, כפה	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	להאזין	to listen	grupo	alternativoj	prononco
level	tablo	שולחן	a table	grupo	alternativoj	prononco
level	fali	ליפול, ליפול	to fall, to drop	grupo	alternativoj	prononco
level	familio	משפחה	a family	grupo	alternativoj	prononco
level	via	שֶׁלְךָ	your	grupo	alternativoj	prononco
level	vizaĝo	פנים	a face	grupo	alternativoj	prononco
level	ĝusta	נכון (נכון), מדויק, תקין	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	לילה	a night	grupo	alternativoj	prononco
level	mezo	אמצעי, ממוצע, ממוצע	a middle, average, mean	grupo	alternativoj	prononco
level	historio	היסטוריה, היסטוריה	history, a history	grupo	alternativoj	prononco
level	interesi	לעניין	to interest	grupo	alternativoj	prononco
level	administri	לנהל, לנהל	to manage, to administer	grupo	alternativoj	prononco
level	aero	אוויר, אוויר (גז)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	שֶׁלָה	its	grupo	alternativoj	prononco
level	maro	ים	a sea	grupo	alternativoj	prononco
level	fakto	עובדה	a fact	grupo	alternativoj	prononco
level	lasi	לעזוב, לשחרר, לאפשר, לתת	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	חיה, חיה	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	להוביל, להדריך	to lead, to guide	grupo	alternativoj	prononco
level	avo	סבא	a grandfather	grupo	alternativoj	prononco
level	afabla	חביב, ידידותי, אדיב, חביב	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	שֶׁלָהֶם	their	grupo	alternativoj	prononco
level	korpo	גוף	a body	grupo	alternativoj	prononco
level	pordo	דלת, שער	a door, a gate	grupo	alternativoj	prononco
level	forgesi	לשכוח	to forget	grupo	alternativoj	prononco
level	kafo	קפה, קפה	coffee, a coffee	grupo	alternativoj	prononco
level	brui	לעשות רעש	to make noise	grupo	alternativoj	prononco
level	brili	לזרוח	to shine	grupo	alternativoj	prononco
level	gazeto	מגזין, עתון, כתב עת (=מגזין)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	עין	an eye	grupo	alternativoj	prononco
level	servi	לשרת	to serve	grupo	alternativoj	prononco
level	vento	רוח, רוח	wind, a wind	grupo	alternativoj	prononco
level	ludi	לשחק	to play	grupo	alternativoj	prononco
level	haro	שיער	a hair	grupo	alternativoj	prononco
level	arbo	עץ	a tree	grupo	alternativoj	prononco
level	ŝia	שֶׁלָה	her	grupo	alternativoj	prononco
level	lia	שֶׁלוֹ	his	grupo	alternativoj	prononco
level	plumo	נוצה, עט	a feather, a pen	grupo	alternativoj	prononco
level	bildo	תמונה, תמונה	a picture, an image	grupo	alternativoj	prononco
level	paŝi	לצעוד, ללכת, לצעוד, לצעוד	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	עבה, שמן, נועז	thick, fat, bold	grupo	alternativoj	prononco
level	sia	משלו	one's own	grupo	alternativoj	prononco
level	konsenti	להודות (ש), להסכים (עם), לאשר (של), להסכים (עם), להסכים	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	קיץ, קיץ	summer, a summer	grupo	alternativoj	prononco
level	lumi	להאיר, לתת אור	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	שמיים	a sky	grupo	alternativoj	prononco
level	vintro	חורף, חורף	winter, a winter	grupo	alternativoj	prononco
level	volonta	ברצון (מהלב), בהתנדבות	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	סתיו, סתיו, סתיו	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	לזכור, להיזכר	to remember, to recall	grupo	alternativoj	prononco
level	printempo	אביב, מעיין	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	גינה	a garden	grupo	alternativoj	prononco
level	aĉeti	לקנות, לרכוש	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	שבוע	a week	grupo	alternativoj	prononco
level	vitro	זכוכית (חומר זגוגי)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	גשם, גשם	rain, a rain	grupo	alternativoj	prononco
level	frukto	פרי	a fruit	grupo	alternativoj	prononco
level	necesa	נחוץ	necessary	grupo	alternativoj	prononco
level	bono	טוּב לֵב	goodness	grupo	alternativoj	prononco
level	erari	לטעות, לטעות, לטעות	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	בית	a home	grupo	alternativoj	prononco
level	naturo	טבע, טבע, אופי	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	ענן, ענן	cloud, a cloud	grupo	alternativoj	prononco
level	bone	נו	well	grupo	alternativoj	prononco
level	momento	רגע	a moment	grupo	alternativoj	prononco
level	direkto	כיוון	a direction	grupo	alternativoj	prononco
level	kontenta	מרוצה, מרוצה, מרוצה, מרוצה	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	ורד	a rose	grupo	alternativoj	prononco
level	fajro	אש	a fire	grupo	alternativoj	prononco
level	kuraci	לרפא, לרפא, לטפל	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	להכות, לדפוק, להכות, להכות, להכות	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	אהוב, אהוב, אהוב, יקר, יקר	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	לקבל	to accept	grupo	alternativoj	prononco
level	minuto	דקה	a minute	grupo	alternativoj	prononco
level	espero	תקווה	a hope	grupo	alternativoj	prononco
level	linio	שורה	a line	grupo	alternativoj	prononco
level	neĝo	שלג, שלג	snow, a snow	grupo	alternativoj	prononco
level	koleri	לכעוס, להרגיש כעס	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	הצלחה	a success	grupo	alternativoj	prononco
level	plori	לבכות, לבכות	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	אפס, אפס	zero, nil	grupo	alternativoj	prononco
level	angulo	זווית, פינה (מקום מרוחק)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	סדר, יחס מסודר	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	ספינה	a ship	grupo	alternativoj	prononco
level	blua	כְּחוֹל	blue	grupo	alternativoj	prononco
level	sufiĉa	מספיק, מספיק, מספק	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	רחוב	a street	grupo	alternativoj	prononco
level	vilaĝo	כפר, עיירה	a village, a town	grupo	alternativoj	prononco
level	utila	מוֹעִיל	useful	grupo	alternativoj	prononco
level	rondo	מעגל, מועדון	a circle, a club	grupo	alternativoj	prononco
level	preta	מוּכָן	ready	grupo	alternativoj	prononco
level	orelo	אוזן	an ear	grupo	alternativoj	prononco
level	papero	נייר, נייר	paper, a paper	grupo	alternativoj	prononco
level	rivero	נהר	a river	grupo	alternativoj	prononco
level	zorgi	לטפל, לדאוג	to care for, to look after	grupo	alternativoj	prononco
level	arto	אומנות	an art	grupo	alternativoj	prononco
level	kreski	לגדול, להגדיל	to grow, to increase	grupo	alternativoj	prononco
level	nazo	אף	a nose	grupo	alternativoj	prononco
level	konsili	לייעץ, לייעץ	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	לעבור, לעבור ליד	to pass, to pass by	grupo	alternativoj	prononco
level	fero	ברזל (Fe)	iron (Fe)	grupo	alternativoj	prononco
level	regi	לשלוט, למשול, לשלוט	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	לעלות	to fare	grupo	alternativoj	prononco
level	larĝa	רחב, רחב, גדול	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	אמיץ, אמיץ	courageous, brave	grupo	alternativoj	prononco
level	kolo	צוואר	a neck	grupo	alternativoj	prononco
level	propra	משלו, משלו	own, one's own	grupo	alternativoj	prononco
level	plezuro	תענוג, כיף	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	לסלוח, לסלוח	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	מרוצה, מלא, גדוש	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	להתקשר, לזמן	to call, to summon	grupo	alternativoj	prononco
level	marto	מרץ	March	grupo	alternativoj	prononco
level	seĝo	כיסא	a chair	grupo	alternativoj	prononco
level	majo	מאי	May	grupo	alternativoj	prononco
level	tuŝi	לגעת	to touch	grupo	alternativoj	prononco
level	premi	ללחוץ, ללחוץ	to press, to squeeze	grupo	alternativoj	prononco
level	julio	יולי	July	grupo	alternativoj	prononco
level	kato	חתול	a cat	grupo	alternativoj	prononco
level	glaso	כוס יין)	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	סֶפּטֶמבֶּר	September	grupo	alternativoj	prononco
level	verda	ירוק	green	grupo	alternativoj	prononco
level	postuli	לדרוש, להניח, לדרוש	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	דוד	an uncle	grupo	alternativoj	prononco
level	novembro	נוֹבֶמבֶּר	November	grupo	alternativoj	prononco
level	laca	עייף, עייף, עייף	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	חלב, חלב	milk, a milk	grupo	alternativoj	prononco
level	bruli	לשרוף	to burn	grupo	alternativoj	prononco
level	decidi	להחליט	to decide	grupo	alternativoj	prononco
level	plendi	להתלונן	to complain	grupo	alternativoj	prononco
level	saluti	לברך, לומר שלום, להצדיע	to greet, to say hello, to salute	grupo	alternativoj	prononco
level	valoro	ערך, שווה	a value, worth	grupo	alternativoj	prononco
level	sukero	סוכר, סוכר	sugar, a sugar	grupo	alternativoj	prononco
level	planko	קומה, קרקע	a floor, a ground	grupo	alternativoj	prononco
level	vesto	בדים, לבוש	cloths, a clothing	grupo	alternativoj	prononco
level	tiri	למשוך, לצייר, לגרור	to pull, to draw, to drag	grupo	alternativoj	prononco
level	vetero	מזג אוויר, מזג אוויר	weather, a weather	grupo	alternativoj	prononco
level	turni	להסתובב, להסתובב	to turn, to turn around	grupo	alternativoj	prononco
level	peco	חתיכה	a piece	grupo	alternativoj	prononco
level	fraŭlo	רווק, גבר לא נשוי	a bachelor, an unmarried man	grupo	alternativoj	prononco
level	pano	לחם	a bread	grupo	alternativoj	prononco
level	salti	לקפוץ, לזנק, לקפוץ	to jump, to leap, to spring	grupo	alternativoj	prononco
level	vagono	קרון (ברכבת), עגלה, כרכרה, מאמן	a car (in a train), a wagon, a carriage, a coach	grupo	alternativoj	prononco
level	ligo	קישור, ליגה	a link, a league	grupo	alternativoj	prononco
level	efektiva	אמיתי, אמיתי, אמיתי	actual, real, true	grupo	alternativoj	prononco
level	decembro	דֵצֶמבֶּר	December	grupo	alternativoj	prononco
level	korto	בית משפט, חצר, פטיו, מרובע	a court, a courtyard, a patio, a quadrangle	grupo	alternativoj	prononco
level	tranĉi	לחתוך, לפרוס	to cut, to slice	grupo	alternativoj	prononco
level	ŝati	לחבב	to like	grupo	alternativoj	prononco
level	oktobro	אוֹקְטוֹבֶּר	October	grupo	alternativoj	prononco
level	kalkuli	לספור, לחשב	to count, to calculate	grupo	alternativoj	prononco
level	rimedo	משאבים, אמצעים, תרופה	resources, means, remedy	grupo	alternativoj	prononco
level	paki	לארוז	to pack	grupo	alternativoj	prononco
level	klaso	כיתה	a class	grupo	alternativoj	prononco
level	gajni	להרוויח, לנצח, להרוויח	to gain, to win, to earn	grupo	alternativoj	prononco
level	intereso	עניין	an interest	grupo	alternativoj	prononco
level	floro	פרח, פריחה	a flower, a bloom	grupo	alternativoj	prononco
level	marŝi	לצעוד, ללכת	to march, to walk	grupo	alternativoj	prononco
level	grupo	קבוצה	a group	grupo	alternativoj	prononco
level	aŭgusto	אוגוסט	August	grupo	alternativoj	prononco
level	junio	יוני	June	grupo	alternativoj	prononco
level	brako	זרוע, זרוע עליונה	an arm, an upper arm	grupo	alternativoj	prononco
level	konstruaĵo	בניין	a building	grupo	alternativoj	prononco
level	aprilo	אַפּרִיל	April	grupo	alternativoj	prononco
level	februaro	פברואר	February	grupo	alternativoj	prononco
level	pentraĵo	תמונה, ציור	a picture, a painting	grupo	alternativoj	prononco
level	luno	ירח, ירח	moon, a moon	grupo	alternativoj	prononco
level	ideo	רעיון	an idea	grupo	alternativoj	prononco
level	novaĵo	חדשות	a news	grupo	alternativoj	prononco
level	vendi	למכור, למכור	to sell, to vend	grupo	alternativoj	prononco
level	kruco	ברחבי	a cross	grupo	alternativoj	prononco
level	kokaĵo	עופות, עוף	poultry, chicken	grupo	alternativoj	prononco
