A.fr content.tsv
Level	Esperanto	fr	en-us	Grupo	Alternativoj	Pronoco
level	per si	par lui-même	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	présente une nuisance désagréable	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	se présente comme une nuisance désagréable	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	dans un endroit plein d'arbres	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	puis, quand on s'égarait	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	dans un désert inhumain	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	et quitte la route dans le chaos	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	un grand corps	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	n'a pas réussi ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	parmi les buissons	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	en plus de toucher les choses naturelles	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	généralement humide	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	au milieu d'une nature humide	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	des choses naturelles humides, au milieu desquelles ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	il marchait avec difficulté	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	c'était une expérience	it was an experience	grupo	alternativoj	prononco
level	ne malofte	pas rare	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	douloureux et toujours désagréable	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	plus ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	avancé dans la vie	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	dans la forêt du château	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	plus on avançait, plus on était détesté ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	je n'ai pas aimé la nature nocturne	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	un homme avec des yeux qui peuvent être vus clairement	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	des yeux qui voyaient bien	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	bien voir dans le noir	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	j'ai regardé les choses difficiles	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	de notre industriel	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	il a souri	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	à côté de cet homme	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	en tenue de policier	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	une autre personne était debout	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	dans des vêtements similaires	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	cette dernière était une femme	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	allons-y	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	dit doucement l'homme	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	à l'oreille de son compagnon	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	c'est maintenant le bon moment	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	tous deux s'avancèrent vers la personne	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	ils ont pris soin de le faire ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	autant que possible ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	le moins de bruit possible (kiel eble)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	le moins de bruit possible (laŭble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	ils ont presque entièrement réussi	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	dans cette situation désagréable	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	une situation désagréable où les arbres ont jeté leurs branches	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	jeté leurs propres branches mouillées	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	droit dans les visages	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	de l'industriel	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	petites créatures à plusieurs pattes	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	a pris ses pieds	took his feet	grupo	alternativoj	prononco
level	por promenejo	pour une promenade	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	la nature lui a fait tomber le pied	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	le plus douloureusement	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	a laissé tomber son pied dans une fosse	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	une fosse pleine d'eau	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	eau nauséabonde	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	je suis vite arrivé à la pensée	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	il faut être prêt	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	ici	here	grupo	alternativoj	prononco
level	iu ajn ~	n'importe qui ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	prêt à toute rencontre désagréable	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	n'importe quoi (peu importe)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	il attendait n'importe quoi	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	à part la voix humaine	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	quand une voix entendit, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	entendu immédiatement fermer	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	il a fait un joli saut sur place	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	qui a touché son cœur	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	mot à la bouche	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	avec la tentative de retrouver le calme	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	un peu de tranquillité	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	la lumière d'une lampe	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	quelqu'un dirigé directement vers ses yeux	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	la lampe que quelqu'un a dirigée vers les yeux	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	a empêché la réconciliation	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	il lui semblait que ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	la forme humaine qui tenait la lampe	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	porter des vêtements de police	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	que faites-vous ici?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	sonne la voix autoritaire	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	s'il te plaît, parle ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	un peu clair	a little clear	grupo	alternativoj	prononco
level	la alia diris	l'autre a dit	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	sur un ton encore plus important	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	je marche	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	tu te promènes à la ferme	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	de la comtesse	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	la ferme de la comtesse	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	au milieu de la nuit	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	la comtesse vous a-t-elle invitée ?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	est-ce qu'elle est au courant ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	à propos de ta présence	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	ta présence ici	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	Je dois te demander ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	te demande de me suivre	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	et il a expliqué ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	expliqué que ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	depuis la mauvaise tentative	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	la mauvaise tentative pour attraper la comtesse	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	à cause de ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	à cause des terroristes	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	la police vérifie soigneusement	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	vérifie ce qui se passe	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	se produit dans les environs	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	du château	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	les abords du château	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	à l'industriel	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	il semblait que ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	son cœur s'est brisé cette fois	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	est tombé sur ses pieds	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	il le savait ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	c'est juste qu'il va essayer de trouver	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	trouver une explication acceptable	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	sur sa propre présence	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	l'idée que la comtesse sait tout	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	l'idée l'a privé de peu d'espoir	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	peu d'espoir	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	peu d'espoir qui restait	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	après les premiers mots de la police	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	plus ~ plus ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	plus c'est long, mieux c'est	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	peu importe combien	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	il y a un quart d'heure	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	ils sont revenus	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	après le terrible malheur	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	les gens sont partis	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	et les vieilles villes se sont effondrées	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	nous devrions te revoir	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	plus souvent	the more often	grupo	alternativoj	prononco
level	mi pripensas	je pense	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	plus je suis en colère	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	elle vit à ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	dans n'importe quelle maison	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	allons-nous nous revoir ?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	où et quand	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	quand vais-je revenir ~ ?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	l'autre moitié des livres	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	aurez-vous besoin de ~ ?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	a besoin de plus d'un quart d'année	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	pour ces emplois	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	pourquoi ~ ?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	plus il fait froid	the colder	grupo	alternativoj	prononco
level	ju pli longe	le plus long	the longer	grupo	alternativoj	prononco
level	ni atendas ~	nous attendons ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	êtes-vous satisfait de ~ ?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	avec n'importe quel homme	with any man	grupo	alternativoj	prononco
