A.sv content.tsv
Level	Esperanto	sv	en-us	Grupo	Alternativoj	Pronoco
level	okuloj, kiuj kapablis bone vidi	ögon som kunde se bra	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	att se bra i mörkret	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	såg på det svåra	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	från vår industriman	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	han log	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	bredvid den mannen	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	i polisens kläder	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	en annan person stod	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	i liknande kläder	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	den senare var en kvinna	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	nu går vi	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	sa mannen mjukt	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	i örat på sin följeslagare	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	nu är det rätta ögonblicket	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	båda steg mot personen	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	de var noga med att göra ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	så möjligt som ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	så lite ljud som möjligt (kiel eble)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	så lite ljud som möjligt (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	de lyckades nästan fullt ut	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	i denna otäcka situation	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	en otäck situation där träd kastade sina grenar	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	kastade sina egna blöta grenar	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	rakt in i ansiktena	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	av industrimannen	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	mångfotade små varelser	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	tog hans fötter	took his feet	grupo	alternativoj	prononco
level	por promenejo	för en promenadväg	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	naturen fick hans fot att falla	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	mest smärtsamt	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	tappade foten i en grop	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	en grop full med vatten	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	illaluktande vatten	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	kom snabbt fram till tanken	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	man måste vara redo	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	här	here	grupo	alternativoj	prononco
level	iu ajn ~	någon ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	redo för alla obehagliga möten	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	vad som helst (vad som helst)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	han väntade på vad som helst	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	åt sidan mänsklig röst	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	när en röst hördes, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	hördes genast nära	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	han gjorde ett fint hopp på plats	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	som rörde hans hjärta	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	uppord till munnen	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	med ett försök att återta lugnet	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	lite lugn	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	ljuset från en lampa	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	någon riktade sig direkt till hans ögon	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	lampan som någon riktade mot ögonen	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	förhindrade försoning	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	det tycktes honom att ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	den mänskliga formen som höll lampan	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	bära kläder polisen	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	vad gör du här?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	låter den auktoritativa rösten	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	snälla prata ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	lite tydligt	a little clear	grupo	alternativoj	prononco
level	la alia diris	sa den andre	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	i ännu viktigare ton	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	jag går	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	du går på gården	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	av grevinnan	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	grevinnans gård	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	mitt i natten	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	bjöd grevinnan in dig?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	vet hon om ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	om din närvaro	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	din närvaro här	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	Jag måste fråga dig ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	ber dig följa mig	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	och han förklarade ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	förklarade att ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	sedan fel försök	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	fel försök att fånga grevinnan	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	på grund av ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	på grund av terrorister	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	polisen kontrollerar noga	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	kollar vad som händer	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	förekommer i omgivningen	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	av slottet	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	omgivningen av slottet	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	till industrimannen	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	det verkade som ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	hans hjärta föll den här gången	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	föll på fötter	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	han visste att ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	bara svårt kommer han att försöka hitta	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	för att hitta en acceptabel förklaring	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	om den egna närvaron	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	tanken att grevinnan vet allt	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	idén berövade honom lite hopp	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	lite hopp	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	lite hopp som fanns kvar	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	efter polisens första ord	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	ju fler ~ desto fler ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	ju längre desto bättre	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	spelar ingen roll hur mycket	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	för en kvart sedan	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	de kom tillbaka	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	efter den fruktansvärda olyckan	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	folket gick	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	och de gamla städerna föll sönder	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	vi borde ses igen	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	ju oftare	the more often	grupo	alternativoj	prononco
level	mi pripensas	jag tänker	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	desto argare är jag	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	hon bor i ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	i vilket hus som helst	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	kommer vi ses igen?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	var och när som helst	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	när kommer jag tillbaka ~ ?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	den andra hälften av böckerna	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	behöver du ~ ?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	behöver mer än ett kvarts år	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	för de jobben	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	varför är ~ ?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	desto kallare	the colder	grupo	alternativoj	prononco
level	ju pli longe	ju längre	the longer	grupo	alternativoj	prononco
level	ni atendas ~	vi väntar ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	är du nöjd med ~ ?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	med vilken man som helst	with any man	grupo	alternativoj	prononco
