A.ne content.tsv
Level	Esperanto	ne	en-us	Grupo	Alternativoj	Pronoco
level	ke vi falis en la manojn de la Turkoj	कि तिमी टर्कीको हातमा पर्यौ	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	हामीले एउटा भेट्यौं	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	हाम्रो जहाजबाट	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	यसले हामीलाई पछ्यायो	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	एक घण्टा भन्दा बढीको लागि	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	तर जान सजिलो छैन ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	हाम्रो जहाज भन्दा छिटो जान	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	यहाँ के समाचार छ?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	यहाँ भेनिसमा	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	केहि रोचक छैन	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	केवल एक ठूलो दुर्भाग्य	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	के तपाई पिट्रोलाई चिन्नुहुन्छ?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	मा उसलाई चिन्छु	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	एउटा ठूलो जहाजले उसको गोन्डोलालाई डुब्यो	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	र उसको बारेमा के?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	गोन्डोला डुब्यो	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	यो भयो कि ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	हामी नजिक थियौं	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	हामीले उसलाई हाम्रो गोन्डोलामा लग्यौं	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	एउटै समयमा	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	मेरो मालिक डुब्यो	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	एक जवान महिलालाई मद्दत गर्न	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	एक जवान महिला जो लगभग मरे	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	आफ्नो काका संग	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	लगभग आफ्नो काका संग मरे	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	त्यहाँ एउटी युवती थिइन्	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	हामीले उसलाई मद्दत गर्न सकेनौं	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	महत्वपूर्ण व्यक्ति थिए	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	तिमीलाई भेनिसमा के ल्यायो?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	मेरो साथी	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	नाविकले माथि हेरे	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	हतार हतार आफ्नो साथीलाई हेरे	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	र भन्न थाले	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	त्यसैले तपाईलाई थाहा छ ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	~ ल्याएको छु	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	गन्डोलियरले अचानक उसलाई रोक्यो	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	उसले भन्यो	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	त्यसपछि एकजना मानिस गए	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	एकजना मानिस उनको छेउबाट गयो	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	ऊ अझै तीस वर्षको थिएन	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	र उनको अनुहार रङ्गहीन थियो	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	उसको यात्रा निश्चित र सजिलो थियो	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	उनको अनुहार उदास थियो	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	जब उसले मानिसलाई देख्यो, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	भनिन्छ ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	धेरै महत्त्वपूर्ण व्यक्तिहरूले दिन्छ ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	गोप्य काम	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	गोप्य कामहरू	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	उसलाई गोप्य काम दिन्छ	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	धेरै रहस्यहरू	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	उसलाई धेरै रहस्यहरू थाहा छ	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	त्यसैले तिनीहरू डराउँछन्	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	उनलाई जेल पठाउन	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	नाविकले भने	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	र उसले बोलेको रूपमा	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	उसले महलतर्फ इशारा गर्यो	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	Doges को हवेली	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	धेरै महत्त्वपूर्ण व्यक्तिहरूलाई उनको मद्दत चाहिन्छ	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	तिनीहरूले कति तिर्छन्?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	उसलाई भुक्तान गर्छ	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	एक हत्याको लागि भुक्तानी गर्दछ	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	पक्कै पनि ~ भन्दा कम छैन	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	एक सय सिक्का भन्दा	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	त्यो नबिर्सनुहोस् ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	कि उहाँ तिनीहरूको लागि काम गर्नुहुन्छ	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	पर्याप्त पैसा भएकाहरूको लागि	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	उसलाई तिर्न	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	भेनिसमा ~ छ	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	ती चीजहरू	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	ती चीजहरू बिर्सन	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	चीजहरू जुन राम्रो बिर्सिएको छ	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	यदि तपाईं शान्तिमा खान चाहनुहुन्छ भने	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	शान्तिमा आफ्नो रोटी खान	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	केही मौनता थियो	there was some silence	grupo	alternativoj	prononco
level	kaj poste	र पछि	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	गण्डोलियर फेरि बोल्यो	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	तिमी समयमै आयौ	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	डुङ्गा दौड हेर्न	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	कसैले कमजोर भन्यो	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	gondolier नजिक	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	शहर को मेयर	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	निस्सन्देह गोन्डोलालाई औंल्याए	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	गन्डोलियरले भने	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	र आफ्नो साथीको हात समात्यो	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	कागज फाल्छ	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	कागजको डिब्बामा	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	केटीहरूले कागजहरू फाले	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	मेरो कलम कहाँ छ	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	म उसलाई जवाफ दिन चाहन्छु	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	सूर्य गायब भयो	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	र अब लगभग अँध्यारो छ	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	कृपया खानुहोस्	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	कृपया रोटी खानुहोस्	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	कटलरी संग	with cutlery	grupo	alternativoj	prononco
level	pardonu min	मलाईं माफ गर्नुहोस्	excuse me	grupo	alternativoj	prononco
level	rajtas resti	बस्न अनुमति दिइएको छ	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	मलाई बस्ने अधिकार छैन	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	के तपाईं ल्याउन सक्नुहुन्छ ~?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	मेरी बहिनी बाट	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	तपाईंले कहिले किन्नु भयो ~?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	त्यो वाद्य यन्त्र किन्यो	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	अन्तिम कसले प्रयोग गर्यो?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	मेरो कुञ्जी प्रयोग गरे	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	तपाईले चलाउनुभयो?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	भेनिस मा	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	गोन्डोला द्वारा पनि	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	के तिमी सुत्न सक्छौ?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	त्यसपछि, जब त्यहाँ मौन थियो	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	सज्जन अग्लो थिए	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	अग्लो, मोटो	tall, fat	grupo	alternativoj	prononco
level	dika, peza	बाक्लो, भारी	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	भारी र ठूलो	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	अग्लो, बाक्लो, भारी र ठूलो थियो	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	बल दियो	gave strength	grupo	alternativoj	prononco
level	havinda forto	हुनु लायक बल	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	हुन लायकको शारीरिक शक्ति	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	त्यो दियो	that gave	grupo	alternativoj	prononco
level	donis al li	उसलाई दिए	gave him	grupo	alternativoj	prononco
level	tio donis forton	जसले बल दियो	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	शरीरलाई सार्थक शक्ति दिनुभयो	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	उनको उपस्थिति	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	अग्लो व्यक्तिको उपस्थिति	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	सानो भूमिका	a small role	grupo	alternativoj	prononco
level	ludis rolon	भूमिका खेलेको छ	played a role	grupo	alternativoj	prononco
level	ne eta rolo	सानो भूमिका होइन	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	सानो भूमिका खेल्यो	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	सानो भूमिका खेलेको छैन	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	वास्तवमा ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	जनताको बहुमत	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	यदि डराउँदैन भने	if not afraid	grupo	alternativoj	prononco
level	lin timis	उनीसँग डर थियो	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	यदि ऊ डराएको थियो	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	उहाँसँग डराउनु भएन भने	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	निश्चित रूपमा सम्मान	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	कम्तिमा ~ बारे सोचेको	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	अघि ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	उसलाई सन्तुष्ट पार्न	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	उसलाई असन्तुष्ट पार्न	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	असन्तुष्ट हुनु अघि ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	निर्णय गर्नु अघि ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	असन्तुष्ट गर्ने निर्णय गर्न ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	उसलाई सन्तुष्ट पार्ने निर्णय गर्न	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	उसलाई असन्तुष्ट पार्ने निर्णय गर्नु अघि	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	त्यो, जो उपयोगी छ	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	दिनको समयमा अक्सर उपयोगी	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	एक अप्रिय उपद्रव	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	आफैले	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	एक अप्रिय उपद्रव प्रस्तुत गर्दछ	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	आफैलाई एक अप्रिय उपद्रव रूपमा प्रस्तुत गर्दछ	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	रूखहरूले भरिएको ठाउँमा	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	तब, जब कोही भटकियो	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	अमानवीय मरुभूमिमा	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	र अराजकता मा सडक बाहिर जान्छ	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	अग्लो ठूलो शरीर	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	पास गर्न असफल ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	झाडीहरू बीच	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	प्राकृतिक चीजहरू छुनुको अतिरिक्त	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	सामान्यतया भिजेको	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	भिजेको प्रकृतिको बीचमा	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	भिजेको प्राकृतिक चीजहरू, जसको बीचमा ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	ऊ कठिनाई संग हिंड्यो	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	यो एक अनुभव थियो	it was an experience	grupo	alternativoj	prononco
level	ne malofte	असामान्य छैन	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	पीडादायी र सधैं अप्रिय	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	अधिक ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	जीवनमा अगाडि बढ्यो	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	महलको जंगलमा	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	जति अगाडि बढ्यो उति धेरै मन नपरेको ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	निशाचर प्रकृति मन पर्दैन	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	स्पष्ट देखिने आँखा भएको मानिस	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	राम्रोसँग देख्न सक्ने आँखा	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	अँध्यारोमा राम्रोसँग हेर्न	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	कठिन हिडिरहेको देखे	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	हाम्रो उद्योगपति बाट	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	उनी मुस्कुराए	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	त्यो मानिसको छेउमा	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	प्रहरीको पोशाकमा	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	अर्को मान्छे उभिरहेको थियो	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	समान कपडामा	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	पछिल्लो एक महिला थियो	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	जाऔं	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	मानिसले नरम स्वरमा भन्यो	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	आफ्नो साथीको कानमा	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	अहिले सही समय हो	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	दुबै जना व्यक्ति तिर लागे	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	तिनीहरू गर्न सावधान थिए ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	सकेसम्म ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	सकेसम्म सानो आवाज (kiel eble)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	सकेसम्म थोरै आवाज	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	तिनीहरू लगभग पूर्ण रूपमा सफल भए	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	यो नराम्रो अवस्थामा	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	एउटा खराब अवस्था जहाँ रूखहरूले आफ्ना हाँगाहरू फाले	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	आफ्नै भिजेको हाँगा फाले	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	सीधा अनुहारहरूमा	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	उद्योगपति को	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	बहु-खुट्टा साना जीवहरू	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	आफ्नो खुट्टा लिए	took his feet	grupo	alternativoj	prononco
level	por promenejo	पैदल बाटो को लागी	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	प्रकृतिले उनको खुट्टा ढाल्यो	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	सबैभन्दा पीडादायी	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	आफ्नो खुट्टा खाडलमा खस्यो	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	पानीले भरिएको खाडल	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	दुर्गन्धित पानी	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	चाँडै सोचमा आइपुगे	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	एक तयार हुनुपर्छ	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	यहाँ	here	grupo	alternativoj	prononco
level	iu ajn ~	कोही ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	कुनै पनि अप्रिय मुठभेडको लागि तयार	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	जे पनि (जे पनि)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	ऊ केहिको लागि पर्खिरहेको थियो	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	मानव आवाज तिर	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	जब एक आवाज सुने, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	तुरुन्तै नजिकबाट सुने	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	उसले राम्रो अन-साइट जम्प गर्यो	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	जसले उसको मन हलुकायो	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	मुखमा माथि शब्द	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	शान्त पुन: कब्जा गर्ने प्रयास संग	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	एक सानो शान्ति	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	बत्तीको उज्यालो	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	कसैले उसको आँखामा प्रत्यक्ष निर्देशित गर्यो	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	बत्ती जसलाई कसैले आँखामा निर्देशित गर्यो	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	मेलमिलाप रोकियो	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	उसलाई यस्तो लाग्थ्यो ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	बत्ती समातेको मानव रूप	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	प्रहरीको लुगा लगाऊ	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	यहाँ तिमी के गरिरहेको?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	आधिकारिक आवाज सुनिन्छ	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	कृपया कुरा गर्नुहोस् ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	थोरै स्पष्ट	a little clear	grupo	alternativoj	prononco
level	la alia diris	अर्कोले भन्यो	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	अझ महत्त्वपूर्ण स्वरमा	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	म हिड्दै छु	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	तपाईं खेतमा हिंड्नुहोस्	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	काउन्टेस को	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	काउन्टेसको खेत	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	मध्यरातमा	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	के काउन्टेसले तपाईंलाई निम्तो दियो?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	के उसलाई थाहा छ ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	तपाईको उपस्थितिको बारेमा	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	तपाईको उपस्थिति यहाँ	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	मैले तपाईलाई सोध्नु पर्छ ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	मलाई पछ्याउन सोध्छ	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	र उहाँले व्याख्या गर्नुभयो ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	व्याख्या गरे कि ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	गलत प्रयास पछि	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	काउन्टेसलाई समात्ने गलत प्रयास	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	कारण ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	आतंकवादीहरु को कारण	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	प्रहरीले सावधानीपूर्वक जाँच गर्छ	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	के भइरहेको छ भनेर जाँच गर्दछ	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	वरपरमा हुन्छ	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	महल को	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	महल को वरिपरि	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	उद्योगपति को	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	यस्तो लाग्थ्यो ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	उनको मुटु यस पटक खसेको छ	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	आफ्नो खुट्टामा खसे	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	उसलाई थाहा थियो ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	उसले खोज्न कोसिस गर्नेछ	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	स्वीकार्य व्याख्या खोज्न	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	आफ्नो उपस्थितिको बारेमा	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	काउन्टेसलाई सबै थाहा छ भन्ने धारणा	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	विचारले उसलाई सानो आशाबाट वञ्चित गर्यो	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	सानो आशा	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	थोरै आशा बाँकी थियो	little hope that remained	grupo	alternativoj	prononco
