C.hu content.tsv
Level	Esperanto	hu	en-us	Grupo	Alternativoj	Pronoco
level	sola	egyedül, egyedül, egyedül, magányosan	alone, only, sole, solitary	grupo	alternativoj	prononco
level	paco	béke, béke	peace, a peace	grupo	alternativoj	prononco
level	rakonti	elmondani, elmondani, vonatkoztatni	to narrate, to tell, to relate	grupo	alternativoj	prononco
level	koloro	szín, szín	color, a color	grupo	alternativoj	prononco
level	pura	tiszta, tiszta	clean, pure	grupo	alternativoj	prononco
level	aŭdi	hallani	to hear	grupo	alternativoj	prononco
level	punkto	egy pont, egy pont, egy folt	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	egy száj	a mouth	grupo	alternativoj	prononco
level	araneo	egy pók	a spider	grupo	alternativoj	prononco
level	serĉi	keresni, keresni, keresni	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	egy levél	a letter	grupo	alternativoj	prononco
level	frua	korai, korai	early, premature	grupo	alternativoj	prononco
level	grava	fontos, komoly	important, serious	grupo	alternativoj	prononco
level	nigra	fekete	black	grupo	alternativoj	prononco
level	trankvila	nyugodt, nyugodt	tranquil, calm	grupo	alternativoj	prononco
level	flanko	egy oldalt	a side	grupo	alternativoj	prononco
level	libroj	könyveket	books	grupo	alternativoj	prononco
level	kuri	futni	to run	grupo	alternativoj	prononco
level	dolĉa	édes	sweet	grupo	alternativoj	prononco
level	popolo	nép, nép, nemzet	people, folk, nation	grupo	alternativoj	prononco
level	hundo	egy kutya	a dog	grupo	alternativoj	prononco
level	fenestro	egy ablak	a window	grupo	alternativoj	prononco
level	aĝo	életkor (éves)	age (years old)	grupo	alternativoj	prononco
level	libron	könyv (objektív, vádaskodó)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	egy ujj	a finger	grupo	alternativoj	prononco
level	resto	maradék, pihenés, maradás	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	egy fog	a tooth	grupo	alternativoj	prononco
level	kuiri	főzni	to cook	grupo	alternativoj	prononco
level	lavi	mosni	to wash	grupo	alternativoj	prononco
level	mia	az én	my	grupo	alternativoj	prononco
level	piedo	egy láb, egy mancs	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	hallgatni	to listen	grupo	alternativoj	prononco
level	tablo	asztal	a table	grupo	alternativoj	prononco
level	fali	leesni, leesni	to fall, to drop	grupo	alternativoj	prononco
level	familio	Egy család	a family	grupo	alternativoj	prononco
level	via	a te	your	grupo	alternativoj	prononco
level	vizaĝo	egy arc	a face	grupo	alternativoj	prononco
level	ĝusta	helyes (helyes), pontos, megfelelő	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	egy éjszaka	a night	grupo	alternativoj	prononco
level	mezo	egy közepes, átlagos, átlagos	a middle, average, mean	grupo	alternativoj	prononco
level	historio	történelem, történelem	history, a history	grupo	alternativoj	prononco
level	interesi	érdekelni	to interest	grupo	alternativoj	prononco
level	administri	irányítani, adminisztrálni	to manage, to administer	grupo	alternativoj	prononco
level	aero	levegő, levegő (gáz)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	annak	its	grupo	alternativoj	prononco
level	maro	egy tenger	a sea	grupo	alternativoj	prononco
level	fakto	egy tény	a fact	grupo	alternativoj	prononco
level	lasi	hagyni, elengedni, megengedni, engedni	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	állat, vadállat	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	vezetni, irányítani	to lead, to guide	grupo	alternativoj	prononco
level	avo	egy nagypapa	a grandfather	grupo	alternativoj	prononco
level	afabla	kedves, barátságos, kedves, barátságos	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	az övék	their	grupo	alternativoj	prononco
level	korpo	egy test	a body	grupo	alternativoj	prononco
level	pordo	ajtót, kaput	a door, a gate	grupo	alternativoj	prononco
level	forgesi	elfelejteni	to forget	grupo	alternativoj	prononco
level	kafo	kávé, egy kávé	coffee, a coffee	grupo	alternativoj	prononco
level	brui	zajt csapni	to make noise	grupo	alternativoj	prononco
level	brili	ragyog	to shine	grupo	alternativoj	prononco
level	gazeto	folyóirat, folyóirat, folyóirat (=magazino)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	szem	an eye	grupo	alternativoj	prononco
level	servi	kiszolgálni	to serve	grupo	alternativoj	prononco
level	vento	szél, szél	wind, a wind	grupo	alternativoj	prononco
level	ludi	játszani	to play	grupo	alternativoj	prononco
level	haro	egy hajszál	a hair	grupo	alternativoj	prononco
level	arbo	egy fa	a tree	grupo	alternativoj	prononco
level	ŝia	neki	her	grupo	alternativoj	prononco
level	lia	övé	his	grupo	alternativoj	prononco
level	plumo	toll, toll	a feather, a pen	grupo	alternativoj	prononco
level	bildo	egy kép, egy kép	a picture, an image	grupo	alternativoj	prononco
level	paŝi	lépni, járni, lépkedni, lépkedni	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	vastag, kövér, merész	thick, fat, bold	grupo	alternativoj	prononco
level	sia	a sajátját	one's own	grupo	alternativoj	prononco
level	konsenti	elismerni (hogy), egyetérteni (val), jóváhagyni (az), egyetérteni (val), egyetérteni	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	nyár, nyár	summer, a summer	grupo	alternativoj	prononco
level	lumi	ragyogni, fényt adni	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	egy égbolt	a sky	grupo	alternativoj	prononco
level	vintro	tél, egy tél	winter, a winter	grupo	alternativoj	prononco
level	volonta	hajlandó (szívből), önkéntes	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	ősz, ősz, ősz	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	emlékezni, felidézni	to remember, to recall	grupo	alternativoj	prononco
level	printempo	tavasz, egy rugó	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	egy kert	a garden	grupo	alternativoj	prononco
level	aĉeti	vásárolni, vásárolni	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	egy hét	a week	grupo	alternativoj	prononco
level	vitro	üveg (üveges anyag)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	eső, eső	rain, a rain	grupo	alternativoj	prononco
level	frukto	egy gyümölcs	a fruit	grupo	alternativoj	prononco
level	necesa	szükséges	necessary	grupo	alternativoj	prononco
level	bono	jóság	goodness	grupo	alternativoj	prononco
level	erari	tévedni, hibázni, hibázni	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	egy otthon	a home	grupo	alternativoj	prononco
level	naturo	természet, természet, jellem	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	felhő, felhő	cloud, a cloud	grupo	alternativoj	prononco
level	bone	jól	well	grupo	alternativoj	prononco
level	momento	Egy pillanat	a moment	grupo	alternativoj	prononco
level	direkto	egy irányt	a direction	grupo	alternativoj	prononco
level	kontenta	elégedett, elégedett, elégedett, elégedett	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	egy rózsát	a rose	grupo	alternativoj	prononco
level	fajro	Tűz	a fire	grupo	alternativoj	prononco
level	kuraci	gyógyítani, gyógyítani, kezelni	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	ütni, kopogtatni, pofonozni, ütni, ütni	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	szeretett, dédelgetett, szeretett, drága, drága	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	elfogadni	to accept	grupo	alternativoj	prononco
level	minuto	Egy perc	a minute	grupo	alternativoj	prononco
level	espero	egy remény	a hope	grupo	alternativoj	prononco
level	linio	egy sor	a line	grupo	alternativoj	prononco
level	neĝo	hó, hó	snow, a snow	grupo	alternativoj	prononco
level	koleri	dühösnek lenni, haragot érezni	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	egy siker	a success	grupo	alternativoj	prononco
level	plori	sírni, sírni	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	nulla, nulla	zero, nil	grupo	alternativoj	prononco
level	angulo	szög, sarok (távoli hely)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	rend, rendezett viszony	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	hajó	a ship	grupo	alternativoj	prononco
level	blua	kék	blue	grupo	alternativoj	prononco
level	sufiĉa	elegendő, elég, megfelelő	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	egy utca	a street	grupo	alternativoj	prononco
level	vilaĝo	egy falu, egy város	a village, a town	grupo	alternativoj	prononco
level	utila	hasznos	useful	grupo	alternativoj	prononco
level	rondo	egy kör, egy klub	a circle, a club	grupo	alternativoj	prononco
level	preta	kész	ready	grupo	alternativoj	prononco
level	orelo	egy fül	an ear	grupo	alternativoj	prononco
level	papero	papír, papír	paper, a paper	grupo	alternativoj	prononco
level	rivero	egy folyó	a river	grupo	alternativoj	prononco
level	zorgi	gondoskodni, vigyázni	to care for, to look after	grupo	alternativoj	prononco
level	arto	egy művészet	an art	grupo	alternativoj	prononco
level	kreski	növekedni, növekedni	to grow, to increase	grupo	alternativoj	prononco
level	nazo	egy orr	a nose	grupo	alternativoj	prononco
level	konsili	tanácsot adni, tanácsot adni	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	elhaladni, elhaladni	to pass, to pass by	grupo	alternativoj	prononco
level	fero	vas (Fe)	iron (Fe)	grupo	alternativoj	prononco
level	regi	uralkodni, kormányozni, irányítani	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	járni	to fare	grupo	alternativoj	prononco
level	larĝa	széles, széles, nagy	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	bátor, bátor	courageous, brave	grupo	alternativoj	prononco
level	kolo	egy nyakat	a neck	grupo	alternativoj	prononco
level	propra	saját, saját	own, one's own	grupo	alternativoj	prononco
level	plezuro	öröm, szórakozás	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	megbocsátani, megbocsátani	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	elégedett, telt, telt	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	hívni, megidézni	to call, to summon	grupo	alternativoj	prononco
level	marto	március	March	grupo	alternativoj	prononco
level	seĝo	egy szék	a chair	grupo	alternativoj	prononco
level	majo	Lehet	May	grupo	alternativoj	prononco
level	tuŝi	megérinteni	to touch	grupo	alternativoj	prononco
level	premi	nyomni, szorítani	to press, to squeeze	grupo	alternativoj	prononco
level	julio	július	July	grupo	alternativoj	prononco
level	kato	egy macska	a cat	grupo	alternativoj	prononco
level	glaso	egy pohár bor)	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	szeptember	September	grupo	alternativoj	prononco
level	verda	zöld	green	grupo	alternativoj	prononco
level	postuli	követelni, posztulálni, megkövetelni	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	egy nagybácsi	an uncle	grupo	alternativoj	prononco
level	novembro	november	November	grupo	alternativoj	prononco
level	laca	fáradt, fáradt, kimerült	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	tej, egy tej	milk, a milk	grupo	alternativoj	prononco
level	bruli	éget	to burn	grupo	alternativoj	prononco
level	decidi	dönteni	to decide	grupo	alternativoj	prononco
level	plendi	panaszkodni	to complain	grupo	alternativoj	prononco
level	saluti	köszönni, köszönni, tisztelegni	to greet, to say hello, to salute	grupo	alternativoj	prononco
level	valoro	érték, érték	a value, worth	grupo	alternativoj	prononco
level	sukero	cukor, egy cukor	sugar, a sugar	grupo	alternativoj	prononco
level	planko	padló, föld	a floor, a ground	grupo	alternativoj	prononco
level	vesto	ruhák, ruhák	cloths, a clothing	grupo	alternativoj	prononco
level	tiri	húzni, rajzolni, húzni	to pull, to draw, to drag	grupo	alternativoj	prononco
level	vetero	időjárás, időjárás	weather, a weather	grupo	alternativoj	prononco
level	turni	megfordulni, megfordulni	to turn, to turn around	grupo	alternativoj	prononco
level	peco	egy darab	a piece	grupo	alternativoj	prononco
level	fraŭlo	legény, nőtlen férfi	a bachelor, an unmarried man	grupo	alternativoj	prononco
level	pano	egy kenyér	a bread	grupo	alternativoj	prononco
level	salti	ugrani, ugrálni, rugózni	to jump, to leap, to spring	grupo	alternativoj	prononco
level	vagono	autó (vonatban), kocsi, kocsi, kocsi	a car (in a train), a wagon, a carriage, a coach	grupo	alternativoj	prononco
level	ligo	egy link, egy liga	a link, a league	grupo	alternativoj	prononco
level	efektiva	valódi, valódi, igaz	actual, real, true	grupo	alternativoj	prononco
level	decembro	december	December	grupo	alternativoj	prononco
level	korto	egy udvar, egy udvar, egy terasz, egy négyszög	a court, a courtyard, a patio, a quadrangle	grupo	alternativoj	prononco
level	tranĉi	vágni, szeletelni	to cut, to slice	grupo	alternativoj	prononco
level	ŝati	kedvelni	to like	grupo	alternativoj	prononco
level	oktobro	október	October	grupo	alternativoj	prononco
level	kalkuli	számolni, számolni	to count, to calculate	grupo	alternativoj	prononco
level	rimedo	források, eszközök, orvosság	resources, means, remedy	grupo	alternativoj	prononco
level	paki	csomagolni	to pack	grupo	alternativoj	prononco
level	klaso	osztály	a class	grupo	alternativoj	prononco
level	gajni	nyerni, nyerni, keresni	to gain, to win, to earn	grupo	alternativoj	prononco
level	intereso	egy érdek	an interest	grupo	alternativoj	prononco
level	floro	egy virág, egy virág	a flower, a bloom	grupo	alternativoj	prononco
level	marŝi	menetelni, sétálni	to march, to walk	grupo	alternativoj	prononco
level	grupo	egy csoport	a group	grupo	alternativoj	prononco
level	aŭgusto	augusztus	August	grupo	alternativoj	prononco
level	junio	június	June	grupo	alternativoj	prononco
level	brako	egy kar, egy felkar	an arm, an upper arm	grupo	alternativoj	prononco
level	konstruaĵo	egy épület	a building	grupo	alternativoj	prononco
level	aprilo	április	April	grupo	alternativoj	prononco
level	februaro	február	February	grupo	alternativoj	prononco
level	pentraĵo	egy kép, egy festmény	a picture, a painting	grupo	alternativoj	prononco
level	luno	hold, hold	moon, a moon	grupo	alternativoj	prononco
level	ideo	egy ötlet	an idea	grupo	alternativoj	prononco
level	novaĵo	egy hír	a news	grupo	alternativoj	prononco
level	vendi	eladni, árulni	to sell, to vend	grupo	alternativoj	prononco
level	kruco	egy kereszt	a cross	grupo	alternativoj	prononco
level	kokaĵo	baromfi, csirke	poultry, chicken	grupo	alternativoj	prononco
level	monato	egy hónap	a month	grupo	alternativoj	prononco
level	porkaĵo	sertéshús	pork	grupo	alternativoj	prononco
level	maniero	mód, mód, mód	a manner, a way, a mode	grupo	alternativoj	prononco
level	bovaĵo	marhahús	beef	grupo	alternativoj	prononco
level	opinii	gondolkodni, véleményt nyilvánítani, véleményt nyilvánítani	to think, to have an opinion, to opine	grupo	alternativoj	prononco
level	glaciaĵo	egy fagylalt, fagylalt	an ice cream, icecream	grupo	alternativoj	prononco
level	elekti	választani, megválasztani, kiválasztani	to choose, to elect, to pick out	grupo	alternativoj	prononco
level	agi	cselekedni	to act	grupo	alternativoj	prononco
level	ovaĵo	egy omlett, rántotta	an omelette, scrambled eggs	grupo	alternativoj	prononco
level	ŝafaĵo	ürühús	mutton	grupo	alternativoj	prononco
level	komuna	gyakori	common	grupo	alternativoj	prononco
level	dubi	kételkedni	to doubt	grupo	alternativoj	prononco
level	pakaĵo	egy csomag, egy poggyász, egy poggyász	a package, a luggage, a baggage	grupo	alternativoj	prononco
level	freŝa	friss, friss	fresh, recent	grupo	alternativoj	prononco
level	adreso	egy cím	an address	grupo	alternativoj	prononco
level	araneaĵo	egy pókháló	a spiderweb	grupo	alternativoj	prononco
level	horloĝo	egy óra, egy óra	a clock, a watch	grupo	alternativoj	prononco
level	manĝaĵo	egy ételt	a food	grupo	alternativoj	prononco
level	male	ellenkezőleg	on the contrary	grupo	alternativoj	prononco
level	radio	egy sugár, egy rádió, egy sugárzás, egy sugár	a ray, a radio, a radiation, a beam	grupo	alternativoj	prononco
level	manĝado	evés, evés akció	eating, eating action	grupo	alternativoj	prononco
