A.fi content.tsv
Level	Esperanto	fi	en-us	Grupo	Alternativoj	Pronoco
level	donis havindan korpoforton	antoi keholle saamisen arvoista voimaa	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	hänen ulkonäkönsä	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	pitkän ihmisen ulkonäkö	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	pieni rooli	a small role	grupo	alternativoj	prononco
level	ludis rolon	näytteli roolia	played a role	grupo	alternativoj	prononco
level	ne eta rolo	ei pieni rooli	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	näytteli pienen roolin	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	ei ollut pieni rooli	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	siinä, että ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	suurin osa ihmisistä	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	jos ei pelkää	if not afraid	grupo	alternativoj	prononco
level	lin timis	pelkäsi häntä	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	jos hän pelkäsi	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	jos ei pelkää häntä	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	ehdottomasti kunnioitettu	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	ainakin ajatellut ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	ennen ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	tyydyttääkseen hänet	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	miellyttääkseen häntä	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	ennen tyytymätön ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	ennen kuin päätät ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	päättää olla tyytymätön ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	päättää tyydyttää hänet	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	ennen kuin päätät olla hänelle epämiellyttävä	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	että mikä on hyödyllistä	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	usein hyödyllinen päivällä	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	epämiellyttävä haitta	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	itse	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	aiheuttaa epämiellyttävää haittaa	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	esiintyy epämiellyttävänä haittana	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	paikassa, joka on täynnä puita	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	sitten, kun joku meni harhaan	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	epäinhimillisessä erämaassa	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	ja poistuu tieltä kaaoksessa	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	pitkä iso vartalo	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	ei läpäissyt ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	pensaiden joukossa	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	luonnollisten asioiden koskemisen lisäksi	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	yleensä märkä	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	kostean luonnon keskellä	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	märkiä luonnollisia asioita, joiden keskellä ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	hän käveli vaikeasti	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	se oli kokemus	it was an experience	grupo	alternativoj	prononco
level	ne malofte	ei epätavallinen	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	tuskallista ja aina epämiellyttävää	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	sitä enemmän ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	elämässä eteenpäin	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	linnan metsässä	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	mitä pidemmälle meni, sitä enemmän ei pidä ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	ei pitänyt öisestä luonteesta	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	mies, jonka silmät voidaan nähdä selvästi	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	silmät jotka näkivät hyvin	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	näkemään hyvin pimeässä	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	katsoi vaikeaa menoa	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	teollisuusmieheltämme	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	hän hymyili	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	sen miehen vieressä	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	poliisin vaatteissa	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	toinen henkilö seisoi	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	vastaavissa vaatteissa	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	jälkimmäinen oli nainen	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	mennään	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	mies sanoi pehmeästi	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	kumppaninsa korvaan	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	nyt on oikea hetki	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	molemmat astuivat henkilöä kohti	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	he olivat varovaisia tehdä ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	mahdollisimman ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	mahdollisimman vähän melua (kiel eble)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	mahdollisimman vähän melua (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	onnistuivat melkein täysin	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	tässä ikävässä tilanteessa	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	ikävä tilanne, jossa puut heittivät oksiaan	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	heittivät omat märät oksansa	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	suoraan kasvoille	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	teollisuusmiehestä	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	monijalkaisia pieniä olentoja	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	otti jalkansa	took his feet	grupo	alternativoj	prononco
level	por promenejo	kävelytielle	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	luonto sai hänen jalkansa kaatumaan	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	tuskallisimmin	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	pudotti jalkansa kuoppaan	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	kuoppa täynnä vettä	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	pahanhajuinen vesi	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	tuli nopeasti ajatuksiin	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	täytyy olla valmis	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	tässä	here	grupo	alternativoj	prononco
level	iu ajn ~	kuka tahansa ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	valmiina kaikkiin epämiellyttäviin kohtaamisiin	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	mitä tahansa (mitä tahansa)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	hän odotti mitä tahansa	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	syrjään ihmisen ääni	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	kun ääni kuuli, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	kuuli heti läheltä	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	hän teki hyvän hypyn paikan päällä	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	joka liikutti hänen sydäntään	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	sana suuhun	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	yrittämällä saada rauhaa takaisin	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	vähän rauhaa	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	lampun valo	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	joku ohjasi suoraan hänen silmiinsä	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	lamppu, jonka joku osoitti silmiin	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	esti sovinnon	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	hänestä tuntui, että ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	ihmismuoto, joka piti lamppua	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	pukeutua poliisin vaatteisiin	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	mitä teet täällä?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	kuuluu arvovaltainen ääni	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	puhukaa ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	vähän selkeä	a little clear	grupo	alternativoj	prononco
level	la alia diris	toinen sanoi	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	vielä tärkeämmällä sävyllä	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	Minä kävelen	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	kävelet maatilalla	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	kreivitärestä	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	kreivittären maatila	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	keskellä yötä	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	kutsuiko kreivitär sinut?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	tietääkö hän ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	läsnäolostasi	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	läsnäolosi täällä	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	Minun täytyy kysyä sinulta ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	pyytää sinua seuraamaan minua	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	ja hän selitti ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	selitti, että ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	väärästä yrityksestä lähtien	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	väärä yritys saada kreivitär kiinni	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	~ takia	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	terroristien takia	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	poliisi tarkastaa huolellisesti	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	tarkistaa mitä tapahtuu	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	tapahtuu ympäristössä	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	linnasta	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	linnan ympäristöön	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	teollisuusmiehelle	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	näytti siltä, että ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	hänen sydämensä putosi tällä kertaa	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	kaatui jaloilleen	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	hän tiesi, että ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	vain kovasti hän yrittää löytää	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	löytää hyväksyttävä selitys	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	omasta läsnäolosta	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	ajatus, että kreivitär tietää kaiken	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	ajatus riisti häneltä vähän toivoa	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	vähän toivoa	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	vähän toivoa jäi	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	poliisin ensimmäisten sanojen jälkeen	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	mitä enemmän ~ sitä enemmän ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	mitä pidempi sen parempi	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	vaikka kuinka paljon	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	neljännes tuntia sitten	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	he tulivat takaisin	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	kauhean onnettomuuden jälkeen	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	ihmiset lähtivät	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	ja vanhat kaupungit hajosivat	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	meidän pitäisi nähdä sinut uudelleen	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	sitä useammin	the more often	grupo	alternativoj	prononco
level	mi pripensas	Ajattelen	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	sitä vihaisempi olen	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	hän asuu ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	missä tahansa talossa	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	nähdäänkö taas?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	missä ja milloin tahansa	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	milloin palaan ~ ?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	kirjojen toinen puoli	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	tarvitsetko ~ ?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	tarvitsee yli neljänneksen vuodessa	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	niille töille	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	miksi on ~?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	mitä kylmempää	the colder	grupo	alternativoj	prononco
level	ju pli longe	pidempi	the longer	grupo	alternativoj	prononco
level	ni atendas ~	odotamme ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	oletko tyytyväinen ~ ?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	minkä tahansa miehen kanssa	with any man	grupo	alternativoj	prononco
