A.mr content.tsv
Level	Esperanto	mr	en-us	Grupo	Alternativoj	Pronoco
level	en la sama tempo	त्याच वेळी	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	माझा बॉस बुडाला	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	तरुणीला मदत करण्यासाठी	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	जवळजवळ मरण पावलेली एक तरुण स्त्री	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	त्याच्या काकांसह	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	जवळजवळ त्याच्या काकांसह मरण पावला	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	एक तरुण स्त्री होती	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	आम्ही त्याला मदत करू शकलो नाही	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	एक महत्वाची व्यक्ती होती	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	तुला व्हेनिसला कशाने आणले?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	माझा मित्र	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	नाविकाने वर पाहिले	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	पटकन त्याच्या मित्राकडे पाहिले	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	आणि म्हणू लागला	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	त्यामुळे तुम्हाला माहिती आहे ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	मी आणले ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	गोंडोलियरने त्याला अचानक थांबवले	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	तो म्हणाला	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	तेव्हा एक माणूस जवळून गेला	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	एक माणूस त्याच्या जवळून गेला	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	तो अजून तीस वर्षांचा नव्हता	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	त्याचा चेहरा रंगहीन होता	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	त्याचे जाणे निश्चित आणि सोपे होते	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	त्याचा चेहरा उदास होता	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	जेव्हा त्याने त्या माणसाला पाहिले, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	असे म्हणतात की ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	अनेक महत्वाचे लोक देतात ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	गुप्त काम	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	गुप्त नोकर्‍या	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	त्याला गुप्त नोकऱ्या देतो	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	खूप रहस्ये	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	त्याला बरीच रहस्ये माहित आहेत	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	त्यामुळे ते घाबरले आहेत	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	त्याला तुरुंगात पाठवण्यासाठी	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	खलाशी म्हणाला	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	आणि तो बोलला म्हणून	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	त्याने हवेलीकडे इशारा केला	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	Doges च्या हवेली	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	अनेक महत्त्वाच्या लोकांना त्याच्या मदतीची गरज आहे	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	ते किती पैसे देतात?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	त्याला पैसे देतो	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	एका हत्येसाठी पैसे देतो	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	नक्कीच ~ पेक्षा कमी नाही	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	शंभर नाण्यांपेक्षा	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	हे विसरू नका ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	की तो त्यांच्यासाठी काम करतो	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	ज्यांच्याकडे पुरेसे पैसे आहेत त्यांच्यासाठी	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	त्याला पैसे देण्यासाठी	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	व्हेनिसमध्ये आहे ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	त्या गोष्टी	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	त्या गोष्टी विसरण्यासाठी	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	ज्या गोष्टी चांगल्या प्रकारे विसरल्या जातात	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	जर तुम्हाला शांततेत जेवायचे असेल	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	तुमची भाकरी शांतपणे खाण्यासाठी	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	थोडी शांतता होती	there was some silence	grupo	alternativoj	prononco
level	kaj poste	आणि नंतर	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	गोंडोलियर पुन्हा बोलला	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	तू वेळेवर आलास	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	बोटींची शर्यत पाहण्यासाठी	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	कोणीतरी क्षीणपणे म्हणाला	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	गोंडोलियर जवळ	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	शहराचे महापौर	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	शब्दहीनपणे गोंडोलाकडे निर्देश केला	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	गोंडोलियर म्हणाला	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	आणि त्याच्या मित्राचा हात हातात घेतला	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	कागद फेकतो	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	कागदाच्या डब्यात	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	मुलींनी पेपर फेकले	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	माझे पेन कुठे आहे	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	मला त्याला उत्तर द्यायचे आहे	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	सूर्य गायब झाला	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	आणि आता जवळजवळ अंधार आहे	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	कृपया खा	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	कृपया ब्रेड खा	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	कटलरी सह	with cutlery	grupo	alternativoj	prononco
level	pardonu min	मला माफ करा	excuse me	grupo	alternativoj	prononco
level	rajtas resti	राहण्याची परवानगी आहे	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	मला राहण्याचा अधिकार नाही	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	तुम्ही आणू शकता का ~?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	माझ्या बहिणीकडून	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	तू कधी खरेदी केलीस ~?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	ते वाद्य विकत घेतले	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	शेवटचे कोणी वापरले?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	माझी चावी वापरली	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	तू गाडी चालवलीस का?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	व्हेनिस मध्ये	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	गोंडोला द्वारे देखील	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	तुम्ही झोपू शकाल का?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	मग, जेव्हा शांतता होती	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	गृहस्थ उंच होते	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	उंच, चरबी	tall, fat	grupo	alternativoj	prononco
level	dika, peza	जाड, जड	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	जड आणि मोठे	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	उंच, जाड, जड आणि मोठे होते	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	शक्ती दिली	gave strength	grupo	alternativoj	prononco
level	havinda forto	असण्यालायक शक्ती	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	असण्यासारखे शारीरिक सामर्थ्य	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	की दिले	that gave	grupo	alternativoj	prononco
level	donis al li	त्याला दिले	gave him	grupo	alternativoj	prononco
level	tio donis forton	ज्याने बळ दिले	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	शरीराला योग्य शक्ती दिली	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	त्याचे स्वरूप	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	उंच व्यक्तीचे स्वरूप	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	एक छोटी भूमिका	a small role	grupo	alternativoj	prononco
level	ludis rolon	भूमिका बजावली	played a role	grupo	alternativoj	prononco
level	ne eta rolo	छोटी भूमिका नाही	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	छोटी भूमिका बजावली	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	छोटी भूमिका बजावली नाही	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	खरं की ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	बहुसंख्य लोक	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	घाबरत नसल्यास	if not afraid	grupo	alternativoj	prononco
level	lin timis	त्याला भीती वाटत होती	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	जर तो घाबरला असेल	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	त्याला घाबरत नसल्यास	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	नक्कीच आदर	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	किमान विचार केला ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	आधी ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	त्याला संतुष्ट करण्यासाठी	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	त्याला नाराज करण्यासाठी	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	असमाधानी होण्यापूर्वी ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	निर्णय घेण्यापूर्वी ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	नाराज करण्याचा निर्णय घेणे ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	त्याला संतुष्ट करण्याचा निर्णय घेणे	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	त्याला नाराज करण्याचा निर्णय घेण्यापूर्वी	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	ते, जे उपयुक्त आहे	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	दिवसा अनेकदा उपयुक्त	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	एक अप्रिय उपद्रव	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	त्याने स्वत	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	एक अप्रिय उपद्रव सादर करते	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	एक अप्रिय उपद्रव म्हणून स्वतःला सादर करते	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	झाडांनी भरलेल्या ठिकाणी	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	मग, जेव्हा एखादा माणूस भरकटला	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	एका अमानवी वाळवंटात	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	आणि गोंधळात रस्त्यावर जातो	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	एक उंच मोठे शरीर	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	पास करण्यात अयशस्वी ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	झुडुपांमध्ये	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	नैसर्गिक गोष्टींना स्पर्श करण्याव्यतिरिक्त	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	साधारणपणे ओले	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	ओल्या निसर्गाच्या मध्यभागी	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	ओल्या नैसर्गिक गोष्टी, ज्याच्या मध्यभागी ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	तो अवघडून चालला	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	तो एक अनुभव होता	it was an experience	grupo	alternativoj	prononco
level	ne malofte	असामान्य नाही	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	वेदनादायक आणि नेहमीच अप्रिय	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	अधिक ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	आयुष्यात पुढे गेले	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	किल्ल्याच्या जंगलात	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	जितके पुढे गेले तितके नापसंत ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	निशाचर स्वभाव नापसंत	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	स्पष्टपणे दिसू शकणारा डोळे असलेला माणूस	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	चांगले पाहू शकणारे डोळे	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	अंधारात चांगले पाहण्यासाठी	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	कठीण जाण्याकडे पाहिले	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	आमच्या उद्योगपतीकडून	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	तो हसला	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	त्या माणसाच्या शेजारी	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	पोलिसांच्या कपड्यात	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	दुसरी व्यक्ती उभी होती	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	समान कपड्यांमध्ये	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	नंतरची एक स्त्री होती	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	चल जाऊया	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	तो माणूस हळूवारपणे म्हणाला	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	त्याच्या साथीदाराच्या कानात	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	आता योग्य क्षण आहे	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	दोघेही त्या व्यक्तीकडे गेले	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	ते करण्यात काळजी घेत होते ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	शक्य तितके ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	शक्य तितका कमी आवाज (कील इबल)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	शक्य तितका कमी आवाज (शक्य)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	ते जवळजवळ पूर्णपणे यशस्वी झाले	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	या वाईट परिस्थितीत	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	एक वाईट परिस्थिती जिथे झाडांनी त्यांच्या फांद्या फेकल्या	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	स्वतःच्या ओल्या फांद्या फेकल्या	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	थेट चेहऱ्यावर	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	उद्योगपती च्या	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	बहु-पाय लहान प्राणी	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	त्याचे पाय घेतले	took his feet	grupo	alternativoj	prononco
level	por promenejo	चालण्याच्या रस्त्यासाठी	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	निसर्गाने त्याचा पाय घसरला	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	सर्वात वेदनादायक	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	त्याचा पाय खड्ड्यात टाकला	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	पाण्याने भरलेला खड्डा	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	दुर्गंधीयुक्त पाणी	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	पटकन विचार आला	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	एक तयार असणे आवश्यक आहे	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	येथे	here	grupo	alternativoj	prononco
level	iu ajn ~	कोणीही ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	कोणत्याही अप्रिय चकमकीसाठी सज्ज	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	काहीही (काहीही)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	तो कशाचीही वाट पाहत होता	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	मानवी आवाज बाजूला	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	जेव्हा आवाज ऐकू आला, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	लगेच जवळून ऐकले	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	त्याने साइटवर एक छान उडी मारली	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	ज्याने त्याचे हृदय हलवले	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	तोंडावर शब्द	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	शांतता परत मिळविण्याच्या प्रयत्नासह	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	थोडी शांतता	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	दिव्याचा प्रकाश	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	कोणीतरी थेट त्याच्या डोळ्यांकडे निर्देशित केले	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	कोणीतरी डोळ्यांकडे निर्देशित केलेला दिवा	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	सलोखा रोखला	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	त्याला असे वाटले ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	मानवी रूप ज्याने दिवा धरला	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	पोलिसांचे कपडे घाला	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	तू इथे काय करत आहेस?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	अधिकृत आवाज वाटतो	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	कृपया बोला ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	थोडे स्पष्ट	a little clear	grupo	alternativoj	prononco
level	la alia diris	दुसरा म्हणाला	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	आणखी महत्त्वाच्या टोनमध्ये	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	मी चालत आहे	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	तुम्ही शेतावर चालता	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	काउंटेसचे	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	काउंटेसचे शेत	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	मध्यरात्री	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	काउंटेसने तुम्हाला आमंत्रित केले आहे का?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	तिला ~ बद्दल माहिती आहे का	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	आपल्या उपस्थितीबद्दल	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	येथे आपली उपस्थिती	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	मला तुम्हाला विचारायचे आहे ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	तुम्हाला माझे अनुसरण करण्यास सांगते	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	आणि त्याने स्पष्ट केले ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	स्पष्ट केले की ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	चुकीच्या प्रयत्नापासून	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	काउंटेसला पकडण्याचा चुकीचा प्रयत्न	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	मुळे ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	दहशतवाद्यांमुळे	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	पोलिस काळजीपूर्वक तपासणी करतात	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	काय होत आहे ते तपासते	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	आसपास आढळते	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	किल्ल्याचा	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	किल्ल्याचा परिसर	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	उद्योगपतीला	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	असे वाटले ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	यावेळी त्याचे हृदय पडले	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	त्याच्या पाया पडलो	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	त्याला माहीत होते ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	फक्त तो शोधण्याचा प्रयत्न करेल	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	स्वीकार्य स्पष्टीकरण शोधण्यासाठी	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	स्वतःच्या उपस्थितीबद्दल	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	काउंटेसला सर्व काही माहित आहे ही कल्पना	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	या कल्पनेने त्याची आशा कमी केली	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	छोटी आशा	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	थोडी आशा राहिली	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	पोलिसांच्या पहिल्या शब्दानंतर	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	अधिक ~ अधिक ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	जितके लांब तितके चांगले	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	कितीही असो	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	एक चतुर्थांश तासापूर्वी	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	ते परत आले	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	भयानक दुर्दैवानंतर	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	लोक निघून गेले	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	आणि जुनी शहरे तुटली	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	आपण पुन्हा भेटू	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	अधिक वेळा	the more often	grupo	alternativoj	prononco
level	mi pripensas	मी विचार करतोय	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	मी जितका रागावला आहे	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	ती ~ मध्ये राहते	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	कोणत्याही घरात	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	आपण पुन्हा एकमेकांना भेटू का?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	कुठेही आणि केव्हाही	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	मी कधी परत येईन ~?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	बाकी अर्धी पुस्तके	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	तुम्हाला ~ लागेल का?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	एक चतुर्थांश वर्षापेक्षा जास्त आवश्यक आहे	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	त्या नोकऱ्यांसाठी	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	~ का आहे?	why is ~ ?	grupo	alternativoj	prononco
