B.de content.tsv
Level	Esperanto	de	en-us	Grupo	Alternativoj	Pronoco
level	mi ŝatas plurajn personojn	Ich mag mehrere Leute	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	Es spielt keine Rolle, ob es ~ ist	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	ob es ein Mann oder eine Frau ist	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	und während IJK passierte ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	Es ist passiert, dass ich mich verliebt habe	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	Ich habe mich in euch beide verliebt!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	und wir beide zu dir	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	anscheinend wir zu Ihnen	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	Moment mal, ich bin müde	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	so müde, dass ich es kaum kann ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	Ich kann kaum denken	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	Habe ich das richtig verstanden ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	Ja! Schau mal	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	mit einem freudigen Gesicht	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	zog ein großes Herz	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	malte ein großes Herz in den Sand	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	im Sand und schrieb darin	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	schrieb darin „IJK“	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	sagte nach kurzem Nachdenken	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	Nachdem ich nachgedacht hatte, sagte ich: „Das ist unser IJK.“	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	und sie brachen in Gelächter aus!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	Sie brachen alle in Gelächter aus!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	Nach kurzem Überlegen lachten sie	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	Kabe sagte: „Das ist unser IJK“	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	Haben Sie das Bewerbungsformular abgeschickt?	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	ein Anmeldeformular bei einem örtlichen Verein eingereicht	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	als Gruppe über den Verein bestellt	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	per E-Mail übermittelt	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	eine Anmeldebestätigung erhalten	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	konnte nicht finden, wo ich ein Registrierungsformular einreichen kann	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	Gibt es ein Online-Bewerbungsformular?	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	Haben Sie eine Papierbestellung aufgegeben?	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	Muss jemand in Euro bezahlen?	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	Ist es möglich, vor Ort zu bezahlen?	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	bezahlt, aber keine Quittung erhalten	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	kann als Gruppe über die lokale Gesellschaft bezahlen	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	Gibt es eine Rückerstattung, wenn nicht vorhanden?	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	habe kein spezielles Programm bestellt	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	Wie kann jemand zusätzlich bestellen?	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	Wie kann jemand eine zusätzliche Bestellung bezahlen?	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	Können wir eine Liste der Registranten sehen?	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	Mein Name ist nicht in der Liste der Anmelder aufgeführt	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	Könnten Sie bitte die Liste überprüfen?	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	nach Ablauf der Bestellfrist	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	Kann jemand weiterhin mitmachen?	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	gemeinsam ein Hotel buchen	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	Jemand bucht ein Hotel, möchtest du mitkommen?	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	Wenn es ein freies Zimmer gibt, möchte ich es buchen	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	Ist es möglich, ein Hotel vor Ort zu buchen?	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	Sollen wir gemeinsam ein Flugticket kaufen?	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	Ticket ab welchem Datum	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	Sollen wir Sie zum Flughafen begleiten?	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	Gibt es einen Führer am Flughafen?	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	Muss jemand alleine zum Tagungsort gehen?	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	Abendkasse des Tagungsortes	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	Ich habe bezahlt, aber mein Namensschild kann nicht gefunden werden	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	möchte sich vor Ort anmelden	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	in der Gruppe bezahlt, aber warum ist es nicht gekennzeichnet?	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	eine Konferenztasche mit Konferenzbuch und weiteren Informationsmaterialien	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	Rektorensaal, Ausstellung	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	öffnen und Schließen	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	KER-Prüfungsplatz (Gemeinsamer Europäischer Referenzrahmen).	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	Kongressausschuss	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	Verbandsausschuss	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	Kongressbankett	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	Abend des Kennenlernens	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	große Eröffnung	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	Zamenhof-Saal	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU (Internationale Kongressuniversität)	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	KER-Prüfung auf vier Niveaus (Gemeinsamer Europäischer Referenzrahmen)	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	Internationaler Kunstabend	international art evening	grupo	alternativoj	prononco
level	solena fermo	feierlicher Abschluss	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	Buchservice mit Esperanto-Büchern	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	AIS (Internationale Akademie der Wissenschaften)	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	SAT (Weltanarchistische Vereinigung)	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	langweilige Vorträge	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	Diensthabende Beamte für verschiedene Abteilungen	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	Aber die Beamten arbeiten als Team zusammen	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	ein Reisebüro	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	ein Flugticket	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	das Hotel und das Flugticket storniert	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	Kongresskurier	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	erster Newsletter, zweiter Newsletter	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	Kongressthema	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	Sprechkurse	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	temporäre Programme	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	Allgemeine Bestellbedingungen	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	Führungen vor dem Kongress	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	eine Tour nach dem Kongress	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	Ganztagestouren	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	Halbtagestouren	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	eine Tabelle mit Führungen während des Kongresses	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	Veranstaltungen in ganz Großbritannien (Universal Congress)	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	Kontakte zu Massenmedien	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	Vizepräsident leitete das Programm	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	mit den Landesbehörden	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	Sekretär, Schatzmeister	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	Kunstveranstaltungen	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	Kinderkongress	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	soziale Websites	social websites	grupo	alternativoj	prononco
level	reĝisoro de la kongresa temo	Leiter des Kongressthemas	director of the congress theme	grupo	alternativoj	prononco
level	rektoro de IKU (Internacia Kongresa Universitato)	Rektor der IKU (International Congress University)	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	Krankenversicherung und Reiseversicherung	health insurance and travel insurance	grupo	alternativoj	prononco
level	dokumentoj kaj vizoj	Dokumente und Visa	documents and visas	grupo	alternativoj	prononco
level	valida identigilo	einen gültigen Ausweis	a valid ID	grupo	alternativoj	prononco
level	pasporto valida	ein gültiger Reisepass	a valid passport	grupo	alternativoj	prononco
level	reguloj pri viz-donado	Regeln zur Visumerteilung	visa-issuance rules	grupo	alternativoj	prononco
level	akiro de vizo	ein Visum erhalten	obtaining a visa	grupo	alternativoj	prononco
level	CO (centra oficejo) de UEA (Universala Esperanto Asocio)	CO (Zentrale) der UEA (Universal Esperanto Association)	CO (central office) of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	elŝuti la oficialan konfirmilon (invitilon)	um das offizielle Bestätigungsschreiben (Einladungsschreiben) herunterzuladen	to download the official confirmation letter (invitation letter)	grupo	alternativoj	prononco
level	uzante la mendilon	über das Bestellformular	using the order form	grupo	alternativoj	prononco
level	al la viz-dona instanco	an die Visum ausstellende Behörde	to the visa issuing authority	grupo	alternativoj	prononco
level	la oficiala kongres-daŭro	die offizielle Kongressdauer	the official congress duration	grupo	alternativoj	prononco
level	mendis loĝadon pere de UEA (Universala Esperanto Asocio)	gebuchte Unterkunft über UEA (Universal Esperanto Association)	booked accommodation through UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	informi pri eventualaj ŝanĝoj	über mögliche Änderungen zu informieren	to inform about possible changes	grupo	alternativoj	prononco
level	akiri vojaĝan asekuron	um eine Reiseversicherung abzuschließen	to get travel insurance	grupo	alternativoj	prononco
level	krom la nuligon de la vojaĝo	mit Ausnahme der Stornierung der Reise	except for the cancellation of the trip	grupo	alternativoj	prononco
level	asekuro kovras san-traktadon	Die Krankenversicherung deckt die Behandlung ab	insurance covers health treatment	grupo	alternativoj	prononco
level	kaze de la akcidentoj	bei Unfällen	in case of the accidents	grupo	alternativoj	prononco
level	deponi la valizojn	um die Koffer abzustellen	to deposit the suitcases	grupo	alternativoj	prononco
level	internacia flug-haveno	Internationaler Flughafen	international airport	grupo	alternativoj	prononco
level	iri buse aŭ taksie aŭ aŭtomobile	mit dem Bus, Taxi oder Auto fahren	to go by bus or taxi or car	grupo	alternativoj	prononco
level	la veturo daŭras ĉirkaŭ 40 minutojn	Die Fahrt dauert etwa 40 Minuten	the ride takes about 40 minutes	grupo	alternativoj	prononco
level	utiligi metroon ĝis la bus-haltejo	mit der U-Bahn zur Bushaltestelle fahren	to use the subway to the bus stop	grupo	alternativoj	prononco
level	ankaŭ alteriĝis en alia flug-haveno	auch auf einem anderen Flughafen gelandet	also landed at another airport	grupo	alternativoj	prononco
level	por kongres-rilataj aferoj	für Kongressangelegenheiten	for congress-related matters	grupo	alternativoj	prononco
level	oficiala mon-unuo estas eŭro	Die offizielle Währung ist der Euro	official currency is euro	grupo	alternativoj	prononco
level	vendejo akceptas kredit-kartojn	Das Geschäft akzeptiert Kreditkarten	store accepts credit cards	grupo	alternativoj	prononco
level	je ordinara kurzo	zum üblichen Wechselkurs	at ordinary exchange rate	grupo	alternativoj	prononco
level	agnoskita kiel oficiala lingvo	als Amtssprache anerkannt	recognized as an official language	grupo	alternativoj	prononco
level	kran-akvo estas trinkebla	Leitungswasser ist trinkbar	tap water is drinkable	grupo	alternativoj	prononco
level	aĉeti mineralan akvon kun-gasan	Mineralwasser mit Gas kaufen	to buy mineral water with gas	grupo	alternativoj	prononco
level	trinkmono aprezata sed ne deviga	Trinkgeld wird geschätzt, ist aber nicht erforderlich	tip appreciated but not required	grupo	alternativoj	prononco
level	urba transportilo	Stadtverkehr	city transport	grupo	alternativoj	prononco
level	aĉetebla ĉe aŭtomata giĉeto de haltejo	kann an der automatischen Fahrkartenkasse einer Bushaltestelle gekauft werden	can be purchased at a bus stop's automatic ticket box	grupo	alternativoj	prononco
level	informa budo en kongresejo	Informationsstand am Tagungsort	information booth in convention place	grupo	alternativoj	prononco
level	programo de la Kleriga Lundo	Programm des Aufklärungsmontags	program of the Enlightenment Monday	grupo	alternativoj	prononco
level	movada foiro	Bewegungsmesse	movement fair	grupo	alternativoj	prononco
level	Ekumena Diservo	Ökumenischer Dienst	Ecumenical Service	grupo	alternativoj	prononco
level	Kongresa Balo	Kongressball	Congressional Ball	grupo	alternativoj	prononco
level	Estraro Respondas	Der Vorstand antwortet	Board of Directors Responds	grupo	alternativoj	prononco
level	faka kunsido	Fachtagung	specialist meeting	grupo	alternativoj	prononco
level	kongresa aŭkcio	Kongressauktion	convention auction	grupo	alternativoj	prononco
level	komitato de UEA (Universala Esperanto Asocio)	Ausschuss der UEA (Universal Esperanto Association)	committee of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	registrita kongresano	registrierter Kongressteilnehmer	registered congress participant	grupo	alternativoj	prononco
level	aliĝilo kun kongresa numero	Anmeldeformular mit Kongressnummer	registration form with congress number	grupo	alternativoj	prononco
level	liveri ĉiujn servojn laŭ dua bulteno	alle Leistungen wie im zweiten Newsletter zu erbringen	to deliver all services as in the second newsletter	grupo	alternativoj	prononco
level	hazarda kunloĝigo de nekonatoj	zufällige Zimmeraufteilung durch Fremde	random room sharing of strangers	grupo	alternativoj	prononco
level	disponigas nur al anticipaj konsentitoj	nur für Vorab-Einwilliger verfügbar	available only to advance consenters	grupo	alternativoj	prononco
level	krom se aliloke indikite	sofern nicht an anderer Stelle angegeben	unless indicated in other place	grupo	alternativoj	prononco
level	ekskursojn akompanos gvidanto	Die Touren werden von einem Führer begleitet	tours will be accompanied by a guide	grupo	alternativoj	prononco
