A.ar content.tsv
Level	Esperanto	ar	en-us	Grupo	Alternativoj	Pronoco
level	ĉu vi povas kunporti ~ ?	هل يمكنك إحضار ~؟	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	من أختي	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	متى اشتريت ~؟	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	اشترى تلك الآلة الموسيقية	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	من استخدم الأخير؟	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	استخدمت مفتاحي	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	هل قمت بالقيادة؟	did you drive?	grupo	alternativoj	prononco
level	en Venecio	في البندقية	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	أيضا عن طريق الجندول	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	هل ستكون قادرا على النوم؟	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	ثم، عندما كان هناك صمت	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	كان الرجل طويل القامة	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	الدهون طويل القامة	tall, fat	grupo	alternativoj	prononco
level	dika, peza	سميكة وثقيلة	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	ثقيلة وكبيرة	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	كان طويلًا وسميكًا وثقيلًا وكبيرًا	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	أعطى القوة	gave strength	grupo	alternativoj	prononco
level	havinda forto	قوة تستحق الحصول عليها	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	القوة البدنية تستحق الحصول عليها	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	الذي أعطى	that gave	grupo	alternativoj	prononco
level	donis al li	أعطه	gave him	grupo	alternativoj	prononco
level	tio donis forton	التي أعطت القوة	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	أعطى قوة الجسم تستحق الحصول عليها	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	ظهوره	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	مظهر شخص طويل القامة	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	دور صغير	a small role	grupo	alternativoj	prononco
level	ludis rolon	لعبت دورا	played a role	grupo	alternativoj	prononco
level	ne eta rolo	ليس دورا صغيرا	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	لعبت دورا صغيرا	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	لعبت أي دور صغير	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	في حقيقة أن ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	غالبية الناس	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	إذا لم يكن خائفا	if not afraid	grupo	alternativoj	prononco
level	lin timis	كان خائفا منه	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	إذا كان خائفا	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	إذا لم يكن خائفا منه	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	بالتأكيد محترم	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	على الأقل فكرت ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	قبل ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	لإرضائه	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	لإزعاجه	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	قبل عدم الرضا ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	قبل أن تقرر ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	لتقرر استياء ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	لتقرر إرضائه	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	قبل أن تقرر إغضابه	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	ذلك، وهو مفيد	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	غالبا ما تكون مفيدة خلال النهار	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	إزعاج غير سارة	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	بنفسه	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	يمثل إزعاجا غير سارة	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	يقدم نفسه على أنه مصدر إزعاج غير سارة	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	في مكان مليء بالأشجار	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	ثم عندما ضل أحد	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	في برية غير إنسانية	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	ويخرج عن الطريق في حالة من الفوضى	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	جسم كبير طويل القامة	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	فشل في المرور ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	بين الشجيرات	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	بالإضافة إلى لمس الأشياء الطبيعية	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	الرطب عموما	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	وسط الطبيعة الرطبة	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	الأشياء الطبيعية الرطبة، في وسطها ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	كان يمشي بصعوبة	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	لقد كانت تجربة	it was an experience	grupo	alternativoj	prononco
level	ne malofte	ليس مكرر	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	مؤلمة وغير سارة دائما	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	المزيد ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	تقدمت في الحياة	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	في غابة القلعة	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	كلما تقدمت للأمام كلما لم يعجبك ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	لم يعجبني الطبيعة الليلية	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	رجل ذو عيون يمكن رؤيتها بوضوح	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	العيون التي يمكن أن ترى جيدا	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	لرؤية جيدة في الظلام	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	نظرت إلى الذهاب الصعب	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	من الصناعي لدينا	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	ابتسم	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	بجوار ذلك الرجل	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	في ملابس الشرطي	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	كان هناك شخص آخر يقف	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	في ملابس مماثلة	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	الأخيرة كانت امرأة	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	دعنا نذهب	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	قال الرجل بهدوء	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	في أذن رفيقه	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	الآن هي اللحظة المناسبة	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	كلاهما خطا نحو الشخص	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	كانوا حريصين على القيام ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	قدر الإمكان ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	أقل قدر ممكن من الضوضاء (kiel eble)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	أقل قدر ممكن من الضوضاء (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	لقد نجحوا بشكل كامل تقريبًا	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	في هذا الوضع السيئ	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	وضع سيئ حيث ألقت الأشجار فروعها	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	ألقوا فروعهم الرطبة	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	مباشرة في الوجوه	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	من الصناعي	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	مخلوقات صغيرة متعددة الأقدام	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	أخذ قدميه	took his feet	grupo	alternativoj	prononco
level	por promenejo	لطريق المشي	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	الطبيعة جعلت قدمه تسقط	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	الأكثر إيلاما	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	أسقط قدمه في الحفرة	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	حفرة مملوءة بالماء	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	مياه ذات رائحة كريهة	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	وصلت بسرعة إلى الفكر	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	يجب على المرء أن يكون جاهزا	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	هنا	here	grupo	alternativoj	prononco
level	iu ajn ~	أي شخص ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	جاهز لأي لقاء غير سار	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	أي شيء (مهما كان)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	كان ينتظر أي شيء	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	جانبا من صوت الإنسان	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	عندما سمع صوت، ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	سمعت قريبة على الفور	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	لقد قام بقفزة لطيفة في الموقع	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	الذي حرك قلبه	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	يصل إلى الفم	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	مع محاولة استعادة الهدوء	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	القليل من الهدوء	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	ضوء المصباح	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	شخص موجه مباشرة إلى عينيه	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	المصباح الذي يوجهه أحد إلى عينيه	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	منعت المصالحة	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	بدا له أن ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	الشكل البشري الذي كان يحمل المصباح	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	ارتداء ملابس الشرطة	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	ما الذي تفعله هنا؟	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	يبدو الصوت الرسمي	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	من فضلك تحدث ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	واضح قليلا	a little clear	grupo	alternativoj	prononco
level	la alia diris	قال الآخر	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	بلهجة أكثر أهمية	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	أنا أمشي	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	أنت تمشي في المزرعة	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	من الكونتيسة	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	مزرعة الكونتيسة	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	في منتصف الليل	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	هل دعتك الكونتيسة؟	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	هل تعرف عن ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	عن حضورك	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	وجودك هنا	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	يجب أن أسألك ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	يطلب منك أن تتبعني	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	وأوضح ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	وأوضح أن ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	منذ المحاولة الخاطئة	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	المحاولة الخاطئة للقبض على الكونتيسة	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	بسبب ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	بسبب الإرهابيين	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	الشرطة تتحقق بعناية	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	يتحقق ما يحدث	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	يحدث في المناطق المحيطة	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	من القلعة	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	محيط القلعة	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	إلى الصناعي	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	يبدو أن ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	سقط قلبه هذه المرة	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	سقط على قدميه	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	كان يعلم ذلك ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	من الصعب فقط أنه سيحاول العثور عليه	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	للعثور على تفسير مقبول	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	عن حضور المرء نفسه	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	فكرة أن الكونتيسة تعرف كل شيء	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	لقد حرمته الفكرة من القليل من الأمل	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	أمل ضئيل	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	القليل من الأمل الذي بقي	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	بعد الكلمات الأولى للشرطة	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	كلما زاد ~ كلما ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	كلما كان ذلك أفضل	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	لا يهم كم	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	منذ ربع ساعة	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	لقد عادوا	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	بعد المصيبة الرهيبة	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	غادر الناس	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	وانهارت المدن القديمة	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	يجب أن نراكم مرة أخرى	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	في كثير من الأحيان	the more often	grupo	alternativoj	prononco
level	mi pripensas	انا افكر	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	كلما زاد غضبي	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	تعيش في ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	في أي منزل	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	هل سنرى بعضنا البعض مرة أخرى؟	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	أينما ومتى	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	متى سأعود~؟	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	النصف الآخر من الكتب	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	سوف تحتاج ~ ؟	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	يحتاج لأكثر من ربع سنة	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	لتلك الوظائف	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	لماذا ~ ؟	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	أكثر برودة	the colder	grupo	alternativoj	prononco
level	ju pli longe	الأطول	the longer	grupo	alternativoj	prononco
level	ni atendas ~	نحن ننتظر ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	هل أنت راضي عن ~؟	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	مع أي رجل	with any man	grupo	alternativoj	prononco
