C.pt content.tsv
Level	Esperanto	pt	en-us	Grupo	Alternativoj	Pronoco
level	aŭdi	ouvir	to hear	grupo	alternativoj	prononco
level	punkto	um ponto, um ponto, um ponto	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	uma boca	a mouth	grupo	alternativoj	prononco
level	araneo	uma aranha	a spider	grupo	alternativoj	prononco
level	serĉi	procurar, procurar, procurar	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	uma letra	a letter	grupo	alternativoj	prononco
level	frua	cedo, prematuro	early, premature	grupo	alternativoj	prononco
level	grava	importante, sério	important, serious	grupo	alternativoj	prononco
level	nigra	preto	black	grupo	alternativoj	prononco
level	trankvila	tranquilo, calmo	tranquil, calm	grupo	alternativoj	prononco
level	flanko	aparte	a side	grupo	alternativoj	prononco
level	libroj	livros	books	grupo	alternativoj	prononco
level	kuri	para correr	to run	grupo	alternativoj	prononco
level	dolĉa	doce	sweet	grupo	alternativoj	prononco
level	popolo	povo, povo, nação	people, folk, nation	grupo	alternativoj	prononco
level	hundo	um cachorro	a dog	grupo	alternativoj	prononco
level	fenestro	uma janela	a window	grupo	alternativoj	prononco
level	aĝo	idade (anos)	age (years old)	grupo	alternativoj	prononco
level	libron	um livro (objetivo, acusativo)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	um dedo	a finger	grupo	alternativoj	prononco
level	resto	resto, descansar, ficar	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	um dente	a tooth	grupo	alternativoj	prononco
level	kuiri	cozinhar	to cook	grupo	alternativoj	prononco
level	lavi	para lavar	to wash	grupo	alternativoj	prononco
level	mia	meu	my	grupo	alternativoj	prononco
level	piedo	um pé, uma pata	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	ouvir	to listen	grupo	alternativoj	prononco
level	tablo	uma mesa	a table	grupo	alternativoj	prononco
level	fali	cair, cair	to fall, to drop	grupo	alternativoj	prononco
level	familio	uma família	a family	grupo	alternativoj	prononco
level	via	seu	your	grupo	alternativoj	prononco
level	vizaĝo	um rosto	a face	grupo	alternativoj	prononco
level	ĝusta	certo (correto), exato, adequado	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	uma noite	a night	grupo	alternativoj	prononco
level	mezo	um meio, médio, médio	a middle, average, mean	grupo	alternativoj	prononco
level	historio	história, uma história	history, a history	grupo	alternativoj	prononco
level	interesi	interessar	to interest	grupo	alternativoj	prononco
level	administri	gerenciar, administrar	to manage, to administer	grupo	alternativoj	prononco
level	aero	ar, um ar (gás)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	isso é	its	grupo	alternativoj	prononco
level	maro	um mar	a sea	grupo	alternativoj	prononco
level	fakto	um fato	a fact	grupo	alternativoj	prononco
level	lasi	sair, liberar, permitir, deixar	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	um animal, uma fera	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	liderar, guiar	to lead, to guide	grupo	alternativoj	prononco
level	avo	um avô	a grandfather	grupo	alternativoj	prononco
level	afabla	afável, amigável, gentil, amável	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	deles	their	grupo	alternativoj	prononco
level	korpo	um corpo	a body	grupo	alternativoj	prononco
level	pordo	uma porta, um portão	a door, a gate	grupo	alternativoj	prononco
level	forgesi	esquecer	to forget	grupo	alternativoj	prononco
level	kafo	café, um café	coffee, a coffee	grupo	alternativoj	prononco
level	brui	fazer barulho	to make noise	grupo	alternativoj	prononco
level	brili	brilhar	to shine	grupo	alternativoj	prononco
level	gazeto	uma revista, uma gazeta, um periódico (=magazino)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	um olho	an eye	grupo	alternativoj	prononco
level	servi	servir	to serve	grupo	alternativoj	prononco
level	vento	vento, um vento	wind, a wind	grupo	alternativoj	prononco
level	ludi	jogar	to play	grupo	alternativoj	prononco
level	haro	um cabelo	a hair	grupo	alternativoj	prononco
level	arbo	uma árvore	a tree	grupo	alternativoj	prononco
level	ŝia	dela	her	grupo	alternativoj	prononco
level	lia	dele	his	grupo	alternativoj	prononco
level	plumo	uma pena, uma caneta	a feather, a pen	grupo	alternativoj	prononco
level	bildo	uma foto, uma imagem	a picture, an image	grupo	alternativoj	prononco
level	paŝi	pisar, andar, andar, caminhar	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	grosso, gordo, ousado	thick, fat, bold	grupo	alternativoj	prononco
level	sia	o próprio	one's own	grupo	alternativoj	prononco
level	konsenti	admitir (que), concordar (com), aprovar (de), concordar (com), consentir	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	verão, um verão	summer, a summer	grupo	alternativoj	prononco
level	lumi	brilhar, dar luz	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	um céu	a sky	grupo	alternativoj	prononco
level	vintro	inverno, um inverno	winter, a winter	grupo	alternativoj	prononco
level	volonta	disposto (de coração), voluntário	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	outono, outono, um outono	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	lembrar, lembrar	to remember, to recall	grupo	alternativoj	prononco
level	printempo	primavera, uma primavera	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	um jardim	a garden	grupo	alternativoj	prononco
level	aĉeti	comprar, comprar	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	uma semana	a week	grupo	alternativoj	prononco
level	vitro	vidro (material vítreo)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	chuva, uma chuva	rain, a rain	grupo	alternativoj	prononco
level	frukto	uma fruta	a fruit	grupo	alternativoj	prononco
level	necesa	necessário	necessary	grupo	alternativoj	prononco
level	bono	bondade	goodness	grupo	alternativoj	prononco
level	erari	errar, cometer um erro, cometer um erro	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	um lar	a home	grupo	alternativoj	prononco
level	naturo	natureza, uma natureza, personagem	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	nuvem, uma nuvem	cloud, a cloud	grupo	alternativoj	prononco
level	bone	bem	well	grupo	alternativoj	prononco
level	momento	um momento	a moment	grupo	alternativoj	prononco
level	direkto	uma direção	a direction	grupo	alternativoj	prononco
level	kontenta	contente, contente, satisfeito, satisfeito	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	uma rosa	a rose	grupo	alternativoj	prononco
level	fajro	um fogo	a fire	grupo	alternativoj	prononco
level	kuraci	curar, curar, tratar	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	bater, bater, esbofetear, bater, golpear	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	amado, querido, amado, querido, caro	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	aceitar	to accept	grupo	alternativoj	prononco
level	minuto	um minuto	a minute	grupo	alternativoj	prononco
level	espero	uma esperança	a hope	grupo	alternativoj	prononco
level	linio	uma linha	a line	grupo	alternativoj	prononco
level	neĝo	neve, uma neve	snow, a snow	grupo	alternativoj	prononco
level	koleri	ficar com raiva, sentir raiva	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	um sucesso	a success	grupo	alternativoj	prononco
level	plori	chorar, chorar	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	zero, zero	zero, nil	grupo	alternativoj	prononco
level	angulo	um ângulo, um canto (um lugar remoto)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	uma ordem, uma relação ordenada	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	um barco	a ship	grupo	alternativoj	prononco
level	blua	azul	blue	grupo	alternativoj	prononco
level	sufiĉa	suficiente, suficiente, adequado	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	uma rua	a street	grupo	alternativoj	prononco
level	vilaĝo	uma aldeia, uma cidade	a village, a town	grupo	alternativoj	prononco
level	utila	útil	useful	grupo	alternativoj	prononco
level	rondo	um círculo, um clube	a circle, a club	grupo	alternativoj	prononco
level	preta	preparar	ready	grupo	alternativoj	prononco
level	orelo	uma orelha	an ear	grupo	alternativoj	prononco
level	papero	papel, um papel	paper, a paper	grupo	alternativoj	prononco
level	rivero	um rio	a river	grupo	alternativoj	prononco
level	zorgi	cuidar, cuidar	to care for, to look after	grupo	alternativoj	prononco
level	arto	uma arte	an art	grupo	alternativoj	prononco
level	kreski	crescer, aumentar	to grow, to increase	grupo	alternativoj	prononco
level	nazo	um nariz	a nose	grupo	alternativoj	prononco
level	konsili	aconselhar, aconselhar	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	passar, passar	to pass, to pass by	grupo	alternativoj	prononco
level	fero	ferro (Fe)	iron (Fe)	grupo	alternativoj	prononco
level	regi	governar, governar, controlar	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	para tarifar	to fare	grupo	alternativoj	prononco
level	larĝa	largo, amplo, grande	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	corajoso, corajoso	courageous, brave	grupo	alternativoj	prononco
level	kolo	um pescoço	a neck	grupo	alternativoj	prononco
level	propra	próprio, próprio	own, one's own	grupo	alternativoj	prononco
level	plezuro	um prazer, divertido	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	perdoar, perdoar	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	satisfeito, completo, repleto	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	chamar, convocar	to call, to summon	grupo	alternativoj	prononco
level	marto	Marchar	March	grupo	alternativoj	prononco
level	seĝo	uma cadeira	a chair	grupo	alternativoj	prononco
level	majo	Poderia	May	grupo	alternativoj	prononco
level	tuŝi	tocar	to touch	grupo	alternativoj	prononco
level	premi	pressionar, apertar	to press, to squeeze	grupo	alternativoj	prononco
level	julio	Julho	July	grupo	alternativoj	prononco
level	kato	um gato	a cat	grupo	alternativoj	prononco
level	glaso	uma taça de vinho)	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	Setembro	September	grupo	alternativoj	prononco
level	verda	verde	green	grupo	alternativoj	prononco
level	postuli	exigir, postular, exigir	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	um tio	an uncle	grupo	alternativoj	prononco
level	novembro	novembro	November	grupo	alternativoj	prononco
level	laca	cansado, cansado de, fatigado	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	leite, um leite	milk, a milk	grupo	alternativoj	prononco
level	bruli	queimar	to burn	grupo	alternativoj	prononco
level	decidi	decidir	to decide	grupo	alternativoj	prononco
level	plendi	reclamar	to complain	grupo	alternativoj	prononco
level	saluti	cumprimentar, dizer olá, saudar	to greet, to say hello, to salute	grupo	alternativoj	prononco
level	valoro	um valor, vale	a value, worth	grupo	alternativoj	prononco
level	sukero	açúcar, um açúcar	sugar, a sugar	grupo	alternativoj	prononco
level	planko	um chão, um chão	a floor, a ground	grupo	alternativoj	prononco
level	vesto	panos, uma roupa	cloths, a clothing	grupo	alternativoj	prononco
level	tiri	puxar, desenhar, arrastar	to pull, to draw, to drag	grupo	alternativoj	prononco
level	vetero	clima, um clima	weather, a weather	grupo	alternativoj	prononco
level	turni	virar, virar	to turn, to turn around	grupo	alternativoj	prononco
level	peco	um pedaço	a piece	grupo	alternativoj	prononco
level	fraŭlo	um solteiro, um homem solteiro	a bachelor, an unmarried man	grupo	alternativoj	prononco
level	pano	um pão	a bread	grupo	alternativoj	prononco
level	salti	saltar, saltar, saltar	to jump, to leap, to spring	grupo	alternativoj	prononco
level	vagono	um carro (em um trem), um vagão, uma carruagem, uma carruagem	a car (in a train), a wagon, a carriage, a coach	grupo	alternativoj	prononco
level	ligo	um link, uma liga	a link, a league	grupo	alternativoj	prononco
level	efektiva	real, real, verdadeiro	actual, real, true	grupo	alternativoj	prononco
level	decembro	dezembro	December	grupo	alternativoj	prononco
level	korto	um tribunal, um pátio, um pátio, um quadrilátero	a court, a courtyard, a patio, a quadrangle	grupo	alternativoj	prononco
level	tranĉi	cortar, fatiar	to cut, to slice	grupo	alternativoj	prononco
level	ŝati	gostar	to like	grupo	alternativoj	prononco
level	oktobro	Outubro	October	grupo	alternativoj	prononco
level	kalkuli	contar, calcular	to count, to calculate	grupo	alternativoj	prononco
level	rimedo	recursos, meios, remédio	resources, means, remedy	grupo	alternativoj	prononco
level	paki	fazer as malas	to pack	grupo	alternativoj	prononco
level	klaso	uma aula	a class	grupo	alternativoj	prononco
level	gajni	ganhar, ganhar, ganhar	to gain, to win, to earn	grupo	alternativoj	prononco
level	intereso	um interesse	an interest	grupo	alternativoj	prononco
level	floro	uma flor, uma flor	a flower, a bloom	grupo	alternativoj	prononco
level	marŝi	marchar, caminhar	to march, to walk	grupo	alternativoj	prononco
level	grupo	um grupo	a group	grupo	alternativoj	prononco
level	aŭgusto	Agosto	August	grupo	alternativoj	prononco
level	junio	Junho	June	grupo	alternativoj	prononco
level	brako	um braço, um braço	an arm, an upper arm	grupo	alternativoj	prononco
level	konstruaĵo	um prédio	a building	grupo	alternativoj	prononco
level	aprilo	abril	April	grupo	alternativoj	prononco
level	februaro	Fevereiro	February	grupo	alternativoj	prononco
level	pentraĵo	uma imagem, uma pintura	a picture, a painting	grupo	alternativoj	prononco
level	luno	lua, uma lua	moon, a moon	grupo	alternativoj	prononco
level	ideo	uma ideia	an idea	grupo	alternativoj	prononco
level	novaĵo	uma notícia	a news	grupo	alternativoj	prononco
level	vendi	vender, vender	to sell, to vend	grupo	alternativoj	prononco
level	kruco	entre	a cross	grupo	alternativoj	prononco
level	kokaĵo	aves, frango	poultry, chicken	grupo	alternativoj	prononco
level	monato	um mês	a month	grupo	alternativoj	prononco
level	porkaĵo	carne de porco	pork	grupo	alternativoj	prononco
level	maniero	uma maneira, um modo, um modo	a manner, a way, a mode	grupo	alternativoj	prononco
level	bovaĵo	carne bovina	beef	grupo	alternativoj	prononco
level	opinii	pensar, ter uma opinião, opinar	to think, to have an opinion, to opine	grupo	alternativoj	prononco
level	glaciaĵo	um sorvete, sorvete	an ice cream, icecream	grupo	alternativoj	prononco
level	elekti	escolher, eleger, escolher	to choose, to elect, to pick out	grupo	alternativoj	prononco
level	agi	agir	to act	grupo	alternativoj	prononco
level	ovaĵo	uma omelete, ovos mexidos	an omelette, scrambled eggs	grupo	alternativoj	prononco
level	ŝafaĵo	Carneiro	mutton	grupo	alternativoj	prononco
level	komuna	comum	common	grupo	alternativoj	prononco
level	dubi	duvidar	to doubt	grupo	alternativoj	prononco
level	pakaĵo	um pacote, uma bagagem, uma bagagem	a package, a luggage, a baggage	grupo	alternativoj	prononco
level	freŝa	fresco, recente	fresh, recent	grupo	alternativoj	prononco
level	adreso	um endereço	an address	grupo	alternativoj	prononco
level	araneaĵo	uma teia de aranha	a spiderweb	grupo	alternativoj	prononco
level	horloĝo	um relógio, um relógio	a clock, a watch	grupo	alternativoj	prononco
level	manĝaĵo	uma comida	a food	grupo	alternativoj	prononco
level	male	pelo contrário	on the contrary	grupo	alternativoj	prononco
level	radio	um raio, um rádio, uma radiação, um feixe	a ray, a radio, a radiation, a beam	grupo	alternativoj	prononco
level	manĝado	comer, comer ação	eating, eating action	grupo	alternativoj	prononco
level	dolori	doer, doer, ser doloroso, machucar	to pain, to ache, to be painful, to hurt	grupo	alternativoj	prononco
