A.it content.tsv
Level	Esperanto	it	en-us	Grupo	Alternativoj	Pronoco
level	ĝenerale malsekajn	generalmente bagnato	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	in mezzo alla natura umida	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	cose naturali bagnate, in mezzo alle quali ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	camminava con difficoltà	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	è stata un'esperienza	it was an experience	grupo	alternativoj	prononco
level	ne malofte	non raro	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	doloroso e sempre spiacevole	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	più ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	andato avanti nella vita	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	nella foresta del castello	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	più si andava avanti, più non mi piaceva ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	non mi piaceva la natura notturna	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	un uomo con gli occhi che possono essere visti chiaramente	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	occhi che potevano vedere bene	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	per vedere bene al buio	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	guardò il difficile andare avanti	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	dal nostro industriale	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	lui sorrise	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	accanto a quell'uomo	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	in abiti da poliziotto	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	c'era un'altra persona in piedi	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	con abiti simili	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	quest'ultima era una donna	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	andiamo	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	disse piano l'uomo	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	nell'orecchio del suo compagno	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	ora è il momento giusto	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	entrambi si avvicinarono alla persona	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	sono stati attenti a fare ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	il più possibile ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	meno rumore possibile (kiel eble)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	meno rumore possibile (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	ci sono riusciti quasi completamente	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	in questa brutta situazione	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	una brutta situazione in cui gli alberi lanciavano i loro rami	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	gettarono i propri rami bagnati	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	direttamente in faccia	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	dell'industriale	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	piccole creature multipedi	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	gli prese i piedi	took his feet	grupo	alternativoj	prononco
level	por promenejo	per una strada a piedi	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	la natura gli fece cadere il piede	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	nel modo più doloroso	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	lasciò cadere il piede in una fossa	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	un pozzo pieno d'acqua	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	acqua maleodorante	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	arrivò rapidamente al pensiero	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	bisogna essere pronti	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	Qui	here	grupo	alternativoj	prononco
level	iu ajn ~	chiunque ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	pronto per ogni incontro spiacevole	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	qualsiasi cosa (qualunque cosa)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	aspettava qualsiasi cosa	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	a parte la voce umana	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	quando una voce udì, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	sentito immediatamente vicino	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	ha fatto un bel salto sul posto	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	che gli ha commosso il cuore	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	verso l'alto alla bocca	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	con il tentativo di ritrovare la calma	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	un po' di tranquillità	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	la luce di una lampada	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	qualcuno diretto direttamente ai suoi occhi	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	la lampada che qualcuno ha diretto agli occhi	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	impedito la riconciliazione	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	gli sembrava che ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	la forma umana che reggeva la lampada	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	indossare abiti da polizia	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	Cosa stai facendo qui?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	suona la voce autorevole	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	per favore parla ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	un po' chiaro	a little clear	grupo	alternativoj	prononco
level	la alia diris	disse l'altro	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	in tono ancora più importante	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	Sto camminando	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	cammini nella fattoria	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	della contessa	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	la fattoria della contessa	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	nel mezzo della notte	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	ti ha invitato la contessa?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	sa di ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	sulla tua presenza	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	la tua presenza qui	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	Devo chiederti ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	ti chiede di seguirmi	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	e ha spiegato ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	ha spiegato che ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	dal tentativo sbagliato	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	il tentativo sbagliato di catturare la contessa	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	a causa di ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	a causa dei terroristi	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	la polizia controlla attentamente	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	controlla cosa sta succedendo	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	avviene nei dintorni	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	del castello	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	i dintorni del castello	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	all'industriale	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	sembrava che ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	il suo cuore cadde questa volta	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	cadde in piedi	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	lo sapeva ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	semplicemente cercherà di trovarlo	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	trovare una spiegazione accettabile	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	sulla propria presenza	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	l'idea che la contessa sappia tutto	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	l'idea lo privava di poche speranze	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	piccola speranza	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	poca speranza che rimaneva	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	dopo le prime parole della polizia	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	più ~ più ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	più lungo è, meglio è	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	non importa quanto	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	un quarto d'ora fa	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	sono tornati	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	dopo la terribile disgrazia	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	la gente se ne andò	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	e le vecchie città crollarono	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	dovremmo rivederti	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	tanto più spesso	the more often	grupo	alternativoj	prononco
level	mi pripensas	sto pensando	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	più sono arrabbiato	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	vive a ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	in qualsiasi casa	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	ci rivedremo?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	ovunque e in qualsiasi momento	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	quando tornerò ~?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	l'altra metà dei libri	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	ti servirà ~?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	necessita di più di un quarto d'anno	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	per quei lavori	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	perché ~?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	più freddo	the colder	grupo	alternativoj	prononco
level	ju pli longe	il più a lungo	the longer	grupo	alternativoj	prononco
level	ni atendas ~	stiamo aspettando ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	sei soddisfatto di ~?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	con qualsiasi uomo	with any man	grupo	alternativoj	prononco
