C.fa content.tsv
Level	Esperanto	fa	en-us	Grupo	Alternativoj	Pronoco
level	pagi	برای پرداخت	to pay	grupo	alternativoj	prononco
level	prezenti	ارائه کردن، معرفی کردن	to present, to introduce	grupo	alternativoj	prononco
level	aparta	جدا، خاص، جدا	apart, particular, separate	grupo	alternativoj	prononco
level	rajto	درست، یک حق	right, a right	grupo	alternativoj	prononco
level	mateno	صبح، یک صبح	morning, a morning	grupo	alternativoj	prononco
level	agrabla	دلپذیر، دلپذیر، زیبا	pleasant, agreeable, nice	grupo	alternativoj	prononco
level	vespero	عصر، یک عصر	evening, an evening	grupo	alternativoj	prononco
level	muro	یک دیوار	a wall	grupo	alternativoj	prononco
level	suno	خورشید، یک خورشید	sun, a sun	grupo	alternativoj	prononco
level	rigardi	نگاه کردن، نگاه کردن	to look, to look at	grupo	alternativoj	prononco
level	senti	احساس کردن، حس کردن	to feel, to sense	grupo	alternativoj	prononco
level	blanka	سفید، خالی	white, blank	grupo	alternativoj	prononco
level	simpla	ساده	simple	grupo	alternativoj	prononco
level	rimarki	متوجه شدن	to notice	grupo	alternativoj	prononco
level	lingvo	یک زبان، زبان	a language, tongue	grupo	alternativoj	prononco
level	ŝanĝi	تغییر دادن، چرخیدن	to change, to turn	grupo	alternativoj	prononco
level	renkonti	ملاقات کردن، برخورد کردن، مواجه شدن	to meet, to encounter, to come accross	grupo	alternativoj	prononco
level	uzi	برای استفاده	to use	grupo	alternativoj	prononco
level	timi	ترسیدن، ترسیدن از	to fear, to be afraid of	grupo	alternativoj	prononco
level	vera	حقیقت واقعی	real, true	grupo	alternativoj	prononco
level	sola	تنها، تنها، تنها، تنها	alone, only, sole, solitary	grupo	alternativoj	prononco
level	paco	صلح، صلح	peace, a peace	grupo	alternativoj	prononco
level	rakonti	روایت کردن، گفتن، ارتباط دادن	to narrate, to tell, to relate	grupo	alternativoj	prononco
level	koloro	رنگ، یک رنگ	color, a color	grupo	alternativoj	prononco
level	pura	پاک، پاک	clean, pure	grupo	alternativoj	prononco
level	aŭdi	شنیدن	to hear	grupo	alternativoj	prononco
level	punkto	یک نقطه، یک نقطه، یک نقطه	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	یک دهان	a mouth	grupo	alternativoj	prononco
level	araneo	عنکبوت	a spider	grupo	alternativoj	prononco
level	serĉi	جستجو کردن، جستجو کردن، جستجو کردن	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	یک نامه	a letter	grupo	alternativoj	prononco
level	frua	زودرس، زودرس	early, premature	grupo	alternativoj	prononco
level	grava	مهم، جدی	important, serious	grupo	alternativoj	prononco
level	nigra	سیاه	black	grupo	alternativoj	prononco
level	trankvila	آرام، آرام	tranquil, calm	grupo	alternativoj	prononco
level	flanko	گذشته از	a side	grupo	alternativoj	prononco
level	libroj	کتاب ها	books	grupo	alternativoj	prononco
level	kuri	برای اجرا	to run	grupo	alternativoj	prononco
level	dolĉa	شیرین	sweet	grupo	alternativoj	prononco
level	popolo	مردم، قوم، ملت	people, folk, nation	grupo	alternativoj	prononco
level	hundo	یک سگ	a dog	grupo	alternativoj	prononco
level	fenestro	یک پنجره	a window	grupo	alternativoj	prononco
level	aĝo	سن (سال)	age (years old)	grupo	alternativoj	prononco
level	libron	یک کتاب (عینی، اتهامی)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	یک انگشت	a finger	grupo	alternativoj	prononco
level	resto	باقی ماندن، استراحت، ماندن	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	یک دندان	a tooth	grupo	alternativoj	prononco
level	kuiri	آشپزی کردن	to cook	grupo	alternativoj	prononco
level	lavi	برای شستن	to wash	grupo	alternativoj	prononco
level	mia	من	my	grupo	alternativoj	prononco
level	piedo	یک پا، یک پنجه	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	برای گوش دادن	to listen	grupo	alternativoj	prononco
level	tablo	یک میز	a table	grupo	alternativoj	prononco
level	fali	افتادن، افتادن	to fall, to drop	grupo	alternativoj	prononco
level	familio	یک خانواده	a family	grupo	alternativoj	prononco
level	via	شما	your	grupo	alternativoj	prononco
level	vizaĝo	یک صورت	a face	grupo	alternativoj	prononco
level	ĝusta	درست (درست)، دقیق، مناسب	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	یک شب	a night	grupo	alternativoj	prononco
level	mezo	متوسط، متوسط، متوسط	a middle, average, mean	grupo	alternativoj	prononco
level	historio	تاریخ، یک تاریخ	history, a history	grupo	alternativoj	prononco
level	interesi	به علاقه	to interest	grupo	alternativoj	prononco
level	administri	مدیریت کردن، اداره کردن	to manage, to administer	grupo	alternativoj	prononco
level	aero	هوا، یک هوا (گاز)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	آن	its	grupo	alternativoj	prononco
level	maro	یک دریا	a sea	grupo	alternativoj	prononco
level	fakto	یک واقعیت	a fact	grupo	alternativoj	prononco
level	lasi	ترک کردن، رها کردن، اجازه دادن، اجازه دادن	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	یک حیوان، یک جانور	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	رهبری کردن، هدایت کردن	to lead, to guide	grupo	alternativoj	prononco
level	avo	یک پدربزرگ	a grandfather	grupo	alternativoj	prononco
level	afabla	مهربان، صمیمی، مهربان، دوست داشتنی	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	آنها	their	grupo	alternativoj	prononco
level	korpo	پیکره	a body	grupo	alternativoj	prononco
level	pordo	یک در، یک دروازه	a door, a gate	grupo	alternativoj	prononco
level	forgesi	فراموش کردن	to forget	grupo	alternativoj	prononco
level	kafo	قهوه، یک قهوه	coffee, a coffee	grupo	alternativoj	prononco
level	brui	سر و صدا کردن	to make noise	grupo	alternativoj	prononco
level	brili	درخشیدن	to shine	grupo	alternativoj	prononco
level	gazeto	یک مجله، یک روزنامه، یک نشریه (=مجله)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	یک چشم	an eye	grupo	alternativoj	prononco
level	servi	برای خدمت	to serve	grupo	alternativoj	prononco
level	vento	باد، باد	wind, a wind	grupo	alternativoj	prononco
level	ludi	بازی کردن	to play	grupo	alternativoj	prononco
level	haro	یک مو	a hair	grupo	alternativoj	prononco
level	arbo	یک درخت	a tree	grupo	alternativoj	prononco
level	ŝia	او	her	grupo	alternativoj	prononco
level	lia	خود	his	grupo	alternativoj	prononco
level	plumo	یک پر، یک خودکار	a feather, a pen	grupo	alternativoj	prononco
level	bildo	یک عکس، یک تصویر	a picture, an image	grupo	alternativoj	prononco
level	paŝi	قدم گذاشتن، راه رفتن، قدم زدن، قدم گذاشتن	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	ضخیم، چاق، جسور	thick, fat, bold	grupo	alternativoj	prononco
level	sia	مال خود	one's own	grupo	alternativoj	prononco
level	konsenti	اعتراف کردن، موافقت کردن، تایید کردن، موافقت کردن	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	تابستان، یک تابستان	summer, a summer	grupo	alternativoj	prononco
level	lumi	درخشیدن، نور دادن	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	یک آسمان	a sky	grupo	alternativoj	prononco
level	vintro	زمستان، یک زمستان	winter, a winter	grupo	alternativoj	prononco
level	volonta	مایل (از صمیم قلب)، داوطلبانه	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	پاییز، پاییز، پاییز	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	به یاد آوردن، به یاد آوردن	to remember, to recall	grupo	alternativoj	prononco
level	printempo	بهار، یک بهار	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	یک باغ	a garden	grupo	alternativoj	prononco
level	aĉeti	خریدن، خریدن	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	یک هفته	a week	grupo	alternativoj	prononco
level	vitro	شیشه (مواد زجاجیه)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	باران، یک باران	rain, a rain	grupo	alternativoj	prononco
level	frukto	یک میوه	a fruit	grupo	alternativoj	prononco
level	necesa	لازم است	necessary	grupo	alternativoj	prononco
level	bono	خوبی	goodness	grupo	alternativoj	prononco
level	erari	خطا كردن، خطا كردن، اشتباه كردن	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	خانه	a home	grupo	alternativoj	prononco
level	naturo	طبیعت، یک طبیعت، شخصیت	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	ابر، یک ابر	cloud, a cloud	grupo	alternativoj	prononco
level	bone	خوب	well	grupo	alternativoj	prononco
level	momento	یک لحظه	a moment	grupo	alternativoj	prononco
level	direkto	یک جهت	a direction	grupo	alternativoj	prononco
level	kontenta	راضی، راضی، خشنود، راضی	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	به وجود آمد	a rose	grupo	alternativoj	prononco
level	fajro	یک آتش سوزی	a fire	grupo	alternativoj	prononco
level	kuraci	معالجه کردن، شفا دادن، معالجه کردن	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	ضربه زدن، ضربه زدن، سیلی زدن، ضربه زدن، ضربه زدن	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	محبوب، گرامی، دوست داشتنی، عزیز، گران	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	پذیرفتن	to accept	grupo	alternativoj	prononco
level	minuto	یک دقیقه	a minute	grupo	alternativoj	prononco
level	espero	آرزو	a hope	grupo	alternativoj	prononco
level	linio	یک خط	a line	grupo	alternativoj	prononco
level	neĝo	برف، برف	snow, a snow	grupo	alternativoj	prononco
level	koleri	عصبانی شدن، احساس خشم	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	یک موفقیت	a success	grupo	alternativoj	prononco
level	plori	گریه کردن، گریه کردن	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	صفر، صفر	zero, nil	grupo	alternativoj	prononco
level	angulo	یک زاویه، یک گوشه (یک مکان دورافتاده)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	یک دستور، یک رابطه منظم	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	یک کشتی	a ship	grupo	alternativoj	prononco
level	blua	آبی	blue	grupo	alternativoj	prononco
level	sufiĉa	کافی، کافی، کافی	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	یک خیابان	a street	grupo	alternativoj	prononco
level	vilaĝo	یک روستا، یک شهر	a village, a town	grupo	alternativoj	prononco
level	utila	مفید	useful	grupo	alternativoj	prononco
level	rondo	یک دایره، یک باشگاه	a circle, a club	grupo	alternativoj	prononco
level	preta	آماده	ready	grupo	alternativoj	prononco
level	orelo	یک گوش	an ear	grupo	alternativoj	prononco
level	papero	کاغذ، کاغذ	paper, a paper	grupo	alternativoj	prononco
level	rivero	رودخانه	a river	grupo	alternativoj	prononco
level	zorgi	مراقبت کردن، مراقبت کردن	to care for, to look after	grupo	alternativoj	prononco
level	arto	یک هنر	an art	grupo	alternativoj	prononco
level	kreski	رشد کردن، افزایش دادن	to grow, to increase	grupo	alternativoj	prononco
level	nazo	یک بینی	a nose	grupo	alternativoj	prononco
level	konsili	نصیحت کردن، نصیحت کردن	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	گذشتن، گذشتن	to pass, to pass by	grupo	alternativoj	prononco
level	fero	آهن (آهن)	iron (Fe)	grupo	alternativoj	prononco
level	regi	حکومت کردن، حکومت کردن، کنترل کردن	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	به کرایه	to fare	grupo	alternativoj	prononco
level	larĝa	عریض، عریض، بزرگ	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	شجاع، شجاع	courageous, brave	grupo	alternativoj	prononco
level	kolo	گردن	a neck	grupo	alternativoj	prononco
level	propra	خود، مال خود	own, one's own	grupo	alternativoj	prononco
level	plezuro	یک لذت، سرگرم کننده	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	بخشیدن، بخشیدن	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	راضی، پر، پر	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	فراخواندن، احضار کردن	to call, to summon	grupo	alternativoj	prononco
level	marto	مارس	March	grupo	alternativoj	prononco
level	seĝo	یک صندلی	a chair	grupo	alternativoj	prononco
level	majo	ممکن است	May	grupo	alternativoj	prononco
level	tuŝi	لمس کردن	to touch	grupo	alternativoj	prononco
level	premi	فشار دادن، فشردن	to press, to squeeze	grupo	alternativoj	prononco
level	julio	جولای	July	grupo	alternativoj	prononco
level	kato	یک گربه	a cat	grupo	alternativoj	prononco
level	glaso	یک لیوان شراب)	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	سپتامبر	September	grupo	alternativoj	prononco
level	verda	سبز	green	grupo	alternativoj	prononco
level	postuli	مطالبه کردن، فرض کردن، ایجاب کردن	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	یک عمو	an uncle	grupo	alternativoj	prononco
level	novembro	نوامبر	November	grupo	alternativoj	prononco
level	laca	خسته، خسته، خسته	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	شیر، یک شیر	milk, a milk	grupo	alternativoj	prononco
level	bruli	سوختن	to burn	grupo	alternativoj	prononco
level	decidi	برای تصمیم گیری	to decide	grupo	alternativoj	prononco
level	plendi	شکایت کردن	to complain	grupo	alternativoj	prononco
level	saluti	سلام کردن، سلام کردن، سلام کردن	to greet, to say hello, to salute	grupo	alternativoj	prononco
