C.ur content.tsv
Level	Esperanto	ur	en-us	Grupo	Alternativoj	Pronoco
level	naski	جنم دینا، برداشت کرنا، پیدا کرنا	to give birth, to bear, to generate	grupo	alternativoj	prononco
level	manki	کھونا، کمی ہونا، غائب ہونا	to miss, to be lacking, to be missing	grupo	alternativoj	prononco
level	birdo	ایک پرندہ	a bird	grupo	alternativoj	prononco
level	halti	رکنا، رکنا، رک جانا	to stop, to halt, to come to a halt	grupo	alternativoj	prononco
level	frato	ایک بھائی	a brother	grupo	alternativoj	prononco
level	monto	پہاڑ	a mountain	grupo	alternativoj	prononco
level	pensi	سوچنا	to think	grupo	alternativoj	prononco
level	permesi	اجازت دینا، اجازت دینا	to permit, to allow	grupo	alternativoj	prononco
level	kosti	لاگت	to cost	grupo	alternativoj	prononco
level	lito	ایک بستر، ایک صوفہ	a bed, a couch	grupo	alternativoj	prononco
level	perdi	کھونے کے لیے	to lose	grupo	alternativoj	prononco
level	miri	حیران ہونا، حیران ہونا، حیران ہونا	to surprise, to be amased, to be astonished	grupo	alternativoj	prononco
level	persono	ایک شخص	a person	grupo	alternativoj	prononco
level	diversa	متنوع، متنوع، مختلف	diverse, varied, various	grupo	alternativoj	prononco
level	provi	کوشش کرنا، کوشش کرنا	to try, to attempt	grupo	alternativoj	prononco
level	pagi	قیمت ادا کرنا	to pay	grupo	alternativoj	prononco
level	prezenti	پیش کرنا، متعارف کروانا	to present, to introduce	grupo	alternativoj	prononco
level	aparta	الگ، خاص، الگ	apart, particular, separate	grupo	alternativoj	prononco
level	rajto	حق، ایک حق	right, a right	grupo	alternativoj	prononco
level	mateno	صبح، ایک صبح	morning, a morning	grupo	alternativoj	prononco
level	agrabla	خوشگوار، راضی، اچھا	pleasant, agreeable, nice	grupo	alternativoj	prononco
level	vespero	شام، ایک شام	evening, an evening	grupo	alternativoj	prononco
level	muro	ایک دیوار	a wall	grupo	alternativoj	prononco
level	suno	سورج، ایک سورج	sun, a sun	grupo	alternativoj	prononco
level	rigardi	دیکھنا، دیکھنا	to look, to look at	grupo	alternativoj	prononco
level	senti	محسوس کرنا، محسوس کرنا	to feel, to sense	grupo	alternativoj	prononco
level	blanka	سفید، خالی	white, blank	grupo	alternativoj	prononco
level	simpla	سادہ	simple	grupo	alternativoj	prononco
level	rimarki	محسوس کرنا	to notice	grupo	alternativoj	prononco
level	lingvo	ایک زبان، زبان	a language, tongue	grupo	alternativoj	prononco
level	ŝanĝi	بدلنا، بدلنا	to change, to turn	grupo	alternativoj	prononco
level	renkonti	ملنا، ملنا، ملنا	to meet, to encounter, to come accross	grupo	alternativoj	prononco
level	uzi	استمال کے لیے	to use	grupo	alternativoj	prononco
level	timi	ڈرنا، ڈرنا	to fear, to be afraid of	grupo	alternativoj	prononco
level	vera	حقیقی، سچا	real, true	grupo	alternativoj	prononco
level	sola	تنہا، تنہا، تنہا، تنہا	alone, only, sole, solitary	grupo	alternativoj	prononco
level	paco	امن، امن	peace, a peace	grupo	alternativoj	prononco
level	rakonti	بیان کرنا، بتانا، نسبت دینا	to narrate, to tell, to relate	grupo	alternativoj	prononco
level	koloro	رنگ، ایک رنگ	color, a color	grupo	alternativoj	prononco
level	pura	صاف، خالص	clean, pure	grupo	alternativoj	prononco
level	aŭdi	سننے کے لیے	to hear	grupo	alternativoj	prononco
level	punkto	ایک نقطہ، ایک نقطہ، ایک جگہ	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	ایک منہ	a mouth	grupo	alternativoj	prononco
level	araneo	ایک مکڑی	a spider	grupo	alternativoj	prononco
level	serĉi	تلاش کرنا، تلاش کرنا، تلاش کرنا	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	ایک خط	a letter	grupo	alternativoj	prononco
level	frua	ابتدائی، قبل از وقت	early, premature	grupo	alternativoj	prononco
level	grava	اہم، سنجیدہ	important, serious	grupo	alternativoj	prononco
level	nigra	سیاہ	black	grupo	alternativoj	prononco
level	trankvila	پرسکون، پرسکون	tranquil, calm	grupo	alternativoj	prononco
level	flanko	ایک طرف	a side	grupo	alternativoj	prononco
level	libroj	کتابیں	books	grupo	alternativoj	prononco
level	kuri	دوڑنا	to run	grupo	alternativoj	prononco
level	dolĉa	میٹھا	sweet	grupo	alternativoj	prononco
level	popolo	لوگ، لوک، قوم	people, folk, nation	grupo	alternativoj	prononco
level	hundo	ایک کتا	a dog	grupo	alternativoj	prononco
level	fenestro	ایک کھڑکی	a window	grupo	alternativoj	prononco
level	aĝo	عمر (سال کی عمر)	age (years old)	grupo	alternativoj	prononco
level	libron	ایک کتاب (مقصد، الزامی)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	ایک انگلی	a finger	grupo	alternativoj	prononco
level	resto	باقی، آرام، قیام	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	ایک دانت	a tooth	grupo	alternativoj	prononco
level	kuiri	پکانا	to cook	grupo	alternativoj	prononco
level	lavi	دھونے کے لئے	to wash	grupo	alternativoj	prononco
level	mia	میرا	my	grupo	alternativoj	prononco
level	piedo	ایک پاؤں، ایک پنجا۔	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	سننے کے لیے	to listen	grupo	alternativoj	prononco
level	tablo	ایک میز	a table	grupo	alternativoj	prononco
level	fali	گرنا، گرنا	to fall, to drop	grupo	alternativoj	prononco
level	familio	ایک خاندان	a family	grupo	alternativoj	prononco
level	via	آپ کا	your	grupo	alternativoj	prononco
level	vizaĝo	ایک چہرہ	a face	grupo	alternativoj	prononco
level	ĝusta	صحیح (درست)، عین مطابق، مناسب	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	ایک رات	a night	grupo	alternativoj	prononco
level	mezo	درمیانی، اوسط، اوسط	a middle, average, mean	grupo	alternativoj	prononco
level	historio	تاریخ، ایک تاریخ	history, a history	grupo	alternativoj	prononco
level	interesi	دلچسپی کے لئے	to interest	grupo	alternativoj	prononco
level	administri	انتظام کرنا، انتظام کرنا	to manage, to administer	grupo	alternativoj	prononco
level	aero	ہوا، ہوا (گیس)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	اس کا	its	grupo	alternativoj	prononco
level	maro	سمندر	a sea	grupo	alternativoj	prononco
level	fakto	ایک حقیقت	a fact	grupo	alternativoj	prononco
level	lasi	چھوڑنا، چھوڑنا، اجازت دینا، چھوڑنا	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	ایک جانور، ایک حیوان	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	رہنمائی کرنا، رہنمائی کرنا	to lead, to guide	grupo	alternativoj	prononco
level	avo	ایک دادا	a grandfather	grupo	alternativoj	prononco
level	afabla	ملنسار، دوستانہ، مہربان، ملنسار	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	ان کا	their	grupo	alternativoj	prononco
level	korpo	ایک جسم	a body	grupo	alternativoj	prononco
level	pordo	ایک دروازہ، ایک دروازہ	a door, a gate	grupo	alternativoj	prononco
level	forgesi	بھولنا	to forget	grupo	alternativoj	prononco
level	kafo	کافی، ایک کافی	coffee, a coffee	grupo	alternativoj	prononco
level	brui	شور کرنے کے لئے	to make noise	grupo	alternativoj	prononco
level	brili	چمکنا	to shine	grupo	alternativoj	prononco
level	gazeto	ایک میگزین، ایک گزٹ، ایک میگزین (= میگزین)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	ایک آنکھ	an eye	grupo	alternativoj	prononco
level	servi	خدمت کرنا	to serve	grupo	alternativoj	prononco
level	vento	ہوا، ہوا	wind, a wind	grupo	alternativoj	prononco
level	ludi	کھیلنا	to play	grupo	alternativoj	prononco
level	haro	ایک بال	a hair	grupo	alternativoj	prononco
level	arbo	ایک درخت	a tree	grupo	alternativoj	prononco
level	ŝia	اس کا	her	grupo	alternativoj	prononco
level	lia	اس کا	his	grupo	alternativoj	prononco
level	plumo	ایک پنکھ، ایک قلم	a feather, a pen	grupo	alternativoj	prononco
level	bildo	ایک تصویر، ایک تصویر	a picture, an image	grupo	alternativoj	prononco
level	paŝi	قدم بڑھانا، چلنا، رفتار کرنا، قدم بڑھانا	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	موٹی، موٹی، جرات مندانہ	thick, fat, bold	grupo	alternativoj	prononco
level	sia	اسکی اپنی	one's own	grupo	alternativoj	prononco
level	konsenti	تسلیم کرنا (اس سے)، متفق ہونا، منظور کرنا	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	موسم گرما، ایک موسم گرما	summer, a summer	grupo	alternativoj	prononco
level	lumi	چمکنا، روشنی دینا	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	ایک آسمان	a sky	grupo	alternativoj	prononco
level	vintro	موسم سرما، ایک موسم سرما	winter, a winter	grupo	alternativoj	prononco
level	volonta	رضامند (دل سے)، رضاکارانہ	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	خزاں، خزاں، خزاں	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	یاد کرنا، یاد کرنا	to remember, to recall	grupo	alternativoj	prononco
level	printempo	بہار، ایک بہار	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	ایک باغ	a garden	grupo	alternativoj	prononco
level	aĉeti	خریدنا، خریدنا	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	ایک ہفتے	a week	grupo	alternativoj	prononco
level	vitro	شیشہ (کیچ کا مواد)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	بارش، بارش	rain, a rain	grupo	alternativoj	prononco
level	frukto	ایک پھل	a fruit	grupo	alternativoj	prononco
level	necesa	ضروری	necessary	grupo	alternativoj	prononco
level	bono	نیکی	goodness	grupo	alternativoj	prononco
level	erari	غلطی کرنا، غلطی کرنا، غلطی کرنا	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	ایک گھر	a home	grupo	alternativoj	prononco
level	naturo	فطرت، فطرت، کردار	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	بادل، بادل	cloud, a cloud	grupo	alternativoj	prononco
level	bone	ٹھیک ہے	well	grupo	alternativoj	prononco
level	momento	ایک لمحے	a moment	grupo	alternativoj	prononco
level	direkto	ایک سمت	a direction	grupo	alternativoj	prononco
level	kontenta	مواد، مطمئن، خوش، مطمئن	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	ایک گلاب	a rose	grupo	alternativoj	prononco
level	fajro	ایک آگ	a fire	grupo	alternativoj	prononco
level	kuraci	علاج کرنا، شفا دینا، علاج کرنا	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	مارنا، دستک دینا، تھپڑ مارنا، مارنا، مارنا	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	پیارا، پیارا، پیارا، پیارا، مہنگا	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	قبول کرنے	to accept	grupo	alternativoj	prononco
level	minuto	ایک منٹ	a minute	grupo	alternativoj	prononco
level	espero	ایک امید	a hope	grupo	alternativoj	prononco
level	linio	ایک لائن	a line	grupo	alternativoj	prononco
level	neĝo	برف، ایک برف	snow, a snow	grupo	alternativoj	prononco
level	koleri	ناراض ہونا، غصہ محسوس کرنا	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	ایک کامیابی	a success	grupo	alternativoj	prononco
level	plori	رونا، رونا	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	صفر، صفر	zero, nil	grupo	alternativoj	prononco
level	angulo	ایک زاویہ، ایک کونا (ایک دور دراز جگہ)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	ایک حکم، ایک ترتیب شدہ رشتہ	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	ایک جہاز	a ship	grupo	alternativoj	prononco
level	blua	نیلا	blue	grupo	alternativoj	prononco
level	sufiĉa	کافی، کافی، کافی	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	ایک گلی	a street	grupo	alternativoj	prononco
level	vilaĝo	ایک گاؤں، ایک شہر	a village, a town	grupo	alternativoj	prononco
level	utila	مفید	useful	grupo	alternativoj	prononco
level	rondo	ایک حلقہ، ایک کلب	a circle, a club	grupo	alternativoj	prononco
level	preta	تیار	ready	grupo	alternativoj	prononco
level	orelo	ایک کان	an ear	grupo	alternativoj	prononco
level	papero	کاغذ، ایک کاغذ	paper, a paper	grupo	alternativoj	prononco
level	rivero	ایک دریا	a river	grupo	alternativoj	prononco
level	zorgi	دیکھ بھال کرنا، دیکھ بھال کرنا	to care for, to look after	grupo	alternativoj	prononco
level	arto	ایک فن	an art	grupo	alternativoj	prononco
level	kreski	بڑھنا، بڑھنا	to grow, to increase	grupo	alternativoj	prononco
level	nazo	ایک ناک	a nose	grupo	alternativoj	prononco
level	konsili	مشورہ دینا، نصیحت کرنا	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	گزرنا، گزرنا	to pass, to pass by	grupo	alternativoj	prononco
level	fero	آئرن (Fe)	iron (Fe)	grupo	alternativoj	prononco
level	regi	حکومت کرنا، حکومت کرنا، کنٹرول کرنا	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	کرایہ پر لینا	to fare	grupo	alternativoj	prononco
level	larĝa	چوڑا، چوڑا، بڑا	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	بہادر، بہادر	courageous, brave	grupo	alternativoj	prononco
level	kolo	ایک گردن	a neck	grupo	alternativoj	prononco
level	propra	اپنا، اپنا	own, one's own	grupo	alternativoj	prononco
level	plezuro	ایک خوشی، مزہ	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	معاف کرنا، معاف کرنا	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	مطمئن، مکمل، بھرا ہوا	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	بلانا، بلانا	to call, to summon	grupo	alternativoj	prononco
level	marto	مارچ	March	grupo	alternativoj	prononco
level	seĝo	ایک کرسی	a chair	grupo	alternativoj	prononco
level	majo	مئی	May	grupo	alternativoj	prononco
level	tuŝi	چھونے کو	to touch	grupo	alternativoj	prononco
level	premi	دبانا، نچوڑنا	to press, to squeeze	grupo	alternativoj	prononco
level	julio	جولائی	July	grupo	alternativoj	prononco
level	kato	ایک بلی	a cat	grupo	alternativoj	prononco
level	glaso	شراب کا ایک گلاس)	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	ستمبر	September	grupo	alternativoj	prononco
level	verda	سبز	green	grupo	alternativoj	prononco
level	postuli	مطالبہ کرنا، فرض کرنا، تقاضہ کرنا	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	ایک چچا	an uncle	grupo	alternativoj	prononco
level	novembro	نومبر	November	grupo	alternativoj	prononco
level	laca	تھکا ہوا، تھکا ہوا، تھکا ہوا	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	دودھ، ایک دودھ	milk, a milk	grupo	alternativoj	prononco
level	bruli	جلانے کے لئے	to burn	grupo	alternativoj	prononco
