A.cs content.tsv
Level	Esperanto	cs	en-us	Grupo	Alternativoj	Pronoco
level	antaŭeniris en la vivo	posunuli v životě kupředu	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	v zámeckém lese	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	čím dále šel kupředu, tím více se nelíbil ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	neměl rád noční přírodu	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	muž s očima, které lze jasně vidět	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	oči, které dobře viděly	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	dobře vidět ve tmě	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	podíval se na obtížný průběh	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	od našeho průmyslníka	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	usmál se	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	vedle toho muže	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	v policejním oblečení	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	stál další člověk	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	v podobném oblečení	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	ta druhá byla žena	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	Pojďme	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	řekl muž tiše	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	do ucha svého společníka	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	teď je ten správný okamžik	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	oba přistoupili k osobě	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	dávali pozor na to ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	pokud možno jako ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	co nejmenší hluk (kiel eble)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	co nejmenší hluk (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	téměř plně uspěli	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	v této nepříjemné situaci	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	ošklivá situace, kdy stromy házely větve	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	házeli vlastní mokré větve	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	přímo do tváří	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	průmyslníka	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	mnohonohé malé stvoření	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	vzal nohy	took his feet	grupo	alternativoj	prononco
level	por promenejo	na procházkovou cestu	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	příroda mu spadla noha	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	nejvíce bolestivě	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	spustil nohu do jámy	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	jáma plná vody	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	páchnoucí voda	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	rychle dospěl k myšlence	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	člověk musí být připraven	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	tady	here	grupo	alternativoj	prononco
level	iu ajn ~	kdokoli ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	připraveni na každé nepříjemné setkání	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	cokoliv (cokoliv)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	čekal na cokoliv	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	stranou lidského hlasu	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	když zaslechl hlas, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	slyšel okamžitě blízko	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	udělal pěkný skok na místě	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	který pohnul srdcem	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	upword do úst	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	s pokusem znovu získat klid	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	trochu klidu	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	světlo lampy	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	někdo namířil přímo do jeho očí	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	lampa, kterou někdo nasměroval do očí	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	zabránil smíření	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	zdálo se mu, že ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	lidská podoba, která držela lampu	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	nosit policejní oblečení	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	co tu děláš?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	zní autoritativní hlas	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	prosím mluv ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	trochu jasné	a little clear	grupo	alternativoj	prononco
level	la alia diris	řekl druhý	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	v ještě důležitějším tónu	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	chodím	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	chodíš na farmu	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	hraběnky	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	hraběnčin statek	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	uprostřed noci	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	pozvala tě hraběnka?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	ví o ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	o vaší přítomnosti	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	vaše přítomnost zde	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	Musím se tě zeptat ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	žádá vás, abyste mě následovali	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	a vysvětlil ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	vysvětlil, že ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	od špatného pokusu	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	špatný pokus chytit hraběnku	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	kvůli ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	kvůli teroristům	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	policie pečlivě kontroluje	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	kontroluje, co se děje	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	se vyskytuje v okolí	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	hradu	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	okolí hradu	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	k průmyslníkovi	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	zdálo se, že ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	tentokrát mu padlo srdce	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	padl na nohy	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	věděl, že ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	jen se bude snažit najít	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	najít přijatelné vysvětlení	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	o vlastní přítomnosti	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	představa, že hraběnka ví všechno	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	myšlenka ho připravila o malou naději	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	malá naděje	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	malá naděje, která zůstala	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	po prvních slovech policie	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	čím více ~ tím více ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	čím déle, tím lépe	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	bez ohledu na to, kolik	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	před čtvrt hodinou	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	vrátili se	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	po hrozném neštěstí	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	lidé odešli	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	a stará města se rozpadla	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	měli bychom tě znovu vidět	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	tím častěji	the more often	grupo	alternativoj	prononco
level	mi pripensas	Přemýšlím	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	tím víc jsem naštvaná	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	žije v ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	v jakémkoli domě	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	uvidíme se ještě?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	kdekoli a kdykoli	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	kdy se vrátím ~?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	druhá polovina knih	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	budete potřebovat ~?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	potřebuje více než čtvrt roku	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	pro ty práce	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	proč je ~?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	tím chladnější	the colder	grupo	alternativoj	prononco
level	ju pli longe	delší	the longer	grupo	alternativoj	prononco
level	ni atendas ~	čekáme ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	jsi spokojený s ~?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	s jakýmkoliv mužem	with any man	grupo	alternativoj	prononco
