C.da content.tsv
Level	Esperanto	da	en-us	Grupo	Alternativoj	Pronoco
level	pura	ren, ren	clean, pure	grupo	alternativoj	prononco
level	aŭdi	at høre	to hear	grupo	alternativoj	prononco
level	punkto	et punkt, en prik, en plet	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	En mund	a mouth	grupo	alternativoj	prononco
level	araneo	en edderkop	a spider	grupo	alternativoj	prononco
level	serĉi	at søge, at lede efter, at søge	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	et brev	a letter	grupo	alternativoj	prononco
level	frua	tidligt, for tidligt	early, premature	grupo	alternativoj	prononco
level	grava	vigtig, seriøs	important, serious	grupo	alternativoj	prononco
level	nigra	sort	black	grupo	alternativoj	prononco
level	trankvila	rolig, rolig	tranquil, calm	grupo	alternativoj	prononco
level	flanko	en side	a side	grupo	alternativoj	prononco
level	libroj	bøger	books	grupo	alternativoj	prononco
level	kuri	at løbe	to run	grupo	alternativoj	prononco
level	dolĉa	sød	sweet	grupo	alternativoj	prononco
level	popolo	folk, folk, nation	people, folk, nation	grupo	alternativoj	prononco
level	hundo	en hund	a dog	grupo	alternativoj	prononco
level	fenestro	et vindue	a window	grupo	alternativoj	prononco
level	aĝo	alder (år gammel)	age (years old)	grupo	alternativoj	prononco
level	libron	en bog (objektiv, akkusativ)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	en finger	a finger	grupo	alternativoj	prononco
level	resto	rest, hvile, ophold	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	en tand	a tooth	grupo	alternativoj	prononco
level	kuiri	at lave mad	to cook	grupo	alternativoj	prononco
level	lavi	at vaske	to wash	grupo	alternativoj	prononco
level	mia	min	my	grupo	alternativoj	prononco
level	piedo	en fod, en pote	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	at lytte	to listen	grupo	alternativoj	prononco
level	tablo	et bord	a table	grupo	alternativoj	prononco
level	fali	at falde, at falde	to fall, to drop	grupo	alternativoj	prononco
level	familio	en familie	a family	grupo	alternativoj	prononco
level	via	din	your	grupo	alternativoj	prononco
level	vizaĝo	et ansigt	a face	grupo	alternativoj	prononco
level	ĝusta	rigtig (rigtig), nøjagtig, ordentlig	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	en nat	a night	grupo	alternativoj	prononco
level	mezo	en middel, gennemsnitlig, middelværdi	a middle, average, mean	grupo	alternativoj	prononco
level	historio	historie, en historie	history, a history	grupo	alternativoj	prononco
level	interesi	til interesse	to interest	grupo	alternativoj	prononco
level	administri	at administrere, at administrere	to manage, to administer	grupo	alternativoj	prononco
level	aero	luft, en luft (gas)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	dens	its	grupo	alternativoj	prononco
level	maro	et hav	a sea	grupo	alternativoj	prononco
level	fakto	et faktum	a fact	grupo	alternativoj	prononco
level	lasi	at forlade, at frigive, at tillade, at lade	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	et dyr, et udyr	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	at lede, at vejlede	to lead, to guide	grupo	alternativoj	prononco
level	avo	en bedstefar	a grandfather	grupo	alternativoj	prononco
level	afabla	venlig, venlig, venlig, elskværdig	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	deres	their	grupo	alternativoj	prononco
level	korpo	et legeme	a body	grupo	alternativoj	prononco
level	pordo	en dør, en port	a door, a gate	grupo	alternativoj	prononco
level	forgesi	at glemme	to forget	grupo	alternativoj	prononco
level	kafo	kaffe, en kaffe	coffee, a coffee	grupo	alternativoj	prononco
level	brui	at larme	to make noise	grupo	alternativoj	prononco
level	brili	At skinne	to shine	grupo	alternativoj	prononco
level	gazeto	et blad, et tidsskrift, et tidsskrift (=magasin)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	et øje	an eye	grupo	alternativoj	prononco
level	servi	at tjene	to serve	grupo	alternativoj	prononco
level	vento	vind, en vind	wind, a wind	grupo	alternativoj	prononco
level	ludi	at lege	to play	grupo	alternativoj	prononco
level	haro	et hår	a hair	grupo	alternativoj	prononco
level	arbo	et træ	a tree	grupo	alternativoj	prononco
level	ŝia	hende	her	grupo	alternativoj	prononco
level	lia	hans	his	grupo	alternativoj	prononco
level	plumo	en fjer, en kuglepen	a feather, a pen	grupo	alternativoj	prononco
level	bildo	et billede, et billede	a picture, an image	grupo	alternativoj	prononco
level	paŝi	at træde, at gå, at gå, at gå	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	tyk, fed, fed	thick, fat, bold	grupo	alternativoj	prononco
level	sia	ens egen	one's own	grupo	alternativoj	prononco
level	konsenti	at indrømme (at), at være enig (med), at godkende (af), at tilslutte sig (med), at samtykke	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	sommer, en sommer	summer, a summer	grupo	alternativoj	prononco
level	lumi	at skinne, at give lys	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	en himmel	a sky	grupo	alternativoj	prononco
level	vintro	vinter, en vinter	winter, a winter	grupo	alternativoj	prononco
level	volonta	villig (af hjertet), frivillig	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	efterår, efterår, et efterår	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	at huske, at huske	to remember, to recall	grupo	alternativoj	prononco
level	printempo	forår, et forår	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	en have	a garden	grupo	alternativoj	prononco
level	aĉeti	at købe, at købe	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	en uge	a week	grupo	alternativoj	prononco
level	vitro	glas (glasagtigt materiale)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	regn, en regn	rain, a rain	grupo	alternativoj	prononco
level	frukto	en frugt	a fruit	grupo	alternativoj	prononco
level	necesa	nødvendig	necessary	grupo	alternativoj	prononco
level	bono	godhed	goodness	grupo	alternativoj	prononco
level	erari	at fejle, at begå en fejl, at begå en fejl	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	et hjem	a home	grupo	alternativoj	prononco
level	naturo	natur, en natur, karakter	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	sky, en sky	cloud, a cloud	grupo	alternativoj	prononco
level	bone	godt	well	grupo	alternativoj	prononco
level	momento	et øjeblik	a moment	grupo	alternativoj	prononco
level	direkto	en retning	a direction	grupo	alternativoj	prononco
level	kontenta	tilfreds, tilfreds, tilfreds, tilfreds	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	opstod	a rose	grupo	alternativoj	prononco
level	fajro	en ild	a fire	grupo	alternativoj	prononco
level	kuraci	at helbrede, at helbrede, at behandle	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	at slå, at banke, at smække, at smække, at slå	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	elskede, elskede, elskede, kære, dyre	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	at acceptere	to accept	grupo	alternativoj	prononco
level	minuto	et minut	a minute	grupo	alternativoj	prononco
level	espero	et håb	a hope	grupo	alternativoj	prononco
level	linio	en streg	a line	grupo	alternativoj	prononco
level	neĝo	sne, en sne	snow, a snow	grupo	alternativoj	prononco
level	koleri	at være vred, at føle vrede	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	en succes	a success	grupo	alternativoj	prononco
level	plori	at græde, at græde	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	nul, nul	zero, nil	grupo	alternativoj	prononco
level	angulo	en vinkel, et hjørne (et fjerntliggende sted)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	en ordre, en ordnet relation	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	et skib	a ship	grupo	alternativoj	prononco
level	blua	blå	blue	grupo	alternativoj	prononco
level	sufiĉa	tilstrækkelig, nok, tilstrækkelig	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	en gade	a street	grupo	alternativoj	prononco
level	vilaĝo	en landsby, en by	a village, a town	grupo	alternativoj	prononco
level	utila	nyttig	useful	grupo	alternativoj	prononco
level	rondo	en cirkel, en klub	a circle, a club	grupo	alternativoj	prononco
level	preta	parat	ready	grupo	alternativoj	prononco
level	orelo	et øre	an ear	grupo	alternativoj	prononco
level	papero	papir, et papir	paper, a paper	grupo	alternativoj	prononco
level	rivero	en flod	a river	grupo	alternativoj	prononco
level	zorgi	at passe, at passe	to care for, to look after	grupo	alternativoj	prononco
level	arto	en kunst	an art	grupo	alternativoj	prononco
level	kreski	at vokse, at stige	to grow, to increase	grupo	alternativoj	prononco
level	nazo	en næse	a nose	grupo	alternativoj	prononco
level	konsili	at rådgive, at rådgive	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	at passere, at gå forbi	to pass, to pass by	grupo	alternativoj	prononco
level	fero	jern (Fe)	iron (Fe)	grupo	alternativoj	prononco
level	regi	at regere, at regere, at kontrollere	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	at klare sig	to fare	grupo	alternativoj	prononco
level	larĝa	bred, bred, stor	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	modig, modig	courageous, brave	grupo	alternativoj	prononco
level	kolo	en hals	a neck	grupo	alternativoj	prononco
level	propra	egen, sin egen	own, one's own	grupo	alternativoj	prononco
level	plezuro	en fornøjelse, sjov	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	at tilgive, at tilgive	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	tilfreds, fuld, fyldt	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	at kalde, tilkalde	to call, to summon	grupo	alternativoj	prononco
level	marto	marts	March	grupo	alternativoj	prononco
level	seĝo	en stol	a chair	grupo	alternativoj	prononco
level	majo	Kan	May	grupo	alternativoj	prononco
level	tuŝi	at røre	to touch	grupo	alternativoj	prononco
level	premi	at trykke, at klemme	to press, to squeeze	grupo	alternativoj	prononco
level	julio	juli	July	grupo	alternativoj	prononco
level	kato	en kat	a cat	grupo	alternativoj	prononco
level	glaso	et glas vin)	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	september	September	grupo	alternativoj	prononco
level	verda	grøn	green	grupo	alternativoj	prononco
level	postuli	at kræve, at postulere, at kræve	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	en onkel	an uncle	grupo	alternativoj	prononco
level	novembro	november	November	grupo	alternativoj	prononco
level	laca	træt, træt af, træt	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	mælk, en mælk	milk, a milk	grupo	alternativoj	prononco
level	bruli	at brænde	to burn	grupo	alternativoj	prononco
level	decidi	at afgøre	to decide	grupo	alternativoj	prononco
level	plendi	at klage	to complain	grupo	alternativoj	prononco
level	saluti	at hilse, hilse, hilse	to greet, to say hello, to salute	grupo	alternativoj	prononco
level	valoro	en værdi, værd	a value, worth	grupo	alternativoj	prononco
level	sukero	sukker, et sukker	sugar, a sugar	grupo	alternativoj	prononco
level	planko	en etage, en grund	a floor, a ground	grupo	alternativoj	prononco
level	vesto	klæder, et tøj	cloths, a clothing	grupo	alternativoj	prononco
level	tiri	at trække, at tegne, at trække	to pull, to draw, to drag	grupo	alternativoj	prononco
level	vetero	vejr, et vejr	weather, a weather	grupo	alternativoj	prononco
level	turni	at vende, at vende om	to turn, to turn around	grupo	alternativoj	prononco
level	peco	et stykke	a piece	grupo	alternativoj	prononco
level	fraŭlo	en ungkarl, en ugift mand	a bachelor, an unmarried man	grupo	alternativoj	prononco
level	pano	et brød	a bread	grupo	alternativoj	prononco
level	salti	at springe, at springe, at springe	to jump, to leap, to spring	grupo	alternativoj	prononco
level	vagono	en bil (i et tog), en vogn, en vogn, en bus	a car (in a train), a wagon, a carriage, a coach	grupo	alternativoj	prononco
level	ligo	et link, en liga	a link, a league	grupo	alternativoj	prononco
level	efektiva	faktisk, ægte, sand	actual, real, true	grupo	alternativoj	prononco
level	decembro	december	December	grupo	alternativoj	prononco
level	korto	en domstol, en gårdhave, en gårdhave, en firkant	a court, a courtyard, a patio, a quadrangle	grupo	alternativoj	prononco
level	tranĉi	at skære, at snitte	to cut, to slice	grupo	alternativoj	prononco
level	ŝati	at lide	to like	grupo	alternativoj	prononco
level	oktobro	oktober	October	grupo	alternativoj	prononco
level	kalkuli	at regne, at regne	to count, to calculate	grupo	alternativoj	prononco
level	rimedo	ressourcer, midler, afhjælpning	resources, means, remedy	grupo	alternativoj	prononco
level	paki	at pakke	to pack	grupo	alternativoj	prononco
level	klaso	en klasse	a class	grupo	alternativoj	prononco
level	gajni	at vinde, at vinde, at tjene	to gain, to win, to earn	grupo	alternativoj	prononco
level	intereso	en interesse	an interest	grupo	alternativoj	prononco
level	floro	en blomst, en blomst	a flower, a bloom	grupo	alternativoj	prononco
level	marŝi	at marchere, at gå	to march, to walk	grupo	alternativoj	prononco
level	grupo	en gruppe	a group	grupo	alternativoj	prononco
level	aŭgusto	august	August	grupo	alternativoj	prononco
level	junio	juni	June	grupo	alternativoj	prononco
level	brako	en arm, en overarm	an arm, an upper arm	grupo	alternativoj	prononco
level	konstruaĵo	en bygning	a building	grupo	alternativoj	prononco
level	aprilo	April	April	grupo	alternativoj	prononco
level	februaro	februar	February	grupo	alternativoj	prononco
level	pentraĵo	et billede, et maleri	a picture, a painting	grupo	alternativoj	prononco
level	luno	måne, en måne	moon, a moon	grupo	alternativoj	prononco
level	ideo	en ide	an idea	grupo	alternativoj	prononco
level	novaĵo	en nyhed	a news	grupo	alternativoj	prononco
level	vendi	at sælge, at sælge	to sell, to vend	grupo	alternativoj	prononco
level	kruco	et kors	a cross	grupo	alternativoj	prononco
level	kokaĵo	fjerkræ, kylling	poultry, chicken	grupo	alternativoj	prononco
level	monato	en måned	a month	grupo	alternativoj	prononco
level	porkaĵo	svinekød	pork	grupo	alternativoj	prononco
level	maniero	en måde, en måde, en måde	a manner, a way, a mode	grupo	alternativoj	prononco
level	bovaĵo	bøf	beef	grupo	alternativoj	prononco
level	opinii	at tænke, at have en mening, at mene	to think, to have an opinion, to opine	grupo	alternativoj	prononco
level	glaciaĵo	en is, is	an ice cream, icecream	grupo	alternativoj	prononco
level	elekti	at vælge, at vælge, at vælge ud	to choose, to elect, to pick out	grupo	alternativoj	prononco
level	agi	at handle	to act	grupo	alternativoj	prononco
level	ovaĵo	en omelet, røræg	an omelette, scrambled eggs	grupo	alternativoj	prononco
level	ŝafaĵo	fårekød	mutton	grupo	alternativoj	prononco
level	komuna	almindelige	common	grupo	alternativoj	prononco
level	dubi	at tvivle	to doubt	grupo	alternativoj	prononco
level	pakaĵo	en pakke, en bagage, en bagage	a package, a luggage, a baggage	grupo	alternativoj	prononco
level	freŝa	frisk, nylig	fresh, recent	grupo	alternativoj	prononco
level	adreso	en adresse	an address	grupo	alternativoj	prononco
level	araneaĵo	et edderkoppespind	a spiderweb	grupo	alternativoj	prononco
level	horloĝo	et ur, et ur	a clock, a watch	grupo	alternativoj	prononco
level	manĝaĵo	en madvare	a food	grupo	alternativoj	prononco
level	male	tværtimod	on the contrary	grupo	alternativoj	prononco
level	radio	en stråle, en radio, en stråling, en stråle	a ray, a radio, a radiation, a beam	grupo	alternativoj	prononco
level	manĝado	spise, spise handling	eating, eating action	grupo	alternativoj	prononco
level	dolori	at smerte, at smerte, at være smertefuld, at gøre ondt	to pain, to ache, to be painful, to hurt	grupo	alternativoj	prononco
