C.cs content.tsv
Level	Esperanto	cs	en-us	Grupo	Alternativoj	Pronoco
level	araneo	pavouk	a spider	grupo	alternativoj	prononco
level	serĉi	hledat, hledat, hledat	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	dopis	a letter	grupo	alternativoj	prononco
level	frua	brzy, předčasně	early, premature	grupo	alternativoj	prononco
level	grava	důležité, vážné	important, serious	grupo	alternativoj	prononco
level	nigra	Černá	black	grupo	alternativoj	prononco
level	trankvila	klidný, klidný	tranquil, calm	grupo	alternativoj	prononco
level	flanko	stranou	a side	grupo	alternativoj	prononco
level	libroj	knihy	books	grupo	alternativoj	prononco
level	kuri	běžet	to run	grupo	alternativoj	prononco
level	dolĉa	bonbón	sweet	grupo	alternativoj	prononco
level	popolo	lid, lid, národ	people, folk, nation	grupo	alternativoj	prononco
level	hundo	pes	a dog	grupo	alternativoj	prononco
level	fenestro	okno	a window	grupo	alternativoj	prononco
level	aĝo	věk (let)	age (years old)	grupo	alternativoj	prononco
level	libron	kniha (objektivní, akuzativní)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	prst	a finger	grupo	alternativoj	prononco
level	resto	zbytek, odpočinek, zůstat	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	zub	a tooth	grupo	alternativoj	prononco
level	kuiri	vařit	to cook	grupo	alternativoj	prononco
level	lavi	umýt	to wash	grupo	alternativoj	prononco
level	mia	můj	my	grupo	alternativoj	prononco
level	piedo	noha, tlapa	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	poslouchat	to listen	grupo	alternativoj	prononco
level	tablo	stůl	a table	grupo	alternativoj	prononco
level	fali	spadnout, spadnout	to fall, to drop	grupo	alternativoj	prononco
level	familio	rodina	a family	grupo	alternativoj	prononco
level	via	vaše	your	grupo	alternativoj	prononco
level	vizaĝo	tvář	a face	grupo	alternativoj	prononco
level	ĝusta	správný (správný), přesný, náležitý	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	noc	a night	grupo	alternativoj	prononco
level	mezo	střední, průměrný, průměrný	a middle, average, mean	grupo	alternativoj	prononco
level	historio	historie, historie	history, a history	grupo	alternativoj	prononco
level	interesi	zajímat	to interest	grupo	alternativoj	prononco
level	administri	spravovat, spravovat	to manage, to administer	grupo	alternativoj	prononco
level	aero	vzduch, vzduch (plyn)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	své	its	grupo	alternativoj	prononco
level	maro	moře	a sea	grupo	alternativoj	prononco
level	fakto	fakt	a fact	grupo	alternativoj	prononco
level	lasi	opustit, propustit, dovolit, nechat	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	zvíře, šelma	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	vést, vést	to lead, to guide	grupo	alternativoj	prononco
level	avo	dědeček	a grandfather	grupo	alternativoj	prononco
level	afabla	laskavý, přátelský, laskavý, laskavý	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	jejich	their	grupo	alternativoj	prononco
level	korpo	tělo	a body	grupo	alternativoj	prononco
level	pordo	dveře, brána	a door, a gate	grupo	alternativoj	prononco
level	forgesi	zapomenout	to forget	grupo	alternativoj	prononco
level	kafo	káva, káva	coffee, a coffee	grupo	alternativoj	prononco
level	brui	dělat hluk	to make noise	grupo	alternativoj	prononco
level	brili	zářit	to shine	grupo	alternativoj	prononco
level	gazeto	časopis, věstník, periodikum (=magazino)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	oko	an eye	grupo	alternativoj	prononco
level	servi	sloužit	to serve	grupo	alternativoj	prononco
level	vento	vítr, vítr	wind, a wind	grupo	alternativoj	prononco
level	ludi	hrát	to play	grupo	alternativoj	prononco
level	haro	vlas	a hair	grupo	alternativoj	prononco
level	arbo	strom	a tree	grupo	alternativoj	prononco
level	ŝia	její	her	grupo	alternativoj	prononco
level	lia	jeho	his	grupo	alternativoj	prononco
level	plumo	pírko, pero	a feather, a pen	grupo	alternativoj	prononco
level	bildo	obrázek, obrázek	a picture, an image	grupo	alternativoj	prononco
level	paŝi	šlapat, chodit, kráčet, kráčet	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	tlustý, tlustý, tučný	thick, fat, bold	grupo	alternativoj	prononco
level	sia	vlastní	one's own	grupo	alternativoj	prononco
level	konsenti	připustit (to), souhlasit (s), schválit (s), souhlasit (s), souhlasit	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	léto, léto	summer, a summer	grupo	alternativoj	prononco
level	lumi	svítit, dávat světlo	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	nebe	a sky	grupo	alternativoj	prononco
level	vintro	zima, zima	winter, a winter	grupo	alternativoj	prononco
level	volonta	ochotný (od srdce), dobrovolný	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	podzim, podzim, podzim	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	vzpomínat, vzpomínat	to remember, to recall	grupo	alternativoj	prononco
level	printempo	jaro, jaro	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	zahrada	a garden	grupo	alternativoj	prononco
level	aĉeti	koupit, koupit	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	týden	a week	grupo	alternativoj	prononco
level	vitro	sklo (skelný materiál)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	déšť, déšť	rain, a rain	grupo	alternativoj	prononco
level	frukto	ovoce	a fruit	grupo	alternativoj	prononco
level	necesa	nutné	necessary	grupo	alternativoj	prononco
level	bono	dobrota	goodness	grupo	alternativoj	prononco
level	erari	mýlit se, udělat chybu, udělat chybu	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	domov	a home	grupo	alternativoj	prononco
level	naturo	příroda, povaha, charakter	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	mrak, mrak	cloud, a cloud	grupo	alternativoj	prononco
level	bone	studna	well	grupo	alternativoj	prononco
level	momento	moment	a moment	grupo	alternativoj	prononco
level	direkto	směr	a direction	grupo	alternativoj	prononco
level	kontenta	spokojený, spokojený, spokojený, spokojený	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	růže	a rose	grupo	alternativoj	prononco
level	fajro	požár	a fire	grupo	alternativoj	prononco
level	kuraci	léčit, léčit, léčit	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	bít, klepat, plácat, plácat, udeřit	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	milovaný, milovaný, milovaný, drahý, drahý	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	přijmout	to accept	grupo	alternativoj	prononco
level	minuto	minutu	a minute	grupo	alternativoj	prononco
level	espero	naděje	a hope	grupo	alternativoj	prononco
level	linio	řádek	a line	grupo	alternativoj	prononco
level	neĝo	sníh, sníh	snow, a snow	grupo	alternativoj	prononco
level	koleri	zlobit se, cítit hněv	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	úspěch	a success	grupo	alternativoj	prononco
level	plori	plakat, plakat	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	nula, nula	zero, nil	grupo	alternativoj	prononco
level	angulo	úhel, roh (odlehlé místo)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	objednávka, uspořádaný vztah	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	loď	a ship	grupo	alternativoj	prononco
level	blua	modrý	blue	grupo	alternativoj	prononco
level	sufiĉa	dostačující, dostačující, dostačující	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	ulice	a street	grupo	alternativoj	prononco
level	vilaĝo	vesnice, město	a village, a town	grupo	alternativoj	prononco
level	utila	užitečný	useful	grupo	alternativoj	prononco
level	rondo	kruh, klub	a circle, a club	grupo	alternativoj	prononco
level	preta	připraven	ready	grupo	alternativoj	prononco
level	orelo	ucho	an ear	grupo	alternativoj	prononco
level	papero	papír, papír	paper, a paper	grupo	alternativoj	prononco
level	rivero	řeka	a river	grupo	alternativoj	prononco
level	zorgi	starat se, starat se	to care for, to look after	grupo	alternativoj	prononco
level	arto	umění	an art	grupo	alternativoj	prononco
level	kreski	růst, zvětšovat se	to grow, to increase	grupo	alternativoj	prononco
level	nazo	nos	a nose	grupo	alternativoj	prononco
level	konsili	poradit, poradit	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	projít, projít kolem	to pass, to pass by	grupo	alternativoj	prononco
level	fero	železo (Fe)	iron (Fe)	grupo	alternativoj	prononco
level	regi	vládnout, vládnout, ovládat	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	k jízdě	to fare	grupo	alternativoj	prononco
level	larĝa	široký, široký, velký	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	odvážný, odvážný	courageous, brave	grupo	alternativoj	prononco
level	kolo	krk	a neck	grupo	alternativoj	prononco
level	propra	vlastní, vlastní	own, one's own	grupo	alternativoj	prononco
level	plezuro	radost, zábava	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	odpustit, odpustit	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	spokojený, plný, plný	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	volat, přivolávat	to call, to summon	grupo	alternativoj	prononco
level	marto	březen	March	grupo	alternativoj	prononco
level	seĝo	židle	a chair	grupo	alternativoj	prononco
level	majo	Smět	May	grupo	alternativoj	prononco
level	tuŝi	na dotek	to touch	grupo	alternativoj	prononco
level	premi	stisknout, zmáčknout	to press, to squeeze	grupo	alternativoj	prononco
level	julio	červenec	July	grupo	alternativoj	prononco
level	kato	kočka	a cat	grupo	alternativoj	prononco
level	glaso	sklenice vína)	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	září	September	grupo	alternativoj	prononco
level	verda	zelená	green	grupo	alternativoj	prononco
level	postuli	požadovat, postulovat, vyžadovat	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	strýc	an uncle	grupo	alternativoj	prononco
level	novembro	listopad	November	grupo	alternativoj	prononco
level	laca	unavený, unavený, unavený	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	mléko, mléko	milk, a milk	grupo	alternativoj	prononco
level	bruli	hořet	to burn	grupo	alternativoj	prononco
level	decidi	rozhodnout	to decide	grupo	alternativoj	prononco
level	plendi	stěžovat si	to complain	grupo	alternativoj	prononco
level	saluti	pozdravit, pozdravit, pozdravit	to greet, to say hello, to salute	grupo	alternativoj	prononco
level	valoro	hodnotu, hodnotu	a value, worth	grupo	alternativoj	prononco
level	sukero	cukr, cukr	sugar, a sugar	grupo	alternativoj	prononco
level	planko	podlaha, zem	a floor, a ground	grupo	alternativoj	prononco
level	vesto	oděvy, oděv	cloths, a clothing	grupo	alternativoj	prononco
level	tiri	tahat, tahat, tahat	to pull, to draw, to drag	grupo	alternativoj	prononco
level	vetero	počasí, počasí	weather, a weather	grupo	alternativoj	prononco
level	turni	otočit se, otočit se	to turn, to turn around	grupo	alternativoj	prononco
level	peco	kus	a piece	grupo	alternativoj	prononco
level	fraŭlo	svobodný mládenec, svobodný muž	a bachelor, an unmarried man	grupo	alternativoj	prononco
level	pano	chléb	a bread	grupo	alternativoj	prononco
level	salti	skákat, skákat, skákat	to jump, to leap, to spring	grupo	alternativoj	prononco
level	vagono	vůz (ve vlaku), vůz, kočár, kočár	a car (in a train), a wagon, a carriage, a coach	grupo	alternativoj	prononco
level	ligo	odkaz, liga	a link, a league	grupo	alternativoj	prononco
level	efektiva	skutečný, skutečný, pravdivý	actual, real, true	grupo	alternativoj	prononco
level	decembro	prosinec	December	grupo	alternativoj	prononco
level	korto	dvůr, dvůr, patio, čtyřúhelník	a court, a courtyard, a patio, a quadrangle	grupo	alternativoj	prononco
level	tranĉi	krájet, krájet	to cut, to slice	grupo	alternativoj	prononco
level	ŝati	mít rád	to like	grupo	alternativoj	prononco
level	oktobro	říjen	October	grupo	alternativoj	prononco
level	kalkuli	počítat, počítat	to count, to calculate	grupo	alternativoj	prononco
level	rimedo	prostředky, prostředky, náprava	resources, means, remedy	grupo	alternativoj	prononco
level	paki	sbalit	to pack	grupo	alternativoj	prononco
level	klaso	třída	a class	grupo	alternativoj	prononco
level	gajni	získat, vyhrát, vydělat	to gain, to win, to earn	grupo	alternativoj	prononco
level	intereso	zájem	an interest	grupo	alternativoj	prononco
level	floro	květ, květ	a flower, a bloom	grupo	alternativoj	prononco
level	marŝi	pochodovat, chodit	to march, to walk	grupo	alternativoj	prononco
level	grupo	skupina	a group	grupo	alternativoj	prononco
level	aŭgusto	srpen	August	grupo	alternativoj	prononco
level	junio	červen	June	grupo	alternativoj	prononco
level	brako	paže, nadloktí	an arm, an upper arm	grupo	alternativoj	prononco
level	konstruaĵo	budova	a building	grupo	alternativoj	prononco
level	aprilo	duben	April	grupo	alternativoj	prononco
level	februaro	Únor	February	grupo	alternativoj	prononco
level	pentraĵo	obraz, malba	a picture, a painting	grupo	alternativoj	prononco
level	luno	měsíc, měsíc	moon, a moon	grupo	alternativoj	prononco
level	ideo	nápad	an idea	grupo	alternativoj	prononco
level	novaĵo	novinkou	a news	grupo	alternativoj	prononco
level	vendi	prodat, prodat	to sell, to vend	grupo	alternativoj	prononco
level	kruco	přes	a cross	grupo	alternativoj	prononco
level	kokaĵo	drůbež, kuře	poultry, chicken	grupo	alternativoj	prononco
level	monato	měsíc	a month	grupo	alternativoj	prononco
level	porkaĵo	vepřové	pork	grupo	alternativoj	prononco
level	maniero	způsob, způsob, způsob	a manner, a way, a mode	grupo	alternativoj	prononco
level	bovaĵo	hovězí	beef	grupo	alternativoj	prononco
level	opinii	myslet, mít názor, mínit se	to think, to have an opinion, to opine	grupo	alternativoj	prononco
level	glaciaĵo	zmrzlina, zmrzlina	an ice cream, icecream	grupo	alternativoj	prononco
level	elekti	volit, volit, vybírat	to choose, to elect, to pick out	grupo	alternativoj	prononco
level	agi	hrát	to act	grupo	alternativoj	prononco
level	ovaĵo	omeleta, míchaná vejce	an omelette, scrambled eggs	grupo	alternativoj	prononco
level	ŝafaĵo	skopové maso	mutton	grupo	alternativoj	prononco
level	komuna	běžný	common	grupo	alternativoj	prononco
level	dubi	pochybovat	to doubt	grupo	alternativoj	prononco
level	pakaĵo	balík, zavazadlo, zavazadlo	a package, a luggage, a baggage	grupo	alternativoj	prononco
level	freŝa	čerstvé, nedávné	fresh, recent	grupo	alternativoj	prononco
level	adreso	adresa	an address	grupo	alternativoj	prononco
level	araneaĵo	pavučina	a spiderweb	grupo	alternativoj	prononco
level	horloĝo	hodiny, hodinky	a clock, a watch	grupo	alternativoj	prononco
level	manĝaĵo	jídlo	a food	grupo	alternativoj	prononco
level	male	naopak	on the contrary	grupo	alternativoj	prononco
level	radio	paprsek, rádio, záření, paprsek	a ray, a radio, a radiation, a beam	grupo	alternativoj	prononco
level	manĝado	jíst, jíst akci	eating, eating action	grupo	alternativoj	prononco
level	dolori	bolet, bolet, bolet, bolet	to pain, to ache, to be painful, to hurt	grupo	alternativoj	prononco
level	instruado	vyučování, poučení	teaching, instruction	grupo	alternativoj	prononco
level	muziko	hudba, hudba	music, a music	grupo	alternativoj	prononco
level	neniom	žádné množství, nic (množství), žádný	no amount, nothing (quantity), none	grupo	alternativoj	prononco
level	lerta	zručný, zručný	skillful, dexterous	grupo	alternativoj	prononco
level	administrado	administrativa, management	administration, management	grupo	alternativoj	prononco
level	voĉo	hlas, hlas	a voice, a vote	grupo	alternativoj	prononco
level	preferi	preferovat	to prefer	grupo	alternativoj	prononco
level	viziti	navštívit, zavolat	to visit, to call on	grupo	alternativoj	prononco
