C.ar content.tsv
Level	Esperanto	ar	en-us	Grupo	Alternativoj	Pronoco
level	mateno	صباح، صباح	morning, a morning	grupo	alternativoj	prononco
level	agrabla	لطيف، مقبول، لطيف	pleasant, agreeable, nice	grupo	alternativoj	prononco
level	vespero	مساء، مساء	evening, an evening	grupo	alternativoj	prononco
level	muro	حائط	a wall	grupo	alternativoj	prononco
level	suno	شمس، شمس	sun, a sun	grupo	alternativoj	prononco
level	rigardi	للنظر، للنظر	to look, to look at	grupo	alternativoj	prononco
level	senti	ليشعر، ليشعر	to feel, to sense	grupo	alternativoj	prononco
level	blanka	أبيض، فارغ	white, blank	grupo	alternativoj	prononco
level	simpla	بسيط	simple	grupo	alternativoj	prononco
level	rimarki	للملاحظة	to notice	grupo	alternativoj	prononco
level	lingvo	لغة، لسان	a language, tongue	grupo	alternativoj	prononco
level	ŝanĝi	للتغيير، لتحويل	to change, to turn	grupo	alternativoj	prononco
level	renkonti	للقاء، للقاء، لتلتقي	to meet, to encounter, to come accross	grupo	alternativoj	prononco
level	uzi	ليستخدم	to use	grupo	alternativoj	prononco
level	timi	للخوف، للخوف من	to fear, to be afraid of	grupo	alternativoj	prononco
level	vera	الحقيقة الواقعية	real, true	grupo	alternativoj	prononco
level	sola	وحيدًا، وحيدًا، وحيدًا، منعزلًا	alone, only, sole, solitary	grupo	alternativoj	prononco
level	paco	السلام، السلام	peace, a peace	grupo	alternativoj	prononco
level	rakonti	أن يروي، أن يقول، أن يتصل	to narrate, to tell, to relate	grupo	alternativoj	prononco
level	koloro	اللون، اللون	color, a color	grupo	alternativoj	prononco
level	pura	نظيفة، نقية	clean, pure	grupo	alternativoj	prononco
level	aŭdi	لكى اسمع	to hear	grupo	alternativoj	prononco
level	punkto	نقطة، نقطة، بقعة	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	فم	a mouth	grupo	alternativoj	prononco
level	araneo	عنكبوت	a spider	grupo	alternativoj	prononco
level	serĉi	للبحث، للبحث عن، للبحث	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	رسالة	a letter	grupo	alternativoj	prononco
level	frua	مبكرًا، سابق لأوانه	early, premature	grupo	alternativoj	prononco
level	grava	مهم، خطير	important, serious	grupo	alternativoj	prononco
level	nigra	أسود	black	grupo	alternativoj	prononco
level	trankvila	هادئ، هادئ	tranquil, calm	grupo	alternativoj	prononco
level	flanko	جانب	a side	grupo	alternativoj	prononco
level	libroj	كتب	books	grupo	alternativoj	prononco
level	kuri	يهرب	to run	grupo	alternativoj	prononco
level	dolĉa	حلو	sweet	grupo	alternativoj	prononco
level	popolo	شعب، قوم، أمة	people, folk, nation	grupo	alternativoj	prononco
level	hundo	كلب	a dog	grupo	alternativoj	prononco
level	fenestro	نافذة	a window	grupo	alternativoj	prononco
level	aĝo	العمر (سنوات)	age (years old)	grupo	alternativoj	prononco
level	libron	كتاب (موضوعي، نصب)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	إصبع	a finger	grupo	alternativoj	prononco
level	resto	الباقي، الراحة، البقاء	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	سن	a tooth	grupo	alternativoj	prononco
level	kuiri	للطبخ	to cook	grupo	alternativoj	prononco
level	lavi	لغسل	to wash	grupo	alternativoj	prononco
level	mia	لي	my	grupo	alternativoj	prononco
level	piedo	قدم، مخلب	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	للاستماع	to listen	grupo	alternativoj	prononco
level	tablo	طاولة	a table	grupo	alternativoj	prononco
level	fali	للسقوط، لإسقاط	to fall, to drop	grupo	alternativoj	prononco
level	familio	عائلة	a family	grupo	alternativoj	prononco
level	via	لك	your	grupo	alternativoj	prononco
level	vizaĝo	وجه	a face	grupo	alternativoj	prononco
level	ĝusta	صحيح (صحيح)، دقيق، مناسب	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	ليلة	a night	grupo	alternativoj	prononco
level	mezo	وسط، متوسط، متوسط	a middle, average, mean	grupo	alternativoj	prononco
level	historio	تاريخ، تاريخ	history, a history	grupo	alternativoj	prononco
level	interesi	إلى الفائدة	to interest	grupo	alternativoj	prononco
level	administri	لإدارة، لإدارة	to manage, to administer	grupo	alternativoj	prononco
level	aero	الهواء، الهواء (الغاز)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	إنه	its	grupo	alternativoj	prononco
level	maro	بحر	a sea	grupo	alternativoj	prononco
level	fakto	حقيقة	a fact	grupo	alternativoj	prononco
level	lasi	ليترك، ليطلق، ليسمح، ليسمح	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	حيوان، وحش	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	ليقود، ليرشد	to lead, to guide	grupo	alternativoj	prononco
level	avo	جد	a grandfather	grupo	alternativoj	prononco
level	afabla	ودود، ودود، لطيف، ودود	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	هُم	their	grupo	alternativoj	prononco
level	korpo	جسد	a body	grupo	alternativoj	prononco
level	pordo	باب، بوابة	a door, a gate	grupo	alternativoj	prononco
level	forgesi	لتنسى	to forget	grupo	alternativoj	prononco
level	kafo	قهوة، قهوة	coffee, a coffee	grupo	alternativoj	prononco
level	brui	لجعل الضوضاء	to make noise	grupo	alternativoj	prononco
level	brili	للتألق	to shine	grupo	alternativoj	prononco
level	gazeto	مجلة، جريدة، دورية (=مجلة)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	عين	an eye	grupo	alternativoj	prononco
level	servi	ليخدم	to serve	grupo	alternativoj	prononco
level	vento	الريح، الريح	wind, a wind	grupo	alternativoj	prononco
level	ludi	للعب	to play	grupo	alternativoj	prononco
level	haro	شعر	a hair	grupo	alternativoj	prononco
level	arbo	شجرة	a tree	grupo	alternativoj	prononco
level	ŝia	ها	her	grupo	alternativoj	prononco
level	lia	له	his	grupo	alternativoj	prononco
level	plumo	ريشة، قلم	a feather, a pen	grupo	alternativoj	prononco
level	bildo	صورة، صورة	a picture, an image	grupo	alternativoj	prononco
level	paŝi	ليخطو، ليمشي، ليخطو، ليخطو	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	سميكة، سمينة، جريئة	thick, fat, bold	grupo	alternativoj	prononco
level	sia	خاصة الفرد	one's own	grupo	alternativoj	prononco
level	konsenti	يعترف (بأن)، يوافق (مع)، يوافق (على)، يوافق (مع)، يوافق	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	الصيف، الصيف	summer, a summer	grupo	alternativoj	prononco
level	lumi	للتألق، لإعطاء الضوء	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	سماء	a sky	grupo	alternativoj	prononco
level	vintro	الشتاء، الشتاء	winter, a winter	grupo	alternativoj	prononco
level	volonta	راغبًا (من القلب) ، طوعيًا	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	الخريف، الخريف، الخريف	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	لنتذكر، لنتذكر	to remember, to recall	grupo	alternativoj	prononco
level	printempo	الربيع، الربيع	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	حديقة	a garden	grupo	alternativoj	prononco
level	aĉeti	للشراء، للشراء	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	أسبوع	a week	grupo	alternativoj	prononco
level	vitro	زجاج (مادة زجاجية)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	مطر، مطر	rain, a rain	grupo	alternativoj	prononco
level	frukto	فاكهة	a fruit	grupo	alternativoj	prononco
level	necesa	ضروري	necessary	grupo	alternativoj	prononco
level	bono	صلاح	goodness	grupo	alternativoj	prononco
level	erari	أن يخطئ، أن يخطئ، أن يخطئ	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	بيت	a home	grupo	alternativoj	prononco
level	naturo	طبيعة، طبيعة، شخصية	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	سحابة، سحابة	cloud, a cloud	grupo	alternativoj	prononco
level	bone	حسنًا	well	grupo	alternativoj	prononco
level	momento	لحظة	a moment	grupo	alternativoj	prononco
level	direkto	اتجاه	a direction	grupo	alternativoj	prononco
level	kontenta	راضية، راضية، مسرورة، راضية	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	وردة	a rose	grupo	alternativoj	prononco
level	fajro	حريق	a fire	grupo	alternativoj	prononco
level	kuraci	للشفاء، للشفاء، للعلاج	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	ليضرب، ليضرب، ليصفع، ليصفع، ليضرب	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	الحبيب، العزيزة، المحبوب، عزيزي، باهظ الثمن	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	لقبول	to accept	grupo	alternativoj	prononco
level	minuto	دقيقة	a minute	grupo	alternativoj	prononco
level	espero	أمل	a hope	grupo	alternativoj	prononco
level	linio	خط	a line	grupo	alternativoj	prononco
level	neĝo	ثلج، ثلج	snow, a snow	grupo	alternativoj	prononco
level	koleri	أن تغضب، أن تشعر بالغضب	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	نجاح	a success	grupo	alternativoj	prononco
level	plori	للبكاء والبكاء	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	صفر، لا شيء	zero, nil	grupo	alternativoj	prononco
level	angulo	زاوية، زاوية (مكان بعيد)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	أمر، علاقة مرتبة	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	سفينة	a ship	grupo	alternativoj	prononco
level	blua	أزرق	blue	grupo	alternativoj	prononco
level	sufiĉa	كافية، كافية، كافية	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	شارع	a street	grupo	alternativoj	prononco
level	vilaĝo	قرية، بلدة	a village, a town	grupo	alternativoj	prononco
level	utila	مفيد	useful	grupo	alternativoj	prononco
level	rondo	دائرة، نادي	a circle, a club	grupo	alternativoj	prononco
level	preta	مستعد	ready	grupo	alternativoj	prononco
level	orelo	أذن	an ear	grupo	alternativoj	prononco
level	papero	ورقة، ورقة	paper, a paper	grupo	alternativoj	prononco
level	rivero	نهر	a river	grupo	alternativoj	prononco
level	zorgi	لرعاية، لرعاية	to care for, to look after	grupo	alternativoj	prononco
level	arto	فن	an art	grupo	alternativoj	prononco
level	kreski	لتنمو، لتزيد	to grow, to increase	grupo	alternativoj	prononco
level	nazo	الأنف	a nose	grupo	alternativoj	prononco
level	konsili	لتقديم المشورة، لتقديم المشورة	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	لتمرير، لتمرير	to pass, to pass by	grupo	alternativoj	prononco
level	fero	الحديد (الحديد)	iron (Fe)	grupo	alternativoj	prononco
level	regi	ليحكم، ليحكم، ليسيطر	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	لأجرة	to fare	grupo	alternativoj	prononco
level	larĝa	واسعة، واسعة، كبيرة	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	شجاع، شجاع	courageous, brave	grupo	alternativoj	prononco
level	kolo	رقبة	a neck	grupo	alternativoj	prononco
level	propra	الخاصة، الخاصة	own, one's own	grupo	alternativoj	prononco
level	plezuro	من دواعي سروري، متعة	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	أن يغفر، أن يعفو	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	راضية، ممتلئة، ممتلئة	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	للاتصال، للاستدعاء	to call, to summon	grupo	alternativoj	prononco
level	marto	يمشي	March	grupo	alternativoj	prononco
level	seĝo	كرسي	a chair	grupo	alternativoj	prononco
level	majo	يمكن	May	grupo	alternativoj	prononco
level	tuŝi	للمس	to touch	grupo	alternativoj	prononco
level	premi	للضغط، للضغط	to press, to squeeze	grupo	alternativoj	prononco
level	julio	يوليو	July	grupo	alternativoj	prononco
level	kato	قطة	a cat	grupo	alternativoj	prononco
level	glaso	كأس من النبيذ)	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	سبتمبر	September	grupo	alternativoj	prononco
level	verda	أخضر	green	grupo	alternativoj	prononco
level	postuli	للمطالبة، للافتراض، للمطالبة	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	عم	an uncle	grupo	alternativoj	prononco
level	novembro	شهر نوفمبر	November	grupo	alternativoj	prononco
level	laca	مرهق، متعب، متعب	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	الحليب، الحليب	milk, a milk	grupo	alternativoj	prononco
level	bruli	ليحرق	to burn	grupo	alternativoj	prononco
level	decidi	كي تقرر	to decide	grupo	alternativoj	prononco
level	plendi	يشتكي	to complain	grupo	alternativoj	prononco
level	saluti	لإلقاء التحية، لإلقاء التحية، لإلقاء التحية	to greet, to say hello, to salute	grupo	alternativoj	prononco
level	valoro	قيمة، قيمة	a value, worth	grupo	alternativoj	prononco
level	sukero	سكر، سكر	sugar, a sugar	grupo	alternativoj	prononco
level	planko	أرضية، أرض	a floor, a ground	grupo	alternativoj	prononco
level	vesto	الملابس، الملابس	cloths, a clothing	grupo	alternativoj	prononco
level	tiri	لسحب، لرسم، لسحب	to pull, to draw, to drag	grupo	alternativoj	prononco
level	vetero	الطقس، الطقس	weather, a weather	grupo	alternativoj	prononco
level	turni	للالتفاف، للالتفاف	to turn, to turn around	grupo	alternativoj	prononco
level	peco	قطعة	a piece	grupo	alternativoj	prononco
level	fraŭlo	أعزب، رجل غير متزوج	a bachelor, an unmarried man	grupo	alternativoj	prononco
level	pano	خبز	a bread	grupo	alternativoj	prononco
level	salti	للقفز، للقفز، إلى الربيع	to jump, to leap, to spring	grupo	alternativoj	prononco
level	vagono	سيارة (في قطار)، عربة، عربة، حافلة	a car (in a train), a wagon, a carriage, a coach	grupo	alternativoj	prononco
level	ligo	رابط، الدوري	a link, a league	grupo	alternativoj	prononco
level	efektiva	حقيقي، حقيقي، صحيح	actual, real, true	grupo	alternativoj	prononco
level	decembro	ديسمبر	December	grupo	alternativoj	prononco
level	korto	محكمة، فناء، فناء، رباعي الزوايا	a court, a courtyard, a patio, a quadrangle	grupo	alternativoj	prononco
