B.ro content.tsv
Level	Esperanto	ro	en-us	Grupo	Alternativoj	Pronoco
level	se estus libera ĉambro, mi volas tion rezervi	dacă era o cameră liberă, vreau să o rezerv	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	este posibil să rezervați un hotel pe site?	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	ar trebui să cumpărăm un bilet de avion împreună?	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	bilet de la care dată	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	te însoțim la aeroport?	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	există un ghid la aeroport?	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	trebuie să meargă cineva singur la locul de convenții?	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	casa de bilete a locului convenției	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	Am plătit, dar eticheta mea de nume nu poate fi găsită	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	dorește să se înregistreze la fața locului	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	plătit în grup, dar de ce nu este marcat?	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	o geantă de conferință cu cartea de conferință și alte materiale informative	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	sala rectorului, expoziție	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	deschidere si inchidere	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	Locul de examen KER (Cadrul European Comun de Referință).	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	comisia congresului	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	comitetul de asociere	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	banchet convenție	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	Seara de cunoastere	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	Marea deschidere	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	Sala Zamenhof	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU (Universitatea Internațională de Congres)	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	Examinare KER la patru niveluri (Cadrul European Comun de Referință)	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	seara internationala de arta	international art evening	grupo	alternativoj	prononco
level	solena fermo	închidere solemnă	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	serviciu de carte cu cărți în esperanto	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	AIS (Academia Internațională de Științe)	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	SAT (Asociația Mondială Anarhistă)	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	prelegeri plictisitoare	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	ofițeri de serviciu pentru diferite departamente	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	dar ofițerii cooperează ca o echipă	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	un agent de turism	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	un bilet de avion	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	a anulat biletul de hotel și de avion	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	curier convențional	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	primul buletin informativ, al doilea buletin informativ	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	tema congresului	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	cursuri de vorbire	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	programe temporare	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	conditii generale de comanda	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	tururi pre-congres	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	un tur post-congres	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	excursii de o zi întreagă	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	excursii de jumătate de zi	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	o masă de tururi în timpul congresului	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	evenimente în Marea Britanie (Congresul Universal)	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	contacte cu mass-media	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	vicepreședintele a prezidat programul	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	cu autoritățile țării	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	secretar, trezorier	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	evenimente artistice	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	Congresul Copiilor	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	site-uri de socializare	social websites	grupo	alternativoj	prononco
level	reĝisoro de la kongresa temo	director al temei congresului	director of the congress theme	grupo	alternativoj	prononco
level	rektoro de IKU (Internacia Kongresa Universitato)	rector al IKU (Universitatea Internațională de Congres)	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	asigurări de sănătate și asigurări de călătorie	health insurance and travel insurance	grupo	alternativoj	prononco
level	dokumentoj kaj vizoj	documente și vize	documents and visas	grupo	alternativoj	prononco
level	valida identigilo	un act de identitate valabil	a valid ID	grupo	alternativoj	prononco
level	pasporto valida	un pașaport valabil	a valid passport	grupo	alternativoj	prononco
level	reguloj pri viz-donado	regulile de eliberare a vizelor	visa-issuance rules	grupo	alternativoj	prononco
level	akiro de vizo	obtinerea unei vize	obtaining a visa	grupo	alternativoj	prononco
level	CO (centra oficejo) de UEA (Universala Esperanto Asocio)	CO (oficiul central) al UEA (Asociația Universală Esperanto)	CO (central office) of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	elŝuti la oficialan konfirmilon (invitilon)	pentru a descărca scrisoarea oficială de confirmare (scrisoarea de invitație)	to download the official confirmation letter (invitation letter)	grupo	alternativoj	prononco
level	uzante la mendilon	folosind formularul de comandă	using the order form	grupo	alternativoj	prononco
level	al la viz-dona instanco	către autoritatea emitentă a vizelor	to the visa issuing authority	grupo	alternativoj	prononco
level	la oficiala kongres-daŭro	durata oficială a congresului	the official congress duration	grupo	alternativoj	prononco
level	mendis loĝadon pere de UEA (Universala Esperanto Asocio)	cazare rezervată prin UEA (Asociația Universală Esperanto)	booked accommodation through UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	informi pri eventualaj ŝanĝoj	pentru a informa despre eventualele modificări	to inform about possible changes	grupo	alternativoj	prononco
level	akiri vojaĝan asekuron	pentru a obține asigurare de călătorie	to get travel insurance	grupo	alternativoj	prononco
level	krom la nuligon de la vojaĝo	cu excepția anulării călătoriei	except for the cancellation of the trip	grupo	alternativoj	prononco
level	asekuro kovras san-traktadon	asigurarea acoperă tratamentul medical	insurance covers health treatment	grupo	alternativoj	prononco
level	kaze de la akcidentoj	în cazul accidentelor	in case of the accidents	grupo	alternativoj	prononco
level	deponi la valizojn	să depună valizele	to deposit the suitcases	grupo	alternativoj	prononco
level	internacia flug-haveno	aeroport internațional	international airport	grupo	alternativoj	prononco
level	iri buse aŭ taksie aŭ aŭtomobile	a merge cu autobuzul, taxiul sau mașina	to go by bus or taxi or car	grupo	alternativoj	prononco
level	la veturo daŭras ĉirkaŭ 40 minutojn	călătoria durează aproximativ 40 de minute	the ride takes about 40 minutes	grupo	alternativoj	prononco
level	utiligi metroon ĝis la bus-haltejo	pentru a folosi metroul până la stația de autobuz	to use the subway to the bus stop	grupo	alternativoj	prononco
level	ankaŭ alteriĝis en alia flug-haveno	a aterizat și pe alt aeroport	also landed at another airport	grupo	alternativoj	prononco
level	por kongres-rilataj aferoj	pentru chestiuni legate de congres	for congress-related matters	grupo	alternativoj	prononco
level	oficiala mon-unuo estas eŭro	moneda oficială este euro	official currency is euro	grupo	alternativoj	prononco
level	vendejo akceptas kredit-kartojn	magazinul acceptă carduri de credit	store accepts credit cards	grupo	alternativoj	prononco
level	je ordinara kurzo	la cursul de schimb obișnuit	at ordinary exchange rate	grupo	alternativoj	prononco
level	agnoskita kiel oficiala lingvo	recunoscută ca limbă oficială	recognized as an official language	grupo	alternativoj	prononco
level	kran-akvo estas trinkebla	apa de la robinet este potabilă	tap water is drinkable	grupo	alternativoj	prononco
level	aĉeti mineralan akvon kun-gasan	să cumpăr apă minerală cu gaz	to buy mineral water with gas	grupo	alternativoj	prononco
level	trinkmono aprezata sed ne deviga	bacsis apreciat dar nu este necesar	tip appreciated but not required	grupo	alternativoj	prononco
level	urba transportilo	transport urban	city transport	grupo	alternativoj	prononco
level	aĉetebla ĉe aŭtomata giĉeto de haltejo	poate fi achiziționat de la cutia automată de bilete a unei stații de autobuz	can be purchased at a bus stop's automatic ticket box	grupo	alternativoj	prononco
level	informa budo en kongresejo	stand de informare în locul convenției	information booth in convention place	grupo	alternativoj	prononco
level	programo de la Kleriga Lundo	programul lunii Iluminismului	program of the Enlightenment Monday	grupo	alternativoj	prononco
level	movada foiro	târgul de mișcare	movement fair	grupo	alternativoj	prononco
level	Ekumena Diservo	Serviciul Ecumenic	Ecumenical Service	grupo	alternativoj	prononco
level	Kongresa Balo	Balul Congresului	Congressional Ball	grupo	alternativoj	prononco
level	Estraro Respondas	Consiliul de administrație răspunde	Board of Directors Responds	grupo	alternativoj	prononco
level	faka kunsido	întâlnire de specialitate	specialist meeting	grupo	alternativoj	prononco
level	kongresa aŭkcio	licitație convențională	convention auction	grupo	alternativoj	prononco
level	komitato de UEA (Universala Esperanto Asocio)	comitetul UEA (Asociația Universală Esperanto)	committee of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	registrita kongresano	participant înregistrat la congres	registered congress participant	grupo	alternativoj	prononco
level	aliĝilo kun kongresa numero	formular de înregistrare cu numărul congresului	registration form with congress number	grupo	alternativoj	prononco
level	liveri ĉiujn servojn laŭ dua bulteno	să livreze toate serviciile ca în al doilea buletin informativ	to deliver all services as in the second newsletter	grupo	alternativoj	prononco
level	hazarda kunloĝigo de nekonatoj	împărțirea la întâmplare a străinilor în cameră	random room sharing of strangers	grupo	alternativoj	prononco
level	disponigas nur al anticipaj konsentitoj	disponibil numai pentru consimțământul anticipat	available only to advance consenters	grupo	alternativoj	prononco
level	krom se aliloke indikite	dacă nu este indicat în alt loc	unless indicated in other place	grupo	alternativoj	prononco
level	ekskursojn akompanos gvidanto	excursiile vor fi însoțite de un ghid	tours will be accompanied by a guide	grupo	alternativoj	prononco
