C.el content.tsv
Level	Esperanto	el	en-us	Grupo	Alternativoj	Pronoco
level	nomo	ένα όνομα, μια ονομασία	a name, an appellation	grupo	alternativoj	prononco
level	vidi	για να δω	to see	grupo	alternativoj	prononco
level	mola	μαλακός	soft	grupo	alternativoj	prononco
level	horo	μια ώρα, ώρα, ώρα	an hour, o'clock, time	grupo	alternativoj	prononco
level	formo	μια μορφή, ένα σχήμα	a form, a shape	grupo	alternativoj	prononco
level	tago	μια μέρα	a day	grupo	alternativoj	prononco
level	fumo	ένας καπνός	a smoke	grupo	alternativoj	prononco
level	ĉevalo	ένα άλογο	a horse	grupo	alternativoj	prononco
level	jaro	ένα έτος	a year	grupo	alternativoj	prononco
level	vojaĝi	ταξιδεύω	to travel	grupo	alternativoj	prononco
level	celo	ένας στόχος, ένας στόχος, ένας σκοπός, ένας στόχος	a goal, a target, a purpose, an objective	grupo	alternativoj	prononco
level	naski	να γεννήσει, να γεννήσει, να γεννήσει	to give birth, to bear, to generate	grupo	alternativoj	prononco
level	manki	να λείπει, να λείπει, να λείπει	to miss, to be lacking, to be missing	grupo	alternativoj	prononco
level	birdo	ένα πουλί	a bird	grupo	alternativoj	prononco
level	halti	να σταματήσει, να σταματήσει, να σταματήσει	to stop, to halt, to come to a halt	grupo	alternativoj	prononco
level	frato	ένας αδερφός	a brother	grupo	alternativoj	prononco
level	monto	ένα βουνό	a mountain	grupo	alternativoj	prononco
level	pensi	σκέφτομαι	to think	grupo	alternativoj	prononco
level	permesi	επιτρέπω, επιτρέπω	to permit, to allow	grupo	alternativoj	prononco
level	kosti	με το κόστος	to cost	grupo	alternativoj	prononco
level	lito	ένα κρεβάτι, έναν καναπέ	a bed, a couch	grupo	alternativoj	prononco
level	perdi	να χάσω	to lose	grupo	alternativoj	prononco
level	miri	να εκπλήσσομαι, να εκπλαγείς, να εκπλαγείς	to surprise, to be amased, to be astonished	grupo	alternativoj	prononco
level	persono	ένα άτομο	a person	grupo	alternativoj	prononco
level	diversa	ποικίλος, ποικίλος, ποικίλος	diverse, varied, various	grupo	alternativoj	prononco
level	provi	να προσπαθήσω, να προσπαθήσω	to try, to attempt	grupo	alternativoj	prononco
level	pagi	να πληρώσω	to pay	grupo	alternativoj	prononco
level	prezenti	παρουσιάζω, εισάγω	to present, to introduce	grupo	alternativoj	prononco
level	aparta	χώρια, ιδιαίτερος, ξεχωριστός	apart, particular, separate	grupo	alternativoj	prononco
level	rajto	σωστό, δικαίωμα	right, a right	grupo	alternativoj	prononco
level	mateno	πρωί, ένα πρωί	morning, a morning	grupo	alternativoj	prononco
level	agrabla	ευχάριστος, ευχάριστος, ωραίος	pleasant, agreeable, nice	grupo	alternativoj	prononco
level	vespero	βράδυ, ένα βράδυ	evening, an evening	grupo	alternativoj	prononco
level	muro	ένας τοίχος	a wall	grupo	alternativoj	prononco
level	suno	ήλιος, ένας ήλιος	sun, a sun	grupo	alternativoj	prononco
level	rigardi	να κοιτάζω, να κοιτάζω	to look, to look at	grupo	alternativoj	prononco
level	senti	να αισθάνομαι, να αισθάνομαι	to feel, to sense	grupo	alternativoj	prononco
level	blanka	λευκό, κενό	white, blank	grupo	alternativoj	prononco
level	simpla	απλός	simple	grupo	alternativoj	prononco
level	rimarki	να παρατηρήσετε	to notice	grupo	alternativoj	prononco
level	lingvo	μια γλώσσα, μια γλώσσα	a language, tongue	grupo	alternativoj	prononco
level	ŝanĝi	να αλλάξει, να γυρίσει	to change, to turn	grupo	alternativoj	prononco
level	renkonti	να συναντηθούμε, να συναντήσουμε, να συναντήσουμε	to meet, to encounter, to come accross	grupo	alternativoj	prononco
level	uzi	χρησιμοποιώ	to use	grupo	alternativoj	prononco
level	timi	να φοβάσαι, να φοβάσαι	to fear, to be afraid of	grupo	alternativoj	prononco
level	vera	αληθινό, αληθινό	real, true	grupo	alternativoj	prononco
level	sola	μόνος, μόνος, μοναδικός, μοναχικός	alone, only, sole, solitary	grupo	alternativoj	prononco
level	paco	ειρήνη, ειρήνη	peace, a peace	grupo	alternativoj	prononco
level	rakonti	να αφηγηθεί, να πει, να συσχετιστεί	to narrate, to tell, to relate	grupo	alternativoj	prononco
level	koloro	χρώμα, ένα χρώμα	color, a color	grupo	alternativoj	prononco
level	pura	καθαρός, αγνός	clean, pure	grupo	alternativoj	prononco
level	aŭdi	να ακούσω	to hear	grupo	alternativoj	prononco
level	punkto	ένα σημείο, μια τελεία, ένα σημείο	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	ένα στόμα	a mouth	grupo	alternativoj	prononco
level	araneo	μια αράχνη	a spider	grupo	alternativoj	prononco
level	serĉi	να ψάχνω, να ψάχνω, να ψάχνω	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	ένα γράμμα	a letter	grupo	alternativoj	prononco
level	frua	πρώιμο, πρόωρο	early, premature	grupo	alternativoj	prononco
level	grava	σημαντικός, σοβαρός	important, serious	grupo	alternativoj	prononco
level	nigra	μαύρος	black	grupo	alternativoj	prononco
level	trankvila	ήρεμος, ήρεμος	tranquil, calm	grupo	alternativoj	prononco
level	flanko	κατά μέρος	a side	grupo	alternativoj	prononco
level	libroj	βιβλία	books	grupo	alternativoj	prononco
level	kuri	τρέχω	to run	grupo	alternativoj	prononco
level	dolĉa	γλυκός	sweet	grupo	alternativoj	prononco
level	popolo	λαός, λαός, έθνος	people, folk, nation	grupo	alternativoj	prononco
level	hundo	ένα σκυλί	a dog	grupo	alternativoj	prononco
level	fenestro	ένα παράθυρο	a window	grupo	alternativoj	prononco
level	aĝo	ηλικία (ετών)	age (years old)	grupo	alternativoj	prononco
level	libron	ένα βιβλίο (αντικειμενικό, κατηγορούμενο)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	ένα δάχτυλο	a finger	grupo	alternativoj	prononco
level	resto	υπόλοιπο, ανάπαυση, παραμονή	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	ένα δόντι	a tooth	grupo	alternativoj	prononco
level	kuiri	να μαγειρέψω	to cook	grupo	alternativoj	prononco
level	lavi	να πλύνει	to wash	grupo	alternativoj	prononco
level	mia	μου	my	grupo	alternativoj	prononco
level	piedo	ένα πόδι, ένα πόδι	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	για να ακούσω	to listen	grupo	alternativoj	prononco
level	tablo	ένα τραπέζι	a table	grupo	alternativoj	prononco
level	fali	να πέσει, να πέσει	to fall, to drop	grupo	alternativoj	prononco
level	familio	μια οικογένεια	a family	grupo	alternativoj	prononco
level	via	τα δικα σου	your	grupo	alternativoj	prononco
level	vizaĝo	ένα πρόσωπο	a face	grupo	alternativoj	prononco
level	ĝusta	σωστός (σωστός), ακριβής, σωστός	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	Μια νύχτα	a night	grupo	alternativoj	prononco
level	mezo	μια μέση, μέση, μέση	a middle, average, mean	grupo	alternativoj	prononco
level	historio	ιστορία, ιστορία	history, a history	grupo	alternativoj	prononco
level	interesi	να ενδιαφέρει	to interest	grupo	alternativoj	prononco
level	administri	να διαχειρίζομαι, να διοικώ	to manage, to administer	grupo	alternativoj	prononco
level	aero	αέρας, ένας αέρας (αέριο)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	του	its	grupo	alternativoj	prononco
level	maro	μια θάλασσα	a sea	grupo	alternativoj	prononco
level	fakto	ένα γεγονός	a fact	grupo	alternativoj	prononco
level	lasi	να φύγει, να απελευθερώσει, να επιτρέψει, να αφήσει	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	ένα ζώο, ένα θηρίο	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	να οδηγεί, να καθοδηγεί	to lead, to guide	grupo	alternativoj	prononco
level	avo	ένας παππούς	a grandfather	grupo	alternativoj	prononco
level	afabla	ευγενικός, φιλικός, ευγενικός, ευγενικός	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	δικα τους	their	grupo	alternativoj	prononco
level	korpo	ένα σώμα	a body	grupo	alternativoj	prononco
level	pordo	μια πόρτα, μια πύλη	a door, a gate	grupo	alternativoj	prononco
level	forgesi	να ξεχάσω	to forget	grupo	alternativoj	prononco
level	kafo	καφές, ένας καφές	coffee, a coffee	grupo	alternativoj	prononco
level	brui	να κάνει θόρυβο	to make noise	grupo	alternativoj	prononco
level	brili	να λάμψει	to shine	grupo	alternativoj	prononco
level	gazeto	ένα περιοδικό, μια εφημερίδα, ένα περιοδικό (=περιοδικό)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	ένα μάτι	an eye	grupo	alternativoj	prononco
level	servi	για να εξυπηρετήσει	to serve	grupo	alternativoj	prononco
level	vento	άνεμος, άνεμος	wind, a wind	grupo	alternativoj	prononco
level	ludi	να παίξουμε	to play	grupo	alternativoj	prononco
level	haro	μια τρίχα	a hair	grupo	alternativoj	prononco
level	arbo	ένα δέντρο	a tree	grupo	alternativoj	prononco
level	ŝia	αυτήν	her	grupo	alternativoj	prononco
level	lia	του	his	grupo	alternativoj	prononco
level	plumo	ένα φτερό, ένα στυλό	a feather, a pen	grupo	alternativoj	prononco
level	bildo	μια εικόνα, μια εικόνα	a picture, an image	grupo	alternativoj	prononco
level	paŝi	να πατάς, να περπατάς, να βηματίζεις, να βαδίζεις	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	χοντρό, χοντρό, τολμηρό	thick, fat, bold	grupo	alternativoj	prononco
level	sia	το δικό του	one's own	grupo	alternativoj	prononco
level	konsenti	παραδέχομαι (αυτό), συμφωνώ (με), εγκρίνω (του), συμφωνώ (με), συναινώ	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	καλοκαίρι, ένα καλοκαίρι	summer, a summer	grupo	alternativoj	prononco
level	lumi	να λάμπει, να δίνει φως	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	έναν ουρανό	a sky	grupo	alternativoj	prononco
level	vintro	χειμώνας, ένας χειμώνας	winter, a winter	grupo	alternativoj	prononco
level	volonta	πρόθυμος (από καρδιάς), εθελοντικός	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	φθινόπωρο, φθινόπωρο, ένα φθινόπωρο	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	να θυμηθώ, να θυμηθώ	to remember, to recall	grupo	alternativoj	prononco
level	printempo	άνοιξη, μια άνοιξη	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	ένας κήπος	a garden	grupo	alternativoj	prononco
level	aĉeti	να αγοράσω, να αγοράσω	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	μια εβδομάδα	a week	grupo	alternativoj	prononco
level	vitro	γυαλί (υαλώδες υλικό)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	βροχή, μια βροχή	rain, a rain	grupo	alternativoj	prononco
level	frukto	ένα φρούτο	a fruit	grupo	alternativoj	prononco
level	necesa	απαραίτητη	necessary	grupo	alternativoj	prononco
level	bono	καλοσύνη	goodness	grupo	alternativoj	prononco
level	erari	να σφάλλει, να κάνει λάθος, να κάνει λάθος	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	ένα σπίτι	a home	grupo	alternativoj	prononco
level	naturo	φύση, φύση, χαρακτήρας	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	σύννεφο, σύννεφο	cloud, a cloud	grupo	alternativoj	prononco
level	bone	Καλά	well	grupo	alternativoj	prononco
level	momento	μια στιγμή	a moment	grupo	alternativoj	prononco
level	direkto	μια κατεύθυνση	a direction	grupo	alternativoj	prononco
level	kontenta	ικανοποιημένος, ικανοποιημένος, ευχαριστημένος, ικανοποιημένος	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	ένα τριαντάφυλλο	a rose	grupo	alternativoj	prononco
level	fajro	μια πυρκαγιά	a fire	grupo	alternativoj	prononco
level	kuraci	να θεραπεύσει, να θεραπεύσει, να θεραπεύσει	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	να χτυπήσει, να χτυπήσει, να χαστουκίσει, να χτυπήσει, να χτυπήσει	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	αγαπημένη, αγαπημένη, αγαπημένη, αγαπητή, ακριβή	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	να αποδεχθεί	to accept	grupo	alternativoj	prononco
level	minuto	ένα λεπτό	a minute	grupo	alternativoj	prononco
level	espero	μια ελπίδα	a hope	grupo	alternativoj	prononco
level	linio	μια σειρά	a line	grupo	alternativoj	prononco
level	neĝo	χιόνι, ένα χιόνι	snow, a snow	grupo	alternativoj	prononco
level	koleri	να θυμώνεις, να νιώθεις θυμό	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	μια ΕΠΙΤΥΧΙΑ	a success	grupo	alternativoj	prononco
level	plori	να κλαίω, να κλαίω	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	μηδέν, μηδέν	zero, nil	grupo	alternativoj	prononco
level	angulo	μια γωνία, μια γωνία (ένα απομακρυσμένο μέρος)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
