A.eo content.tsv
Level	Esperanto	eo	en-us	Grupo	Alternativoj	Pronoco
level	antaŭ ol decidi ~	antaŭ ol decidi ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	decidi malkontentigi ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	decidi kontentigi lin	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	antaŭ ol decidi malkontentigi lin	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	tio, kio estas utila	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	ofte utila dumtage	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	malplaĉa ĝeno	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	per si	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	prezentas malplaĉan ĝenon	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	prezentas per si malplaĉan ĝenon	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	en loko arboplena	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	tiam, kiam oni devojiĝis	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	en nehoma sovaĝejo	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	kaj ekstervoje iraĉas	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	alta larĝa korpo	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	ne sukcesis pasi ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	inter la arbetoj	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	krome tuŝi la naturaĵojn	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	ĝenerale malsekajn	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	meze de malsekaj naturaĵoj	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	malsekaj naturaĵoj, meze de kiuj ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	li malfacile paŝis	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	estis travivaĵo	it was an experience	grupo	alternativoj	prononco
level	ne malofte	ne malofte	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	doloriga kaj ĉiam malagrabla	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	ju pli ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	antaŭeniris en la vivo	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	en la kastela arbaro	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	ju pli antaŭeniris des pli malŝatis ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	malŝatis la noktan naturon	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	viro kun okuloj bone videblaj	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	okuloj, kiuj kapablis bone vidi	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	bone vidi en la mallumo	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	rigardis la malfacilan iron	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	de nia industriisto	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	li ridetis	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	apud tiu viro	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	en vestaĵo de policano	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	staris alia persono	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	en simila vestaĵo	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	ĉi lasta estis virino	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	ni iru	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	la viro diris mallaŭte	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	en la orelon de sia kunulino	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	nun estas la ĝusta momento	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	ambaŭ paŝis direkte al la persono	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	ili zorgis fari ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	kiel eble plej ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	kiel eble plej malmulte da bruo	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	laŭeble plej malmulte da bruo	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	ili preskaŭ plene sukcesis	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	en ĉi tiu aĉa situacio	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	aĉa situacio, kie arboj ĵetis siajn branĉojn	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	ĵetis siajn malsekajn branĉojn	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	rekte en la vizaĝojn	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	de la industriisto	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	multpiedaj bestetoj	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	prenis liajn piedojn	took his feet	grupo	alternativoj	prononco
level	por promenejo	por promenejo	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	naturo faligis lian piedon	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	plej dolorige	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	faligis lian piedon en kavon	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	kavo plena de akvo	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	akvo aĉ-odora	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	rapide alvenis al la penso	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	oni devas esti preta	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	ĉi tie	here	grupo	alternativoj	prononco
level	iu ajn ~	iu ajn ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	preta por iu ajn malplaĉa renkonto	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	ion ajn	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	li atendis ion ajn	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	krom homa voĉo	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	kiam voĉo aŭdiĝis, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	aŭdiĝis tuj proksime	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	li faris belan surlokan salton	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	kiu movis lian koron	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	supren ĝis la buŝo	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	kun la provo rekapti trankvilon	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	iom da trankvilo	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	la lumo de lampeto	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	oni direktis rekte al liaj okuloj	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	la lampo, kiun oni direktis al okuloj	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	malhelpis repaciĝon	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	ŝajnis al li, ke ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	la homformo, kiu tenis la lampon	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	surhavas vestojn policajn	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	kion vi faras ĉi tie?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	sonas la aŭtorita voĉo	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	bonvolu paroli ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	iom klare	a little clear	grupo	alternativoj	prononco
level	la alia diris	la alia diris	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	eĉ pli grav-tone	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	mi promenas	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	vi promenas en la bieno	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	de la grafino	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	la bieno de la grafino	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	meze de la nokto	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	ĉu la grafino vin invitis?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	ĉu ŝi scias pri ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	pri via ĉeesto	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	via ĉeesto ĉi tie	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	mi devas peti vin ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	petas vin sekvi min	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	kaj li klarigis ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	klarigis, ke ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	ekde la fuŝa provo	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	la fuŝa provo kapti la grafinon	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	fare de ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	fare de teroristoj	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	la polico kontrolas atente	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	kontrolas, kio okazas	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	okazas en la ĉirkaŭaĵo	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	de la kastelo	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	la ĉirkaŭaĵo de la kastelo	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	al la industriisto	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	ŝajnis, ke ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	lia koro ĉifoje falis	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	falis ĝis liaj piedoj	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	li sciis, ke ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	nur malfacile li provos trovi ~	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	trovi akcepteblan klarigon	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	pri sia ĉeesto	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	la ideo, ke la grafino ĉion scias	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	la ideo perdigis al li malmulton da espero	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	malmulto da espero	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	malmulta espero, kiu restis	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	post la unuaj vortoj de la policano	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	ju pli ~ des pli ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	ju pli longe des pli bone	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	kiom ajn	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	antaŭ kvarona horo	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	ili revenis	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	post la terura malfeliĉo	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	la homoj foriris	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	kaj la malnovaj urboj disfalis	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	ni devus revidi vin	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	ju pli ofte	the more often	grupo	alternativoj	prononco
level	mi pripensas	mi pripensas	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	des pli mi koleras	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	ŝi loĝas en ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	en iu ajn domo	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	ĉu ni revidos nin?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	kie ajn kaj kiam ajn	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	kiam mi rericevos ~ ?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	la alian duonon de la libroj	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	ĉu vi bezonos ~ ?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	bezonas pli ol kvaronan jaron	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	por tiuj laboroj	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	kial estas ~ ?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	des pli malvarma	the colder	grupo	alternativoj	prononco
level	ju pli longe	ju pli longe	the longer	grupo	alternativoj	prononco
level	ni atendas ~	ni atendas ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	ĉu vi kontentas kun ~ ?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	kun iu ajn viro	with any man	grupo	alternativoj	prononco
