A.th content.tsv
Level	Esperanto	th	en-us	Grupo	Alternativoj	Pronoco
level	iom plue sed ne malproksime	ไกลออกไปอีกหน่อยแต่ก็ไม่ไกล	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	ในตอนท้ายของมัน	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	ใกล้ทะเล	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	ชายคนหนึ่งยืนอยู่ใกล้ๆ	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	ตามเสื้อผ้า	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	อาจรู้ได้ง่าย~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	เป็นไปได้ที่จะค้นพบสิ่งนั้น ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	คนแจวเรือของเศรษฐี	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	ก็พบว่าเขาเป็นคนแจวเรือแจวเรือ	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	เขามอง ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	มองดูฝูงชนที่สนุกสนาน	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	รอยยิ้มสว่างขึ้นบนใบหน้าของเขา	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	เมื่อเขาเห็นกะลาสีเรือคนหนึ่ง	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	กะลาสีเรือที่มาถึง	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	ฝั่งทะเล	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	มาจากฝั่งทะเล	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	นั่นคือคุณสตีเฟน?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	คนแจวเรือร้องอุทาน	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	ใครๆ ก็พูดแบบนั้น~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	อยู่ในมือของชาวเติร์ก	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	ว่าคุณตกไปอยู่ในมือของชาวเติร์ก	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	เราเจอคนหนึ่ง	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	จากเรือของเรา	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	มันติดตามเรา	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	นานกว่าหนึ่งชั่วโมง	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	แต่มันไม่ง่ายเลยที่จะไป ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	ให้ไปได้เร็วกว่าเรือของเรา	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	มีข่าวอะไรที่นี่?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	ที่นี่ในเวนิส	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	ไม่มีอะไรน่าสนใจ	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	แค่โชคร้ายครั้งใหญ่	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	คุณรู้จักปิเอโตรไหม?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	ฉันรู้จักเขา	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	เรือลำใหญ่จมอยู่ใต้น้ำกอนโดลาของเขา	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	แล้วเขาล่ะ?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	เรือกอนโดลาจม	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	มันเกิดขึ้นอย่างนั้น ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	เราอยู่ใกล้กัน	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	เราพาเขาขึ้นเรือกอนโดลาของเรา	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	ในเวลาเดียวกัน	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	เจ้านายของฉันจมน้ำตาย	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	เพื่อช่วยเหลือหญิงสาวคนหนึ่ง	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	หญิงสาวที่เกือบจะเสียชีวิต	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	กับลุงของเขา	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	เกือบตายพร้อมกับลุงของเขา	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	มีหญิงสาวคนหนึ่ง	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	เราไม่สามารถช่วยเขาได้	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	เป็นบุคคลสำคัญ	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	อะไรพาคุณไปเวนิส?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	เพื่อนของฉัน	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	กะลาสีเงยหน้าขึ้นมอง	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	รีบเหลือบมองเพื่อนของเขา	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	และเริ่มพูด	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	คุณก็รู้~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	ฉันพา~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	คนแจวเรือก็หยุดเขาทันที	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	เขาพูดว่า	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	ก็มีชายคนหนึ่งเดินผ่านไป	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	ชายคนหนึ่งเดินผ่านเขาไป	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	เขาอายุยังไม่สามสิบ	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	และใบหน้าของเขาไม่มีสี	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	การไปของเขานั้นแน่นอนและง่ายดาย	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	ใบหน้าของเขาเศร้า	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	เมื่อเขาเห็นชายคนนั้น ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	ว่ากันว่า ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	คนสำคัญหลายๆคนมอบให้~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	งานลับ	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	งานลับ	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	มอบงานลับให้เขา	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	ความลับมากเกินไป	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	เขารู้ความลับมากเกินไป	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	ดังนั้นพวกเขาจึงกลัว	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	เพื่อส่งเขาเข้าคุก	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	กะลาสีเรือกล่าว	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	และในขณะที่เขาพูด	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	เขาชี้ไปที่คฤหาสน์	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	คฤหาสน์ของ Doges	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	บุคคลสำคัญจำนวนมากต้องการความช่วยเหลือจากเขา	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	พวกเขาจ่ายเท่าไหร่?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	จ่ายเงินให้เขา	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	จ่ายสำหรับการฆ่าหนึ่งครั้ง	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	ไม่ต่ำกว่านี้แน่นอน~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	กว่าร้อยเหรียญ	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	อย่าลืมนะ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	ว่าเขาทำงานให้พวกเขา	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	สำหรับผู้ที่มีเงินเพียงพอ	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	เพื่อจ่ายเงินให้เขา	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	ในเมืองเวนิสก็มี~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	สิ่งเหล่านั้น	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	เพื่อลืมสิ่งเหล่านั้น	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	สิ่งที่ลืมได้ดีกว่า	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	ถ้าคุณต้องการที่จะกินอย่างสงบ	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	เพื่อรับประทานอาหารของคุณอย่างสงบ	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	มีความเงียบอยู่บ้าง	there was some silence	grupo	alternativoj	prononco
level	kaj poste	และหลังจากนั้น	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	คนแจวเรือพูดอีกครั้ง	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	คุณมาทันเวลาพอดี	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	เพื่อดูการแข่งเรือ	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	มีคนพูดอย่างอ่อนแอ	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	ใกล้เรือแจวเรือแจว	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	นายกเทศมนตรีของเมือง	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	ชี้ไปที่เรือกอนโดลาโดยไม่พูดอะไร	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	คนแจวเรือพูด	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	และจับมือเพื่อนของเขา	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	ขว้างกระดาษ	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	ลงในถังกระดาษ	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	สาวๆโยนเอกสาร	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	ปากกาของฉันอยู่ที่ไหน	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	ฉันอยากจะตอบเขา	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	ดวงอาทิตย์หายไป	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	และตอนนี้ก็เกือบจะมืดแล้ว	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	กรุณากิน	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	กรุณากินขนมปัง	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	พร้อมช้อนส้อม	with cutlery	grupo	alternativoj	prononco
level	pardonu min	ขออนุญาต	excuse me	grupo	alternativoj	prononco
level	rajtas resti	ได้รับอนุญาตให้อยู่	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	ฉันไม่มีสิทธิที่จะอยู่	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	คุณสามารถนำมา ~ ?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	จากน้องสาวของฉัน	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	ซื้อตั้งแต่เมื่อไหร่~ ?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	ซื้อเครื่องดนตรีนั้น	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	ใครใช้ล่าสุด?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	ใช้กุญแจของฉัน	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	คุณขับรถหรือเปล่า?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	ในเมืองเวนิส	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	โดยเรือกอนโดลาด้วย	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	คุณจะหลับได้หรือเปล่า?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	ครั้นแล้วเกิดความเงียบงัน	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	สุภาพบุรุษตัวสูง	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	สูงอ้วน	tall, fat	grupo	alternativoj	prononco
level	dika, peza	หนาหนัก	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	หนักและใหญ่	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	สูง หนา หนัก และใหญ่	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	ให้ความแข็งแกร่ง	gave strength	grupo	alternativoj	prononco
level	havinda forto	พลังที่คุ้มค่า	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	ความแข็งแกร่งทางกายภาพที่คุ้มค่า	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	ที่ให้	that gave	grupo	alternativoj	prononco
level	donis al li	ให้เขา	gave him	grupo	alternativoj	prononco
level	tio donis forton	ที่ให้กำลัง	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	ให้กำลังกายที่คุ้มค่าแก่การได้รับ	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	รูปร่างหน้าตาของเขา	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	การปรากฏตัวของคนตัวสูง	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	บทบาทเล็กๆ	a small role	grupo	alternativoj	prononco
level	ludis rolon	มีบทบาท	played a role	grupo	alternativoj	prononco
level	ne eta rolo	ไม่ใช่บทบาทเล็กๆ	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	มีบทบาทเล็กๆ น้อยๆ	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	มีบทบาทไม่น้อย	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	ในความจริงที่ว่า ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	คนส่วนใหญ่	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	ถ้าไม่กลัว	if not afraid	grupo	alternativoj	prononco
level	lin timis	กลัวเขา	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	ถ้าเขากลัว	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	ถ้าไม่กลัวเขา	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	เป็นที่เคารพนับถืออย่างแน่นอน	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	อย่างน้อยก็คิดถึง ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	ก่อน~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	เพื่อให้เขาพอใจ	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	เพื่อทำให้เขาไม่พอใจ	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	ก่อนจะไม่พอใจ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	ก่อนตัดสินใจ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	ที่จะตัดสินใจไม่พอใจ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	ที่จะตัดสินใจทำให้เขาพอใจ	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	ก่อนจะตัดสินใจทำให้เขาไม่พอใจ	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	สิ่งนั้นซึ่งเป็นประโยชน์	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	มักจะมีประโยชน์ในระหว่างวัน	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	ความรำคาญที่ไม่พึงประสงค์	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	ด้วยตัวเอง	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	นำเสนอความรำคาญอันไม่พึงประสงค์	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	ย่อมแสดงตัวเป็นความรำคาญอันไม่พึงประสงค์	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	ในที่ซึ่งเต็มไปด้วยต้นไม้	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	ครั้นแล้วมีผู้หนึ่งหลงทางไป	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	ในถิ่นทุรกันดารที่ไร้มนุษยธรรม	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	และออกนอกเส้นทางไปอย่างโกลาหล	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	ร่างสูงใหญ่	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	ไม่ผ่าน~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	ท่ามกลางพุ่มไม้	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	นอกจากจะได้สัมผัสถึงสิ่งที่เป็นธรรมชาติแล้ว	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	โดยทั่วไปจะเปียก	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	ท่ามกลางธรรมชาติอันเปียกชื้น	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	ของธรรมชาติเปียกๆ ตรงกลาง ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	เขาเดินด้วยความยากลำบาก	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	มันเป็นประสบการณ์	it was an experience	grupo	alternativoj	prononco
level	ne malofte	ไม่ใช่เรื่องแปลก	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	เจ็บปวดและไม่เป็นที่พอใจอยู่เสมอ	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	ยิ่ง~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	ก้าวไปข้างหน้าในชีวิต	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	ในป่าปราสาท	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	ยิ่งเดินหน้ายิ่งไม่ชอบ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	ไม่ชอบธรรมชาติที่ออกหากินเวลากลางคืน	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	คนที่มีดวงตาที่มองเห็นได้ชัดเจน	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	ดวงตาที่สามารถมองเห็นได้ดี	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	เพื่อให้มองเห็นได้ดีในความมืด	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	มองดูความยากลำบากในการดำเนินไป	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	จากนักอุตสาหกรรมของเรา	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	เขายิ้ม	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	ข้างๆผู้ชายคนนั้น	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	ในชุดตำรวจ	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	อีกคนกำลังยืนอยู่	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	ในเสื้อผ้าที่คล้ายกัน	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	คนหลังเป็นผู้หญิง	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	ไปกันเถอะ	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	ชายคนนั้นพูดเบา ๆ	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	เข้าไปในหูของสหายของเขา	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	ตอนนี้เป็นเวลาที่เหมาะสม	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	ทั้งสองก้าวเข้าหาบุคคลนั้น	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	พวกเขาระมัดระวังที่จะทำ ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	เท่าที่จะทำได้~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	เสียงรบกวนน้อยที่สุด (คีล เอเบิล)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	เสียงรบกวนน้อยที่สุด (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	พวกเขาเกือบจะประสบความสำเร็จอย่างเต็มที่	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	ในสถานการณ์ที่เลวร้ายนี้	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	สถานการณ์ที่น่ารังเกียจที่ต้นไม้โยนกิ่งก้านของมัน	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	โยนกิ่งก้านที่เปียกของตัวเองออกไป	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	ตรงไปที่ใบหน้า	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	ของนักอุตสาหกรรม	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	สิ่งมีชีวิตขนาดเล็กหลายเท้า	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	เอาเท้าของเขา	took his feet	grupo	alternativoj	prononco
level	por promenejo	สำหรับถนนคนเดิน	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	ธรรมชาติทำให้เท้าของเขาล้มลง	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	อย่างเจ็บปวดที่สุด	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	ทรงหย่อนพระบาทลงไปในหลุม	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	บ่อที่เต็มไปด้วยน้ำ	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	น้ำมีกลิ่นเหม็น	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	ก็มาถึงความคิดอย่างรวดเร็ว	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	เราต้องพร้อม	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	ที่นี่	here	grupo	alternativoj	prononco
level	iu ajn ~	ใครก็ได้ ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	พร้อมสำหรับการเผชิญหน้าอันไม่พึงประสงค์	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	อะไรก็ตาม (อะไรก็ตาม)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	เขากำลังรอสิ่งใดอยู่	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	นอกจากเสียงของมนุษย์แล้ว	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	เมื่อได้ยินเสียง ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	ได้ยินปิดทันที	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	เขากระโดดได้ดีในสถานที่	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	ผู้ทรงทำให้ใจของเขาสะเทือนใจ	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	ขึ้นปาก	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	ด้วยความพยายามที่จะกลับคืนสู่ความสงบ	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	ความเงียบสงบเล็กน้อย	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	แสงของตะเกียง	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	มีคนมุ่งตรงไปที่ดวงตาของเขา	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	ประทีปที่ใครคนหนึ่งชี้ให้ตา	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	ขัดขวางการปรองดอง	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	ดูเหมือนว่าเขา ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	ร่างมนุษย์ที่ถือตะเกียง	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	สวมเสื้อผ้าตำรวจ	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	คุณมาทำอะไรที่นี่?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	เปล่งเสียงเผด็จการ	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	กรุณาพูดคุย ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	ชัดเจนนิดหน่อย	a little clear	grupo	alternativoj	prononco
level	la alia diris	อีกคนหนึ่งกล่าวว่า	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	ในน้ำเสียงที่สำคัญยิ่งขึ้นไปอีก	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	ฉันกำลังเดิน	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	คุณเดินในฟาร์ม	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	ของเคาน์เตส	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	ฟาร์มของเคาน์เตส	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	ในตอนกลางคืน	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	คุณหญิงเชิญคุณมาหรือเปล่า?	did the countess invite you?	grupo	alternativoj	prononco
