A.uk content.tsv
Level	Esperanto	uk	en-us	Grupo	Alternativoj	Pronoco
level	en simila vestaĵo	в схожому одязі	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	остання була жінкою	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	Ходімо	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	— тихо сказав чоловік	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	у вухо свого товариша	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	зараз правильний момент	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	обидва підійшли до людини	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	вони були обережні, щоб зробити ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	настільки можливо, як ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	якомога менше шуму (kiel eble)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	якомога менше шуму (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	це їм майже повністю вдалося	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	в цій неприємній ситуації	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	неприємна ситуація, коли дерева кинули свої гілки	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	кидали власні мокрі гілки	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	прямо в обличчя	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	промисловця	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	багатоногі маленькі істоти	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	взяв його за ноги	took his feet	grupo	alternativoj	prononco
level	por promenejo	для прогулянкової дороги	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	природа змусила його ногу впасти	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	найболючіше	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	впустив ногу в яму	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	яма, повна води	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	смердюча вода	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	швидко прийшов до думки	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	треба бути готовим	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	тут	here	grupo	alternativoj	prononco
level	iu ajn ~	будь-хто ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	готовий до будь-якої неприємної зустрічі	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	що завгодно (що завгодно)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	він чекав чого завгодно	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	осторонь людський голос	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	коли почувся голос, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	чути відразу близько	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	він зробив гарний стрибок на місці	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	хто зворушив його серце	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	слово до вуст	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	зі спробою відновити спокій	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	трохи спокою	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	світло лампи	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	хтось спрямував йому прямо в очі	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	лампа, яку хтось направив в очі	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	перешкоджав примиренню	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	йому здавалося, що ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	людська форма, яка тримала лампу	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	носити поліцейський одяг	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	що ти тут робиш?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	— звучить авторитетний голос	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	будь ласка, поговоріть ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	трохи ясно	a little clear	grupo	alternativoj	prononco
level	la alia diris	інший сказав	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	у ще більш важливому тоні	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	Я гуляю	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	ви гуляєте по фермі	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	графині	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	хутір графині	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	посеред ночі	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	вас графиня запросила?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	чи знає вона про ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	про вашу присутність	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	ваша присутність тут	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	Я маю вас запитати ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	просить вас слідувати за мною	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	і він пояснив ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	пояснив, що ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	з хибної спроби	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	хибна спроба зловити графиню	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	завдяки ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	через терористів	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	поліція ретельно перевіряє	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	перевіряє, що відбувається	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	відбувається в оточенні	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	замку	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	оточення замку	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	до промисловця	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	здавалося, що ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	цього разу його серце впало	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	впав на ноги	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	він знав, що ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	просто важко він намагатиметься знайти	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	знайти прийнятне пояснення	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	про власну присутність	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	думка, що графиня все знає	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	ця ідея позбавила його надії	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	маленька надія	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	мало надії залишилося	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	після перших слів поліції	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	чим більше ~ тим більше ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	чим довше, тим краще	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	незалежно від того, скільки	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	чверть години тому	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	вони повернулися	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	після страшного нещастя	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	люди пішли	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	і старі міста розпалися	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	ми повинні побачити вас знову	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	тим частіше	the more often	grupo	alternativoj	prononco
level	mi pripensas	я маю на увазі	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	тим більше я злий	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	вона живе в ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	в будь-якому будинку	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	ми ще побачимось?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	будь-де і коли завгодно	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	коли я повернуся ~?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	друга половина книг	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	тобі знадобиться ~?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	потрібно більше чверті року	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	для тих робіт	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	чому ~?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	тим холодніше	the colder	grupo	alternativoj	prononco
level	ju pli longe	чим довше	the longer	grupo	alternativoj	prononco
level	ni atendas ~	ми чекаємо ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	ти задоволений ~?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	з будь-яким чоловіком	with any man	grupo	alternativoj	prononco
