A.da content.tsv
Level	Esperanto	da	en-us	Grupo	Alternativoj	Pronoco
level	en la kastela arbaro	i slotsskoven	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	jo længere frem, jo mere mislikede ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	kunne ikke lide den natlige natur	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	en mand med øjne, der kan ses klart	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	øjne, der godt kunne se	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	at se godt i mørket	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	så på det svære	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	fra vores industrimand	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	han smilede	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	ved siden af den mand	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	i politimandstøj	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	en anden person stod	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	i lignende tøj	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	sidstnævnte var en kvinde	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	Lad os gå	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	sagde manden sagte	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	i øret på sin ledsager	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	nu er det rigtige tidspunkt	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	begge trådte hen til personen	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	de var omhyggelige med at gøre ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	så muligt som ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	så lidt støj som muligt (kiel eble)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	så lidt støj som muligt (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	det lykkedes næsten fuldt ud	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	i denne grimme situation	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	en grim situation, hvor træer kastede deres grene	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	kastede deres egne våde grene	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	lige ind i ansigterne	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	af industrimanden	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	flerfodede små væsner	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	tog hans fødder	took his feet	grupo	alternativoj	prononco
level	por promenejo	til en vandrevej	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	naturen fik hans fod til at falde	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	mest smertefuldt	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	faldt sin fod ned i et hul	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	en grube fuld af vand	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	ildelugtende vand	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	kom hurtigt til tanken	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	man skal være klar	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	her	here	grupo	alternativoj	prononco
level	iu ajn ~	nogen ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	klar til ethvert ubehageligt møde	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	hvad som helst (hvad som helst)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	han ventede på noget	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	bort fra den menneskelige stemme	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	når en stemme hørte, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	høres straks tæt på	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	han lavede et flot spring på stedet	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	der rørte hans hjerte	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	opord til munden	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	med forsøget på at genvinde roen	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	lidt ro	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	lyset fra en lampe	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	nogen rettet direkte mod hans øjne	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	lampen, som nogen rettede mod øjnene	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	forhindret forsoning	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	det forekom ham, at ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	den menneskelige form, der holdt lampen	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	bære tøj politiet	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	hvad laver du her?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	lyder den autoritative stemme	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	tal venligst ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	lidt klart	a little clear	grupo	alternativoj	prononco
level	la alia diris	sagde den anden	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	i endnu vigtigere tone	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	Jeg går	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	du går på gården	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	af grevinden	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	grevindens gård	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	midt om natten	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	inviterede grevinden dig?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	kender hun til ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	om din tilstedeværelse	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	din tilstedeværelse her	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	Jeg er nødt til at spørge dig ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	beder dig følge mig	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	og han forklarede ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	forklarede, at ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	siden det forkerte forsøg	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	det forkerte forsøg på at fange grevinden	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	på grund af ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	på grund af terrorister	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	politiet tjekker nøje	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	tjekker hvad der sker	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	forekommer i omgivelserne	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	af slottet	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	slottets omgivelser	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	til industrimanden	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	det så ud til, at ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	hans hjerte faldt denne gang	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	faldt på fødderne	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	han vidste, at ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	bare svært vil han prøve at finde	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	at finde en acceptabel forklaring	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	om ens egen tilstedeværelse	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	tanken om, at grevinden ved alt	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	ideen fratog ham kun lidt håb	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	lidt håb	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	lidt håb, der var tilbage	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	efter politiets første ord	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	jo flere ~ jo flere ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	jo længere jo bedre	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	lige meget hvor meget	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	et kvarter siden	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	de kom tilbage	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	efter den frygtelige ulykke	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	folket gik	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	og de gamle byer faldt fra hinanden	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	vi burde se dig igen	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	jo oftere	the more often	grupo	alternativoj	prononco
level	mi pripensas	Jeg tænker	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	jo mere vred er jeg	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	hun bor i ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	i ethvert hus	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	ses vi igen?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	hvor som helst og når som helst	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	hvornår kommer jeg tilbage ~ ?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	den anden halvdel af bøgerne	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	får du brug for ~ ?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	har brug for mere end et kvart år	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	til de jobs	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	hvorfor er ~?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	jo koldere	the colder	grupo	alternativoj	prononco
level	ju pli longe	jo længere	the longer	grupo	alternativoj	prononco
level	ni atendas ~	vi venter ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	er du tilfreds med ~ ?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	med enhver mand	with any man	grupo	alternativoj	prononco
