A.my content.tsv
Level	Esperanto	my	en-us	Grupo	Alternativoj	Pronoco
level	ĝoje iris al la lernejo	ဝမ်းသာအားရနဲ့ ကျောင်းကိုသွားတယ်။	gladly went to the school	grupo	alternativoj	prononco
level	tra la strato	လမ်းပေါ်မှတဆင့်	through the street	grupo	alternativoj	prononco
level	iris tra la strato	လမ်းကိုဖြတ်သွားတယ်။	went through the street	grupo	alternativoj	prononco
level	estis varma tago	နွေးထွေးသောနေ့ဖြစ်ခဲ့သည်။	was a warm day	grupo	alternativoj	prononco
level	ili vidis kafejon	ကော်ဖီဆိုင်ကိုတွေ့တယ်''	they saw a cafe'	grupo	alternativoj	prononco
level	vidis ruĝajn kukojn	အနီရောင် ကွတ်ကီးတွေကို တွေ့တယ်။	saw red cookies	grupo	alternativoj	prononco
level	vidis kukojn en ĝi	အဲဒီထဲမှာ ကွတ်ကီးတွေကို တွေ့တယ်။	saw cookies in it	grupo	alternativoj	prononco
level	vidis kafejon kaj en ĝi kukojn	ကော်ဖီဆိုင်တစ်ဆိုင်တွေ့တယ်၊ အဲဒီထဲမှာ ကွတ်ကီးတွေ	saw a cafe' and in it  cookies	grupo	alternativoj	prononco
level	eniru kaj manĝu!	ဝင်စားပါ။	go in and eat!	grupo	alternativoj	prononco
level	ni eniru kaj manĝu	ဝင်စားကြရအောင်	let's come in and eat	grupo	alternativoj	prononco
level	havas sufiĉan monon	လုံလောက်သောငွေရှိသည်။	has sufficient money	grupo	alternativoj	prononco
level	ĉu vi havas sufiĉan monon?	မင်းမှာ ငွေအလုံအလောက်ရှိလား။	do you have sufficient money?	grupo	alternativoj	prononco
level	ĉu vi komprenas?	သင်နားလည်ပါသလား?	do you understand?	grupo	alternativoj	prononco
level	kompreneble!	ဟုတ်ပါတယ်!	of course!	grupo	alternativoj	prononco
level	tio ne sufiĉas	မလုံလောက်ပါ။	that is not enough	grupo	alternativoj	prononco
level	cent dolaroj sufiĉas	ဒေါ်လာတစ်ရာနဲ့ လုံလောက်တယ်။	a hundred dollars is enough	grupo	alternativoj	prononco
level	dolaro, dolaroj, dolarojn	ဒေါ်လာ၊ ဒေါ်လာ၊ ဒေါ်လာ (အများကိန်း ရည်မှန်းချက်)	a dollar, dollars, dollars (plural objective)	grupo	alternativoj	prononco
level	havas cent dolarojn	ဒေါ်လာတစ်ရာ ရှိတယ်။	has a hundred dollars	grupo	alternativoj	prononco
level	kompreneble, mi havas	ဟုတ်ပါတယ်။	of course, I have	grupo	alternativoj	prononco
level	ho! vi estas riĉa!	အိုး! မင်းက ချမ်းသာတယ်။	oh! you are rich!	grupo	alternativoj	prononco
level	kelnero, kelnerino	ရေ၊ စားပွဲထိုး	a water, an waitress	grupo	alternativoj	prononco
level	kelnero portas menuon	စားပွဲထိုးတစ်ယောက်က မီနူးတစ်ခု ယူလာပေးတယ်။	a waiter brings a menu	grupo	alternativoj	prononco
level	portis tion al ni, alportis tion	အဲဒါကို ယူလာတယ်၊	brought that to us, brought that	grupo	alternativoj	prononco
level	kelnero alportis multajn kukojn	စားပွဲထိုးတစ်ယောက်က ကွတ်ကီးတွေအများကြီး ယူလာပေးတယ်။	a waiter brought a lot of cookies	grupo	alternativoj	prononco
level	ili manĝis iom	တချို့ (နည်းနည်း) စားကြတယ်၊	they ate some (a little)	grupo	alternativoj	prononco
level	post la manĝo	ထမင်းစား (ထမင်းစားပြီးနောက်)	after the eating (meal)	grupo	alternativoj	prononco
level	nova, denove	အသစ်၊ နောက်တဖန်	new, again	grupo	alternativoj	prononco
level	la kelnero denove venis	စားပွဲထိုးရောက်လာပြန်တယ်။	the waiter came again	grupo	alternativoj	prononco
level	en iu loko	တစ်နေရာရာမှာ	in some place	grupo	alternativoj	prononco
level	serĉis en iu loko	တစ်နေရာရာမှာ ရှာဖွေခဲ့တယ်။	had searched in some place	grupo	alternativoj	prononco
level	serĉis en alia loko	အခြားနေရာ၌ ရှာဖွေခဲ့သည်။	searched in other place	grupo	alternativoj	prononco
level	lia vizaĝo estis ĝoja	သူ့မျက်နှာက ရွှင်လန်းနေတယ်။	his face was joyous	grupo	alternativoj	prononco
level	ŝi estis malĝoja	သူမဝမ်းနည်းခဲ့သည်။	she was sad	grupo	alternativoj	prononco
level	fine kaj finfine	အဆုံးနှင့်နောက်ဆုံးတွင်	in the end and finally at last	grupo	alternativoj	prononco
level	via forta voĉo	မင်းရဲ့ခိုင်မာတဲ့အသံ	your strong voice	grupo	alternativoj	prononco
level	en malforta voĉo	အားနည်းသောအသံ	in weak voice	grupo	alternativoj	prononco
level	ne havas monon	ပိုက်ဆံမရှိဘူး။	doesn't have money	grupo	alternativoj	prononco
level	kio okazis tie?	အဲဒီမှာ ဘာဖြစ်တာလဲ	what did happen there?	grupo	alternativoj	prononco
level	akcidento okazis poste	နောက်ပိုင်းတွင် မတော်တဆမှုတစ်ခု ဖြစ်ပွားခဲ့သည်။	an accident happened later	grupo	alternativoj	prononco
level	ĉu vi scias, kiam ĝi okazis?	ဘယ်တုန်းကဖြစ်တာလဲ မင်းသိလား။	do you know when did it happen?	grupo	alternativoj	prononco
level	scias pri la afero	ဒီကိစ္စကို သိတယ်။	knows about the matter	grupo	alternativoj	prononco
level	ankoraŭ unu afero restas	တစ်ခုတော့ ကျန်ပါသေးတယ်။	still one thing remains	grupo	alternativoj	prononco
level	vi aŭ ŝi, ajna homo	သင် သို့မဟုတ် သူမ၊ မည်သည့်လူ	you or she, any person	grupo	alternativoj	prononco
level	kiel kantisto	လက်မှတ်ရေးထိုးသူအနေနဲ့ အဆိုတော်တစ်ယောက်လိုပါပဲ။	like a singer, as a signer	grupo	alternativoj	prononco
level	kantis kiel profesia kantisto	ပရော်ဖက်ရှင်နယ် အဆိုတော်တစ်ယောက်လို သီဆိုထားပါတယ်။	sang like a professional singer	grupo	alternativoj	prononco
level	tie, kie ŝi loĝis	သူမနေထိုင်ရာအရပ်၊	a the place, where she lived	grupo	alternativoj	prononco
level	kiel vi scias pri la aŭto?	ကားအကြောင်းဘယ်လိုသိလဲ။	how do you know about the car?	grupo	alternativoj	prononco
level	nu, vidu la rapidan aŭton	ကောင်းပြီ၊ အမြန်ကားကိုကြည့်ပါ။	well, look at the fast car	grupo	alternativoj	prononco
level	suko sen sukero	သကြားမပါသောဖျော်ရည်	a juice without sugar	grupo	alternativoj	prononco
level	li havis rapidan veturilon	သူ့တွင် အမြန်ယာဉ်တစ်စီးရှိသည်။	he has a fast vehicle	grupo	alternativoj	prononco
level	tro forte	အရမ်းပြင်းတယ်။	too strongly	grupo	alternativoj	prononco
level	li tro forte malfermis	သူအရမ်းဖွင့်တယ်။	he opened too hard	grupo	alternativoj	prononco
level	veturis tro rapide	အမြန်မောင်း (ခရီးနှင်)	drove (traveled) too fast	grupo	alternativoj	prononco
level	manĝis per kulero	ဇွန်းနဲ့စားတယ်။	ate with a spoon	grupo	alternativoj	prononco
level	ni forte dubas	ပြင်းပြင်းထန်ထန်သံသယရှိသည်။	we strongly doubt	grupo	alternativoj	prononco
level	vera letero de li	သူ့ဆီက စာအမှန်	a true letter from him	grupo	alternativoj	prononco
level	amletero kun kvin fotoj	ဓာတ်ပုံငါးပုံပါသော မေတ္တာစာ	a love letter with five photos	grupo	alternativoj	prononco
level	revenis, revenintoj	ပြန်လာတဲ့ လူတွေ၊	returned, the people who returned	grupo	alternativoj	prononco
level	ankaŭ ses leteroj revenis	စာခြောက်စောင်လည်း ပြန်ပေးတယ်။	also six letters returned	grupo	alternativoj	prononco
level	volis vidi la foton	ဓာတ်ပုံကိုကြည့်ချင်သည်။	wanted to see the photo	grupo	alternativoj	prononco
level	revenis el la lernejo	ကျောင်းကပြန်လာတယ်။	came back from the school	grupo	alternativoj	prononco
level	kiam revenos la fratino?	ညီမဘယ်တော့ပြန်လာမှာလဲ	when will the sister return?	grupo	alternativoj	prononco
level	volis legi denove	ပြန်ဖတ်ချင်လာတယ်။	wanted to read again	grupo	alternativoj	prononco
level	faris, fariĝis	made (did) ဖြစ်လာသည်။	made (did), became	grupo	alternativoj	prononco
level	rapide fariĝis ruĝa	လျင်မြန်စွာအနီရောင်ဖြစ်လာသည်။	rapidly became red	grupo	alternativoj	prononco
level	en ĉambro, en ĉambron	တစ်ခန်း၊ တစ်ခန်း	in a room, into a room	grupo	alternativoj	prononco
level	staris kaj sidis	ရပ်ပြီး ထိုင်တယ်။	stood and sat	grupo	alternativoj	prononco
level	tie staris antaŭ la foto	ဓာတ်ပုံရှေ့မှာ ရပ်နေတယ်။	there stood in front of the photo	grupo	alternativoj	prononco
level	mi havas tion	ငါ့မှာ အဲဒါရှိတယ်။	I have that	grupo	alternativoj	prononco
level	kion vi havas en via mano?	မင်းလက်ထဲမှာ ဘာရှိလဲ။	what do you have in your hand?	grupo	alternativoj	prononco
level	antaŭ aŭ malantaŭ?	ရှေ့လား နောက်လား?	in front or behind?	grupo	alternativoj	prononco
level	antaŭ aŭ post?	ရှေ့မှာလား နောက်လား?	before or after?	grupo	alternativoj	prononco
level	tie malantaŭ la pordo	တံခါးနောက်မှာရှိတယ်။	there behind the door	grupo	alternativoj	prononco
level	aliaj, aliaj homoj	အခြားသူများ၊ အခြားလူများ	others, other people	grupo	alternativoj	prononco
level	leteroj de aliaj	အခြားသူများထံမှစာများ	letters from others	grupo	alternativoj	prononco
level	falis el la mano	လက်ထဲကကျသွားတယ်။	fell out of the hand	grupo	alternativoj	prononco
level	sur la tablo, sur la tablon	စားပွဲပေါ်၊ စားပွဲပေါ်	on the table, onto the table	grupo	alternativoj	prononco
level	ĝi falis sur la tablon	စားပွဲပေါ်ကျသွားတယ်။	it fell on the table	grupo	alternativoj	prononco
level	petis pardonon	ခွင့်လွှတ်ဖို့ တောင်းတယ်။	asked for pardon	grupo	alternativoj	prononco
level	serĉis kvin librojn	စာအုပ်ငါးအုပ်ကို ရှာဖွေခဲ့သည်။	was searching for five books	grupo	alternativoj	prononco
level	pardonu, mi serĉis mian libron	တောင်းပန်ပါတယ် ငါ့စာအုပ်ကို ရှာနေတာ။	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	ဒါပေမယ့် မင်းကောင်းကောင်းသိတယ်။	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	ငါ့စားပွဲပေါ်မှာမဟုတ်ဘူး။	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	မင်းရဲ့စာအုပ်တွေက ငါ့စားပွဲပေါ်မှာ မရှိဘူး။	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	ပေးတယ်၊ ပြန်ပေးတယ်။	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	စာကို ငါ့ဆီ ပြန်ပေး	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	သင်ခန်းစာကောင်းတစ်ခု ရရှိခဲ့သည်။	received a good lesson	grupo	alternativoj	prononco
