A.hu content.tsv
Level	Esperanto	hu	en-us	Grupo	Alternativoj	Pronoco
level	tiam, kiam oni devojiĝis	majd amikor az ember eltévedt	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	egy embertelen vadonban	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	és káoszban letér az útról	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	magas nagy test	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	nem sikerült átadni ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	a bokrok között	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	a természetes dolgok érintése mellett	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	általában nedves	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	nedves természet közepén	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	nedves természetes dolgok, amelyek közepén ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	nehezen ment	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	élmény volt	it was an experience	grupo	alternativoj	prononco
level	ne malofte	nem ritka	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	fájdalmas és mindig kellemetlen	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	annál több ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	előrelépett az életben	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	a várerdőben	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	minél tovább ment előre, annál ellenszenvesebb ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	nem szerette az éjszakai természetet	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	tisztán látható szemű férfi	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	jól látó szemek	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	hogy jól lássunk a sötétben	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	nézte a nehéz utat	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	iparosunktól	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	mosolygott	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	az a férfi mellett	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	rendőrruhában	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	egy másik személy állt	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	hasonló ruhában	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	az utóbbi nő volt	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	Gyerünk	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	– mondta halkan a férfi	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	társa fülébe	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	most van a megfelelő pillanat	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	mindketten a személy felé léptek	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	ügyeltek a ~ megtételére	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	lehetőleg ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	a lehető legkevesebb zaj (kiel eble)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	a lehető legkevesebb zaj (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	szinte teljesen sikerült nekik	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	ebben a kellemetlen helyzetben	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	egy csúnya helyzet, amikor a fák eldobták az ágaikat	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	eldobták saját vizes ágaikat	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	egyenesen az arcokba	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	az iparosé	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	soklábú kis lények	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	vette a lábát	took his feet	grupo	alternativoj	prononco
level	por promenejo	sétálóútra	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	a természet megejtette a lábát	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	legfájdalmasabban	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	beleejtette a lábát egy gödörbe	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	vízzel teli gödör	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	bűzös víz	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	gyorsan jutott a gondolathoz	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	az embernek készen kell állnia	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	itt	here	grupo	alternativoj	prononco
level	iu ajn ~	bárki ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	készen áll minden kellemetlen találkozásra	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	bármit (bármit)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	bármire várt	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	félretéve az emberi hangot	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	amikor egy hang meghallotta, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	azonnal közelről hallotta	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	szép helyszíni ugrást hajtott végre	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	aki megmozgatta a szívét	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	felszó a szájra	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	a nyugalom visszaszerzésének kísérletével	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	egy kis nyugalom	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	egy lámpa fénye	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	valaki közvetlenül a szemébe irányított	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	a lámpa, amelyet valaki a szemébe irányított	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	megakadályozta a megbékélést	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	úgy tűnt neki, hogy ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	a lámpát tartó emberi forma	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	ruha rendőrök	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	mit csinálsz itt?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	– hangzik a tekintélyes hang	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	kérlek beszélj ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	egy kicsit világos	a little clear	grupo	alternativoj	prononco
level	la alia diris	– mondta a másik	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	még fontosabb hangnemben	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	sétálok	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	sétálsz a farmon	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	a grófnőé	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	a grófné farmja	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	az éjszaka közepén	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	a grófné meghívta?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	tud-e ~-ről	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	a jelenlétedről	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	a jelenléted itt	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	Meg kell kérdeznem ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	kéri, hogy kövessen	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	és elmagyarázta ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	kifejtette, hogy ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	mivel a rossz próbálkozás	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	rossz kísérlet a grófnő elfogására	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	~ miatt	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	terroristák miatt	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	a rendőrség gondosan ellenőrzi	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	ellenőrzi, hogy mi történik	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	a környezetben fordul elő	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	a kastélyé	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	a kastély környéke	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	az iparosnak	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	úgy tűnt, hogy ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	ezúttal megesett a szíve	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	lábra esett	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	tudta, hogy ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	csak nehezen fogja megtalálni	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	elfogadható magyarázatot találni	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	a saját jelenlétéről	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	az a gondolat, hogy a grófnő mindent tud	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	az ötlet kevés reménytől megfosztotta	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	kevés remény	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	kevés remény maradt	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	a rendőrség első szavai után	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	minél több ~ annál több ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	minél hosszabb, annál jobb	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	bármennyire is	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	negyed órája	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	visszajöttek	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	a szörnyű szerencsétlenség után	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	az emberek elmentek	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	és a régi városok széthullottak	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	újra látnunk kellene	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	annál gyakrabban	the more often	grupo	alternativoj	prononco
level	mi pripensas	Gondolkodom	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	annál dühösebb vagyok	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	~ban lakik	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	bármelyik házban	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	látjuk még egymást?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	bárhol és bármikor	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	mikor jövök vissza ~ ?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	a könyvek másik felét	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	kell ~ ?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	több mint negyed évre van szüksége	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	azokra a munkákra	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	miért van ~?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	annál hidegebb	the colder	grupo	alternativoj	prononco
level	ju pli longe	a hosszabb	the longer	grupo	alternativoj	prononco
level	ni atendas ~	várunk ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	elégedett vagy a ~-vel?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	bármelyik férfival	with any man	grupo	alternativoj	prononco
