B.th content.tsv
Level	Esperanto	th	en-us	Grupo	Alternativoj	Pronoco
level	ĉu ankaŭ vi volas iri?	คุณอยากไปเหมือนกันไหม?	do you want to go too?	grupo	alternativoj	prononco
level	nu, "kongreso" ne sonas tre interese	&quot;รัฐสภา&quot; ฟังดูไม่ค่อยน่าสนใจเท่าไหร่	well, "congress" doesn't sound very interesting	grupo	alternativoj	prononco
level	sed estas (interese)!	แต่มัน (น่าสนใจ)	but it is (interesting)	grupo	alternativoj	prononco
level	ne pensu pri iu teda malvigla kongreso	อย่าคิดอะไรน่าเบื่อสภาคองเกรสซบเซา	do not think of something boring sluggish congress	grupo	alternativoj	prononco
level	simple temas pri ~	มันก็แค่ประมาณ ~	it's just about ~ 	grupo	alternativoj	prononco
level	simple temas pri renkonto kun junuloj	มันเป็นเพียงการพบปะกับคนหนุ่มสาว	it's just about meeting young people	grupo	alternativoj	prononco
level	renkonto kun junuloj de multaj landoj	การพบปะกับเยาวชนจากหลายประเทศ	a meeting with young people from many countries	grupo	alternativoj	prononco
level	300 ĝis 400 homoj estos tie	จะมีคนประมาณ 300 ถึง 400 คน	300 to 400 people will be there	grupo	alternativoj	prononco
level	verŝajne estos 300 ĝis 400 homoj tie	ที่นั่นคงจะมีคนประมาณ 300 ถึง 400 คน	there will probably be 300 to 400 people there	grupo	alternativoj	prononco
level	preskaŭ ĉiuj	เกือบทุกคน	almost everybody	grupo	alternativoj	prononco
level	kaj preskaŭ ĉiuj parolos Esperanton	และเกือบทุกคนจะพูดภาษาเอสเปรันโต	and almost everybody will speak Esperanto	grupo	alternativoj	prononco
level	ne bone parolas	พูดไม่ดี	does not speak well	grupo	alternativoj	prononco
level	bone, sed mi ne bone parolas Esperanton	โอเค แต่ฉันพูดภาษาเอสเปรันโตไม่เก่ง	ok, but I don't speak Esperanto well	grupo	alternativoj	prononco
level	ne gravas	มันไม่สำคัญ	it doesn't matter	grupo	alternativoj	prononco
level	eblas partopreni en ~	สามารถเข้าร่วมได้ ~	it is possible to take part in ~	grupo	alternativoj	prononco
level	partopreni en Esperanto-kursoj tie	เพื่อเข้าร่วมหลักสูตรภาษาเอสเปรันโตที่นั่น	to take part in Esperanto courses there	grupo	alternativoj	prononco
level	kutime	โดยปกติ	usually	grupo	alternativoj	prononco
level	kutime estas du niveloj	โดยปกติจะมีสองระดับ	usually there are two levels	grupo	alternativoj	prononco
level	homoj, kiuj jam eklernis la lingvon	คนที่เรียนภาษามาแล้ว	people who had already learned the language	grupo	alternativoj	prononco
level	unu por komencantoj	หนึ่งสำหรับผู้เริ่มต้น	one for beginners	grupo	alternativoj	prononco
level	kaj alia por homoj kiuj jam eklernis la lingvon	และอีกอันสำหรับผู้ที่เรียนภาษาไปแล้ว	and the other for those who already learned the language	grupo	alternativoj	prononco
level	jes, kio?	ใช่แล้ว อะไรนะ?	jes, what?	grupo	alternativoj	prononco
level	vi diris, "kutime"	คุณพูดว่า &quot;ปกติ&quot;	you said, "usually"	grupo	alternativoj	prononco
level	ha, IJK okazas ĉiu-jare	โอ้ IJK เกิดขึ้นทุกปี	oh, IJK happens every year	grupo	alternativoj	prononco
level	ĉiu-foje en alia lando	ทุกครั้งในประเทศอื่น	every time in other country	grupo	alternativoj	prononco
level	pro tio, ĉiu IJK estas alispeca	ด้วยเหตุนี้ IJK ทุกคนจึงแตกต่างกัน	for this reason, every IJK is different	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj	แต่ก็มีโปรแกรมด้วย	but there are also programs	grupo	alternativoj	prononco
level	programeroj, kiuj ofte revenas	โปรแกรมที่กลับมาบ่อยๆ	programs that returns often	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj, kiuj ofte revenas	แต่ก็มีโปรแกรมที่กลับมาบ่อยๆ	but there're also programs that returns often	grupo	alternativoj	prononco
level	ekzemple	ตัวอย่างเช่น	for example	grupo	alternativoj	prononco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	ตัวอย่างเช่น เล่นกีฬาและไพ่ได้เกือบตลอดเวลา	for example, it is almost always possible to play sports and cards	grupo	alternativoj	prononco
level	babili kun amikoj dum la tuta nokto	เพื่อคุยกับเพื่อนทั้งคืน	to talk with friends all night	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	เพื่อร้องเพลงรอบไฟและเต้นรำ	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	การเข้าร่วมคอนเสิร์ต เป็นต้น	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	ฉันก็ทำที่บ้านได้เช่นกัน	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	ถูกต้อง แต่	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	แต่สิ่งสำคัญในช่วง IJK คือ ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	มาจากหลายประเทศ	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	คือผู้เข้าร่วมมาจากหลายประเทศ	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	เพราะการผสมผสานของคนที่แตกต่างกัน	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	เป็นบรรยากาศที่ดีที่ผมชอบมาก	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	เอาล่ะ ฟังดูเหมือนสนใจ	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	ฉันจะคิดเกี่ยวกับ	I will think about	grupo	alternativoj	prononco
level	certe	แน่นอน	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	อย่างไรก็ตามปัญหาคือ ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	เงินมากขนาดนั้น	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	ฉันไม่มีเงินมากขนาดนั้นตอนนี้	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	ปัญหาคือฉันไม่มีเงินมากขนาดนั้น	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	ฉันเข้าใจแต่มันคงไม่แพงมากหรอก	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	ผมเชื่อว่ามันคงจะไม่แพงมาก	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	ตารางค่าธรรมเนียมของโปรแกรม	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	นั่นคือถ้าคุณดูที่ตารางหุ้น/ค่าธรรมเนียม	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	ตารางส่วนแบ่ง/ค่าธรรมเนียมของคำเชิญ IJK	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	คุณพบว่า ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	รวมเป็นเงินเพียง 50 ยูโร	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	คุณจะเห็นว่าสำหรับคุณมันรวมแล้วเพียง 50 ยูโร	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	ถ้าเรานอนบนพื้น	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	เอาล่ะ	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	นั่นฟังดูดี	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	แต่แล้วการเดินทางล่ะ	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	รถไฟจะมีราคาประมาณ 70 ยูโร	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	มันจะเป็นไปได้สำหรับคุณไหม?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	หวังว่า	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	แต่จะใช้เวลานานพอสมควรโดยรถไฟ	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	ใช่ แต่เราสามารถแวะสักหนึ่งหรือสองเมืองได้	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
