A.es content.tsv
Level	Esperanto	es	en-us	Grupo	Alternativoj	Pronoco
level	ne malofte	no poco comun	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	doloroso y siempre desagradable	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	cuanto más ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	avanzó en la vida	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	en el bosque del castillo	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	cuanto más avanzaba, más disgustaba ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	no le gustaba la naturaleza nocturna	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	un hombre con ojos que se pueden ver claramente	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	ojos que podían ver bien	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	ver bien en la oscuridad	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	miró el camino difícil	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	de nuestro industrial	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	él sonrió	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	al lado de ese hombre	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	en ropa de policia	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	otra persona estaba parada	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	con ropa similar	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	esta ultima era una mujer	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	vamos	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	dijo el hombre suavemente	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	al oído de su compañero	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	ahora es el momento adecuado	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	ambos dieron un paso hacia la persona	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	tuvieron cuidado de hacerlo ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	lo más posible como ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	el menor ruido posible (kiel eble)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	el menor ruido posible (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	lo lograron casi por completo	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	en esta desagradable situación	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	una situación desagradable donde los árboles arrojaron sus ramas	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	arrojaron sus propias ramas mojadas	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	directo a las caras	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	del industrial	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	pequeñas criaturas de múltiples patas	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	tomó sus pies	took his feet	grupo	alternativoj	prononco
level	por promenejo	para un camino a pie	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	la naturaleza hizo caer su pie	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	más dolorosamente	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	dejó caer su pie en un hoyo	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	un pozo lleno de agua	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	agua maloliente	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	Llegué rápidamente a la idea	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	uno debe estar listo	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	aquí	here	grupo	alternativoj	prononco
level	iu ajn ~	cualquiera ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	listo para cualquier encuentro desagradable	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	cualquier cosa (lo que sea)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	estaba esperando cualquier cosa	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	a un lado la voz humana	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	cuando se escuchó una voz, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	escuchado inmediatamente cerca	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	hizo un buen salto en el sitio	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	quien movió su corazón	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	palabra alta a la boca	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	con el intento de recuperar la calma	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	un poco de tranquilidad	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	la luz de una lámpara	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	alguien dirigido directamente a sus ojos	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	la lámpara que alguien dirigió a los ojos	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	impidió la reconciliación	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	le pareció que~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	la forma humana que sostenía la lámpara	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	usar ropa de policia	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	¿Qué estás haciendo aquí?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	suena la voz autoritaria	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	por favor habla ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	un poco claro	a little clear	grupo	alternativoj	prononco
level	la alia diris	el otro dijo	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	en un tono aún más importante	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	estoy caminando	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	caminas por la granja	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	de la condesa	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	la granja de la condesa	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	En medio de la noche	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	¿Te invitó la condesa?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	ella sabe acerca de ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	sobre tu presencia	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	tu presencia aquí	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	tengo que preguntarte ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	te pide que me sigas	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	y me explicó ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	explicó que ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	desde el intento equivocado	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	el intento equivocado de atrapar a la condesa	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	debido a ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	debido a los terroristas	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	la policía controla cuidadosamente	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	comprueba lo que está pasando	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	ocurre en los alrededores	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	del castillo	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	los alrededores del castillo	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	al industrial	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	parecía que ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	su corazón cayó esta vez	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	cayó a sus pies	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	el sabia eso ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	Simplemente intentará encontrar	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	para encontrar una explicación aceptable	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	sobre la propia presencia	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	la idea de que la condesa lo sabe todo	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	la idea le privó de pocas esperanzas	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	pequeña esperanza	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	pocas esperanzas quedaban	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	tras las primeras palabras de la policía	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	cuanto más ~ más ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	cuanto más tiempo mejor	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	no importa cuanto	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	hace un cuarto de hora	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	Ellos volvieron	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	después de la terrible desgracia	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	la gente se fue	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	y las viejas ciudades se desmoronaron	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	deberíamos verte de nuevo	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	cuanto más a menudo	the more often	grupo	alternativoj	prononco
level	mi pripensas	estoy pensando	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	cuanto más enojado estoy	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	ella vive en ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	en cualquier casa	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	¿nos volveremos a ver?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	donde y cuando sea	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	¿Cuándo volveré ~?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	la otra mitad de los libros	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	¿Necesitarás ~?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	necesita más de un cuarto de año	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	para esos trabajos	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	¿Por qué es ~?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	cuanto mas frio	the colder	grupo	alternativoj	prononco
level	ju pli longe	el mas largo	the longer	grupo	alternativoj	prononco
level	ni atendas ~	estamos esperando ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	¿Estás satisfecho con ~?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	con cualquier hombre	with any man	grupo	alternativoj	prononco
