C.ta content.tsv
Level	Esperanto	ta	en-us	Grupo	Alternativoj	Pronoco
level	urbo	ஒரு நகரம், ஒரு நகரம்	a city, a town	grupo	alternativoj	prononco
level	ofta	அடிக்கடி, அடிக்கடி	freqent, often	grupo	alternativoj	prononco
level	soni	ஒலிக்க, ஒலி எழுப்ப	to sound, to make sound	grupo	alternativoj	prononco
level	tero	பூமி, நிலம், மண்	earth, land, soil	grupo	alternativoj	prononco
level	vivi	வாழ, வாழ	to live, to be alive	grupo	alternativoj	prononco
level	resti	தங்க, இருக்க	to stay, to remain	grupo	alternativoj	prononco
level	ridi	சிரிக்க	to laugh	grupo	alternativoj	prononco
level	homo	ஒரு மனிதன், ஒரு மனிதன்	a human, a man	grupo	alternativoj	prononco
level	akvo	தண்ணீர்	water	grupo	alternativoj	prononco
level	vorto	ஒரு வார்த்தை	a word	grupo	alternativoj	prononco
level	certa	நிச்சயமாக, நிச்சயமாக	certain, sure	grupo	alternativoj	prononco
level	lando	ஒரு நிலம், ஒரு நாடு	a land, a country	grupo	alternativoj	prononco
level	sama	அதே	same	grupo	alternativoj	prononco
level	ĵeti	வீசுவதற்கு	to throw	grupo	alternativoj	prononco
level	stelo	ஒரு நட்சத்திரம்	a star	grupo	alternativoj	prononco
level	domo	ஒரு வீடு, ஒரு வீடு	a house, a home	grupo	alternativoj	prononco
level	nomo	ஒரு பெயர், ஒரு பெயர்	a name, an appellation	grupo	alternativoj	prononco
level	vidi	பார்க்க	to see	grupo	alternativoj	prononco
level	mola	மென்மையான	soft	grupo	alternativoj	prononco
level	horo	ஒரு மணி, மணி, நேரம்	an hour, o'clock, time	grupo	alternativoj	prononco
level	formo	ஒரு வடிவம், ஒரு வடிவம்	a form, a shape	grupo	alternativoj	prononco
level	tago	ஒரு நாள்	a day	grupo	alternativoj	prononco
level	fumo	ஒரு புகை	a smoke	grupo	alternativoj	prononco
level	ĉevalo	ஒரு குதிரை	a horse	grupo	alternativoj	prononco
level	jaro	ஒரு வருடம்	a year	grupo	alternativoj	prononco
level	vojaĝi	பயணம் செய்ய	to travel	grupo	alternativoj	prononco
level	celo	ஒரு இலக்கு, ஒரு இலக்கு, ஒரு நோக்கம், ஒரு குறிக்கோள்	a goal, a target, a purpose, an objective	grupo	alternativoj	prononco
level	naski	பிறக்க, தாங்க, உருவாக்க	to give birth, to bear, to generate	grupo	alternativoj	prononco
level	manki	தவறிவிட, குறையாக, காணவில்லை	to miss, to be lacking, to be missing	grupo	alternativoj	prononco
level	birdo	ஒரு பறவை	a bird	grupo	alternativoj	prononco
level	halti	நிறுத்த, நிறுத்த, நிறுத்த	to stop, to halt, to come to a halt	grupo	alternativoj	prononco
level	frato	ஒரு சகோதரன்	a brother	grupo	alternativoj	prononco
level	monto	ஒரு மலை	a mountain	grupo	alternativoj	prononco
level	pensi	சிந்திக்க	to think	grupo	alternativoj	prononco
level	permesi	அனுமதிக்க, அனுமதிக்க	to permit, to allow	grupo	alternativoj	prononco
level	kosti	விலைக்கு	to cost	grupo	alternativoj	prononco
level	lito	ஒரு படுக்கை, ஒரு படுக்கை	a bed, a couch	grupo	alternativoj	prononco
level	perdi	இழக்க	to lose	grupo	alternativoj	prononco
level	miri	ஆச்சரியப்பட, ஆச்சரியப்பட, ஆச்சரியப்பட	to surprise, to be amased, to be astonished	grupo	alternativoj	prononco
level	persono	ஒரு மனிதன	a person	grupo	alternativoj	prononco
level	diversa	பல்வேறு, மாறுபட்ட, பல்வேறு	diverse, varied, various	grupo	alternativoj	prononco
level	provi	முயற்சி, முயற்சி	to try, to attempt	grupo	alternativoj	prononco
level	pagi	செலுத்த வேண்டும்	to pay	grupo	alternativoj	prononco
level	prezenti	முன்வைக்க, அறிமுகப்படுத்த	to present, to introduce	grupo	alternativoj	prononco
level	aparta	தவிர, குறிப்பிட்ட, தனி	apart, particular, separate	grupo	alternativoj	prononco
level	rajto	சரி, ஒரு உரிமை	right, a right	grupo	alternativoj	prononco
level	mateno	காலை, ஒரு காலை	morning, a morning	grupo	alternativoj	prononco
level	agrabla	இனிமையான, இணக்கமான, நல்ல	pleasant, agreeable, nice	grupo	alternativoj	prononco
level	vespero	மாலை, ஒரு மாலை	evening, an evening	grupo	alternativoj	prononco
level	muro	ஒரு சுவர்	a wall	grupo	alternativoj	prononco
level	suno	சூரியன், ஒரு சூரியன்	sun, a sun	grupo	alternativoj	prononco
level	rigardi	பார்க்க, பார்க்க	to look, to look at	grupo	alternativoj	prononco
level	senti	உணர, உணர	to feel, to sense	grupo	alternativoj	prononco
level	blanka	வெள்ளை, வெற்று	white, blank	grupo	alternativoj	prononco
level	simpla	எளிய	simple	grupo	alternativoj	prononco
level	rimarki	கவனிக்க	to notice	grupo	alternativoj	prononco
level	lingvo	ஒரு மொழி, நாக்கு	a language, tongue	grupo	alternativoj	prononco
level	ŝanĝi	மாற்ற, திரும்ப	to change, to turn	grupo	alternativoj	prononco
level	renkonti	சந்திக்க, சந்திக்க, குறுக்கே வர	to meet, to encounter, to come accross	grupo	alternativoj	prononco
level	uzi	உபயோகிக்க	to use	grupo	alternativoj	prononco
level	timi	பயப்பட, பயப்பட	to fear, to be afraid of	grupo	alternativoj	prononco
level	vera	உண்மையான, உண்மை	real, true	grupo	alternativoj	prononco
level	sola	தனியாக, ஒரே, ஒரே, தனி	alone, only, sole, solitary	grupo	alternativoj	prononco
level	paco	அமைதி, ஒரு அமைதி	peace, a peace	grupo	alternativoj	prononco
level	rakonti	கதைக்க, சொல்ல, தொடர்புபடுத்த	to narrate, to tell, to relate	grupo	alternativoj	prononco
level	koloro	நிறம், ஒரு நிறம்	color, a color	grupo	alternativoj	prononco
level	pura	சுத்தமான, தூய்மையான	clean, pure	grupo	alternativoj	prononco
level	aŭdi	கேட்க	to hear	grupo	alternativoj	prononco
level	punkto	ஒரு புள்ளி, ஒரு புள்ளி, ஒரு புள்ளி	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	ஒரு வாய்	a mouth	grupo	alternativoj	prononco
level	araneo	ஒரு சிலந்தி	a spider	grupo	alternativoj	prononco
level	serĉi	தேட, தேட, தேட	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	ஒரு கடிதம்	a letter	grupo	alternativoj	prononco
level	frua	ஆரம்ப, முன்கூட்டிய	early, premature	grupo	alternativoj	prononco
level	grava	முக்கியமான, தீவிரமான	important, serious	grupo	alternativoj	prononco
level	nigra	கருப்பு	black	grupo	alternativoj	prononco
level	trankvila	அமைதியான, அமைதியான	tranquil, calm	grupo	alternativoj	prononco
level	flanko	ஒரு பக்கம்	a side	grupo	alternativoj	prononco
level	libroj	புத்தகங்கள்	books	grupo	alternativoj	prononco
level	kuri	ஓட வேண்டும்	to run	grupo	alternativoj	prononco
level	dolĉa	இனிப்பு	sweet	grupo	alternativoj	prononco
level	popolo	மக்கள், நாட்டுப்புற, நாடு	people, folk, nation	grupo	alternativoj	prononco
level	hundo	ஒரு நாய்	a dog	grupo	alternativoj	prononco
level	fenestro	ஒரு ஜன்னல்	a window	grupo	alternativoj	prononco
level	aĝo	வயது (வயது)	age (years old)	grupo	alternativoj	prononco
level	libron	ஒரு புத்தகம் (புறநிலை, குற்றச்சாட்டு)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	ஒரு விரல்	a finger	grupo	alternativoj	prononco
level	resto	எஞ்சிய, ஓய்வு, தங்குதல்	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	ஒரு பல்	a tooth	grupo	alternativoj	prononco
level	kuiri	சமைக்க	to cook	grupo	alternativoj	prononco
level	lavi	கழுவ	to wash	grupo	alternativoj	prononco
level	mia	என்	my	grupo	alternativoj	prononco
level	piedo	ஒரு கால், ஒரு பாதம்	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	கேட்க	to listen	grupo	alternativoj	prononco
level	tablo	ஒரு அட்டவணை	a table	grupo	alternativoj	prononco
level	fali	விழ, கைவிட	to fall, to drop	grupo	alternativoj	prononco
level	familio	ஒரு குடும்பம்	a family	grupo	alternativoj	prononco
level	via	உங்கள்	your	grupo	alternativoj	prononco
level	vizaĝo	ஒரு முகம்	a face	grupo	alternativoj	prononco
level	ĝusta	வலது (சரியானது), சரியானது, சரியானது	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	ஒரு இரவு	a night	grupo	alternativoj	prononco
level	mezo	ஒரு நடுத்தர, சராசரி, சராசரி	a middle, average, mean	grupo	alternativoj	prononco
level	historio	வரலாறு, ஒரு வரலாறு	history, a history	grupo	alternativoj	prononco
level	interesi	வட்டிக்கு	to interest	grupo	alternativoj	prononco
level	administri	நிர்வகிக்க, நிர்வகிக்க	to manage, to administer	grupo	alternativoj	prononco
level	aero	காற்று, ஒரு காற்று (வாயு)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	அதன்	its	grupo	alternativoj	prononco
level	maro	ஒரு கடல்	a sea	grupo	alternativoj	prononco
level	fakto	ஒரு உண்மை	a fact	grupo	alternativoj	prononco
level	lasi	விட்டுவிட, விடுவிப்பதற்கு, அனுமதிக்க, அனுமதிக்க	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	ஒரு விலங்கு, ஒரு மிருகம்	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	வழிநடத்த, வழிகாட்ட	to lead, to guide	grupo	alternativoj	prononco
level	avo	ஒரு தாத்தா	a grandfather	grupo	alternativoj	prononco
level	afabla	அன்பான, நட்பு, கனிவான, அன்பான	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	அவர்களது	their	grupo	alternativoj	prononco
level	korpo	ஒரு உடல்	a body	grupo	alternativoj	prononco
level	pordo	ஒரு கதவு, ஒரு வாயில்	a door, a gate	grupo	alternativoj	prononco
level	forgesi	மறப்பதற்காக	to forget	grupo	alternativoj	prononco
level	kafo	காபி, ஒரு காபி	coffee, a coffee	grupo	alternativoj	prononco
level	brui	சத்தம் போட	to make noise	grupo	alternativoj	prononco
