A.et content.tsv
Level	Esperanto	et	en-us	Grupo	Alternativoj	Pronoco
level	prezentas per si malplaĉan ĝenon	kujutab endast ebameeldivat ebameeldivust	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	kohas, mis on täis puid	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	siis, kui üks eksis	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	ebainimlikus kõrbes	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	ja läheb kaoses teelt välja	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	pikk suur keha	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	~ läbida ei õnnestunud	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	põõsaste vahel	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	lisaks loomulike asjade puudutamisele	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	üldiselt märg	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	keset märga loodust	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	märjad looduslikud asjad, mille keskel ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	ta kõndis vaevaliselt	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	see oli kogemus	it was an experience	grupo	alternativoj	prononco
level	ne malofte	pole haruldane	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	valus ja alati ebameeldiv	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	seda rohkem ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	elus edasi liikunud	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	lossimetsas	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	mida edasi, seda enam ei meeldinud ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	ei meeldinud öine loomus	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	mees, kelle silmad on selgelt näha	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	silmad, mis nägid hästi	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	pimedas hästi näha	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	vaatas rasket minekut	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	meie töösturilt	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	ta naeratas	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	selle mehe kõrval	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	politseiniku riietes	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	teine inimene seisis	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	sarnastes riietes	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	viimane oli naine	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	lähme	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	ütles mees vaikselt	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	oma kaaslase kõrva	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	praegu on õige hetk	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	mõlemad astusid inimese poole	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	nad olid ettevaatlikud, et teha ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	võimalikult ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	võimalikult vähe müra (kiel eble)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	võimalikult vähe müra (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	see õnnestus neil peaaegu täielikult	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	selles ebameeldivas olukorras	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	vastik olukord, kus puud viskasid oma oksi	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	viskasid omad märjad oksad	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	otse näkku	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	töösturist	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	mitmejalgsed väikesed olendid	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	võttis jalad alla	took his feet	grupo	alternativoj	prononco
level	por promenejo	jalutuskäigu jaoks	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	loodus ajas jala alla	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	kõige valusamalt	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	kukkus jala auku	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	kaev vett täis	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	ebameeldiva lõhnaga vesi	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	jõudis kiiresti selle mõtteni	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	üks peab valmis olema	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	siin	here	grupo	alternativoj	prononco
level	iu ajn ~	keegi ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	valmis igaks ebameeldivaks kohtumiseks	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	midagi (mis iganes)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	ta ootas kõike	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	inimhääl kõrvale	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	kui hääl kuulis, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	kuulis kohe lähedalt	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	ta tegi kohapeal kena hüppe	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	kes liigutas ta südant	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	ülessõna suhu	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	katsega taastada rahu	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	natuke rahu	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	lambi valgus	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	keegi otse tema silmadesse	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	lamp, mille keegi suunas silmadesse	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	takistas leppimist	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	talle tundus, et ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	lampi hoidnud inimkuju	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	politsei riided selga	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	mida sa siin teed?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	kõlab autoriteetne hääl	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	palun räägi ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	natuke selge	a little clear	grupo	alternativoj	prononco
level	la alia diris	ütles teine	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	veelgi olulisemal toonil	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	ma kõnnin	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	sa kõnnid talus	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	krahvinnast	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	krahvinna talu	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	keset ööd	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	kas krahvinna kutsus sind?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	kas ta teab ~ kohta	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	teie kohaloleku kohta	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	teie kohalolek siin	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	Ma pean sinult küsima ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	palub sul mulle järgneda	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	ja ta selgitas ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	selgitas, et ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	sest vale katse	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	vale katse krahvinnat tabada	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	~ tõttu	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	terroristide tõttu	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	politsei kontrollib hoolikalt	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	kontrollib, mis toimub	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	esineb ümbruskonnas	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	lossist	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	lossi ümbrus	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	töösturile	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	tundus, et ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	ta süda langes seekord	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	kukkus jalule	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	ta teadis, et ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	ta püüab lihtsalt leida	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	vastuvõetava seletuse leidmiseks	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	enda kohaloleku kohta	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	mõte, et krahvinna teab kõike	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	see idee võttis talt vähese lootuse	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	vähe lootust	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	vähe lootust jäi	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	peale politsei esimesi sõnu	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	mida rohkem ~ seda rohkem ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	mida kauem seda parem	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	ükskõik kui palju	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	veerand tundi tagasi	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	nad tulid tagasi	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	pärast kohutavat õnnetust	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	rahvas lahkus	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	ja vanad linnad lagunesid	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	peaksime sind uuesti nägema	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	seda sagedamini	the more often	grupo	alternativoj	prononco
level	mi pripensas	Ma mõtlesin	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	seda vihasem ma olen	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	ta elab ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	igas majas	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	kas me näeme teineteist veel?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	kus iganes ja millal iganes	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	millal ma tagasi tulen ~ ?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	teine pool raamatutest	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	kas sa vajad ~ ?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	vajab rohkem kui veerand aastat	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	nende töökohtade jaoks	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	miks on ~?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	seda külmem	the colder	grupo	alternativoj	prononco
level	ju pli longe	seda kauem	the longer	grupo	alternativoj	prononco
level	ni atendas ~	me ootame ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	kas oled ~ga rahul?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	ükskõik millise mehega	with any man	grupo	alternativoj	prononco
