B.el content.tsv
Level	Esperanto	el	en-us	Grupo	Alternativoj	Pronoco
level	ne scias kion diri vere	δεν ξέρω τι να πω πραγματικά	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	δεν έγινε τίποτα ιδιαίτερο	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	τουλάχιστον δεν έχει συμβεί ακόμα	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	αλλά κάπως ένιωσα ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	ένιωθε ότι της αρέσω πολύ	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	κατά κάποιον τρόπο ένιωθε ότι της αρέσω πολύ	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	της αρέσω και της αρέσω	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	κουβεντιάσαμε πολλή ώρα για το ~	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	είχε μια μακρά κουβέντα για τη μουσική	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	και μετά τραγούδησαν μαζί	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	Νομίζω ότι φλέρταρε	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	με φλέρταρε	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	ήταν πολύ ωραία	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	όπως λέει ο φίλος σου από τον Καναδά	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	«Σκατά καλά!», όπως λέει και ένας φίλος από τον Καναδά	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	ναι αλήθεια! ελπίζω ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	να την ξανασυναντήσω σύντομα	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	ελπίζει να τη συναντήσει ξανά	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	Ελπίζω να τη γνωρίσω σύντομα	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	το ίδιο κι εγώ	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	σε μια λίμνη κοντά στο ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	μια λίμνη κοντά σε ένα συνεδριακό χώρο	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	κοντά στην αίθουσα συνεδρίων	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	ω, είσαι κι εσύ ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	είσαι και εσύ εδώ!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	ναι, θα συναντήσω ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	θα συναντήσω έναν φίλο εδώ σύντομα	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	για μια ιδιωτική συνομιλία	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	θα συναντήσει έναν φίλο για μια ιδιωτική συνομιλία	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	λοιπόν, θα ήθελα να σε ρωτήσω ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	Θα ήθελα να σας ζητήσω να φύγετε	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	καλά, δεν είναι δυνατόν	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	δεν είναι καθόλου δυνατό στην πραγματικότητα	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	Γιατί? είναι πολύ σημαντικό για μένα!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	αυτή η συνάντηση είναι πολύ σημαντική	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	οπότε παρακαλώ αφήστε με να φύγω	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	σε παρακαλώ άσε με ήσυχο	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	όπως μόλις είπα,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	Είπα, αυτό δεν είναι δυνατό	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	θα εμφανιστεί σύντομα ένας φίλος μου	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	γιατί σύντομα θα εμφανιστεί και ένας φίλος	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	θα εμφανιστεί και ένας φίλος εδώ	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	διάολε, συνήθως αυτό τώρα	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	στην πραγματικότητα πρόκειται για το κορίτσι	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	το κορίτσι για το οποίο είπα	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	Το όνομά της είναι Jesi παρεμπιπτόντως	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	αγόρια και κορίτσια! υπέροχο που μπορούσες να έρθεις	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	Χαίρομαι πολύ που σε βλέπω	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	Χαίρομαι που σε βλέπω και πάλι	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	αλλά, κοιτάς ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	φαίνεσαι σοκαρισμένη και μπερδεμένη	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	σοκαρισμένος και κάπως μπερδεμένος	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	προφανώς	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	έτσι, υποθέτω ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	το έχεις ήδη	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	καταλαβαίνετε πώς είναι, σωστά;	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	Μάλλον έχεις καταλάβει ήδη	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	έχει ήδη καταλάβει πώς είναι	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	Δεν καταλαβαίνω τίποτα!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	Νομίζω ότι δεν θέλω ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	δεν θέλει να καταλάβει	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	Δεν θέλω να καταλάβω	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	αλλά δεν είναι περίπλοκο!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	ΑΣΕ με να εξηγήσω	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	όταν μου είπε η Ίνα	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	μου είπε για τον δικό του φίλο	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	ένας φίλος που έμαθε Εσπεράντο	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	έμαθε την Εσπεράντο πολύ γρήγορα	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	ένας φίλος που τον λένε Κάμπε	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	το έχω πιάσει αυτό ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	Κατάλαβα ότι γνωρίζετε ήδη ο ένας τον άλλον	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	εσείς οι δύο γνωρίζετε ήδη ο ένας τον άλλον	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	ναι, αλλά. αλλά τί?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	είχε την εντύπωση ότι ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	είχαμε και οι δύο την εντύπωση	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	μας φλέρταρες, και	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	την εντύπωση ότι μας φλέρταρες	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	απόλυτο δίκιο!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	γι' αυτό ήθελα να μιλήσουμε	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	Ήθελα να σας μιλήσω	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	να μιλήσω και στους δυο σας τώρα	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	Άκουσέ με σε παρακαλώ	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	Συχνά μου αρέσει πολύ το ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	αρέσουν πολλά άτομα ταυτόχρονα	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	Μου αρέσουν αρκετοί άνθρωποι	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	δεν έχει σημασία αν είναι ~	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	είτε είναι άντρας είτε γυναίκα	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	και κατά το IJK συνέβη ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	έτυχε να ερωτευτώ	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	Σας ερωτεύτηκα και τους δύο!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	και εμείς οι δύο σε εσάς	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	προφανώς εμείς σε εσάς	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	περίμενε λίγο, κουράστηκα	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	τόσο κουρασμένος που δύσκολα μπορώ να ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	Δύσκολα μπορώ να σκεφτώ	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	κατάλαβα καλά ότι ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	Ναί! Ρίξε μια ματιά	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	με ένα χαρούμενο πρόσωπο	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	τράβηξε μια μεγάλη καρδιά	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	τράβηξε μια μεγάλη καρδιά στην άμμο	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	στην άμμο και έγραψε σε αυτήν	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	έγραψε σε αυτό &quot;IJK&quot;	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	μετά από μια δεύτερη σκέψη είπε	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	αφού σκέφτηκε είπε &quot;αυτό είναι το IJK μας&quot;	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	και ξέσπασαν στα γέλια!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	ξέσπασαν όλοι στα γέλια!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	μετά από μια σκέψη και γέλασαν	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	Ο Kabe είπε &quot;αυτό είναι το IJK μας&quot;	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	έχεις στείλει την αίτηση;	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	υπέβαλε έντυπο εγγραφής σε τοπικό σωματείο	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	παραγγέλθηκε ομαδικά μέσω του συλλόγου	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	υποβάλλονται μέσω email	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	έλαβε επιβεβαίωση εγγραφής	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	δεν μπόρεσε να βρει πού να υποβάλει μια φόρμα εγγραφής	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	υπάρχει ηλεκτρονική φόρμα αίτησης;	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	υπέβαλες έντυπη παραγγελία;	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	πρέπει κάποιος να πληρώσει σε ευρώ;	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	υπάρχει δυνατότητα πληρωμής επί τόπου;	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	πλήρωσε αλλά δεν έλαβε απόδειξη	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	μπορεί να πληρώσει ως ομάδα μέσω της τοπικής κοινωνίας	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	υπάρχει επιστροφή χρημάτων αν δεν υπάρχει;	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	δεν παρήγγειλε ειδικό πρόγραμμα	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	πώς μπορεί κάποιος να παραγγείλει επιπλέον;	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	πώς μπορεί κάποιος να πληρώσει για μια επιπλέον παραγγελία;	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	μπορούμε να δούμε μια λίστα με τους εγγεγραμμένους;	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	Το όνομά μου δεν είναι στη λίστα των εγγεγραμμένων	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	μπορείτε να ελέγξετε τη λίστα;	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	μετά την προθεσμία παραγγελίας	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	μπορεί κάποιος να συμμετάσχει επιπλέον;	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	να κλείσουμε μαζί ένα ξενοδοχείο	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	κάποιος κάνει κράτηση σε ξενοδοχείο, θέλεις να έρθεις μαζί;	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	αν υπήρχε δωρεάν δωμάτιο, θέλω να το κλείσω	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	είναι δυνατόν να κλείσετε ένα ξενοδοχείο επί τόπου;	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	πρέπει να αγοράσουμε αεροπορικό εισιτήριο μαζί;	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	εισιτήριο από ποια ημερομηνία	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	θα σε συνοδεύσουμε στο αεροδρόμιο;	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	υπάρχει οδηγός στο αεροδρόμιο;	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	πρέπει να πάει κάποιος μόνος του στο χώρο του συνεδρίου;	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	ταμείο του συνεδριακού χώρου	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	Πλήρωσα αλλά η ετικέτα με το όνομά μου δεν βρέθηκε	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	θέλει να εγγραφεί επί τόπου	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	πληρώνεται ομαδικά, αλλά γιατί δεν επισημαίνεται;	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	μια τσάντα συνεδρίου με βιβλίο συνεδρίων και άλλο πληροφοριακό υλικό	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	πρυτανική αίθουσα, έκθεση	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	άνοιγμα και κλείσιμο	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	Χώρος εξέτασης KER (Κοινό Ευρωπαϊκό Πλαίσιο Αναφοράς).	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	επιτροπή του Κογκρέσου	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	επιτροπή σύνδεσης	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	συνεδριακό συμπόσιο	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	Βραδιά γνωριμίας	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	εγκαίνια	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	Αίθουσα Zamenhof	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU (Διεθνές Συνεδριακό Πανεπιστήμιο)	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	Εξέταση KER σε τέσσερα επίπεδα (Κοινό Ευρωπαϊκό Πλαίσιο Αναφοράς)	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	διεθνής καλλιτεχνική βραδιά	international art evening	grupo	alternativoj	prononco
level	solena fermo	πανηγυρικό κλείσιμο	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	υπηρεσία βιβλίου με βιβλία Εσπεράντο	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	AIS (Διεθνής Ακαδημία Επιστημών)	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	SAT (Παγκόσμια Αναρχική Ένωση)	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	βαρετές διαλέξεις	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	αξιωματικοί υπηρεσίας για διάφορα τμήματα	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	Οι αξιωματικοί του buty συνεργάζονται ως ομάδα	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	ένας ταξιδιωτικός πράκτορας	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	ένα αεροπορικό εισιτήριο	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	ακύρωσε το ξενοδοχείο και το αεροπορικό εισιτήριο	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	συνεδριακό κούριερ	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	πρώτο ενημερωτικό δελτίο, δεύτερο ενημερωτικό δελτίο	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	θέμα του συνεδρίου	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	μαθήματα ομιλίας	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	προσωρινά προγράμματα	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	γενικοί όροι παραγγελίας	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	προσυνεδριακές ξεναγήσεις	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	μια μετασυνεδριακή περιοδεία	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	ολοήμερες εκδρομές	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	ημιημερήσιες εκδρομές	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	έναν πίνακα περιηγήσεων κατά τη διάρκεια του συνεδρίου	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	εκδηλώσεις σε όλο το Ηνωμένο Βασίλειο (Universal Congress)	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	επαφές με τα μέσα μαζικής ενημέρωσης	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	αντιπρόεδρος του προγράμματος	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	με τις αρχές της χώρας	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	γραμματέας, ταμίας	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	καλλιτεχνικές εκδηλώσεις	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	Παιδικό Συνέδριο	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	κοινωνικές ιστοσελίδες	social websites	grupo	alternativoj	prononco
level	reĝisoro de la kongresa temo	διευθυντής του θέματος του συνεδρίου	director of the congress theme	grupo	alternativoj	prononco
level	rektoro de IKU (Internacia Kongresa Universitato)	Πρύτανης του IKU (Διεθνές Συνεδριακό Πανεπιστήμιο)	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	ασφάλιση υγείας και ταξιδιωτική ασφάλιση	health insurance and travel insurance	grupo	alternativoj	prononco
level	dokumentoj kaj vizoj	έγγραφα και βίζα	documents and visas	grupo	alternativoj	prononco
level	valida identigilo	έγκυρη ταυτότητα	a valid ID	grupo	alternativoj	prononco
level	pasporto valida	ένα έγκυρο διαβατήριο	a valid passport	grupo	alternativoj	prononco
level	reguloj pri viz-donado	κανόνες έκδοσης βίζας	visa-issuance rules	grupo	alternativoj	prononco
level	akiro de vizo	απόκτηση βίζας	obtaining a visa	grupo	alternativoj	prononco
level	CO (centra oficejo) de UEA (Universala Esperanto Asocio)	CO (κεντρικό γραφείο) της UEA (Universal Esperanto Association)	CO (central office) of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	elŝuti la oficialan konfirmilon (invitilon)	για λήψη της επίσημης επιστολής επιβεβαίωσης (επιστολή πρόσκλησης)	to download the official confirmation letter (invitation letter)	grupo	alternativoj	prononco
level	uzante la mendilon	χρησιμοποιώντας τη φόρμα παραγγελίας	using the order form	grupo	alternativoj	prononco
level	al la viz-dona instanco	στην αρχή έκδοσης της θεώρησης	to the visa issuing authority	grupo	alternativoj	prononco
level	la oficiala kongres-daŭro	την επίσημη διάρκεια του συνεδρίου	the official congress duration	grupo	alternativoj	prononco
level	mendis loĝadon pere de UEA (Universala Esperanto Asocio)	έκανε κράτηση διαμονής μέσω UEA (Universal Esperanto Association)	booked accommodation through UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	informi pri eventualaj ŝanĝoj	για ενημέρωση για πιθανές αλλαγές	to inform about possible changes	grupo	alternativoj	prononco
level	akiri vojaĝan asekuron	για να πάρετε ταξιδιωτική ασφάλιση	to get travel insurance	grupo	alternativoj	prononco
level	krom la nuligon de la vojaĝo	εκτός από την ακύρωση του ταξιδιού	except for the cancellation of the trip	grupo	alternativoj	prononco
level	asekuro kovras san-traktadon	η ασφάλιση καλύπτει τη θεραπεία υγείας	insurance covers health treatment	grupo	alternativoj	prononco
level	kaze de la akcidentoj	σε περίπτωση ατυχημάτων	in case of the accidents	grupo	alternativoj	prononco
level	deponi la valizojn	να καταθέσω τις βαλίτσες	to deposit the suitcases	grupo	alternativoj	prononco
level	internacia flug-haveno	Διεθνές Αεροδρόμιο	international airport	grupo	alternativoj	prononco
level	iri buse aŭ taksie aŭ aŭtomobile	να πάτε με λεωφορείο ή ταξί ή αυτοκίνητο	to go by bus or taxi or car	grupo	alternativoj	prononco
level	la veturo daŭras ĉirkaŭ 40 minutojn	η διαδρομή διαρκεί περίπου 40 λεπτά	the ride takes about 40 minutes	grupo	alternativoj	prononco
level	utiligi metroon ĝis la bus-haltejo	για να χρησιμοποιήσετε το μετρό μέχρι τη στάση του λεωφορείου	to use the subway to the bus stop	grupo	alternativoj	prononco
level	ankaŭ alteriĝis en alia flug-haveno	προσγειώθηκε επίσης σε άλλο αεροδρόμιο	also landed at another airport	grupo	alternativoj	prononco
level	por kongres-rilataj aferoj	για θέματα που σχετίζονται με το συνέδριο	for congress-related matters	grupo	alternativoj	prononco
level	oficiala mon-unuo estas eŭro	επίσημο νόμισμα είναι το ευρώ	official currency is euro	grupo	alternativoj	prononco
level	vendejo akceptas kredit-kartojn	το κατάστημα δέχεται πιστωτικές κάρτες	store accepts credit cards	grupo	alternativoj	prononco
level	je ordinara kurzo	σε συνήθη συναλλαγματική ισοτιμία	at ordinary exchange rate	grupo	alternativoj	prononco
level	agnoskita kiel oficiala lingvo	αναγνωρίζεται ως επίσημη γλώσσα	recognized as an official language	grupo	alternativoj	prononco
level	kran-akvo estas trinkebla	το νερό της βρύσης είναι πόσιμο	tap water is drinkable	grupo	alternativoj	prononco
level	aĉeti mineralan akvon kun-gasan	να αγοράσω μεταλλικό νερό με αέριο	to buy mineral water with gas	grupo	alternativoj	prononco
level	trinkmono aprezata sed ne deviga	η συμβουλή εκτιμάται αλλά δεν απαιτείται	tip appreciated but not required	grupo	alternativoj	prononco
level	urba transportilo	αστικές συγκοινωνίες	city transport	grupo	alternativoj	prononco
level	aĉetebla ĉe aŭtomata giĉeto de haltejo	μπορεί να αγοραστεί στο αυτόματο κιβώτιο εισιτηρίων μιας στάσης λεωφορείου	can be purchased at a bus stop's automatic ticket box	grupo	alternativoj	prononco
level	informa budo en kongresejo	περίπτερο πληροφοριών στο χώρο της συνέλευσης	information booth in convention place	grupo	alternativoj	prononco
