B.no content.tsv
Level	Esperanto	no	en-us	Grupo	Alternativoj	Pronoco
level	volas registriĝi surloke	ønsker å registrere seg på stedet	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	betales i gruppe, men hvorfor er det ikke merket?	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	en konferansebag med konferansebok og annet informasjonsmateriell	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	rektors sal, utstilling	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	åpning og lukking	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	KER (Common European Framework of Reference) eksamensplass	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	kongresskomiteen	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	foreningskomiteen	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	stevnebankett	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	Kveld med å bli kjent med hverandre	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	storslått åpning	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	Zamenhof hall	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU (International Congress University)	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	KER-eksamen på fire nivåer (Common European Framework of Reference)	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	internasjonal kunstkveld	international art evening	grupo	alternativoj	prononco
level	solena fermo	høytidelig avslutning	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	boktjeneste med esperantobøker	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	AIS (International Academy of Sciences)	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	SAT (World Anarchist Association)	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	kjedelige forelesninger	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	vaktledere for ulike avdelinger	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	Buty-offiserer samarbeider som et team	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	et reisebyrå	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	en flybillett	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	kansellerte hotell og flybillett	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	konvensjonsbud	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	første nyhetsbrev, andre nyhetsbrev	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	kongress tema	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	talekurs	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	midlertidige programmer	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	generelle bestillingsbetingelser	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	turer før kongressen	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	en tur etter kongressen	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	heldagsturer	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	halvdagsturer	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	en tabell over turer under kongressen	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	arrangementer rundt om i Storbritannia (Universal Congress)	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	kontakter med massemedier	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	visepresident ledet programmet	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	med landets myndigheter	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	sekretær, kasserer	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	kunstarrangementer	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	Barnekongressen	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	sosiale nettsteder	social websites	grupo	alternativoj	prononco
level	reĝisoro de la kongresa temo	direktør for kongresstemaet	director of the congress theme	grupo	alternativoj	prononco
level	rektoro de IKU (Internacia Kongresa Universitato)	rektor ved IKU (International Congress University)	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	helseforsikring og reiseforsikring	health insurance and travel insurance	grupo	alternativoj	prononco
level	dokumentoj kaj vizoj	dokumenter og visum	documents and visas	grupo	alternativoj	prononco
level	valida identigilo	en gyldig ID	a valid ID	grupo	alternativoj	prononco
level	pasporto valida	et gyldig pass	a valid passport	grupo	alternativoj	prononco
level	reguloj pri viz-donado	regler for utstedelse av visum	visa-issuance rules	grupo	alternativoj	prononco
level	akiro de vizo	å få visum	obtaining a visa	grupo	alternativoj	prononco
level	CO (centra oficejo) de UEA (Universala Esperanto Asocio)	CO (sentralkontor) til UEA (Universal Esperanto Association)	CO (central office) of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	elŝuti la oficialan konfirmilon (invitilon)	for å laste ned det offisielle bekreftelsesbrevet (invitasjonsbrev)	to download the official confirmation letter (invitation letter)	grupo	alternativoj	prononco
level	uzante la mendilon	ved hjelp av bestillingsskjemaet	using the order form	grupo	alternativoj	prononco
level	al la viz-dona instanco	til visumutstedende myndighet	to the visa issuing authority	grupo	alternativoj	prononco
level	la oficiala kongres-daŭro	den offisielle kongressens varighet	the official congress duration	grupo	alternativoj	prononco
level	mendis loĝadon pere de UEA (Universala Esperanto Asocio)	booket overnatting gjennom UEA (Universal Esperanto Association)	booked accommodation through UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	informi pri eventualaj ŝanĝoj	for å informere om mulige endringer	to inform about possible changes	grupo	alternativoj	prononco
level	akiri vojaĝan asekuron	å få reiseforsikring	to get travel insurance	grupo	alternativoj	prononco
level	krom la nuligon de la vojaĝo	bortsett fra kansellering av reisen	except for the cancellation of the trip	grupo	alternativoj	prononco
level	asekuro kovras san-traktadon	forsikringen dekker helsebehandling	insurance covers health treatment	grupo	alternativoj	prononco
level	kaze de la akcidentoj	i tilfelle ulykkene	in case of the accidents	grupo	alternativoj	prononco
level	deponi la valizojn	å deponere koffertene	to deposit the suitcases	grupo	alternativoj	prononco
level	internacia flug-haveno	Internasjonal flyplass	international airport	grupo	alternativoj	prononco
level	iri buse aŭ taksie aŭ aŭtomobile	å gå med buss eller taxi eller bil	to go by bus or taxi or car	grupo	alternativoj	prononco
level	la veturo daŭras ĉirkaŭ 40 minutojn	turen tar ca. 40 minutter	the ride takes about 40 minutes	grupo	alternativoj	prononco
level	utiligi metroon ĝis la bus-haltejo	å bruke T-banen til bussholdeplassen	to use the subway to the bus stop	grupo	alternativoj	prononco
level	ankaŭ alteriĝis en alia flug-haveno	landet også på en annen flyplass	also landed at another airport	grupo	alternativoj	prononco
level	por kongres-rilataj aferoj	for kongressrelaterte saker	for congress-related matters	grupo	alternativoj	prononco
level	oficiala mon-unuo estas eŭro	offisiell valuta er euro	official currency is euro	grupo	alternativoj	prononco
level	vendejo akceptas kredit-kartojn	butikken aksepterer kredittkort	store accepts credit cards	grupo	alternativoj	prononco
level	je ordinara kurzo	til ordinær valutakurs	at ordinary exchange rate	grupo	alternativoj	prononco
level	agnoskita kiel oficiala lingvo	anerkjent som et offisielt språk	recognized as an official language	grupo	alternativoj	prononco
level	kran-akvo estas trinkebla	springvann er drikkbart	tap water is drinkable	grupo	alternativoj	prononco
level	aĉeti mineralan akvon kun-gasan	å kjøpe mineralvann med gass	to buy mineral water with gas	grupo	alternativoj	prononco
level	trinkmono aprezata sed ne deviga	tips verdsatt, men ikke nødvendig	tip appreciated but not required	grupo	alternativoj	prononco
level	urba transportilo	bytransport	city transport	grupo	alternativoj	prononco
level	aĉetebla ĉe aŭtomata giĉeto de haltejo	kan kjøpes i bussholdeplassens automatiske billettboks	can be purchased at a bus stop's automatic ticket box	grupo	alternativoj	prononco
level	informa budo en kongresejo	informasjonsbod på stevnested	information booth in convention place	grupo	alternativoj	prononco
level	programo de la Kleriga Lundo	program for opplysningstiden mandag	program of the Enlightenment Monday	grupo	alternativoj	prononco
level	movada foiro	bevegelsesmesse	movement fair	grupo	alternativoj	prononco
level	Ekumena Diservo	Økumenisk tjeneste	Ecumenical Service	grupo	alternativoj	prononco
level	Kongresa Balo	Kongressball	Congressional Ball	grupo	alternativoj	prononco
level	Estraro Respondas	Styret svarer	Board of Directors Responds	grupo	alternativoj	prononco
level	faka kunsido	spesialistmøte	specialist meeting	grupo	alternativoj	prononco
level	kongresa aŭkcio	stevneauksjon	convention auction	grupo	alternativoj	prononco
level	komitato de UEA (Universala Esperanto Asocio)	komité for UEA (Universal Esperanto Association)	committee of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	registrita kongresano	registrert kongressdeltaker	registered congress participant	grupo	alternativoj	prononco
level	aliĝilo kun kongresa numero	påmeldingsskjema med kongressnummer	registration form with congress number	grupo	alternativoj	prononco
level	liveri ĉiujn servojn laŭ dua bulteno	å levere alle tjenester som i det andre nyhetsbrevet	to deliver all services as in the second newsletter	grupo	alternativoj	prononco
level	hazarda kunloĝigo de nekonatoj	tilfeldig romdeling av fremmede	random room sharing of strangers	grupo	alternativoj	prononco
level	disponigas nur al anticipaj konsentitoj	kun tilgjengelig for forhåndskonsentanter	available only to advance consenters	grupo	alternativoj	prononco
level	krom se aliloke indikite	med mindre det er angitt et annet sted	unless indicated in other place	grupo	alternativoj	prononco
level	ekskursojn akompanos gvidanto	turene vil bli ledsaget av en guide	tours will be accompanied by a guide	grupo	alternativoj	prononco
