C.de content.tsv
Level	Esperanto	de	en-us	Grupo	Alternativoj	Pronoco
level	rimarki	bemerken	to notice	grupo	alternativoj	prononco
level	lingvo	eine Sprache, Zunge	a language, tongue	grupo	alternativoj	prononco
level	ŝanĝi	ändern, umdrehen	to change, to turn	grupo	alternativoj	prononco
level	renkonti	sich treffen, begegnen, einander begegnen	to meet, to encounter, to come accross	grupo	alternativoj	prononco
level	uzi	benutzen	to use	grupo	alternativoj	prononco
level	timi	Angst haben, Angst haben	to fear, to be afraid of	grupo	alternativoj	prononco
level	vera	Echt wahr	real, true	grupo	alternativoj	prononco
level	sola	allein, allein, allein, einsam	alone, only, sole, solitary	grupo	alternativoj	prononco
level	paco	Frieden, ein Frieden	peace, a peace	grupo	alternativoj	prononco
level	rakonti	erzählen, erzählen, erzählen	to narrate, to tell, to relate	grupo	alternativoj	prononco
level	koloro	Farbe, eine Farbe	color, a color	grupo	alternativoj	prononco
level	pura	sauber, rein	clean, pure	grupo	alternativoj	prononco
level	aŭdi	hören	to hear	grupo	alternativoj	prononco
level	punkto	ein Punkt, ein Punkt, ein Fleck	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	ein Mund	a mouth	grupo	alternativoj	prononco
level	araneo	eine Spinne	a spider	grupo	alternativoj	prononco
level	serĉi	suchen, suchen, suchen	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	ein Brief	a letter	grupo	alternativoj	prononco
level	frua	früh, verfrüht	early, premature	grupo	alternativoj	prononco
level	grava	wichtig, ernst	important, serious	grupo	alternativoj	prononco
level	nigra	Schwarz	black	grupo	alternativoj	prononco
level	trankvila	ruhig, ruhig	tranquil, calm	grupo	alternativoj	prononco
level	flanko	eine Seite	a side	grupo	alternativoj	prononco
level	libroj	Bücher	books	grupo	alternativoj	prononco
level	kuri	laufen	to run	grupo	alternativoj	prononco
level	dolĉa	süß	sweet	grupo	alternativoj	prononco
level	popolo	Volk, Volk, Nation	people, folk, nation	grupo	alternativoj	prononco
level	hundo	ein Hund	a dog	grupo	alternativoj	prononco
level	fenestro	ein Fenster	a window	grupo	alternativoj	prononco
level	aĝo	Alter (Jahre alt)	age (years old)	grupo	alternativoj	prononco
level	libron	ein Buch (Objektiv, Akkusativ)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	ein Finger	a finger	grupo	alternativoj	prononco
level	resto	Rest, Ruhe, Bleiben	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	ein Zahn	a tooth	grupo	alternativoj	prononco
level	kuiri	Kochen	to cook	grupo	alternativoj	prononco
level	lavi	waschen	to wash	grupo	alternativoj	prononco
level	mia	Mein	my	grupo	alternativoj	prononco
level	piedo	ein Fuß, eine Pfote	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	zuhören	to listen	grupo	alternativoj	prononco
level	tablo	ein Tisch	a table	grupo	alternativoj	prononco
level	fali	fallen, fallen lassen	to fall, to drop	grupo	alternativoj	prononco
level	familio	eine Familie	a family	grupo	alternativoj	prononco
level	via	dein	your	grupo	alternativoj	prononco
level	vizaĝo	Ein Gesicht	a face	grupo	alternativoj	prononco
level	ĝusta	richtig (richtig), genau, richtig	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	eine Nacht	a night	grupo	alternativoj	prononco
level	mezo	ein mittlerer, durchschnittlicher, mittlerer	a middle, average, mean	grupo	alternativoj	prononco
level	historio	Geschichte, eine Geschichte	history, a history	grupo	alternativoj	prononco
level	interesi	interessieren	to interest	grupo	alternativoj	prononco
level	administri	verwalten, verwalten	to manage, to administer	grupo	alternativoj	prononco
level	aero	Luft, eine Luft (Gas)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	es ist	its	grupo	alternativoj	prononco
level	maro	Ein See	a sea	grupo	alternativoj	prononco
level	fakto	eine Tatsache	a fact	grupo	alternativoj	prononco
level	lasi	gehen, loslassen, erlauben, lassen	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	ein Tier, ein Biest	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	führen, leiten	to lead, to guide	grupo	alternativoj	prononco
level	avo	ein Großvater	a grandfather	grupo	alternativoj	prononco
level	afabla	umgänglich, freundlich, nett, liebenswürdig	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	ihre	their	grupo	alternativoj	prononco
level	korpo	ein Körper	a body	grupo	alternativoj	prononco
level	pordo	eine Tür, ein Tor	a door, a gate	grupo	alternativoj	prononco
level	forgesi	vergessen	to forget	grupo	alternativoj	prononco
level	kafo	Kaffee, ein Kaffee	coffee, a coffee	grupo	alternativoj	prononco
level	brui	Lärm machen	to make noise	grupo	alternativoj	prononco
level	brili	Leuchten	to shine	grupo	alternativoj	prononco
level	gazeto	eine Zeitschrift, eine Zeitschrift, eine Zeitschrift (=magazino)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	ein Auge	an eye	grupo	alternativoj	prononco
level	servi	dienen	to serve	grupo	alternativoj	prononco
level	vento	Wind, ein Wind	wind, a wind	grupo	alternativoj	prononco
level	ludi	spielen	to play	grupo	alternativoj	prononco
level	haro	ein Haar	a hair	grupo	alternativoj	prononco
level	arbo	ein Baum	a tree	grupo	alternativoj	prononco
level	ŝia	ihr	her	grupo	alternativoj	prononco
level	lia	sein	his	grupo	alternativoj	prononco
level	plumo	eine Feder, ein Stift	a feather, a pen	grupo	alternativoj	prononco
level	bildo	ein Bild, ein Bild	a picture, an image	grupo	alternativoj	prononco
level	paŝi	treten, gehen, auf und ab gehen, schreiten	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	dick, fett, fett	thick, fat, bold	grupo	alternativoj	prononco
level	sia	das eigene	one's own	grupo	alternativoj	prononco
level	konsenti	zugeben (das), zustimmen, zustimmen, zustimmen, zustimmen	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	Sommer, ein Sommer	summer, a summer	grupo	alternativoj	prononco
level	lumi	leuchten, Licht spenden	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	ein Himmel	a sky	grupo	alternativoj	prononco
level	vintro	Winter, ein Winter	winter, a winter	grupo	alternativoj	prononco
level	volonta	bereit (von Herzen), freiwillig	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	Herbst, Herbst, ein Herbst	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	sich erinnern, sich erinnern	to remember, to recall	grupo	alternativoj	prononco
level	printempo	Frühling, ein Frühling	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	ein Garten	a garden	grupo	alternativoj	prononco
level	aĉeti	kaufen, kaufen	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	eine Woche	a week	grupo	alternativoj	prononco
level	vitro	Glas (glasartiges Material)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	Regen, ein Regen	rain, a rain	grupo	alternativoj	prononco
level	frukto	eine Frucht	a fruit	grupo	alternativoj	prononco
level	necesa	notwendig	necessary	grupo	alternativoj	prononco
level	bono	Güte	goodness	grupo	alternativoj	prononco
level	erari	einen Fehler machen, einen Fehler machen, einen Fehler machen	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	ein Zuhause	a home	grupo	alternativoj	prononco
level	naturo	Natur, eine Natur, Charakter	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	Wolke, eine Wolke	cloud, a cloud	grupo	alternativoj	prononco
level	bone	Also	well	grupo	alternativoj	prononco
level	momento	ein Moment	a moment	grupo	alternativoj	prononco
level	direkto	eine Richtung	a direction	grupo	alternativoj	prononco
level	kontenta	zufrieden, zufrieden, erfreut, zufrieden	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	eine Rose	a rose	grupo	alternativoj	prononco
level	fajro	ein Feuer	a fire	grupo	alternativoj	prononco
level	kuraci	heilen, heilen, behandeln	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	schlagen, klopfen, schlagen, schlagen, schlagen	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	geliebt, geschätzt, geliebt, lieb, teuer	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	akzeptieren	to accept	grupo	alternativoj	prononco
level	minuto	eine Minute	a minute	grupo	alternativoj	prononco
level	espero	eine Hoffnung	a hope	grupo	alternativoj	prononco
level	linio	eine Linie	a line	grupo	alternativoj	prononco
level	neĝo	Schnee, ein Schnee	snow, a snow	grupo	alternativoj	prononco
level	koleri	wütend sein, Wut empfinden	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	ein Erfolg	a success	grupo	alternativoj	prononco
level	plori	weinen, weinen	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	Null, Null	zero, nil	grupo	alternativoj	prononco
level	angulo	ein Winkel, eine Ecke (ein abgelegener Ort)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	eine Ordnung, eine geordnete Beziehung	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	ein Schiff	a ship	grupo	alternativoj	prononco
level	blua	Blau	blue	grupo	alternativoj	prononco
level	sufiĉa	ausreichend, ausreichend, ausreichend	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	eine Straße	a street	grupo	alternativoj	prononco
level	vilaĝo	ein Dorf, eine Stadt	a village, a town	grupo	alternativoj	prononco
level	utila	nützlich	useful	grupo	alternativoj	prononco
level	rondo	ein Kreis, ein Verein	a circle, a club	grupo	alternativoj	prononco
level	preta	bereit	ready	grupo	alternativoj	prononco
level	orelo	ein Ohr	an ear	grupo	alternativoj	prononco
level	papero	Papier, ein Papier	paper, a paper	grupo	alternativoj	prononco
level	rivero	ein Fluss	a river	grupo	alternativoj	prononco
level	zorgi	pflegen, betreuen	to care for, to look after	grupo	alternativoj	prononco
level	arto	eine Kunst	an art	grupo	alternativoj	prononco
level	kreski	wachsen, zunehmen	to grow, to increase	grupo	alternativoj	prononco
level	nazo	eine Nase	a nose	grupo	alternativoj	prononco
level	konsili	beraten, beraten	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	vorbeigehen, vorbeigehen	to pass, to pass by	grupo	alternativoj	prononco
level	fero	Eisen (Fe)	iron (Fe)	grupo	alternativoj	prononco
level	regi	herrschen, regieren, kontrollieren	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	ergehen	to fare	grupo	alternativoj	prononco
level	larĝa	breit, breit, groß	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	mutig, mutig	courageous, brave	grupo	alternativoj	prononco
level	kolo	ein Nacken	a neck	grupo	alternativoj	prononco
level	propra	besitzen, das eigene	own, one's own	grupo	alternativoj	prononco
level	plezuro	ein Vergnügen, Spaß	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	verzeihen, verzeihen	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	zufrieden, satt, satt	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	rufen, rufen	to call, to summon	grupo	alternativoj	prononco
level	marto	Marsch	March	grupo	alternativoj	prononco
level	seĝo	ein Stuhl	a chair	grupo	alternativoj	prononco
level	majo	Mai	May	grupo	alternativoj	prononco
level	tuŝi	berühren	to touch	grupo	alternativoj	prononco
level	premi	drücken, drücken	to press, to squeeze	grupo	alternativoj	prononco
level	julio	Juli	July	grupo	alternativoj	prononco
level	kato	eine Katze	a cat	grupo	alternativoj	prononco
level	glaso	ein Glas Wein)	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	September	September	grupo	alternativoj	prononco
level	verda	Grün	green	grupo	alternativoj	prononco
level	postuli	fordern, postulieren, fordern	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	ein Onkel	an uncle	grupo	alternativoj	prononco
level	novembro	November	November	grupo	alternativoj	prononco
level	laca	müde, müde, müde	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	Milch, eine Milch	milk, a milk	grupo	alternativoj	prononco
level	bruli	brennen	to burn	grupo	alternativoj	prononco
level	decidi	zu entscheiden	to decide	grupo	alternativoj	prononco
level	plendi	sich beschweren	to complain	grupo	alternativoj	prononco
level	saluti	grüßen, Hallo sagen, grüßen	to greet, to say hello, to salute	grupo	alternativoj	prononco
level	valoro	ein Wert, wert	a value, worth	grupo	alternativoj	prononco
level	sukero	Zucker, ein Zucker	sugar, a sugar	grupo	alternativoj	prononco
level	planko	ein Boden, ein Boden	a floor, a ground	grupo	alternativoj	prononco
level	vesto	Tücher, eine Kleidung	cloths, a clothing	grupo	alternativoj	prononco
level	tiri	ziehen, zeichnen, ziehen	to pull, to draw, to drag	grupo	alternativoj	prononco
level	vetero	Wetter, ein Wetter	weather, a weather	grupo	alternativoj	prononco
level	turni	sich umdrehen, umdrehen	to turn, to turn around	grupo	alternativoj	prononco
level	peco	ein Stück	a piece	grupo	alternativoj	prononco
level	fraŭlo	ein Junggeselle, ein unverheirateter Mann	a bachelor, an unmarried man	grupo	alternativoj	prononco
level	pano	ein Brot	a bread	grupo	alternativoj	prononco
level	salti	springen, springen, springen	to jump, to leap, to spring	grupo	alternativoj	prononco
level	vagono	ein Auto (in einem Zug), ein Wagen, eine Kutsche, eine Kutsche	a car (in a train), a wagon, a carriage, a coach	grupo	alternativoj	prononco
level	ligo	ein Link, eine Liga	a link, a league	grupo	alternativoj	prononco
level	efektiva	tatsächlich, real, wahr	actual, real, true	grupo	alternativoj	prononco
level	decembro	Dezember	December	grupo	alternativoj	prononco
level	korto	ein Hof, ein Innenhof, eine Terrasse, ein Viereck	a court, a courtyard, a patio, a quadrangle	grupo	alternativoj	prononco
level	tranĉi	schneiden, in Scheiben schneiden	to cut, to slice	grupo	alternativoj	prononco
level	ŝati	mögen	to like	grupo	alternativoj	prononco
level	oktobro	Oktober	October	grupo	alternativoj	prononco
level	kalkuli	zählen, berechnen	to count, to calculate	grupo	alternativoj	prononco
level	rimedo	Ressourcen, Mittel, Heilmittel	resources, means, remedy	grupo	alternativoj	prononco
level	paki	packen	to pack	grupo	alternativoj	prononco
level	klaso	eine Klasse	a class	grupo	alternativoj	prononco
level	gajni	gewinnen, gewinnen, verdienen	to gain, to win, to earn	grupo	alternativoj	prononco
level	intereso	ein Interesse	an interest	grupo	alternativoj	prononco
level	floro	eine Blume, eine Blüte	a flower, a bloom	grupo	alternativoj	prononco
level	marŝi	marschieren, gehen	to march, to walk	grupo	alternativoj	prononco
level	grupo	eine Gruppe	a group	grupo	alternativoj	prononco
level	aŭgusto	August	August	grupo	alternativoj	prononco
level	junio	Juni	June	grupo	alternativoj	prononco
level	brako	ein Arm, ein Oberarm	an arm, an upper arm	grupo	alternativoj	prononco
level	konstruaĵo	ein Gebäude	a building	grupo	alternativoj	prononco
level	aprilo	April	April	grupo	alternativoj	prononco
level	februaro	Februar	February	grupo	alternativoj	prononco
level	pentraĵo	ein Bild, ein Gemälde	a picture, a painting	grupo	alternativoj	prononco
level	luno	Mond, ein Mond	moon, a moon	grupo	alternativoj	prononco
level	ideo	eine Idee	an idea	grupo	alternativoj	prononco
level	novaĵo	eine Neuigkeit	a news	grupo	alternativoj	prononco
level	vendi	verkaufen, verkaufen	to sell, to vend	grupo	alternativoj	prononco
level	kruco	über	a cross	grupo	alternativoj	prononco
level	kokaĵo	Geflügel, Huhn	poultry, chicken	grupo	alternativoj	prononco
level	monato	ein Monat	a month	grupo	alternativoj	prononco
level	porkaĵo	Schweinefleisch	pork	grupo	alternativoj	prononco
level	maniero	eine Art, ein Weg, ein Modus	a manner, a way, a mode	grupo	alternativoj	prononco
level	bovaĵo	Rindfleisch	beef	grupo	alternativoj	prononco
level	opinii	denken, eine Meinung haben, eine Meinung vertreten	to think, to have an opinion, to opine	grupo	alternativoj	prononco
level	glaciaĵo	ein Eis, Eis	an ice cream, icecream	grupo	alternativoj	prononco
level	elekti	wählen, auswählen, auswählen	to choose, to elect, to pick out	grupo	alternativoj	prononco
level	agi	handeln	to act	grupo	alternativoj	prononco
level	ovaĵo	ein Omelett, Rührei	an omelette, scrambled eggs	grupo	alternativoj	prononco
level	ŝafaĵo	Hammelfleisch	mutton	grupo	alternativoj	prononco
level	komuna	gemeinsam	common	grupo	alternativoj	prononco
level	dubi	Zweifeln	to doubt	grupo	alternativoj	prononco
level	pakaĵo	ein Paket, ein Gepäck, ein Gepäck	a package, a luggage, a baggage	grupo	alternativoj	prononco
level	freŝa	frisch, aktuell	fresh, recent	grupo	alternativoj	prononco
level	adreso	eine Adresse	an address	grupo	alternativoj	prononco
level	araneaĵo	ein Spinnennetz	a spiderweb	grupo	alternativoj	prononco
level	horloĝo	eine Uhr, eine Uhr	a clock, a watch	grupo	alternativoj	prononco
level	manĝaĵo	ein Essen	a food	grupo	alternativoj	prononco
level	male	andererseits	on the contrary	grupo	alternativoj	prononco
