A.no content.tsv
Level	Esperanto	no	en-us	Grupo	Alternativoj	Pronoco
level	ju pli antaŭeniris des pli malŝatis ~	jo lenger frem desto mer mislikte ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	mislikte den nattlige naturen	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	en mann med øyne som kan sees klart	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	øyne som kunne se godt	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	å se godt i mørket	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	så på det vanskelige	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	fra vår industrimann	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	han smilte	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	ved siden av den mannen	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	i politimannsklær	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	en annen person sto	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	i lignende klær	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	sistnevnte var en kvinne	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	la oss gå	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	sa mannen lavt	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	inn i øret til sin ledsager	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	nå er det rette øyeblikket	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	begge gikk mot personen	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	de var nøye med å gjøre ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	så mulig som ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	så lite støy som mulig (kiel eble)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	så lite støy som mulig (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	de lyktes nesten fullt ut	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	i denne ekle situasjonen	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	en ekkel situasjon der trær kastet grenene sine	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	kastet sine egne våte greiner	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	rett inn i ansiktene	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	av industrimannen	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	flerbeinte små skapninger	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	tok føttene hans	took his feet	grupo	alternativoj	prononco
level	por promenejo	for en turvei	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	naturen fikk foten hans til å falle	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	mest smertefullt	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	slapp foten ned i en grop	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	en grop full av vann	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	illeluktende vann	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	kom raskt frem til tanken	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	man må være klar	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	her	here	grupo	alternativoj	prononco
level	iu ajn ~	noen ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	klar for ethvert ubehagelig møte	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	hva som helst (hva som helst)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	han ventet på hva som helst	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	til side menneskelig stemme	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	når en stemme hørte, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	hørt umiddelbart nærme seg	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	han gjorde et fint hopp på stedet	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	som rørte hjertet hans	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	oppord til munnen	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	med forsøk på å gjenvinne roen	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	litt ro	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	lyset fra en lampe	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	noen rettet direkte mot øynene hans	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	lampen som noen rettet mot øynene	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	hindret forsoning	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	det forekom ham at ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	den menneskelige formen som holdt lampen	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	bruke klær politiet	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	hva gjør du her?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	lyder den autoritative stemmen	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	vennligst snakk ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	litt tydelig	a little clear	grupo	alternativoj	prononco
level	la alia diris	sa den andre	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	i enda viktigere tone	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	jeg går	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	du går på gården	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	av grevinnen	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	grevinnens gård	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	midt på natta	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	inviterte grevinnen deg?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	vet hun om ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	om din tilstedeværelse	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	din tilstedeværelse her	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	Jeg må spørre deg ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	ber deg følge meg	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	og han forklarte ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	forklarte at ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	siden feil forsøk	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	feil forsøk på å fange grevinnen	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	på grunn av ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	på grunn av terrorister	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	politiet sjekker nøye	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	sjekker hva som skjer	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	forekommer i omgivelsene	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	av slottet	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	omgivelsene rundt slottet	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	til industrimannen	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	det virket som ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	hans hjerte falt denne gangen	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	falt på beina	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	han visste at ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	bare hardt vil han prøve å finne	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	for å finne en akseptabel forklaring	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	om egen tilstedeværelse	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	ideen om at grevinnen vet alt	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	ideen fratok ham lite håp	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	lite håp	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	lite håp som gjensto	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	etter politiets første ord	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	jo flere ~ jo flere ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	jo lengre jo bedre	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	uansett hvor mye	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	for et kvarter siden	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	de kom tilbake	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	etter den forferdelige ulykken	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	folket dro	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	og de gamle byene falt fra hverandre	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	vi burde se deg igjen	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	jo oftere	the more often	grupo	alternativoj	prononco
level	mi pripensas	Jeg tenker	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	jo mer sint er jeg	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	hun bor i ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	i ethvert hus	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	vil vi se hverandre igjen?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	hvor og når som helst	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	når kommer jeg tilbake ~ ?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	den andre halvdelen av bøkene	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	vil du trenge ~?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	trenger mer enn et kvart år	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	for de jobbene	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	hvorfor er ~ ?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	jo kaldere	the colder	grupo	alternativoj	prononco
level	ju pli longe	lengre	the longer	grupo	alternativoj	prononco
level	ni atendas ~	vi venter ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	er du fornøyd med ~ ?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	med hvilken som helst mann	with any man	grupo	alternativoj	prononco
