A.ru content.tsv
Level	Esperanto	ru	en-us	Grupo	Alternativoj	Pronoco
level	nun estas la ĝusta momento	сейчас подходящий момент	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	оба шагнули к человеку	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	они были осторожны ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	насколько это возможно ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	как можно меньше шума (киль эбле)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	как можно меньше шума (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	им это почти полностью удалось	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	в этой неприятной ситуации	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	неприятная ситуация, когда деревья бросали свои ветки	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	бросили свои мокрые ветки	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	прямо в лица	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	промышленника	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	маленькие многоногие существа	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	взял его ноги	took his feet	grupo	alternativoj	prononco
level	por promenejo	для прогулки по дороге	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	природа заставила его ногу упасть	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	наиболее болезненно	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	уронил ногу в яму	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	яма, полная воды	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	вода с неприятным запахом	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	быстро пришел к мысли	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	нужно быть готовым	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	здесь	here	grupo	alternativoj	prononco
level	iu ajn ~	кто-нибудь ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	готов к любой неприятной встрече	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	что угодно (что угодно)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	он чего-то ждал	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	в сторону человеческого голоса	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	когда услышал голос, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	услышал сразу близко	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	он совершил хороший прыжок на площадке	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	который тронул его сердце	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	слово в рот	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	с попыткой восстановить спокойствие	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	немного спокойствия	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	свет лампы	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	кто-то направил прямо ему в глаза	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	лампа, которую кто-то направил в глаза	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	помешало примирению	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	ему казалось, что~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	человеческая форма, держащая лампу	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	носить одежду полиции	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	что ты здесь делаешь?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	звучит авторитетный голос	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	пожалуйста, поговори ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	немного ясно	a little clear	grupo	alternativoj	prononco
level	la alia diris	другой сказал	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	еще более важным тоном	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	Я иду	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	ты гуляешь по ферме	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	графини	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	ферма графини	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	в середине ночи	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	вас пригласила графиня?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	она знает о ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	о твоем присутствии	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	твое присутствие здесь	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	Я должен спросить тебя ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	просит тебя следовать за мной	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	и он объяснил ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	объяснил это ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	поскольку неправильная попытка	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	неправильная попытка поймать графиню	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	из-за ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	из-за террористов	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	полиция тщательно проверяет	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	проверяет, что происходит	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	происходит в окружающем	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	замка	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	окрестности замка	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	промышленнику	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	казалось, что ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	на этот раз его сердце упало	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	упал на ноги	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	он знал это~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	просто тяжело, он попытается найти	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	найти приемлемое объяснение	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	о собственном присутствии	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	мысль о том, что графиня все знает	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	эта идея лишила его мало надежды	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	маленькая надежда	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	мало надежды, что осталось	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	после первых слов полиции	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	чем больше ~ тем больше ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	чем дольше, тем лучше	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	Неважно, сколько	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	четверть часа назад	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	они вернулись	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	после страшного несчастья	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	люди ушли	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	и старые города развалились	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	мы должны увидеть тебя снова	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	чем чаще	the more often	grupo	alternativoj	prononco
level	mi pripensas	я думаю	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	тем больше я злюсь	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	она живет в ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	в любом доме	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	мы увидимся снова?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	где угодно и когда угодно	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	когда я вернусь ~ ?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	другая половина книг	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	тебе понадобится ~ ?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	нужно больше четверти года	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	для этих работ	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	почему ~?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	тем холоднее	the colder	grupo	alternativoj	prononco
level	ju pli longe	чем дольше	the longer	grupo	alternativoj	prononco
level	ni atendas ~	мы ждем ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	ты доволен ~?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	с любым мужчиной	with any man	grupo	alternativoj	prononco
