B.et content.tsv
Level	Esperanto	et	en-us	Grupo	Alternativoj	Pronoco
level	ne mendis specialan programon	ei tellinud eriprogrammi	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	kuidas keegi saab lisaks tellida?	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	kuidas saab keegi lisatellimuse eest maksta?	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	kas näeme registreerunute nimekirja?	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	minu nime ei ole registreerijate nimekirjas	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	kas saaksite palun nimekirja vaadata?	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	pärast tellimuse tähtaega	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	kas keegi saaks veel liituda?	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	ühiselt hotelli broneerima	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	keegi broneerib hotelli, kas tahad kaasa tulla?	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	kui oli vaba tuba, siis tahan selle broneerida	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	kas kohapeal on võimalik hotelli broneerida?	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	kas peaksime koos lennupileti ostma?	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	pilet mis kuupäevast	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	kas tuleme teiega lennujaama kaasa?	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	kas lennujaamas on giid?	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	kas keegi peab ise kongressipaika minema?	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	konvendipaiga kassast	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	Ma maksin, kuid minu nimesilti ei leitud	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	soovib registreerida kohapeal	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	makstakse grupis, aga miks pole märgitud?	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	konverentsikott konverentsiraamatu ja muude infomaterjalidega	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	rektori saal, näitus	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	avamine ja sulgemine	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	KER (Common European Framework of Reference) eksamikoht	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	kongressi komitee	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	assotsiatsioonikomitee	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	konvendi bankett	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	Tutvumise õhtu	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	suur avamine	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	Zamenhofi saal	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU (Rahvusvaheline Kongressi Ülikool)	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	KER eksam neljal tasemel (ühine Euroopa tugiraamistik)	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	rahvusvaheline kunstiõhtu	international art evening	grupo	alternativoj	prononco
level	solena fermo	pidulik lõpetamine	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	raamatuteenus esperanto raamatutega	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	AIS (Rahvusvaheline Teaduste Akadeemia)	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	SAT (World Anarhist Association)	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	igavad loengud	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	erinevate osakondade valveametnikud	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	buty ohvitserid teevad meeskonnana koostööd	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	reisibüroo	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	lennupilet	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	tühistas hotelli ja lennupileti	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	konvendi kuller	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	esimene uudiskiri, teine uudiskiri	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	kongressi teema	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	kõnekursused	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	ajutised programmid	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	tellimise üldtingimused	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	kongressi-eelsed ringreisid	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	kongressijärgne ringreis	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	terve päeva ekskursioonid	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	poolepäevased ekskursioonid	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	kongressiaegsete ringreiside tabel	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	sündmused Ühendkuningriigis (Universal Congress)	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	kontaktid massimeediaga	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	programmi juhtis asepresident	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	riigi ametiasutustega	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	sekretär, laekur	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	kunstiüritused	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	Lastekongress	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	sotsiaalsed veebisaidid	social websites	grupo	alternativoj	prononco
level	reĝisoro de la kongresa temo	kongressi teema juht	director of the congress theme	grupo	alternativoj	prononco
level	rektoro de IKU (Internacia Kongresa Universitato)	IKU (Rahvusvahelise Kongressi Ülikooli) rektor	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	tervisekindlustus ja reisikindlustus	health insurance and travel insurance	grupo	alternativoj	prononco
level	dokumentoj kaj vizoj	dokumendid ja viisad	documents and visas	grupo	alternativoj	prononco
level	valida identigilo	kehtiv ID	a valid ID	grupo	alternativoj	prononco
level	pasporto valida	kehtiv pass	a valid passport	grupo	alternativoj	prononco
level	reguloj pri viz-donado	viisa väljastamise eeskirjad	visa-issuance rules	grupo	alternativoj	prononco
level	akiro de vizo	viisa saamine	obtaining a visa	grupo	alternativoj	prononco
level	CO (centra oficejo) de UEA (Universala Esperanto Asocio)	UEA (Universal Esperanto Association) CO (keskkontor)	CO (central office) of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	elŝuti la oficialan konfirmilon (invitilon)	ametliku kinnituskirja (kutsekirja) allalaadimiseks	to download the official confirmation letter (invitation letter)	grupo	alternativoj	prononco
level	uzante la mendilon	kasutades tellimisvormi	using the order form	grupo	alternativoj	prononco
level	al la viz-dona instanco	viisat väljastavale asutusele	to the visa issuing authority	grupo	alternativoj	prononco
level	la oficiala kongres-daŭro	kongressi ametlik kestus	the official congress duration	grupo	alternativoj	prononco
level	mendis loĝadon pere de UEA (Universala Esperanto Asocio)	broneeritud majutus UEA (Universal Esperanto Association) kaudu	booked accommodation through UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	informi pri eventualaj ŝanĝoj	võimalikest muudatustest teavitamiseks	to inform about possible changes	grupo	alternativoj	prononco
level	akiri vojaĝan asekuron	reisikindlustuse saamiseks	to get travel insurance	grupo	alternativoj	prononco
level	krom la nuligon de la vojaĝo	välja arvatud reisi ärajäämine	except for the cancellation of the trip	grupo	alternativoj	prononco
level	asekuro kovras san-traktadon	kindlustus katab ravi	insurance covers health treatment	grupo	alternativoj	prononco
level	kaze de la akcidentoj	õnnetuste korral	in case of the accidents	grupo	alternativoj	prononco
level	deponi la valizojn	kohvrite hoiule andmiseks	to deposit the suitcases	grupo	alternativoj	prononco
level	internacia flug-haveno	Rahvusvaheline lennujaam	international airport	grupo	alternativoj	prononco
level	iri buse aŭ taksie aŭ aŭtomobile	minna bussi või takso või autoga	to go by bus or taxi or car	grupo	alternativoj	prononco
level	la veturo daŭras ĉirkaŭ 40 minutojn	sõit kestab umbes 40 minutit	the ride takes about 40 minutes	grupo	alternativoj	prononco
level	utiligi metroon ĝis la bus-haltejo	kasutada metrooga bussipeatusesse	to use the subway to the bus stop	grupo	alternativoj	prononco
level	ankaŭ alteriĝis en alia flug-haveno	maandus ka teises lennujaamas	also landed at another airport	grupo	alternativoj	prononco
level	por kongres-rilataj aferoj	kongressiga seotud küsimustes	for congress-related matters	grupo	alternativoj	prononco
level	oficiala mon-unuo estas eŭro	ametlik valuuta on euro	official currency is euro	grupo	alternativoj	prononco
level	vendejo akceptas kredit-kartojn	pood aktsepteerib krediitkaarte	store accepts credit cards	grupo	alternativoj	prononco
level	je ordinara kurzo	tavalise vahetuskursiga	at ordinary exchange rate	grupo	alternativoj	prononco
level	agnoskita kiel oficiala lingvo	tunnustatud ametliku keelena	recognized as an official language	grupo	alternativoj	prononco
level	kran-akvo estas trinkebla	kraanivesi on joodav	tap water is drinkable	grupo	alternativoj	prononco
level	aĉeti mineralan akvon kun-gasan	osta gaasiga mineraalvett	to buy mineral water with gas	grupo	alternativoj	prononco
level	trinkmono aprezata sed ne deviga	jootraha teretulnud, kuid pole nõutav	tip appreciated but not required	grupo	alternativoj	prononco
level	urba transportilo	linnatransport	city transport	grupo	alternativoj	prononco
level	aĉetebla ĉe aŭtomata giĉeto de haltejo	saab osta bussipeatuse automaatkastist	can be purchased at a bus stop's automatic ticket box	grupo	alternativoj	prononco
level	informa budo en kongresejo	infoputka konverentsipaigas	information booth in convention place	grupo	alternativoj	prononco
level	programo de la Kleriga Lundo	valgustusajastu esmaspäeva programm	program of the Enlightenment Monday	grupo	alternativoj	prononco
level	movada foiro	liikumismess	movement fair	grupo	alternativoj	prononco
level	Ekumena Diservo	Oikumeeniline jumalateenistus	Ecumenical Service	grupo	alternativoj	prononco
level	Kongresa Balo	Kongressi ball	Congressional Ball	grupo	alternativoj	prononco
level	Estraro Respondas	Direktorite nõukogu vastab	Board of Directors Responds	grupo	alternativoj	prononco
level	faka kunsido	spetsialistide kohtumine	specialist meeting	grupo	alternativoj	prononco
level	kongresa aŭkcio	konvendi oksjon	convention auction	grupo	alternativoj	prononco
level	komitato de UEA (Universala Esperanto Asocio)	UEA (Universal Esperanto Association) komitee	committee of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	registrita kongresano	registreeritud kongressil osaleja	registered congress participant	grupo	alternativoj	prononco
level	aliĝilo kun kongresa numero	registreerimisvorm koos kongressi numbriga	registration form with congress number	grupo	alternativoj	prononco
level	liveri ĉiujn servojn laŭ dua bulteno	osutada kõiki teenuseid nagu teises uudiskirjas	to deliver all services as in the second newsletter	grupo	alternativoj	prononco
level	hazarda kunloĝigo de nekonatoj	juhuslik võõraste tubade jagamine	random room sharing of strangers	grupo	alternativoj	prononco
level	disponigas nur al anticipaj konsentitoj	saadaval ainult eelnevale nõusoleku andjatele	available only to advance consenters	grupo	alternativoj	prononco
level	krom se aliloke indikite	kui pole märgitud muus kohas	unless indicated in other place	grupo	alternativoj	prononco
level	ekskursojn akompanos gvidanto	ekskursioone saadab giid	tours will be accompanied by a guide	grupo	alternativoj	prononco
